sport,exercise,camera_view,input_mode,phase,start_time_s,end_time_s,duration_s,sample_count,left_hip_angle_mean_deg,left_hip_angle_min_deg,left_hip_angle_max_deg,left_hip_angle_range_deg,right_hip_angle_mean_deg,right_hip_angle_min_deg,right_hip_angle_max_deg,right_hip_angle_range_deg,left_knee_angle_mean_deg,left_knee_angle_min_deg,left_knee_angle_max_deg,left_knee_angle_range_deg,right_knee_angle_mean_deg,right_knee_angle_min_deg,right_knee_angle_max_deg,right_knee_angle_range_deg,left_ankle_angle_mean_deg,left_ankle_angle_min_deg,left_ankle_angle_max_deg,left_ankle_angle_range_deg,right_ankle_angle_mean_deg,right_ankle_angle_min_deg,right_ankle_angle_max_deg,right_ankle_angle_range_deg,left_shoulder_angle_mean_deg,left_shoulder_angle_min_deg,left_shoulder_angle_max_deg,right_shoulder_angle_mean_deg,right_shoulder_angle_min_deg,right_shoulder_angle_max_deg,left_elbow_angle_mean_deg,left_elbow_angle_min_deg,left_elbow_angle_max_deg,right_elbow_angle_mean_deg,right_elbow_angle_min_deg,right_elbow_angle_max_deg,trunk_lean_angle_mean_deg,trunk_lean_angle_min_deg,trunk_lean_angle_max_deg,trunk_lean_angle_range_deg,barbell_vertical_displacement_mean_px,barbell_vertical_displacement_min_px,barbell_vertical_displacement_max_px,barbell_vertical_displacement_range_px,barbell_horizontal_displacement_mean_px,barbell_horizontal_displacement_min_px,barbell_horizontal_displacement_max_px,barbell_horizontal_displacement_range_px,barbell_vertical_velocity_mean_px_s,barbell_vertical_velocity_max_abs_px_s,barbell_horizontal_velocity_mean_px_s,barbell_horizontal_velocity_max_abs_px_s,barbell_vertical_displacement_mean_m,barbell_vertical_displacement_min_m,barbell_vertical_displacement_max_m,barbell_vertical_displacement_range_m,barbell_horizontal_displacement_mean_m,barbell_horizontal_displacement_min_m,barbell_horizontal_displacement_max_m,barbell_horizontal_displacement_range_m,barbell_vertical_velocity_mean_m_s,barbell_vertical_velocity_max_abs_m_s,barbell_horizontal_velocity_mean_m_s,barbell_horizontal_velocity_max_abs_m_s,athlete_depth_mean_m,athlete_depth_min_m,athlete_depth_max_m,center_depth_mean_m,center_depth_min_m,center_depth_max_m
Sprinting,Sprinting,Side View,Side-view Video File,Initial Contact,0.001,7.397,7.396,26,116.2612,56.58,166.17,109.59,97.8436,75.92,156.4,80.48,107.6704,32.2,177.63,145.43,79.6632,24.86,168.03,143.17,128.3288,51.71,176.2,124.49,122.0172,85.03,168.69,83.66,52.465,42.43,62.5,48.6004,9.47,105.54,171.64,171.64,171.64,154.9125,65.85,176.49,21.0708,15.0,28.89,13.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprinting,Sprinting,Side View,Side-view Video File,Toe-Off,0.108,7.933,7.825,38,115.7242,45.22,175.89,130.67,117.7929,73.39,170.82,97.43,114.8777,10.01,179.65,169.64,119.2519,21.18,178.18,157.0,140.32,44.24,179.79,135.55,144.0532,99.78,176.8,77.02,52.972,43.69,70.24,67.5135,11.16,114.1,157.2875,137.85,169.01,153.1767,116.14,179.31,23.9239,9.32,36.4,27.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprinting,Sprinting,Side View,Side-view Video File,Flight / Swing,0.361,9.049,8.688,109,94.8837,49.9,178.91,129.01,121.5605,64.1,177.63,113.53,144.1067,28.91,179.73,150.82,146.8503,12.53,178.77,166.24,145.1995,14.35,179.79,165.44,158.1759,10.44,179.81,169.37,64.5475,34.7,86.79,61.077,0.56,110.19,147.7411,129.13,179.1,149.1618,17.46,179.82,22.7806,1.93,40.77,38.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprinting,Sprinting,Side View,Side-view Video File,Support Phase,1.582,3.227,1.645,4,148.725,88.27,169.95,81.68,85.515,82.04,88.8,6.76,133.2325,88.25,156.75,68.5,80.3825,56.5,106.01,49.51,148.32,122.43,178.17,55.74,113.225,102.53,125.84,23.31,,,,46.7275,16.45,62.86,,,,159.1933,152.71,164.19,23.6625,21.97,27.71,5.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
