time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.001,Sprinting,Sprinting,Side View,Initial Contact,Detected,76.58,156.4,38.97,168.03,140.47,168.69,,99.98,,136.58,24.66,,,,,,,,,,,,,,,,,,
0.051,Sprinting,Sprinting,Side View,Initial Contact,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
0.108,Sprinting,Sprinting,Side View,Toe-Off,Detected,45.22,149.88,53.92,169.94,107.56,175.98,,80.16,,126.23,30.17,,,,,,,,,,,,,,,,,,
0.158,Sprinting,Sprinting,Side View,Toe-Off,Detected,48.12,148.63,71.66,171.15,119.09,176.34,,81.45,,122.75,31.61,,,,,,,,,,,,,,,,,,
0.209,Sprinting,Sprinting,Side View,Toe-Off,Detected,56.13,147.53,108.89,173.02,158.78,171.56,,96.7,,131.95,31.91,,,,,,,,,,,,,,,,,,
0.259,Sprinting,Sprinting,Side View,Toe-Off,Detected,56.31,148.95,122.38,169.53,156.76,176.8,,90.0,,119.07,34.42,,,,,,,,,,,,,,,,,,
0.31,Sprinting,Sprinting,Side View,Toe-Off,Detected,55.1,149.17,118.67,167.51,150.57,171.91,,89.43,,116.14,34.42,,,,,,,,,,,,,,,,,,
0.361,Sprinting,Sprinting,Side View,Flight / Swing,Detected,63.16,166.41,159.15,175.05,137.91,160.56,,90.48,,117.39,33.69,,,,,,,,,,,,,,,,,,
0.411,Sprinting,Sprinting,Side View,Flight / Swing,Detected,62.14,165.68,144.46,150.5,160.36,173.4,,89.35,,115.04,33.57,,,,,,,,,,,,,,,,,,
0.462,Sprinting,Sprinting,Side View,Flight / Swing,Detected,55.68,161.2,132.96,159.58,148.57,171.03,,86.98,,116.81,33.69,,,,,,,,,,,,,,,,,,
0.513,Sprinting,Sprinting,Side View,Flight / Swing,Detected,69.68,157.07,148.59,22.22,166.94,142.77,,90.35,,131.1,31.61,,,,,,,,,,,,,,,,,,
0.564,Sprinting,Sprinting,Side View,Flight / Swing,Detected,71.5,160.43,152.39,135.13,151.59,175.36,,89.23,,142.83,32.21,,,,,,,,,,,,,,,,,,
0.615,Sprinting,Sprinting,Side View,Flight / Swing,Detected,73.83,160.01,153.35,125.14,146.12,154.08,,89.93,,147.81,31.54,,,,,,,,,,,,,,,,,,
0.665,Sprinting,Sprinting,Side View,Flight / Swing,Detected,75.03,154.18,154.08,135.48,152.57,173.63,,78.26,,141.34,29.74,,,,,,,,,,,,,,,,,,
0.716,Sprinting,Sprinting,Side View,Flight / Swing,Detected,81.79,144.66,162.43,140.62,157.93,174.87,,72.26,,141.52,28.93,,,,,,,,,,,,,,,,,,
0.767,Sprinting,Sprinting,Side View,Flight / Swing,Detected,79.96,137.49,161.9,146.24,158.39,171.87,,69.84,,142.94,29.54,,,,,,,,,,,,,,,,,,
0.818,Sprinting,Sprinting,Side View,Flight / Swing,Detected,91.27,131.7,168.1,148.32,177.73,177.19,,70.8,,130.27,25.2,,,,,,,,,,,,,,,,,,
0.869,Sprinting,Sprinting,Side View,Flight / Swing,Detected,178.26,70.42,105.27,146.91,161.45,170.15,,65.67,,126.32,23.09,,,,,,,,,,,,,,,,,,
0.92,Sprinting,Sprinting,Side View,Flight / Swing,Detected,85.83,64.1,50.78,144.33,14.35,143.39,,92.13,,155.88,22.48,,,,,,,,,,,,,,,,,,
0.971,Sprinting,Sprinting,Side View,Flight / Swing,Detected,92.37,85.24,159.12,66.8,176.69,158.2,,51.47,,119.54,20.31,,,,,,,,,,,,,,,,,,
1.022,Sprinting,Sprinting,Side View,Flight / Swing,Detected,88.34,129.4,146.56,141.81,148.31,175.5,,41.39,,113.58,19.27,,,,,,,,,,,,,,,,,,
1.073,Sprinting,Sprinting,Side View,Flight / Swing,Detected,99.74,144.71,147.99,121.65,158.23,136.45,,18.01,,106.76,16.12,,,,,,,,,,,,,,,,,,
1.124,Sprinting,Sprinting,Side View,Flight / Swing,Detected,128.93,106.03,141.68,133.51,87.71,103.13,,5.88,,162.35,17.63,,,,,,,,,,,,,,,,,,
1.175,Sprinting,Sprinting,Side View,Initial Contact,Detected,114.78,98.13,176.88,111.49,176.2,113.97,,32.47,,162.71,19.35,,,,,,,,,,,,,,,,,,
1.225,Sprinting,Sprinting,Side View,Toe-Off,Detected,125.37,103.5,179.65,117.84,140.6,102.72,,26.03,,161.57,20.16,,,,,,,,,,,,,,,,,,
1.276,Sprinting,Sprinting,Side View,Toe-Off,Detected,132.85,75.14,80.05,36.73,44.24,129.13,,34.19,,148.82,18.7,,,,,,,,,,,,,,,,,,
1.327,Sprinting,Sprinting,Side View,Initial Contact,Detected,131.02,90.82,111.16,25.77,149.23,85.03,,31.73,,157.89,17.14,,,,,,,,,,,,,,,,,,
1.378,Sprinting,Sprinting,Side View,Initial Contact,Detected,128.18,102.45,97.65,37.04,125.54,104.57,,25.18,,151.76,18.29,,,,,,,,,,,,,,,,,,
1.429,Sprinting,Sprinting,Side View,Initial Contact,Detected,128.82,100.06,80.65,41.19,130.57,120.73,,42.65,,160.21,18.73,,,,,,,,,,,,,,,,,,
1.48,Sprinting,Sprinting,Side View,Initial Contact,Detected,161.0,104.65,126.66,51.94,145.09,110.0,,45.09,,169.69,20.02,,,,,,,,,,,,,,,,,,
1.531,Sprinting,Sprinting,Side View,Initial Contact,Detected,160.07,103.11,129.71,56.33,143.41,112.11,,47.64,,176.49,21.3,,,,,,,,,,,,,,,,,,
1.582,Sprinting,Sprinting,Side View,Support Phase,Detected,167.81,85.93,133.6,56.5,130.75,112.7,,55.52,,160.68,22.31,,,,,,,,,,,,,,,,,,
1.633,Sprinting,Sprinting,Side View,Support Phase,Detected,169.95,88.8,156.75,106.01,178.17,125.84,,52.08,,164.19,22.66,,,,,,,,,,,,,,,,,,
1.684,Sprinting,Sprinting,Side View,Support Phase,Detected,168.87,85.29,154.33,72.65,161.93,102.53,,62.86,,152.71,21.97,,,,,,,,,,,,,,,,,,
1.734,Sprinting,Sprinting,Side View,Toe-Off,Detected,158.6,79.52,164.71,76.83,171.75,108.43,,63.11,,166.02,24.48,,,,,,,,,,,,,,,,,,
1.785,Sprinting,Sprinting,Side View,Toe-Off,Detected,153.24,77.29,170.6,178.18,117.28,168.15,,64.79,,164.88,25.2,,,,,,,,,,,,,,,,,,
1.837,Sprinting,Sprinting,Side View,Toe-Off,Detected,154.86,73.39,167.47,176.87,166.43,158.68,,66.8,,161.17,23.78,,,,,,,,,,,,,,,,,,
