time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.016,Deadlift Phase,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,-0.0,0.0,0.0052
0.109,Deadlift Phase,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,-0.0,0.0,0.0052
0.198,Deadlift Phase,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4284,0.9344,3.205,0.2042,-0.005,0.0541,0.0248,0.0052
0.281,Deadlift Phase,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4284,0.9344,3.205,0.2042,-0.005,-0.0,0.0,0.0052
0.374,Deadlift Phase,True,243.0,423.0,39.0,-1.0,-10.76,-10.76,1.0,-0.4336,0.9396,3.205,0.199,-0.0101,-0.0558,-0.0558,0.0052
0.467,Deadlift Phase,True,244.0,422.0,40.0,0.0,10.74,10.74,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,0.0025,0.0313,0.0052
0.566,Deadlift Phase,True,243.0,422.0,39.0,0.0,0.0,-10.08,1.0,-0.4382,0.9444,3.239,0.1944,-0.0149,-0.05,-0.0758,0.0052
0.656,Deadlift Phase,True,244.0,422.0,40.0,0.0,0.0,11.17,1.0,-0.433,0.9444,3.239,0.1997,-0.0149,-0.0,0.0586,0.0052
0.748,Deadlift Phase,True,244.0,421.0,40.0,1.0,10.77,0.0,1.0,-0.4307,0.9342,3.222,0.2019,-0.0047,0.1095,0.0245,0.0052
0.843,Deadlift Phase,True,244.0,422.0,40.0,0.0,-10.66,0.0,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,-0.0556,0.0,0.0052
0.94,Deadlift Phase,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4353,0.9493,3.256,0.1974,-0.0198,-0.1053,-0.0483,0.0052
1.027,Deadlift Phase,True,244.0,421.0,40.0,1.0,10.88,0.0,1.0,-0.4353,0.944,3.256,0.1974,-0.0146,0.0573,0.0,0.0052
1.122,Deadlift Phase,True,244.0,422.0,40.0,0.0,-10.67,0.0,1.0,-0.433,0.9444,3.239,0.1997,-0.0149,-0.0033,0.0242,0.0052
1.212,Deadlift Phase,True,245.0,422.0,41.0,0.0,0.0,10.82,1.0,-0.4277,0.9444,3.239,0.2049,-0.0149,-0.0,0.0568,0.0052
1.293,Deadlift Phase,True,244.0,421.0,40.0,1.0,12.53,-12.53,1.0,-0.433,0.9391,3.239,0.1997,-0.0096,0.0657,-0.0657,0.0052
1.383,Deadlift Phase,True,245.0,422.0,41.0,0.0,-12.44,12.44,1.0,-0.4255,0.9394,3.222,0.2072,-0.0099,-0.0035,0.0932,0.0052
