time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.016,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,34.8,,107.11,,112.4,,57.11,,120.13,93.5,3.779,7.652,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,-0.0,0.0,0.0052
0.109,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,33.63,,104.78,,115.01,,56.07,,104.41,93.87,3.779,7.652,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,-0.0,0.0,0.0052
0.198,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,33.83,,103.12,,112.01,,54.32,,101.16,93.84,3.85,7.466,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4284,0.9344,3.205,0.2042,-0.005,0.0541,0.0248,0.0052
0.281,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,33.16,,100.57,,113.6,,62.62,,129.04,93.87,3.85,7.466,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4284,0.9344,3.205,0.2042,-0.005,-0.0,0.0,0.0052
0.374,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,33.08,,99.62,,112.65,,65.75,,139.44,93.92,3.85,7.951,True,243.0,423.0,39.0,-1.0,-10.76,-10.76,1.0,-0.4336,0.9396,3.205,0.199,-0.0101,-0.0558,-0.0558,0.0052
0.467,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,33.83,,100.57,,115.64,,55.79,,140.53,93.89,3.85,7.951,True,244.0,422.0,40.0,0.0,10.74,10.74,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,0.0025,0.0313,0.0052
0.566,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,33.83,,101.08,,112.52,,52.99,,137.73,93.89,3.85,7.849,True,243.0,422.0,39.0,0.0,0.0,-10.08,1.0,-0.4382,0.9444,3.239,0.1944,-0.0149,-0.05,-0.0758,0.0052
0.656,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,34.49,,99.54,,107.61,,61.93,,161.18,94.31,3.85,7.849,True,244.0,422.0,40.0,0.0,0.0,11.17,1.0,-0.433,0.9444,3.239,0.1997,-0.0149,-0.0,0.0586,0.0052
0.748,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,34.49,,98.61,,108.3,,65.05,,167.47,93.92,3.826,7.849,True,244.0,421.0,40.0,1.0,10.77,0.0,1.0,-0.4307,0.9342,3.222,0.2019,-0.0047,0.1095,0.0245,0.0052
0.843,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,35.14,,99.99,,109.78,,56.6,,138.61,93.92,3.826,7.849,True,244.0,422.0,40.0,0.0,-10.66,0.0,1.0,-0.4307,0.9394,3.222,0.2019,-0.0099,-0.0556,0.0,0.0052
0.94,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,35.14,,99.99,,109.78,,53.73,,127.16,93.92,3.756,7.466,True,244.0,422.0,40.0,0.0,0.0,0.0,1.0,-0.4353,0.9493,3.256,0.1974,-0.0198,-0.1053,-0.0483,0.0052
1.027,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,35.21,,99.99,,110.12,,51.98,,129.02,93.89,3.756,7.466,True,244.0,421.0,40.0,1.0,10.88,0.0,1.0,-0.4353,0.944,3.256,0.1974,-0.0146,0.0573,0.0,0.0052
1.122,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,35.91,,99.21,,106.69,,52.04,,131.88,93.89,3.802,6.957,True,244.0,422.0,40.0,0.0,-10.67,0.0,1.0,-0.433,0.9444,3.239,0.1997,-0.0149,-0.0033,0.0242,0.0052
1.212,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,34.03,,98.65,,113.58,,58.87,,157.07,93.89,3.802,6.957,True,245.0,422.0,41.0,0.0,0.0,10.82,1.0,-0.4277,0.9444,3.239,0.2049,-0.0149,-0.0,0.0568,0.0052
1.293,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,33.47,,98.49,,112.42,,61.88,,168.49,93.92,3.826,7.652,True,244.0,421.0,40.0,1.0,12.53,-12.53,1.0,-0.433,0.9391,3.239,0.1997,-0.0096,0.0657,-0.0657,0.0052
1.383,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,32.69,,97.94,,110.51,,55.79,,135.56,93.95,3.826,7.652,True,245.0,422.0,41.0,0.0,-12.44,12.44,1.0,-0.4255,0.9394,3.222,0.2072,-0.0099,-0.0035,0.0932,0.0052
1.467,Weightlifting,Snatch,Side View,Deadlift Phase,Detected,,32.21,,96.99,,110.12,,60.42,,147.71,93.92,3.802,7.558,True,245.0,422.0,41.0,0.0,0.0,0.0,1.0,-0.4255,0.9394,3.222,0.2072,-0.0099,-0.0,0.0,0.0052
