time_s,athlete_depth_m,center_depth_m
0.055,3.875,7.749
0.134,3.875,7.749
0.211,3.875,7.749
0.291,3.875,7.749
0.367,3.85,7.558
0.446,3.875,7.558
0.526,3.875,7.849
0.603,3.875,7.849
0.683,3.85,7.749
0.759,3.85,7.749
0.837,3.875,7.749
0.915,3.875,7.749
0.991,3.924,7.558
1.068,3.924,7.558
1.149,3.899,7.849
1.23,3.899,7.849
1.308,3.85,7.466
1.387,3.85,7.466
1.466,3.875,7.558
1.545,3.875,7.558
1.622,3.899,7.558
1.702,3.899,7.558
1.78,3.899,7.652
1.859,3.899,7.652
1.936,3.899,7.652
2.015,3.924,7.652
2.094,3.899,7.288
2.173,3.899,7.288
2.252,3.875,7.849
2.329,3.875,7.849
2.405,3.924,7.652
2.485,3.924,7.652
2.564,3.924,7.652
2.643,3.924,7.652
2.719,3.924,7.749
2.798,3.924,7.749
2.878,3.924,7.466
2.957,3.924,7.466
3.037,3.924,7.749
3.114,3.924,7.749
3.193,3.924,7.652
3.268,3.924,7.652
3.347,3.899,7.951
3.425,3.899,7.951
3.504,3.899,8.055
3.581,3.899,8.055
3.66,3.924,7.951
3.739,3.924,7.951
3.815,3.899,7.951
3.894,3.899,7.951
3.973,3.875,7.849
4.05,3.875,7.849
4.129,3.875,7.652
4.205,3.875,7.652
4.285,3.899,7.849
4.363,3.899,7.849
4.44,3.875,7.749
4.518,3.875,7.749
4.595,3.899,7.466
4.672,3.899,7.466
4.751,3.899,7.558
4.837,3.899,7.558
4.926,3.924,7.951
4.999,3.924,7.951
5.075,3.924,7.652
5.153,3.924,7.652
5.232,3.924,7.652
5.311,3.924,7.652
5.387,3.924,7.749
5.467,3.924,7.749
5.544,3.899,7.652
5.62,3.899,7.652
5.709,3.924,7.652
5.793,3.924,7.652
5.871,3.899,7.558
5.947,3.899,7.558
6.026,3.899,7.652
6.103,3.899,7.652
6.181,3.924,8.055
6.258,3.924,8.055
6.337,3.924,7.849
6.416,3.924,7.849
6.494,3.924,7.652
6.573,3.924,7.652
6.649,3.924,7.951
6.73,3.924,7.951
6.805,3.899,7.951
6.883,3.899,7.951
6.96,3.95,7.849
7.037,3.924,7.849
7.115,3.95,7.951
7.195,3.95,7.951
7.269,3.875,7.749
7.348,3.875,7.749
7.427,3.924,7.466
7.505,3.924,7.466
7.585,3.924,7.288
7.663,3.924,7.288
7.742,3.875,7.652
7.82,3.875,7.652
7.899,3.975,7.749
7.98,3.975,7.749
8.058,3.924,7.652
8.136,3.924,7.652
8.216,3.975,7.558
8.294,3.975,7.558
8.37,3.975,7.652
8.447,3.975,7.652
8.526,3.875,7.749
8.601,3.875,7.749
8.68,3.899,7.652
8.759,3.899,7.652
8.837,3.899,8.055
8.917,3.899,8.055
8.996,3.924,7.652
9.075,3.924,7.652
9.151,3.924,7.749
9.23,3.924,7.749
9.309,3.875,7.558
9.387,3.875,7.558
9.465,3.899,7.849
9.542,3.899,7.849
9.62,3.899,7.849
9.698,3.899,7.849
9.777,3.924,7.466
9.856,3.924,7.466
9.936,3.899,7.652
10.021,3.899,7.652
10.093,3.899,7.558
10.172,3.899,7.558
10.25,3.924,8.055
10.329,3.924,8.055
10.406,3.924,7.558
10.484,3.924,7.558
10.563,3.924,8.055
10.642,3.924,8.055
10.718,3.899,7.849
10.796,3.899,7.849
10.877,3.95,7.849
10.955,3.95,7.849
11.031,3.875,8.163
11.112,3.875,8.163
11.189,3.924,7.466
11.268,3.95,7.466
11.347,3.924,7.749
11.425,3.924,7.749
11.502,3.899,7.652
11.58,3.899,7.652
11.657,3.95,8.055
11.743,3.95,8.055
11.815,3.924,7.749
11.895,3.924,7.749
11.975,3.924,7.652
12.05,3.924,7.652
12.131,3.95,7.652
12.207,3.975,7.652
12.285,3.899,7.558
12.366,3.899,7.558
12.444,3.924,7.558
12.522,3.95,7.558
12.6,3.899,7.558
12.68,3.899,7.558
12.757,3.924,7.652
12.834,3.924,7.652
12.912,3.899,8.163
12.992,3.899,8.163
13.069,3.95,7.558
13.147,3.95,7.558
13.226,3.924,7.951
13.302,3.924,7.951
13.379,3.924,7.558
13.457,3.924,7.558
