time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.055,Setup,True,292.0,429.0,,,,,,-0.1812,0.981,3.239,,,,,
0.134,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
0.211,Setup,True,292.0,429.0,,,,,,-0.1812,0.981,3.239,,,,,
0.291,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
0.367,Setup,True,291.0,428.0,,,,,,-0.1865,0.9758,3.239,,,,,
0.446,Setup,True,291.0,428.0,,,,,,-0.1865,0.9758,3.239,,,,,
0.526,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
0.603,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
0.683,Setup,True,291.0,428.0,,,,,,-0.1865,0.9758,3.239,,,,,
0.759,Setup,True,291.0,428.0,,,,,,-0.1865,0.9758,3.239,,,,,
0.837,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
0.915,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
0.991,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
1.068,Setup,True,292.0,429.0,,,,,,-0.1803,0.9759,3.222,,,,,
1.149,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
1.23,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
1.308,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
1.387,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
1.466,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
1.545,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
1.622,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
1.702,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
1.78,Setup,True,291.0,428.0,,,,,,-0.1855,0.9707,3.222,,,,,
1.859,Setup,True,291.0,429.0,,,,,,-0.1855,0.9759,3.222,,,,,
1.936,Setup,True,292.0,429.0,,,,,,-0.1812,0.981,3.239,,,,,
2.015,Setup,True,292.0,429.0,,,,,,-0.1812,0.981,3.239,,,,,
2.094,Setup,True,292.0,428.0,,,,,,-0.1812,0.9758,3.239,,,,,
