sport,exercise,camera_view,input_mode,source_file,record_count,total_duration_s,detected_phase_count,detected_phases,barbell_detected_samples,max_barbell_height_px,max_barbell_height_m,max_vertical_displacement_px,max_vertical_displacement_m,min_vertical_displacement_px,min_vertical_displacement_m,vertical_displacement_range_px,vertical_displacement_range_m,max_horizontal_displacement_px,max_horizontal_displacement_m,min_horizontal_displacement_px,min_horizontal_displacement_m,horizontal_displacement_range_px,horizontal_displacement_range_m,max_vertical_velocity_px_s,max_vertical_velocity_m_s,max_horizontal_velocity_px_s,max_horizontal_velocity_m_s,mean_athlete_depth_m,mean_center_depth_m,created_at
Weightlifting,Clean & Jerk,Side View,RealSense Bag File,/Users/kknugawela/Projects/Bag_files/Recording_bagFiles/SideView_Clean_Jerk/20240405_132548.bag,1117,63.169,5,Deadlift Phase | Jump Phase | Catch Phase | Squat Phase | Jerk Phase,1116,315.0,1.7355,315.0,1.7355,0.0,-0.0,315.0,1.7355,57.0,0.322,-8.0,-0.046,65.0,0.368,123.36,0.7321,70.97,0.3717,3.8982,5.0329,2026-07-03 21:13:06
