time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.005,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,50.52,,65.3,,109.88,,45.34,,166.84,66.17,3.826,7.749,True,297.0,429.0,,,,,,-0.1542,0.9759,3.222,,,,,
0.062,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,50.92,,57.23,,105.69,,45.81,,169.05,65.59,3.826,7.466,True,297.0,429.0,,,,,,-0.1542,0.9759,3.222,,,,,
0.118,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,52.58,,72.51,,111.56,,44.54,,167.13,65.59,3.826,7.466,True,297.0,429.0,,,,,,-0.1542,0.9759,3.222,,,,,
0.175,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,52.53,,70.88,,113.29,,43.74,,167.43,65.19,3.875,7.652,True,298.0,428.0,,,,,,-0.1498,0.9758,3.239,,,,,
0.232,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,51.28,,67.64,,108.43,,41.26,,164.6,65.38,3.875,7.652,True,298.0,428.0,,,,,,-0.1498,0.9758,3.239,,,,,
0.288,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,51.64,,64.76,,108.49,,41.64,,167.25,65.16,3.85,7.558,True,298.0,429.0,,,,,,-0.1498,0.981,3.239,,,,,
0.345,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,52.41,,70.24,,103.2,,41.37,,164.93,64.39,3.85,7.558,True,298.0,429.0,,,,,,-0.1498,0.981,3.239,,,,,
0.401,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,52.41,,71.1,,104.05,,40.23,,161.83,64.01,3.85,7.466,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
0.457,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.66,,,,,,40.23,,161.83,64.01,3.85,7.466,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
0.514,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,55.75,,,,,,40.23,,163.57,64.01,3.85,7.749,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
0.571,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,55.34,,73.38,,109.79,,40.61,,166.01,63.43,3.85,7.749,True,299.0,429.0,,,,,,-0.1438,0.9759,3.222,,,,,
0.628,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,54.87,,74.43,,110.18,,41.78,,165.66,63.43,3.875,7.849,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
0.685,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,54.32,,75.67,,120.54,,40.35,,163.0,62.87,3.875,7.849,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
0.742,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.91,,73.27,,120.66,,40.35,,163.0,62.87,3.85,7.652,True,299.0,429.0,,,,,,-0.1445,0.981,3.239,,,,,
0.798,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.5,,70.92,,118.1,,40.35,,162.73,63.05,3.85,7.652,True,299.0,429.0,,,,,,-0.1445,0.981,3.239,,,,,
0.855,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.45,,68.17,,121.09,,39.6,,162.6,62.3,3.875,7.951,True,299.0,429.0,,,,,,-0.1453,0.9862,3.256,,,,,
0.911,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.07,,67.17,,124.66,,40.07,,163.46,62.5,3.875,7.951,True,299.0,430.0,,,,,,-0.1445,0.9863,3.239,,,,,
0.967,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.07,,65.07,,125.11,,38.96,,161.04,62.5,3.875,7.652,True,299.0,429.0,,,,,,-0.1453,0.9862,3.256,,,,,
1.024,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.4,,60.69,,118.97,,40.06,,164.73,61.73,3.875,7.652,True,299.0,429.0,,,,,,-0.1453,0.9862,3.256,,,,,
1.08,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,52.64,,57.92,,118.72,,40.89,,166.8,61.93,3.899,7.466,True,299.0,428.0,,,,,,-0.1445,0.9758,3.239,,,,,
1.137,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,53.72,,60.47,,119.04,,39.29,,164.28,61.19,3.899,7.466,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
1.194,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,54.44,,63.4,,121.97,,39.74,,166.9,60.82,3.826,7.749,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
1.25,Weightlifting,Clean & Jerk,Side View,Setup,Detected,,54.44,,63.4,,121.97,,39.74,,165.45,60.82,3.826,7.749,True,298.0,429.0,,,,,,-0.149,0.9759,3.222,,,,,
