time_s,athlete_depth_m,center_depth_m
0.005,3.826,7.749
0.062,3.826,7.466
0.118,3.826,7.466
0.175,3.875,7.652
0.232,3.875,7.652
0.288,3.85,7.558
0.345,3.85,7.558
0.401,3.85,7.466
0.457,3.85,7.466
0.514,3.85,7.749
0.571,3.85,7.749
0.628,3.875,7.849
0.685,3.875,7.849
0.742,3.85,7.652
0.798,3.85,7.652
0.855,3.875,7.951
0.911,3.875,7.951
0.967,3.875,7.652
1.024,3.875,7.652
1.08,3.899,7.466
1.137,3.899,7.466
1.194,3.826,7.749
1.25,3.826,7.749
1.307,3.85,7.558
1.363,3.85,7.558
1.42,3.875,7.749
1.477,3.875,7.749
1.534,3.875,7.652
1.591,3.875,7.652
1.647,3.85,8.386
1.704,3.85,8.386
1.761,3.85,7.849
1.818,3.875,7.849
1.875,3.875,7.749
1.931,3.875,7.749
1.987,3.875,8.055
2.043,3.875,8.055
2.1,3.875,8.163
2.156,3.875,8.163
2.213,3.826,7.749
2.27,3.826,7.749
2.326,3.826,7.951
2.383,3.826,7.951
2.44,3.826,8.055
2.496,3.826,8.055
2.552,3.85,7.749
2.608,3.85,7.749
2.665,3.85,7.849
2.721,3.85,7.849
2.778,3.826,7.558
2.834,3.826,7.558
2.891,3.875,7.951
2.948,3.875,7.951
3.005,3.826,7.466
3.061,3.826,7.466
3.118,3.85,7.558
3.175,3.85,7.558
3.232,3.875,7.849
3.288,3.875,7.849
3.345,3.826,7.849
3.401,3.826,7.849
3.458,3.85,7.466
3.515,3.85,7.466
3.571,3.85,7.558
3.628,3.85,7.558
3.685,3.85,7.376
3.741,3.85,7.376
3.798,3.85,7.749
3.854,3.85,7.749
3.911,3.875,7.558
3.969,3.875,7.558
4.026,3.85,8.163
4.082,3.85,8.163
4.139,3.875,7.749
4.195,3.85,7.749
4.252,3.85,7.558
4.308,3.85,7.558
4.365,3.826,7.951
4.422,3.826,7.951
4.478,3.875,8.163
4.535,3.875,8.163
4.592,3.85,7.849
4.648,3.85,7.849
4.705,3.85,7.376
4.762,3.85,7.376
4.819,3.85,8.055
4.875,3.85,8.055
4.932,3.875,7.749
4.988,3.85,7.749
5.045,3.875,7.749
5.098,3.875,7.749
5.154,3.85,7.466
5.21,3.85,7.466
5.267,3.85,7.749
5.324,3.85,7.749
5.38,3.85,7.652
5.437,3.85,7.652
5.494,3.85,7.558
5.55,3.85,7.558
5.607,3.85,7.749
5.664,3.85,7.749
5.72,3.826,7.202
5.776,3.826,7.202
5.833,3.85,7.652
5.89,3.85,7.652
5.946,3.85,7.749
6.003,3.85,7.749
6.059,3.875,7.749
6.116,3.875,7.749
6.172,3.85,7.849
6.228,3.85,7.849
6.285,3.85,7.849
6.341,3.85,7.849
6.399,3.85,7.749
6.455,3.85,7.749
6.512,3.85,7.652
6.569,3.85,7.652
6.626,3.826,7.749
6.679,3.826,7.749
6.735,3.875,7.749
6.792,3.875,7.749
6.848,3.826,7.749
6.905,3.826,7.749
6.961,3.85,7.849
7.017,3.85,7.849
7.074,3.85,7.558
7.131,3.85,7.558
7.187,3.85,7.652
7.243,3.85,7.652
7.3,3.85,7.558
7.356,3.85,7.558
7.412,3.85,7.749
7.469,3.85,7.749
7.526,3.875,7.652
7.582,3.875,7.652
7.639,3.875,7.376
7.695,3.875,7.376
7.752,3.85,7.288
7.809,3.85,7.288
7.865,3.85,7.749
7.921,3.85,7.749
7.978,3.899,7.652
8.035,3.899,7.652
8.092,3.875,7.749
8.148,3.875,7.749
8.205,3.85,7.466
8.261,3.85,7.466
8.314,3.875,7.558
8.37,3.875,7.558
8.426,3.85,7.951
8.483,3.85,7.951
8.54,3.85,7.951
8.596,3.85,7.951
8.652,3.85,7.849
8.709,3.85,7.849
8.766,3.85,7.376
8.823,3.85,7.376
8.879,3.85,7.652
8.936,3.85,7.652
8.993,3.826,7.558
9.05,3.826,7.558
9.107,3.85,7.466
9.163,3.85,7.466
9.22,3.826,7.376
9.272,3.826,7.376
9.329,3.85,7.376
9.385,3.85,7.376
9.44,3.875,7.652
9.494,3.875,7.652
9.55,3.85,7.652
9.606,3.85,7.652
9.663,3.875,7.652
9.719,3.875,7.652
9.776,3.875,7.749
9.832,3.875,7.749
9.889,3.875,7.466
9.945,3.875,7.466
10.001,3.85,7.376
10.058,3.85,7.376
10.114,3.85,7.951
10.171,3.85,7.951
10.228,3.85,7.466
10.285,3.85,7.466
10.341,3.85,7.652
10.398,3.85,7.652
10.455,3.85,7.558
10.511,3.85,7.558
10.568,3.875,7.466
10.624,3.875,7.466
10.681,3.875,7.749
10.738,3.875,7.749
10.795,3.85,7.652
10.851,3.85,7.652
10.908,3.85,7.466
10.965,3.85,7.466
11.021,3.875,7.849
11.078,3.875,7.849
11.134,3.875,7.376
11.191,3.875,7.376
11.247,3.85,7.749
11.304,3.826,7.749
11.361,3.826,7.849
11.418,3.826,7.849
11.474,3.875,7.652
11.53,3.875,7.652
11.587,3.875,7.652
11.644,3.875,7.652
11.701,3.85,7.951
11.758,3.85,7.951
11.814,3.85,7.376
11.871,3.85,7.376
11.927,3.85,7.849
11.984,3.85,7.849
12.041,3.875,8.386
12.097,3.875,8.386
12.154,3.85,7.558
12.211,3.85,7.558
12.268,3.875,7.749
12.324,3.875,7.749
12.381,3.85,7.466
12.438,3.85,7.466
12.495,3.875,7.849
12.552,3.875,7.849
12.609,3.85,7.558
12.666,3.875,7.558
12.722,3.875,7.849
