time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.029,Setup,True,232.0,421.0,,,,,,-0.4907,0.9293,3.205,,,,,
0.124,Setup,True,233.0,421.0,,,,,,-0.483,0.9243,3.188,,,,,
0.213,Setup,True,233.0,422.0,,,,,,-0.4855,0.9344,3.205,,,,,
0.291,Setup,True,234.0,423.0,,,,,,-0.4803,0.9396,3.205,,,,,
0.373,Setup,True,234.0,423.0,,,,,,-0.4854,0.9496,3.239,,,,,
0.452,Setup,True,235.0,423.0,,,,,,-0.4802,0.9496,3.239,,,,,
0.543,Setup,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.624,Setup,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.718,Setup,True,235.0,423.0,,,,,,-0.4777,0.9446,3.222,,,,,
0.81,Setup,True,236.0,423.0,,,,,,-0.4725,0.9446,3.222,,,,,
0.904,Setup,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
0.994,Setup,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
1.07,Setup,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
1.152,Setup,True,237.0,423.0,,,,,,-0.4648,0.9396,3.205,,,,,
1.231,Setup,True,237.0,423.0,,,,,,-0.4648,0.9396,3.205,,,,,
1.309,Setup,True,237.0,422.0,,,,,,-0.4648,0.9344,3.205,,,,,
1.389,Setup,True,237.0,422.0,,,,,,-0.4722,0.9493,3.256,,,,,
1.468,Setup,True,237.0,423.0,,,,,,-0.4697,0.9496,3.239,,,,,
1.546,Setup,True,238.0,423.0,,,,,,-0.4571,0.9346,3.188,,,,,
1.626,Setup,True,238.0,423.0,,,,,,-0.4571,0.9346,3.188,,,,,
1.705,Setup,True,238.0,423.0,,,,,,-0.4669,0.9546,3.256,,,,,
1.785,Setup,True,238.0,423.0,,,,,,-0.4669,0.9546,3.256,,,,,
1.873,Setup,True,238.0,423.0,,,,,,-0.462,0.9446,3.222,,,,,
1.964,Setup,True,239.0,423.0,,,,,,-0.4568,0.9446,3.222,,,,,
2.057,Setup,True,239.0,423.0,,,,,,-0.452,0.9346,3.188,,,,,
2.151,Setup,True,239.0,423.0,,,,,,-0.452,0.9346,3.188,,,,,
2.242,Setup,True,239.0,423.0,,,,,,-0.4592,0.9496,3.239,,,,,
2.32,Setup,True,240.0,423.0,,,,,,-0.454,0.9496,3.239,,,,,
2.399,Setup,True,240.0,423.0,,,,,,-0.454,0.9496,3.239,,,,,
2.474,Setup,True,241.0,423.0,,,,,,-0.4487,0.9496,3.239,,,,,
2.557,Setup,True,241.0,423.0,,,,,,-0.4464,0.9446,3.222,,,,,
2.638,Setup,True,241.0,423.0,,,,,,-0.4464,0.9446,3.222,,,,,
2.731,Setup,True,241.0,423.0,,,,,,-0.444,0.9396,3.205,,,,,
2.824,Setup,True,241.0,422.0,,,,,,-0.444,0.9344,3.205,,,,,
2.916,Setup,True,241.0,422.0,,,,,,-0.4464,0.9394,3.222,,,,,
