time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.029,Weightlifting,Snatch,Side View,Setup,Detected,,34.43,,110.67,,116.3,,59.55,,146.25,94.19,3.826,7.202,True,232.0,421.0,,,,,,-0.4907,0.9293,3.205,,,,,
0.124,Weightlifting,Snatch,Side View,Setup,Detected,,32.29,,100.56,,116.39,,60.83,,127.77,94.57,3.826,7.202,True,233.0,421.0,,,,,,-0.483,0.9243,3.188,,,,,
0.213,Weightlifting,Snatch,Side View,Setup,Detected,,30.49,,96.36,,113.35,,61.47,,108.94,94.54,3.85,7.749,True,233.0,422.0,,,,,,-0.4855,0.9344,3.205,,,,,
0.291,Weightlifting,Snatch,Side View,Setup,Detected,,31.69,,104.91,,114.63,,56.8,,103.56,94.6,3.85,7.749,True,234.0,423.0,,,,,,-0.4803,0.9396,3.205,,,,,
0.373,Weightlifting,Snatch,Side View,Setup,Detected,,33.0,,108.02,,114.47,,54.96,,103.18,94.57,3.85,7.951,True,234.0,423.0,,,,,,-0.4854,0.9496,3.239,,,,,
0.452,Weightlifting,Snatch,Side View,Setup,Detected,,35.73,,110.98,,113.59,,54.23,,113.34,94.6,3.85,7.951,True,235.0,423.0,,,,,,-0.4802,0.9496,3.239,,,,,
0.543,Weightlifting,Snatch,Side View,Setup,Detected,,36.49,,112.64,,114.57,,53.32,,120.79,94.57,3.826,7.652,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.624,Weightlifting,Snatch,Side View,Setup,Detected,,35.82,,109.95,,114.29,,52.44,,119.91,94.57,3.826,7.652,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.718,Weightlifting,Snatch,Side View,Setup,Detected,,35.82,,109.04,,113.38,,52.44,,121.82,94.19,3.826,7.202,True,235.0,423.0,,,,,,-0.4777,0.9446,3.222,,,,,
0.81,Weightlifting,Snatch,Side View,Setup,Detected,,35.76,,109.71,,113.38,,53.99,,113.85,94.95,3.826,7.202,True,236.0,423.0,,,,,,-0.4725,0.9446,3.222,,,,,
0.904,Weightlifting,Snatch,Side View,Setup,Detected,,35.67,,110.18,,112.11,,55.87,,115.63,94.99,3.85,8.055,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
0.994,Weightlifting,Snatch,Side View,Setup,Detected,,36.42,,111.28,,110.71,,65.44,,133.39,94.95,3.85,8.055,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
1.07,Weightlifting,Snatch,Side View,Setup,Detected,,36.96,,111.91,,112.56,,68.47,,139.18,94.99,3.826,7.951,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
1.152,Weightlifting,Snatch,Side View,Setup,Detected,,36.87,,112.99,,111.25,,65.16,,116.57,95.37,3.826,7.951,True,237.0,423.0,,,,,,-0.4648,0.9396,3.205,,,,,
1.231,Weightlifting,Snatch,Side View,Setup,Detected,,36.94,,112.33,,112.99,,61.56,,110.47,95.37,3.802,8.055,True,237.0,423.0,,,,,,-0.4648,0.9396,3.205,,,,,
1.309,Weightlifting,Snatch,Side View,Setup,Detected,,36.76,,113.63,,113.63,,57.77,,124.79,95.83,3.802,8.055,True,237.0,422.0,,,,,,-0.4648,0.9344,3.205,,,,,
1.389,Weightlifting,Snatch,Side View,Setup,Detected,,37.44,,115.39,,116.57,,55.03,,125.48,95.83,3.826,7.749,True,237.0,422.0,,,,,,-0.4722,0.9493,3.256,,,,,
1.468,Weightlifting,Snatch,Side View,Setup,Detected,,37.54,,114.72,,114.04,,65.66,,164.23,95.79,3.826,7.749,True,237.0,423.0,,,,,,-0.4697,0.9496,3.239,,,,,
1.546,Weightlifting,Snatch,Side View,Setup,Detected,,37.65,,113.66,,112.99,,67.56,,169.76,95.75,3.802,7.288,True,238.0,423.0,,,,,,-0.4571,0.9346,3.188,,,,,
1.626,Weightlifting,Snatch,Side View,Setup,Detected,,36.87,,113.63,,111.78,,58.84,,137.7,95.79,3.802,7.288,True,238.0,423.0,,,,,,-0.4571,0.9346,3.188,,,,,
1.705,Weightlifting,Snatch,Side View,Setup,Detected,,36.91,,113.61,,112.46,,56.09,,129.72,95.02,3.779,7.288,True,238.0,423.0,,,,,,-0.4669,0.9546,3.256,,,,,
