sport,exercise,camera_view,input_mode,source_file,record_count,total_duration_s,detected_phase_count,detected_phases,barbell_detected_samples,max_barbell_height_px,max_barbell_height_m,max_vertical_displacement_px,max_vertical_displacement_m,min_vertical_displacement_px,min_vertical_displacement_m,vertical_displacement_range_px,vertical_displacement_range_m,max_horizontal_displacement_px,max_horizontal_displacement_m,min_horizontal_displacement_px,min_horizontal_displacement_m,horizontal_displacement_range_px,horizontal_displacement_range_m,max_vertical_velocity_px_s,max_vertical_velocity_m_s,max_horizontal_velocity_px_s,max_horizontal_velocity_m_s,mean_athlete_depth_m,mean_center_depth_m,created_at
Weightlifting,Clean & Jerk,Front View,RealSense Bag File,/Users/kknugawela/Projects/Bag_files/Recording_bagFiles/FrontView_Clean_jerk/20240405_131106.bag,1247,65.142,5,Deadlift Phase | Jump Phase | Catch Phase | Squat Phase | Jerk Phase,0,,,,,,,,,,,,,,,,,,,3.4644,4.1983,2026-07-03 21:15:30
