time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.061,Setup,True,238.0,422.0,,,,,,-0.4669,0.9493,3.256,,,,,
0.14,Setup,True,237.0,422.0,,,,,,-0.4722,0.9493,3.256,,,,,
0.221,Setup,True,237.0,422.0,,,,,,-0.4672,0.9394,3.222,,,,,
0.297,Setup,True,236.0,422.0,,,,,,-0.4725,0.9394,3.222,,,,,
0.377,Setup,True,236.0,422.0,,,,,,-0.4749,0.9444,3.239,,,,,
0.454,Setup,True,236.0,422.0,,,,,,-0.4749,0.9444,3.239,,,,,
0.533,Setup,True,236.0,422.0,,,,,,-0.4675,0.9295,3.188,,,,,
0.623,Setup,True,236.0,422.0,,,,,,-0.4675,0.9295,3.188,,,,,
0.706,Setup,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.801,Setup,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.894,Setup,True,234.0,422.0,,,,,,-0.4854,0.9444,3.239,,,,,
0.989,Setup,True,233.0,422.0,,,,,,-0.4907,0.9444,3.239,,,,,
1.085,Setup,True,234.0,422.0,,,,,,-0.488,0.9493,3.256,,,,,
1.178,Setup,True,233.0,423.0,,,,,,-0.4933,0.9546,3.256,,,,,
1.269,Setup,True,232.0,423.0,,,,,,-0.4933,0.9446,3.222,,,,,
1.351,Setup,True,232.0,422.0,,,,,,-0.4959,0.9444,3.239,,,,,
1.445,Setup,True,232.0,422.0,,,,,,-0.4933,0.9394,3.222,,,,,
1.525,Setup,True,231.0,422.0,,,,,,-0.4985,0.9394,3.222,,,,,
1.601,Setup,True,230.0,422.0,,,,,,-0.5064,0.9444,3.239,,,,,
1.684,Setup,True,229.0,422.0,,,,,,-0.5117,0.9444,3.239,,,,,
1.762,Setup,True,230.0,422.0,,,,,,-0.5064,0.9444,3.239,,,,,
1.857,Setup,True,229.0,422.0,,,,,,-0.5117,0.9444,3.239,,,,,
1.934,Setup,True,229.0,423.0,,,,,,-0.5063,0.9396,3.205,,,,,
2.014,Setup,True,228.0,422.0,,,,,,-0.5142,0.9394,3.222,,,,,
2.108,Setup,True,228.0,422.0,,,,,,-0.5142,0.9394,3.222,,,,,
2.201,Setup,True,228.0,423.0,,,,,,-0.5142,0.9446,3.222,,,,,
2.294,Setup,True,228.0,423.0,,,,,,-0.5142,0.9446,3.222,,,,,
2.387,Setup,True,227.0,422.0,,,,,,-0.5194,0.9394,3.222,,,,,
2.468,Setup,True,227.0,423.0,,,,,,-0.5194,0.9446,3.222,,,,,
2.563,Setup,True,226.0,422.0,,,,,,-0.5274,0.9444,3.239,,,,,
2.641,Setup,True,227.0,423.0,,,,,,-0.5194,0.9446,3.222,,,,,
2.734,Setup,True,225.0,423.0,,,,,,-0.5298,0.9446,3.222,,,,,
2.814,Setup,True,225.0,422.0,,,,,,-0.527,0.9344,3.205,,,,,
2.895,Setup,True,224.0,422.0,,,,,,-0.5322,0.9344,3.205,,,,,
2.991,Setup,True,224.0,423.0,,,,,,-0.5322,0.9396,3.205,,,,,
3.082,Setup,True,224.0,423.0,,,,,,-0.5322,0.9396,3.205,,,,,
3.178,Setup,True,224.0,423.0,,,,,,-0.5322,0.9396,3.205,,,,,
3.269,Setup,True,223.0,423.0,,,,,,-0.5374,0.9396,3.205,,,,,
3.348,Setup,True,223.0,423.0,,,,,,-0.5346,0.9346,3.188,,,,,
3.425,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
3.504,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
3.583,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
3.662,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
3.741,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.835,Setup,True,220.0,422.0,,,,,,-0.5618,0.9493,3.256,,,,,
3.915,Setup,True,219.0,421.0,,,,,,-0.5671,0.944,3.256,,,,,
4.006,Setup,True,219.0,421.0,,,,,,-0.5671,0.944,3.256,,,,,
4.091,Setup,True,218.0,421.0,,,,,,-0.5723,0.944,3.256,,,,,
4.184,Setup,True,219.0,422.0,,,,,,-0.5552,0.9295,3.188,,,,,
4.276,Setup,True,218.0,422.0,,,,,,-0.5604,0.9295,3.188,,,,,
4.373,Setup,True,218.0,422.0,,,,,,-0.5694,0.9444,3.239,,,,,
4.463,Setup,True,218.0,422.0,,,,,,-0.5694,0.9444,3.239,,,,,
4.56,Setup,True,218.0,422.0,,,,,,-0.5634,0.9344,3.205,,,,,
4.652,Setup,True,218.0,422.0,,,,,,-0.5634,0.9344,3.205,,,,,
4.733,Setup,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
4.828,Setup,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
4.923,Setup,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
5.027,Setup,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
5.12,Setup,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
5.208,Setup,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
5.308,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
5.399,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
5.492,Setup,True,217.0,422.0,,,,,,-0.5776,0.9493,3.256,,,,,
5.588,Setup,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
5.678,Setup,True,217.0,422.0,,,,,,-0.5746,0.9444,3.239,,,,,
5.774,Setup,True,217.0,422.0,,,,,,-0.5746,0.9444,3.239,,,,,
5.868,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
5.96,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
6.063,Setup,True,217.0,422.0,,,,,,-0.5746,0.9444,3.239,,,,,
6.151,Setup,True,217.0,422.0,,,,,,-0.5746,0.9444,3.239,,,,,
6.248,Setup,True,217.0,421.0,,,,,,-0.5686,0.9293,3.205,,,,,
6.344,Setup,True,217.0,421.0,,,,,,-0.5686,0.9293,3.205,,,,,
6.447,Setup,True,217.0,422.0,,,,,,-0.5655,0.9295,3.188,,,,,
6.531,Setup,True,217.0,422.0,,,,,,-0.5655,0.9295,3.188,,,,,
6.626,Setup,True,217.0,422.0,,,,,,-0.5686,0.9344,3.205,,,,,
6.727,Setup,True,217.0,422.0,,,,,,-0.5686,0.9344,3.205,,,,,
6.821,Setup,True,217.0,422.0,,,,,,-0.5746,0.9444,3.239,,,,,
6.913,Setup,True,218.0,423.0,,,,,,-0.5664,0.9446,3.222,,,,,
7.009,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
7.104,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
7.203,Setup,True,217.0,422.0,,,,,,-0.5686,0.9344,3.205,,,,,
7.295,Setup,True,218.0,423.0,,,,,,-0.5634,0.9396,3.205,,,,,
7.388,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
7.488,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
7.578,Setup,True,217.0,423.0,,,,,,-0.5716,0.9446,3.222,,,,,
7.674,Setup,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
7.771,Setup,True,217.0,422.0,,,,,,-0.5686,0.9344,3.205,,,,,
7.863,Setup,True,217.0,422.0,,,,,,-0.5686,0.9344,3.205,,,,,
7.961,Setup,True,218.0,423.0,,,,,,-0.5664,0.9446,3.222,,,,,
8.057,Setup,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
8.148,Setup,True,217.0,422.0,,,,,,-0.5746,0.9444,3.239,,,,,
8.242,Setup,True,218.0,423.0,,,,,,-0.5694,0.9496,3.239,,,,,
8.346,Setup,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
8.432,Setup,True,218.0,423.0,,,,,,-0.5664,0.9446,3.222,,,,,
8.527,Setup,True,218.0,422.0,,,,,,-0.5634,0.9344,3.205,,,,,
8.631,Setup,True,218.0,422.0,,,,,,-0.5634,0.9344,3.205,,,,,
8.717,Setup,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
8.814,Setup,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
8.91,Setup,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
9.003,Setup,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
9.099,Setup,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
9.194,Setup,True,219.0,422.0,,,,,,-0.5611,0.9394,3.222,,,,,
9.289,Setup,True,219.0,423.0,,,,,,-0.5582,0.9396,3.205,,,,,
9.38,Setup,True,219.0,422.0,,,,,,-0.5582,0.9344,3.205,,,,,
9.468,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
9.552,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
9.646,Setup,True,219.0,422.0,,,,,,-0.5611,0.9394,3.222,,,,,
9.74,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
9.832,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
9.911,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
9.992,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
10.071,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
10.149,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
10.244,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
10.337,Setup,True,220.0,422.0,,,,,,-0.553,0.9344,3.205,,,,,
10.431,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
10.514,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
10.606,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
10.703,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
10.798,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
10.893,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
10.984,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
11.064,Setup,True,221.0,422.0,,,,,,-0.5565,0.9493,3.256,,,,,
11.157,Setup,True,221.0,422.0,,,,,,-0.5565,0.9493,3.256,,,,,
11.235,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
11.315,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
11.395,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
11.486,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
11.579,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
11.66,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
11.753,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
11.84,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
11.926,Setup,True,222.0,422.0,,,,,,-0.5484,0.9444,3.239,,,,,
12.02,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
12.12,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
12.208,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
12.288,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
12.368,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
12.446,Setup,True,221.0,422.0,,,,,,-0.5449,0.9295,3.188,,,,,
12.526,Setup,True,221.0,422.0,,,,,,-0.5449,0.9295,3.188,,,,,
12.621,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
12.714,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
12.794,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
12.888,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
12.988,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
13.077,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
13.174,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
13.268,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
13.36,Setup,True,222.0,423.0,,,,,,-0.5484,0.9496,3.239,,,,,
13.457,Setup,True,221.0,422.0,,,,,,-0.5565,0.9493,3.256,,,,,
13.549,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
13.642,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
13.738,Setup,True,221.0,422.0,,,,,,-0.5449,0.9295,3.188,,,,,
13.831,Setup,True,221.0,422.0,,,,,,-0.5449,0.9295,3.188,,,,,
13.925,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
14.004,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
14.082,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
14.161,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
14.24,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
14.318,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
14.397,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
14.479,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
14.556,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
14.634,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
14.715,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
14.809,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
14.899,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
14.993,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
15.089,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
15.18,Setup,True,220.0,422.0,,,,,,-0.553,0.9344,3.205,,,,,
15.26,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
