time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.061,Weightlifting,Snatch,Side View,Setup,Detected,,37.93,,,,,,38.77,,163.43,65.2,3.779,7.849,True,238.0,422.0,,,,,,-0.4669,0.9493,3.256,,,,,
0.14,Weightlifting,Snatch,Side View,Setup,Detected,,38.02,,,,,,40.83,,163.25,65.03,3.779,7.849,True,237.0,422.0,,,,,,-0.4722,0.9493,3.256,,,,,
0.221,Weightlifting,Snatch,Side View,Setup,Detected,,38.55,,,,,,41.64,,164.4,64.86,3.779,7.376,True,237.0,422.0,,,,,,-0.4672,0.9394,3.222,,,,,
0.297,Weightlifting,Snatch,Side View,Setup,Detected,,38.55,,,,,,41.64,,158.78,64.33,3.779,7.376,True,236.0,422.0,,,,,,-0.4725,0.9394,3.222,,,,,
0.377,Weightlifting,Snatch,Side View,Setup,Detected,,37.69,,,,,,41.14,,154.39,63.97,3.756,7.466,True,236.0,422.0,,,,,,-0.4749,0.9444,3.239,,,,,
0.454,Weightlifting,Snatch,Side View,Setup,Detected,,38.69,,,,,,42.53,,154.93,64.86,3.779,7.466,True,236.0,422.0,,,,,,-0.4749,0.9444,3.239,,,,,
0.533,Weightlifting,Snatch,Side View,Setup,Detected,,38.16,,,,,,42.85,,154.93,65.03,3.756,7.202,True,236.0,422.0,,,,,,-0.4675,0.9295,3.188,,,,,
0.623,Weightlifting,Snatch,Side View,Setup,Detected,,38.55,,,,,,41.82,,138.54,64.5,3.756,7.202,True,236.0,422.0,,,,,,-0.4675,0.9295,3.188,,,,,
0.706,Weightlifting,Snatch,Side View,Setup,Detected,,38.55,,,,,,41.82,,143.48,64.67,3.756,7.652,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.801,Weightlifting,Snatch,Side View,Setup,Detected,,38.02,,,,,,39.2,,151.82,64.84,3.756,7.652,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
0.894,Weightlifting,Snatch,Side View,Setup,Detected,,38.72,,,,,,39.06,,154.59,64.32,3.779,7.849,True,234.0,422.0,,,,,,-0.4854,0.9444,3.239,,,,,
0.989,Weightlifting,Snatch,Side View,Setup,Detected,,39.06,,,,,,39.36,,157.07,64.14,3.779,7.849,True,233.0,422.0,,,,,,-0.4907,0.9444,3.239,,,,,
1.085,Weightlifting,Snatch,Side View,Setup,Detected,,38.55,,,,,,39.49,,156.44,65.03,3.779,7.558,True,234.0,422.0,,,,,,-0.488,0.9493,3.256,,,,,
1.178,Weightlifting,Snatch,Side View,Setup,Detected,,38.69,,,,,,39.58,,155.93,65.39,3.779,7.558,True,233.0,423.0,,,,,,-0.4933,0.9546,3.256,,,,,
1.269,Weightlifting,Snatch,Side View,Setup,Detected,,39.55,,,,,,39.58,,157.97,65.39,3.756,7.376,True,232.0,423.0,,,,,,-0.4933,0.9446,3.222,,,,,
1.351,Weightlifting,Snatch,Side View,Setup,Detected,,40.26,,,,,,41.14,,165.76,65.39,3.756,7.376,True,232.0,422.0,,,,,,-0.4959,0.9444,3.239,,,,,
1.445,Weightlifting,Snatch,Side View,Setup,Detected,,40.41,,,,,,40.77,,165.46,64.67,3.756,7.288,True,232.0,422.0,,,,,,-0.4933,0.9394,3.222,,,,,
1.525,Weightlifting,Snatch,Side View,Setup,Detected,,41.57,,,,,,41.61,,166.64,64.14,3.756,7.288,True,231.0,422.0,,,,,,-0.4985,0.9394,3.222,,,,,
1.601,Weightlifting,Snatch,Side View,Setup,Detected,,41.01,,,,,,41.27,,164.4,64.49,3.756,7.288,True,230.0,422.0,,,,,,-0.5064,0.9444,3.239,,,,,
1.684,Weightlifting,Snatch,Side View,Setup,Detected,,41.7,,,,,,41.06,,154.9,63.78,3.756,7.288,True,229.0,422.0,,,,,,-0.5117,0.9444,3.239,,,,,
1.762,Weightlifting,Snatch,Side View,Setup,Detected,,41.48,,,,,,42.21,,140.9,64.3,3.71,7.466,True,230.0,422.0,,,,,,-0.5064,0.9444,3.239,,,,,
1.857,Weightlifting,Snatch,Side View,Setup,Detected,,41.44,,,,,,41.19,,152.31,64.12,3.733,7.466,True,229.0,422.0,,,,,,-0.5117,0.9444,3.239,,,,,
1.934,Weightlifting,Snatch,Side View,Setup,Detected,,42.27,,,,,,41.19,,152.78,63.61,3.802,7.118,True,229.0,423.0,,,,,,-0.5063,0.9396,3.205,,,,,
2.014,Weightlifting,Snatch,Side View,Setup,Detected,,43.1,,,,,,41.19,,166.91,63.95,3.802,7.118,True,228.0,422.0,,,,,,-0.5142,0.9394,3.222,,,,,
2.108,Weightlifting,Snatch,Side View,Setup,Detected,,43.1,,,,,,41.19,,169.38,63.95,3.756,7.749,True,228.0,422.0,,,,,,-0.5142,0.9394,3.222,,,,,
