time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.019,Sprinting,Sprinting,Side View,Support Phase,Detected,88.49,80.65,135.35,123.28,135.97,124.34,,9.57,,77.83,26.79,,,,,,,,,,,,,,,,,,
0.077,Sprinting,Sprinting,Side View,Support Phase,Detected,84.98,97.53,134.65,143.3,131.03,115.6,,17.44,,90.45,24.66,,,,,,,,,,,,,,,,,,
0.139,Sprinting,Sprinting,Side View,Support Phase,Detected,90.42,101.37,140.64,122.62,170.39,111.97,,30.43,,63.12,21.61,,,,,,,,,,,,,,,,,,
0.208,Sprinting,Sprinting,Side View,Support Phase,Detected,89.0,96.33,90.26,94.53,116.06,120.83,,60.26,,135.0,23.77,,,,,,,,,,,,,,,,,,
0.267,Sprinting,Sprinting,Side View,Support Phase,Detected,86.39,101.95,67.68,89.22,123.82,108.43,,75.04,,146.48,25.17,,,,,,,,,,,,,,,,,,
0.327,Sprinting,Sprinting,Side View,Toe-Off,Detected,90.7,104.25,74.57,87.31,122.11,117.82,,47.06,,126.71,26.32,,,,,,,,,,,,,,,,,,
0.388,Sprinting,Sprinting,Side View,Toe-Off,Detected,138.42,115.36,90.91,81.47,132.65,137.94,,85.77,,147.1,25.6,,,,,,,,,,,,,,,,,,
0.454,Sprinting,Sprinting,Side View,Toe-Off,Detected,142.55,103.48,100.08,68.92,127.88,132.23,,86.37,,143.56,27.49,,,,,,,,,,,,,,,,,,
0.52,Sprinting,Sprinting,Side View,Toe-Off,Detected,149.31,101.13,110.45,60.55,149.76,136.38,,91.97,,147.9,27.76,,,,,,,,,,,,,,,,,,
0.575,Sprinting,Sprinting,Side View,Support Phase,Detected,179.29,76.27,140.28,157.52,134.18,144.46,,100.43,,148.61,28.23,,,,,,,,,,,,,,,,,,
0.637,Sprinting,Sprinting,Side View,Support Phase,Detected,176.32,57.55,141.97,147.82,82.77,158.84,,116.36,,162.94,26.12,,,,,,,,,,,,,,,,,,
0.696,Sprinting,Sprinting,Side View,Toe-Off,Detected,165.53,144.57,118.61,107.99,139.76,147.89,,123.09,,154.43,26.15,,,,,,,,,,,,,,,,,,
0.76,Sprinting,Sprinting,Side View,Initial Contact,Detected,72.8,147.89,41.11,173.19,128.81,170.83,,94.76,,129.59,25.09,,,,,,,,,,,,,,,,,,
0.822,Sprinting,Sprinting,Side View,Initial Contact,Detected,67.05,143.97,33.09,175.21,127.89,171.89,,87.66,,129.45,22.53,,,,,,,,,,,,,,,,,,
0.883,Sprinting,Sprinting,Side View,Initial Contact,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
0.957,Sprinting,Sprinting,Side View,Toe-Off,Detected,42.01,149.47,54.65,170.75,111.8,176.74,,108.39,,170.14,31.18,,,,,,,,,,,,,,,,,,
1.009,Sprinting,Sprinting,Side View,Toe-Off,Detected,44.74,146.48,70.34,173.62,122.38,174.25,,94.2,,133.52,31.31,,,,,,,,,,,,,,,,,,
1.07,Sprinting,Sprinting,Side View,Toe-Off,Detected,74.36,153.12,130.49,171.63,152.89,163.5,,102.59,,132.23,29.46,,,,,,,,,,,,,,,,,,
1.133,Sprinting,Sprinting,Side View,Toe-Off,Detected,61.7,150.92,134.17,167.25,165.6,171.51,,93.33,,122.25,32.5,,,,,,,,,,,,,,,,,,
1.195,Sprinting,Sprinting,Side View,Toe-Off,Detected,73.02,156.88,149.2,162.67,169.0,170.52,,93.55,,121.21,31.67,,,,,,,,,,,,,,,,,,
1.26,Sprinting,Sprinting,Side View,Flight / Swing,Detected,69.63,172.48,165.91,142.35,125.52,168.06,,89.06,,116.24,33.69,,,,,,,,,,,,,,,,,,
1.32,Sprinting,Sprinting,Side View,Flight / Swing,Detected,62.46,170.43,163.06,123.25,147.05,151.6,,88.98,,119.86,34.05,,,,,,,,,,,,,,,,,,
1.382,Sprinting,Sprinting,Side View,Flight / Swing,Detected,63.21,151.15,163.95,160.66,159.19,155.05,,91.69,,123.58,35.39,,,,,,,,,,,,,,,,,,
1.445,Sprinting,Sprinting,Side View,Flight / Swing,Detected,66.45,73.39,162.61,160.37,137.32,140.61,,100.45,,143.31,34.76,,,,,,,,,,,,,,,,,,
1.506,Sprinting,Sprinting,Side View,Flight / Swing,Detected,72.46,159.44,161.38,110.5,170.06,70.2,,110.12,,155.12,34.53,,,,,,,,,,,,,,,,,,
1.568,Sprinting,Sprinting,Side View,Flight / Swing,Detected,73.89,156.6,162.75,142.33,173.4,173.03,,109.65,,156.04,34.25,,,,,,,,,,,,,,,,,,
1.632,Sprinting,Sprinting,Side View,Flight / Swing,Detected,72.61,147.91,156.63,99.46,166.82,133.15,,85.22,,139.95,31.78,,,,,,,,,,,,,,,,,,
1.695,Sprinting,Sprinting,Side View,Flight / Swing,Detected,74.46,149.48,154.21,142.51,159.21,160.36,,78.68,,138.37,29.69,,,,,,,,,,,,,,,,,,
1.757,Sprinting,Sprinting,Side View,Flight / Swing,Detected,75.93,144.38,156.52,140.73,158.55,165.17,,71.57,,140.0,29.29,,,,,,,,,,,,,,,,,,
1.818,Sprinting,Sprinting,Side View,Flight / Swing,Detected,104.54,150.15,162.93,144.61,167.24,156.93,,115.07,,178.39,24.08,,,,,,,,,,,,,,,,,,
1.881,Sprinting,Sprinting,Side View,Flight / Swing,Detected,114.57,67.46,171.03,149.79,178.67,168.23,,93.39,,160.85,23.5,,,,,,,,,,,,,,,,,,
1.943,Sprinting,Sprinting,Side View,Flight / Swing,Detected,83.34,153.22,161.27,117.18,166.21,175.24,,80.94,,152.3,24.81,,,,,,,,,,,,,,,,,,
2.005,Sprinting,Sprinting,Side View,Flight / Swing,Detected,82.41,151.58,150.51,121.17,165.08,157.01,,65.3,,139.74,23.68,,,,,,,,,,,,,,,,,,
2.068,Sprinting,Sprinting,Side View,Flight / Swing,Detected,88.79,131.75,150.53,127.28,176.39,145.71,,48.88,,138.04,20.5,,,,,,,,,,,,,,,,,,
2.13,Sprinting,Sprinting,Side View,Flight / Swing,Detected,108.5,166.52,159.76,103.05,145.98,128.99,,26.13,,122.01,19.33,,,,,,,,,,,,,,,,,,
2.196,Sprinting,Sprinting,Side View,Flight / Swing,Detected,107.84,128.77,140.92,162.23,132.3,166.83,,21.04,,165.5,19.47,,,,,,,,,,,,,,,,,,
2.257,Sprinting,Sprinting,Side View,Initial Contact,Detected,119.84,95.68,172.66,119.51,163.3,115.37,,7.66,,158.83,22.45,,,,,,,,,,,,,,,,,,
2.318,Sprinting,Sprinting,Side View,Initial Contact,Detected,131.16,95.19,168.93,117.82,176.39,112.19,,2.08,,165.98,24.66,,,,,,,,,,,,,,,,,,
2.38,Sprinting,Sprinting,Side View,Initial Contact,Detected,154.51,89.35,177.68,56.2,164.21,118.7,,17.28,,159.27,23.65,,,,,,,,,,,,,,,,,,
2.441,Sprinting,Sprinting,Side View,Initial Contact,Detected,136.87,93.7,150.43,31.72,138.84,98.27,,26.31,,152.14,21.2,,,,,,,,,,,,,,,,,,
2.505,Sprinting,Sprinting,Side View,Initial Contact,Detected,127.64,96.82,98.06,35.17,95.93,94.59,,29.64,,163.03,21.27,,,,,,,,,,,,,,,,,,
2.567,Sprinting,Sprinting,Side View,Support Phase,Detected,122.35,94.86,80.38,36.62,140.67,112.84,,38.87,,173.87,23.63,,,,,,,,,,,,,,,,,,
2.626,Sprinting,Sprinting,Side View,Support Phase,Detected,147.11,95.3,117.26,61.35,90.44,94.13,,45.73,,177.42,24.52,,,,,,,,,,,,,,,,,,
2.689,Sprinting,Sprinting,Side View,Support Phase,Detected,149.51,91.87,120.73,67.41,96.82,100.08,,47.1,,173.41,25.76,,,,,,,,,,,,,,,,,,
2.75,Sprinting,Sprinting,Side View,Support Phase,Detected,168.33,97.56,138.5,68.88,146.63,93.18,,50.88,,170.93,24.9,,,,,,,,,,,,,,,,,,
2.812,Sprinting,Sprinting,Side View,Support Phase,Detected,168.9,77.92,160.21,176.77,174.25,171.25,,51.2,,165.49,24.93,,,,,,,,,,,,,,,,,,
2.874,Sprinting,Sprinting,Side View,Support Phase,Detected,178.79,79.17,149.01,172.87,140.47,156.8,,58.65,,150.84,26.18,,,,,,,,,,,,,,,,,,
2.936,Sprinting,Sprinting,Side View,Support Phase,Detected,166.22,75.06,163.59,178.77,177.34,143.67,,60.47,,167.96,28.74,,,,,,,,,,,,,,,,,,
2.999,Sprinting,Sprinting,Side View,Toe-Off,Detected,159.64,69.38,165.57,174.47,152.25,177.4,,64.98,,161.57,28.05,,,,,,,,,,,,,,,,,,
3.06,Sprinting,Sprinting,Side View,Toe-Off,Detected,157.78,69.86,165.29,165.16,148.41,139.7,,65.77,,162.47,26.38,,,,,,,,,,,,,,,,,,
3.123,Sprinting,Sprinting,Side View,Toe-Off,Detected,83.13,149.12,170.11,168.11,130.64,178.97,,60.39,,170.86,24.23,,,,,,,,,,,,,,,,,,
3.183,Sprinting,Sprinting,Side View,Toe-Off,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
3.256,Sprinting,Sprinting,Side View,Toe-Off,Detected,159.61,92.82,167.23,72.24,176.77,146.92,,62.56,,153.43,35.03,,,,,,,,,,,,,,,,,,
3.321,Sprinting,Sprinting,Side View,Toe-Off,Detected,55.25,135.86,87.2,168.72,112.73,179.97,,81.36,,137.23,30.77,,,,,,,,,,,,,,,,,,
3.385,Sprinting,Sprinting,Side View,Flight / Swing,Detected,52.57,136.75,104.9,163.77,101.5,161.18,,77.4,,155.15,29.48,,,,,,,,,,,,,,,,,,
3.447,Sprinting,Sprinting,Side View,Flight / Swing,Detected,55.74,139.29,116.68,160.87,123.47,166.81,73.61,73.03,169.21,160.71,29.42,,,,,,,,,,,,,,,,,,
3.51,Sprinting,Sprinting,Side View,Flight / Swing,Detected,65.15,146.41,134.78,164.06,148.94,171.78,62.53,66.67,144.7,167.8,26.8,,,,,,,,,,,,,,,,,,
3.572,Sprinting,Sprinting,Side View,Flight / Swing,Detected,67.43,142.82,135.49,162.02,150.4,177.85,67.0,78.82,173.88,147.34,23.2,,,,,,,,,,,,,,,,,,
3.635,Sprinting,Sprinting,Side View,Flight / Swing,Detected,85.83,152.2,156.75,152.64,129.68,157.4,63.43,49.39,180.0,160.39,21.47,,,,,,,,,,,,,,,,,,
3.696,Sprinting,Sprinting,Side View,Flight / Swing,Detected,136.28,106.92,176.54,176.42,175.29,175.6,35.08,73.92,163.07,168.97,17.2,,,,,,,,,,,,,,,,,,
3.758,Sprinting,Sprinting,Side View,Flight / Swing,Detected,142.55,99.12,171.62,163.27,179.03,172.35,54.87,86.68,,159.7,21.48,,,,,,,,,,,,,,,,,,
3.822,Sprinting,Sprinting,Side View,Flight / Swing,Detected,145.53,99.66,176.57,159.99,179.42,159.09,,83.83,,171.87,22.38,,,,,,,,,,,,,,,,,,
3.885,Sprinting,Sprinting,Side View,Flight / Swing,Detected,87.33,142.31,155.63,125.54,154.55,157.54,,84.38,,163.69,15.19,,,,,,,,,,,,,,,,,,
3.948,Sprinting,Sprinting,Side View,Flight / Swing,Detected,84.21,113.17,89.52,174.82,125.29,161.45,,91.76,,176.73,13.24,,,,,,,,,,,,,,,,,,
4.01,Sprinting,Sprinting,Side View,Flight / Swing,Detected,166.11,103.82,148.04,156.39,174.45,178.67,,91.59,,168.69,12.62,,,,,,,,,,,,,,,,,,
4.071,Sprinting,Sprinting,Side View,Flight / Swing,Detected,133.76,117.74,153.68,172.86,174.59,156.4,,98.58,,179.28,10.1,,,,,,,,,,,,,,,,,,
4.134,Sprinting,Sprinting,Side View,Flight / Swing,Detected,90.73,124.35,164.19,133.63,153.18,165.32,,57.02,,154.08,13.39,,,,,,,,,,,,,,,,,,
4.195,Sprinting,Sprinting,Side View,Flight / Swing,Detected,90.67,119.93,165.85,178.6,161.67,40.24,,60.07,,163.39,12.06,,,,,,,,,,,,,,,,,,
4.255,Sprinting,Sprinting,Side View,Flight / Swing,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
4.329,Sprinting,Sprinting,Side View,Flight / Swing,Detected,90.59,77.29,152.92,151.72,165.27,150.59,,40.34,,161.02,28.18,,,,,,,,,,,,,,,,,,
4.383,Sprinting,Sprinting,Side View,Flight / Swing,Detected,113.59,91.78,175.87,154.9,171.71,149.53,,47.92,,178.66,25.3,,,,,,,,,,,,,,,,,,
4.448,Sprinting,Sprinting,Side View,Flight / Swing,Detected,84.31,84.36,10.86,153.12,172.69,150.71,,37.92,,171.19,28.39,,,,,,,,,,,,,,,,,,
4.509,Sprinting,Sprinting,Side View,Initial Contact,Detected,113.17,78.67,176.92,128.4,148.31,139.77,,17.28,,171.87,27.7,,,,,,,,,,,,,,,,,,
4.57,Sprinting,Sprinting,Side View,Initial Contact,Detected,59.99,75.11,63.35,128.7,40.6,140.19,,30.3,,164.74,28.05,,,,,,,,,,,,,,,,,,
4.632,Sprinting,Sprinting,Side View,Initial Contact,Detected,74.01,78.04,119.69,115.32,118.62,124.53,,18.55,,87.14,28.47,,,,,,,,,,,,,,,,,,
4.694,Sprinting,Sprinting,Side View,Initial Contact,Detected,84.74,80.99,93.92,99.25,117.02,99.84,,52.63,,116.57,27.99,,,,,,,,,,,,,,,,,,
4.755,Sprinting,Sprinting,Side View,Initial Contact,Detected,85.05,86.2,83.92,89.31,121.34,130.27,,48.8,,114.83,29.95,,,,,,,,,,,,,,,,,,
4.819,Sprinting,Sprinting,Side View,Toe-Off,Detected,76.06,84.62,75.83,101.99,113.5,122.61,,59.18,,130.43,29.43,,,,,,,,,,,,,,,,,,
4.882,Sprinting,Sprinting,Side View,Initial Contact,Detected,109.12,88.78,109.32,69.66,177.27,151.06,,97.0,,151.7,31.76,,,,,,,,,,,,,,,,,,
4.945,Sprinting,Sprinting,Side View,Initial Contact,Detected,105.46,88.53,77.26,59.03,116.57,129.59,,104.48,,150.95,32.64,,,,,,,,,,,,,,,,,,
5.007,Sprinting,Sprinting,Side View,Toe-Off,Detected,103.74,94.6,62.14,54.31,136.3,125.87,,94.86,,157.7,29.81,,,,,,,,,,,,,,,,,,
5.07,Sprinting,Sprinting,Side View,Toe-Off,Detected,120.47,100.62,70.48,51.37,135.21,137.66,,96.61,,152.92,32.23,,,,,,,,,,,,,,,,,,
5.133,Sprinting,Sprinting,Side View,Initial Contact,Detected,178.04,66.81,143.66,17.66,136.55,157.57,,96.68,,152.62,30.78,,,,,,,,,,,,,,,,,,
5.198,Sprinting,Sprinting,Side View,Toe-Off,Detected,73.94,172.85,175.45,127.92,141.03,161.24,,116.12,,170.6,27.65,,,,,,,,,,,,,,,,,,
5.258,Sprinting,Sprinting,Side View,Toe-Off,Detected,71.33,154.67,179.69,165.11,134.01,158.96,,111.53,,164.02,24.9,,,,,,,,,,,,,,,,,,
5.322,Sprinting,Sprinting,Side View,Toe-Off,Detected,69.83,153.07,177.92,168.81,130.43,129.71,,111.44,,169.88,23.63,,,,,,,,,,,,,,,,,,
5.383,Sprinting,Sprinting,Side View,Initial Contact,Detected,68.96,149.68,158.81,172.6,39.63,175.66,,99.12,,155.84,24.23,,,,,,,,,,,,,,,,,,
5.447,Sprinting,Sprinting,Side View,Toe-Off,Detected,67.2,144.07,64.49,174.85,120.84,178.03,,77.86,,143.53,24.55,,,,,,,,,,,,,,,,,,
5.507,Sprinting,Sprinting,Side View,Toe-Off,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
5.58,Sprinting,Sprinting,Side View,Toe-Off,Detected,175.06,171.11,177.36,179.89,171.73,162.92,,11.18,,64.72,59.16,,,,,,,,,,,,,,,,,,
5.632,Sprinting,Sprinting,Side View,Toe-Off,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
5.707,Sprinting,Sprinting,Side View,Toe-Off,Detected,70.0,160.29,84.65,168.88,121.46,175.83,,9.96,,79.2,48.59,,,,,,,,,,,,,,,,,,
5.759,Sprinting,Sprinting,Side View,Toe-Off,Detected,60.33,156.08,139.98,179.88,155.48,165.74,,26.57,,46.58,45.92,,,,,,,,,,,,,,,,,,
5.821,Sprinting,Sprinting,Side View,Toe-Off,Detected,55.84,142.41,137.54,165.1,153.76,164.29,,38.88,,37.45,45.63,,,,,,,,,,,,,,,,,,
5.882,Sprinting,Sprinting,Side View,Flight / Swing,Detected,57.61,149.58,144.77,170.9,152.42,164.74,,5.83,,61.19,43.73,,,,,,,,,,,,,,,,,,
5.944,Sprinting,Sprinting,Side View,Flight / Swing,Detected,55.95,57.48,148.06,174.71,162.96,177.34,,110.34,,153.72,43.34,,,,,,,,,,,,,,,,,,
6.007,Sprinting,Sprinting,Side View,Flight / Swing,Detected,64.61,168.32,166.08,82.78,141.92,60.26,,102.5,,158.11,41.84,,,,,,,,,,,,,,,,,,
6.069,Sprinting,Sprinting,Side View,Flight / Swing,Detected,66.38,168.68,165.08,63.54,136.71,125.75,,108.43,,164.03,41.28,,,,,,,,,,,,,,,,,,
6.132,Sprinting,Sprinting,Side View,Flight / Swing,Detected,75.56,115.28,162.5,154.72,152.13,157.79,,123.26,,164.48,35.68,,,,,,,,,,,,,,,,,,
6.196,Sprinting,Sprinting,Side View,Flight / Swing,Detected,70.84,77.91,159.9,75.65,160.55,109.34,,98.08,,130.99,35.67,,,,,,,,,,,,,,,,,,
6.258,Sprinting,Sprinting,Side View,Flight / Swing,Detected,64.3,130.57,162.14,168.94,153.2,179.68,,48.39,,142.63,32.33,,,,,,,,,,,,,,,,,,
6.318,Sprinting,Sprinting,Side View,Flight / Swing,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
6.391,Sprinting,Sprinting,Side View,Flight / Swing,Detected,72.31,126.55,146.81,141.58,173.55,174.96,,8.41,,161.85,26.1,,,,,,,,,,,,,,,,,,
6.443,Sprinting,Sprinting,Side View,Flight / Swing,Detected,68.3,115.58,150.96,148.25,172.46,177.8,,46.34,,160.24,25.84,,,,,,,,,,,,,,,,,,
6.504,Sprinting,Sprinting,Side View,Flight / Swing,Detected,77.97,135.88,151.66,44.38,162.58,74.36,,80.15,,137.43,28.23,,,,,,,,,,,,,,,,,,
6.568,Sprinting,Sprinting,Side View,Flight / Swing,Detected,81.38,154.82,139.62,113.0,156.37,118.3,,87.82,,148.44,26.14,,,,,,,,,,,,,,,,,,
6.632,Sprinting,Sprinting,Side View,Flight / Swing,Detected,73.55,141.0,130.07,107.93,156.39,101.89,,67.4,,138.23,23.37,,,,,,,,,,,,,,,,,,
6.692,Sprinting,Sprinting,Side View,Flight / Swing,Detected,59.43,156.99,7.56,128.71,160.75,108.34,,71.73,,178.54,26.12,,,,,,,,,,,,,,,,,,
6.755,Sprinting,Sprinting,Side View,Flight / Swing,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
6.828,Sprinting,Sprinting,Side View,Flight / Swing,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
6.891,Sprinting,Sprinting,Side View,Initial Contact,Detected,91.9,89.09,97.39,123.25,106.61,112.45,,50.09,,117.74,16.52,,,,,,,,,,,,,,,,,,
6.943,Sprinting,Sprinting,Side View,Toe-Off,Detected,96.69,84.76,66.94,95.52,98.34,113.47,,0.55,,152.88,18.0,,,,,,,,,,,,,,,,,,
7.005,Sprinting,Sprinting,Side View,Initial Contact,Detected,128.81,101.14,112.45,50.83,94.25,121.26,,16.07,,145.88,14.04,,,,,,,,,,,,,,,,,,
7.068,Sprinting,Sprinting,Side View,Initial Contact,Detected,122.63,98.12,100.16,23.24,96.58,110.83,,42.06,,166.18,17.5,,,,,,,,,,,,,,,,,,
7.13,Sprinting,Sprinting,Side View,Initial Contact,Detected,128.84,107.32,86.05,40.96,93.18,111.77,,46.36,,170.68,17.65,,,,,,,,,,,,,,,,,,
7.194,Sprinting,Sprinting,Side View,Initial Contact,Detected,131.82,111.74,102.43,44.75,96.26,111.14,,43.13,,168.05,19.69,,,,,,,,,,,,,,,,,,
7.253,Sprinting,Sprinting,Side View,Initial Contact,Detected,154.86,93.98,127.15,150.22,141.36,130.34,,57.02,,156.12,21.71,,,,,,,,,,,,,,,,,,
7.315,Sprinting,Sprinting,Side View,Support Phase,Detected,160.22,119.21,132.26,96.4,129.33,96.83,,58.56,,163.24,23.91,,,,,,,,,,,,,,,,,,
7.378,Sprinting,Sprinting,Side View,Toe-Off,Detected,175.95,129.75,144.92,75.77,171.87,158.33,,57.0,,175.24,23.46,,,,,,,,,,,,,,,,,,
7.442,Sprinting,Sprinting,Side View,Toe-Off,Detected,172.18,100.83,154.13,51.93,167.76,171.04,,66.87,,161.13,23.91,,,,,,,,,,,,,,,,,,
7.505,Sprinting,Sprinting,Side View,Toe-Off,Detected,171.96,94.28,153.0,95.67,176.77,147.83,,58.67,,164.63,26.57,,,,,,,,,,,,,,,,,,
7.565,Sprinting,Sprinting,Side View,Toe-Off,Detected,175.59,80.79,146.92,162.85,166.05,179.18,,51.8,,161.89,28.96,,,,,,,,,,,,,,,,,,
7.628,Sprinting,Sprinting,Side View,Toe-Off,Detected,167.3,67.08,152.56,147.25,152.34,121.12,,59.34,,165.13,27.41,,,,,,,,,,,,,,,,,,
7.69,Sprinting,Sprinting,Side View,Flight / Swing,Detected,154.37,74.32,172.76,150.18,172.08,147.68,,65.48,,165.47,26.36,,,,,,,,,,,,,,,,,,
7.752,Sprinting,Sprinting,Side View,Flight / Swing,Detected,148.6,79.39,171.31,135.04,175.54,117.83,,76.84,,140.79,25.15,,,,,,,,,,,,,,,,,,
7.815,Sprinting,Sprinting,Side View,Flight / Swing,Detected,96.56,171.17,151.38,132.16,162.86,167.78,,49.39,,144.79,22.27,,,,,,,,,,,,,,,,,,
7.877,Sprinting,Sprinting,Side View,Flight / Swing,Detected,134.3,124.55,171.26,71.21,168.69,35.02,,36.55,,155.31,18.79,,,,,,,,,,,,,,,,,,
