time_s,athlete_depth_m,center_depth_m
0.001,3.779,8.055
0.057,3.802,7.288
0.117,3.802,7.288
0.183,3.85,7.749
0.244,3.85,7.749
0.308,3.826,7.849
0.37,3.826,7.849
0.431,3.85,7.951
0.494,3.85,7.951
0.557,3.802,7.466
0.618,3.802,7.466
0.683,3.802,7.849
0.752,3.802,7.849
0.808,3.826,7.652
0.869,3.826,7.652
0.931,3.733,7.288
0.993,3.733,7.288
1.058,3.779,7.558
1.118,3.779,7.558
1.18,3.779,7.288
1.242,3.779,7.288
1.304,3.779,7.749
1.366,3.779,7.749
1.428,3.802,7.652
1.491,3.802,7.652
1.553,3.802,8.163
1.613,3.802,8.163
1.677,3.779,7.288
1.74,3.802,7.288
1.801,3.802,7.376
1.865,3.802,7.376
1.927,3.756,8.273
1.988,3.756,8.273
2.053,3.756,7.652
2.114,3.756,7.652
2.177,3.826,7.466
2.241,3.826,7.466
2.304,3.779,7.466
2.366,3.779,7.466
2.428,3.756,8.055
2.492,3.756,8.055
2.554,3.779,7.376
2.616,3.779,7.376
2.68,3.802,7.118
2.743,3.802,7.118
2.806,3.733,7.849
2.867,3.733,7.849
2.932,3.802,7.749
2.995,3.802,7.749
3.058,3.779,7.849
3.123,3.779,7.849
3.183,3.779,7.749
3.248,3.779,7.749
3.307,3.779,7.652
3.371,3.779,7.652
3.453,3.779,7.558
3.512,3.779,7.558
3.572,3.779,7.849
3.636,3.779,7.849
3.696,3.779,7.376
3.758,3.779,7.376
3.82,3.756,7.466
3.884,3.779,7.466
3.945,3.756,7.202
4.008,3.756,7.202
4.07,3.756,7.652
4.134,3.756,7.652
4.196,3.779,7.849
4.258,3.779,7.849
4.321,3.779,7.558
4.383,3.779,7.558
4.445,3.756,7.376
4.508,3.756,7.376
4.57,3.756,7.288
4.632,3.756,7.288
4.695,3.756,7.288
4.756,3.756,7.288
4.831,3.71,7.466
4.897,3.733,7.466
4.961,3.802,7.118
5.025,3.802,7.118
5.087,3.756,7.749
5.15,3.756,7.749
5.212,3.756,8.055
5.284,3.756,8.055
5.337,3.756,7.652
5.401,3.756,7.652
5.463,3.802,7.288
5.527,3.802,7.288
5.587,3.756,7.849
5.65,3.756,7.849
5.712,3.756,7.466
5.775,3.756,7.466
5.839,3.756,7.118
5.9,3.756,7.118
5.962,3.71,7.376
6.023,3.71,7.376
6.085,3.779,8.055
6.15,3.779,8.055
6.212,3.756,7.466
6.276,3.756,7.466
6.337,3.756,7.558
6.401,3.756,7.558
6.462,3.756,7.749
6.526,3.756,7.749
6.59,3.756,7.466
6.653,3.756,7.466
6.713,3.756,7.466
6.778,3.756,7.466
6.84,3.756,7.652
6.902,3.756,7.652
6.964,3.802,7.376
7.029,3.802,7.376
7.123,3.733,7.376
7.186,3.733,7.376
7.247,3.756,7.558
7.312,3.756,7.558
7.372,3.756,7.466
7.437,3.756,7.466
7.497,3.756,7.558
7.56,3.779,7.558
7.623,3.756,7.037
7.686,3.756,7.037
7.747,3.733,7.749
7.812,3.733,7.749
7.873,3.733,7.037
7.942,3.733,7.037
7.998,3.756,7.749
8.061,3.756,7.749
8.124,3.733,7.652
8.186,3.733,7.652
8.249,3.756,7.652
8.312,3.756,7.652
8.374,3.733,7.558
8.437,3.733,7.558
8.498,3.733,7.558
8.561,3.733,7.558
8.624,3.733,7.652
8.688,3.733,7.652
8.748,3.756,7.951
8.812,3.756,7.951
8.875,3.756,7.652
8.935,3.756,7.652
8.998,3.733,7.288
9.062,3.733,7.288
9.124,3.756,7.951
9.186,3.756,7.951
9.249,3.733,7.558
9.311,3.733,7.558
9.375,3.733,7.849
9.438,3.733,7.849
9.5,3.756,8.055
9.563,3.756,8.055
9.622,3.733,7.558
9.685,3.733,7.558
9.748,3.733,7.652
9.809,3.733,7.652
9.872,3.71,7.652
9.936,3.71,7.652
9.997,3.733,7.376
10.061,3.733,7.376
10.121,3.756,8.055
10.184,3.756,8.055
10.246,3.733,7.376
10.309,3.733,7.376
10.371,3.733,7.466
10.432,3.733,7.466
10.494,3.733,7.288
10.557,3.733,7.288
10.619,3.756,7.849
10.687,3.756,7.849
10.745,3.733,7.376
10.808,3.733,7.376
10.868,3.756,7.466
10.931,3.756,7.466
10.993,3.779,7.652
11.056,3.779,7.652
11.117,3.733,7.749
11.18,3.733,7.749
11.242,3.71,7.652
11.305,3.71,7.652
11.367,3.756,7.749
11.43,3.756,7.749
11.492,3.71,8.055
11.555,3.71,8.055
11.617,3.71,7.558
11.679,3.71,7.558
11.742,3.733,7.652
11.805,3.733,7.652
11.872,3.733,7.376
11.931,3.733,7.376
11.994,3.756,8.055
12.055,3.733,8.055
12.116,3.733,7.037
12.177,3.733,7.037
12.242,3.71,7.749
12.303,3.71,7.749
12.369,3.756,7.652
12.43,3.756,7.652
12.492,3.733,7.849
12.554,3.733,7.849
12.617,3.71,7.558
12.682,3.71,7.558
12.746,3.756,7.652
12.807,3.756,7.652
12.869,3.756,8.055
12.933,3.756,8.055
12.994,3.71,7.749
13.063,3.71,7.749
13.12,3.71,7.466
13.182,3.71,7.466
13.244,3.756,7.749
13.307,3.756,7.749
13.368,3.756,7.749
13.432,3.756,7.749
13.493,3.756,8.055
13.556,3.756,8.055
13.62,3.733,7.652
13.682,3.733,7.652
13.744,3.71,7.376
13.805,3.71,7.376
13.891,3.756,7.951
13.969,3.756,7.951
14.027,3.71,7.849
14.091,3.71,7.849
14.149,3.756,7.376
14.211,3.756,7.376
14.304,3.733,7.849
14.368,3.756,7.849
14.436,3.733,7.749
14.565,3.733,7.749
14.639,3.756,7.466
14.709,3.756,7.466
14.774,3.733,7.749
14.834,3.733,7.749
14.909,3.756,7.466
14.978,3.756,7.466
15.054,3.756,7.652
15.135,3.756,7.652
15.212,3.756,7.466
15.307,3.756,7.466
15.392,3.756,7.466
15.482,3.756,7.466
15.564,3.733,7.558
15.643,3.733,7.558
15.72,3.733,7.376
15.801,3.733,7.376
15.876,3.756,7.849
15.951,3.756,7.849
16.023,3.756,8.503
16.091,3.733,8.503
16.169,3.733,7.849
16.249,3.733,7.849
16.322,3.756,6.957
16.41,3.756,6.957
16.482,3.71,7.376
16.556,3.71,7.376
16.635,3.733,8.163
16.705,3.733,8.163
16.767,3.756,7.466
16.833,3.756,7.466
16.925,3.756,7.558
16.988,3.756,7.558
17.05,3.756,7.849
17.116,3.756,7.849
17.191,3.756,7.652
17.254,3.756,7.652
17.338,3.733,8.273
17.411,3.733,8.273
17.481,3.71,7.951
17.546,3.71,7.951
17.616,3.756,7.558
17.684,3.733,7.558
17.76,3.71,8.055
17.83,3.71,8.055
17.896,3.733,6.957
17.97,3.733,6.957
18.028,3.733,8.055
18.093,3.733,8.055
18.151,3.733,7.466
18.214,3.733,7.466
18.277,3.71,7.376
18.341,3.71,7.376
18.402,3.756,7.466
18.466,3.756,7.466
18.532,3.71,7.652
18.596,3.71,7.652
18.667,3.733,7.202
18.735,3.733,7.202
18.798,3.756,7.376
18.861,3.756,7.376
18.921,3.688,7.951
18.987,3.688,7.951
19.047,3.71,7.951
19.111,3.71,7.951
19.172,3.71,7.202
19.233,3.71,7.202
19.296,3.71,7.037
19.383,3.71,7.037
19.455,3.71,7.376
19.52,3.71,7.376
19.581,3.733,7.951
19.643,3.733,7.951
19.702,3.733,7.652
19.766,3.733,7.652
19.828,3.71,7.849
19.89,3.71,7.849
19.953,3.756,7.849
20.016,3.756,7.849
20.083,3.756,7.118
20.154,3.756,7.118
20.224,3.71,7.202
20.293,3.71,7.202
20.366,3.733,7.466
20.439,3.71,7.466
20.501,3.71,7.849
20.563,3.71,7.849
20.632,3.756,7.951
20.695,3.756,7.951
20.752,3.733,7.466
20.819,3.733,7.466
20.877,3.71,7.376
20.952,3.71,7.376
21.019,3.733,7.652
21.083,3.733,7.652
21.148,3.733,8.055
21.208,3.733,8.055
21.282,3.756,7.652
21.349,3.756,7.652
21.413,3.71,7.652
21.472,3.71,7.652
21.536,3.733,7.466
21.604,3.733,7.466
21.676,3.733,7.558
21.751,3.733,7.558
21.816,3.756,8.055
21.876,3.756,8.055
21.944,3.756,7.558
22.005,3.779,7.558
22.068,3.779,7.652
22.132,3.802,7.652
22.206,3.756,7.749
22.269,3.756,7.749
22.348,3.756,7.288
22.424,3.779,7.288
22.481,3.733,7.288
22.543,3.733,7.288
22.607,3.779,7.202
22.672,3.779,7.202
22.742,3.756,7.376
22.813,3.756,7.376
22.873,3.802,7.849
22.935,3.802,7.849
22.995,3.756,7.558
23.053,3.756,7.558
23.128,3.779,7.466
23.198,3.779,7.466
23.255,3.779,7.288
23.317,3.802,7.288
23.381,3.779,7.376
23.444,3.779,7.376
23.507,3.779,7.466
23.569,3.802,7.466
23.631,3.802,7.376
23.694,3.802,7.376
23.756,3.826,7.749
23.821,3.826,7.749
23.882,3.802,7.558
23.946,3.802,7.558
24.011,3.826,7.288
24.07,3.85,7.288
24.131,3.85,7.376
24.196,3.826,7.376
24.255,3.826,7.652
24.32,3.826,7.652
24.381,3.802,7.951
24.443,3.802,7.951
24.509,3.802,7.951
24.566,3.802,7.951
24.629,3.756,7.288
24.69,3.666,7.288
24.754,3.601,7.466
24.824,3.58,7.466
24.891,3.382,7.652
24.954,3.58,7.652
25.016,3.459,7.951
25.082,3.401,7.951
25.149,3.309,7.288
25.215,3.291,7.288
25.29,3.256,7.558
25.366,3.239,7.558
25.428,3.108,7.558
25.486,3.156,7.558
25.551,3.076,7.558
25.613,3.123,7.558
25.675,3.076,7.466
25.737,3.123,7.466
25.809,3.076,7.558
25.879,3.061,7.558
25.94,3.156,7.288
26.002,3.123,7.288
26.064,3.061,7.652
26.125,3.076,7.652
26.186,3.156,7.951
