time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.072,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
0.166,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
0.262,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
0.358,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
0.451,Setup,True,219.0,422.0,,,,,,-0.5611,0.9394,3.222,,,,,
0.54,Setup,True,220.0,422.0,,,,,,-0.5618,0.9493,3.256,,,,,
0.633,Setup,True,220.0,422.0,,,,,,-0.5618,0.9493,3.256,,,,,
0.731,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
0.819,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
0.911,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
0.992,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
1.085,Setup,True,219.0,422.0,,,,,,-0.5582,0.9344,3.205,,,,,
1.167,Setup,True,220.0,422.0,,,,,,-0.553,0.9344,3.205,,,,,
1.259,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
1.35,Setup,True,220.0,423.0,,,,,,-0.5589,0.9496,3.239,,,,,
1.429,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
1.526,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
1.618,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
1.711,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
1.804,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
1.898,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
1.979,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
2.069,Setup,True,220.0,422.0,,,,,,-0.5618,0.9493,3.256,,,,,
2.146,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
2.225,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
2.319,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
2.399,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
2.49,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
2.585,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
2.679,Setup,True,221.0,423.0,,,,,,-0.5536,0.9496,3.239,,,,,
2.775,Setup,True,220.0,422.0,,,,,,-0.5618,0.9493,3.256,,,,,
2.866,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
2.959,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
3.053,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
3.147,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
3.24,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
3.341,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
3.427,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
3.52,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
3.6,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
3.696,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
3.786,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
3.878,Setup,True,220.0,422.0,,,,,,-0.5589,0.9444,3.239,,,,,
3.957,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
4.041,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
4.131,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
4.21,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
4.289,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
4.368,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
4.444,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
4.529,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
4.623,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
4.718,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
4.816,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
4.904,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
4.994,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
5.089,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
5.181,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
5.276,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
5.368,Setup,True,222.0,422.0,,,,,,-0.5397,0.9295,3.188,,,,,
5.46,Setup,True,221.0,421.0,,,,,,-0.5478,0.9293,3.205,,,,,
5.539,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
5.633,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
5.727,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
5.821,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
5.914,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
6.007,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
6.101,Setup,True,222.0,422.0,,,,,,-0.5484,0.9444,3.239,,,,,
6.195,Setup,True,222.0,422.0,,,,,,-0.5484,0.9444,3.239,,,,,
6.286,Setup,True,222.0,422.0,,,,,,-0.5512,0.9493,3.256,,,,,
6.366,Setup,True,223.0,422.0,,,,,,-0.546,0.9493,3.256,,,,,
6.461,Setup,True,223.0,422.0,,,,,,-0.5431,0.9444,3.239,,,,,
6.554,Setup,True,223.0,422.0,,,,,,-0.5431,0.9444,3.239,,,,,
6.634,Setup,True,222.0,421.0,,,,,,-0.5512,0.944,3.256,,,,,
6.727,Setup,True,223.0,422.0,,,,,,-0.546,0.9493,3.256,,,,,
6.825,Setup,True,223.0,421.0,,,,,,-0.5403,0.9342,3.222,,,,,
6.917,Setup,True,223.0,421.0,,,,,,-0.5403,0.9342,3.222,,,,,
7.01,Setup,True,223.0,421.0,,,,,,-0.5403,0.9342,3.222,,,,,
7.089,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
7.181,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
7.274,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
7.354,Setup,True,224.0,419.0,,,,,,-0.5351,0.9238,3.222,,,,,
7.433,Setup,True,225.0,419.0,,,,,,-0.5298,0.9238,3.222,,,,,
7.526,Setup,True,226.0,419.0,,,,,,-0.5219,0.9189,3.205,,,,,
7.62,Setup,True,226.0,417.0,,,,,,-0.5246,0.9133,3.222,,,,,
7.712,Setup,True,226.0,417.0,,,,,,-0.5274,0.9182,3.239,,,,,
7.805,Setup,True,226.0,415.0,,,,,,-0.5302,0.9124,3.256,,,,,
7.9,Setup,True,227.0,415.0,,,,,,-0.5221,0.9077,3.239,,,,,
7.993,Setup,True,227.0,412.0,,,,,,-0.5249,0.8966,3.256,,,,,
8.086,Setup,True,228.0,413.0,,,,,,-0.5142,0.8925,3.222,,,,,
8.18,Setup,True,228.0,412.0,,,,,,-0.5142,0.8873,3.222,,,,,
8.273,Setup,True,228.0,410.0,,,,,,-0.5169,0.8815,3.239,,,,,
8.365,Deadlift Phase,True,230.0,409.0,0.0,0.0,10.76,21.53,0.0,-0.5064,0.8762,3.239,0.0,-0.0,0.0564,0.1129,-0.0
8.46,Deadlift Phase,True,230.0,409.0,0.0,0.0,0.0,0.0,0.0,-0.5038,0.8716,3.222,0.0027,0.0046,0.0491,0.0284,0.0046
8.555,Deadlift Phase,True,230.0,406.0,0.0,3.0,31.81,0.0,3.0,-0.5064,0.8605,3.239,0.0,0.0157,0.1179,-0.0282,0.0157
8.648,Deadlift Phase,True,230.0,406.0,0.0,3.0,0.0,0.0,3.0,-0.5038,0.856,3.222,0.0027,0.0202,0.0482,0.0284,0.0202
8.744,Deadlift Phase,True,230.0,403.0,0.0,6.0,31.6,0.0,6.0,-0.5064,0.8448,3.239,0.0,0.0314,0.118,-0.028,0.0314
8.835,Deadlift Phase,True,231.0,403.0,1.0,6.0,0.0,11.0,6.0,-0.4985,0.8403,3.222,0.0079,0.0359,0.0488,0.0866,0.0359
8.928,Deadlift Phase,True,231.0,401.0,1.0,8.0,20.9,0.0,8.0,-0.5012,0.8343,3.239,0.0052,0.0419,0.0632,-0.0275,0.0419
9.023,Deadlift Phase,True,232.0,401.0,2.0,8.0,0.0,10.59,8.0,-0.4933,0.8299,3.222,0.0131,0.0463,0.0464,0.0831,0.0463
9.116,Deadlift Phase,True,233.0,398.0,3.0,11.0,32.37,10.79,11.0,-0.4907,0.8186,3.239,0.0157,0.0576,0.1224,0.0285,0.0576
9.21,Deadlift Phase,True,232.0,397.0,2.0,12.0,10.86,-10.86,12.0,-0.4907,0.8048,3.205,0.0157,0.0714,0.1496,-0.0004,0.0714
9.305,Deadlift Phase,True,232.0,395.0,2.0,14.0,20.87,0.0,14.0,-0.4933,0.7986,3.222,0.0131,0.0776,0.0643,-0.0272,0.0776
9.396,Deadlift Phase,True,232.0,395.0,2.0,14.0,0.0,0.0,14.0,-0.4959,0.8029,3.239,0.0105,0.0734,-0.0452,-0.0279,0.0776
9.477,Deadlift Phase,True,234.0,391.0,4.0,18.0,49.95,24.97,18.0,-0.488,0.786,3.256,0.0184,0.0902,0.2105,0.0992,0.0902
9.569,Deadlift Phase,True,234.0,391.0,4.0,18.0,0.0,0.0,18.0,-0.4829,0.7778,3.222,0.0235,0.0984,0.09,0.0559,0.0984
9.661,Deadlift Phase,True,234.0,387.0,4.0,22.0,43.13,0.0,22.0,-0.488,0.7649,3.256,0.0184,0.1113,0.1387,-0.0549,0.1113
9.74,Deadlift Phase,True,234.0,387.0,4.0,22.0,0.0,0.0,22.0,-0.4803,0.7529,3.205,0.0261,0.1233,0.1534,0.0978,0.1233
9.835,Deadlift Phase,True,235.0,383.0,5.0,26.0,42.17,10.54,26.0,-0.4777,0.7361,3.222,0.0287,0.1401,0.1778,0.0281,0.1401
9.927,Deadlift Phase,True,235.0,384.0,5.0,25.0,-10.72,0.0,26.0,-0.4802,0.7452,3.239,0.0262,0.131,-0.0978,-0.027,0.1401
10.022,Deadlift Phase,True,235.0,379.0,5.0,30.0,53.39,0.0,30.0,-0.4854,0.7268,3.274,0.021,0.1495,0.1969,-0.0554,0.1495
10.114,Deadlift Phase,True,235.0,379.0,5.0,30.0,0.0,0.0,30.0,-0.4777,0.7152,3.222,0.0287,0.161,0.1246,0.0832,0.161
10.209,Deadlift Phase,True,235.0,375.0,5.0,34.0,42.51,0.0,34.0,-0.4827,0.7017,3.256,0.0237,0.1745,0.1437,-0.0536,0.1745
10.303,Deadlift Phase,True,235.0,375.0,5.0,34.0,0.0,0.0,34.0,-0.4802,0.698,3.239,0.0262,0.1782,0.0389,0.0267,0.1782
10.397,Deadlift Phase,True,235.0,370.0,5.0,39.0,53.02,0.0,39.0,-0.4854,0.6791,3.274,0.021,0.1971,0.2009,-0.055,0.1971
10.491,Deadlift Phase,True,235.0,371.0,5.0,38.0,-10.6,0.0,39.0,-0.4751,0.67,3.205,0.0313,0.2063,0.0968,0.1084,0.2063
10.582,Deadlift Phase,True,234.0,365.0,4.0,44.0,66.33,-11.05,44.0,-0.488,0.649,3.256,0.0184,0.2272,0.2316,-0.1419,0.2272
10.679,Deadlift Phase,True,235.0,366.0,5.0,43.0,-10.52,10.52,44.0,-0.4777,0.6475,3.222,0.0287,0.2288,0.0164,0.1085,0.2288
10.772,Deadlift Phase,True,234.0,361.0,4.0,48.0,53.31,-10.66,48.0,-0.4854,0.6247,3.239,0.021,0.2516,0.243,-0.0828,0.2516
10.864,Deadlift Phase,True,234.0,360.0,4.0,49.0,10.88,0.0,49.0,-0.4803,0.6129,3.205,0.0261,0.2633,0.1278,0.0555,0.2633
10.948,Deadlift Phase,True,234.0,355.0,4.0,54.0,62.64,0.0,54.0,-0.4854,0.5932,3.239,0.021,0.283,0.2468,-0.0638,0.283
11.045,Deadlift Phase,True,233.0,355.0,3.0,54.0,0.0,-10.26,54.0,-0.4855,0.587,3.205,0.0209,0.2892,0.0639,-0.001,0.2892
11.136,Deadlift Phase,True,233.0,350.0,3.0,59.0,53.48,0.0,59.0,-0.4933,0.57,3.256,0.0132,0.3062,0.1818,-0.0826,0.3062
11.23,Jump Phase,True,233.0,350.0,3.0,59.0,0.0,0.0,59.0,-0.4907,0.567,3.239,0.0157,0.3092,0.0321,0.0277,0.3092
11.333,Jump Phase,True,232.0,344.0,2.0,65.0,60.57,-10.09,65.0,-0.4985,0.5384,3.256,0.0079,0.3378,0.289,-0.0792,0.3378
11.429,Jump Phase,True,232.0,345.0,2.0,64.0,-9.79,0.0,65.0,-0.4907,0.5351,3.205,0.0157,0.3411,0.0318,0.0765,0.3411
11.521,Jump Phase,True,230.0,338.0,0.0,71.0,75.47,-21.56,71.0,-0.5119,0.5096,3.274,-0.0055,0.3666,0.2756,-0.2282,0.3666
11.613,Jump Phase,True,230.0,338.0,0.0,71.0,0.0,0.0,71.0,-0.4959,0.4937,3.172,0.0105,0.3825,0.1725,0.1733,0.3825
11.708,Jump Phase,True,229.0,331.0,-1.0,78.0,73.16,-10.45,78.0,-0.5143,0.4699,3.256,-0.0079,0.4063,0.2488,-0.1924,0.4063
11.801,Jump Phase,True,229.0,331.0,-1.0,78.0,0.0,0.0,78.0,-0.5011,0.4578,3.172,0.0053,0.4184,0.1316,0.144,0.4184
11.894,Jump Phase,True,228.0,326.0,-2.0,83.0,53.38,-10.68,83.0,-0.5196,0.4436,3.256,-0.0132,0.4327,0.1518,-0.1979,0.4327
