time_s,athlete_depth_m,center_depth_m
0.025,3.756,7.652
0.12,3.756,7.652
0.208,3.802,7.376
0.289,3.802,7.376
0.385,3.733,7.376
0.48,3.733,7.376
0.577,3.756,7.558
0.667,3.756,7.558
0.757,3.756,7.466
0.856,3.756,7.466
0.943,3.756,7.558
1.021,3.779,7.558
1.102,3.756,7.037
1.194,3.756,7.037
1.289,3.733,7.749
1.379,3.733,7.749
1.458,3.733,7.037
1.538,3.733,7.037
1.615,3.756,7.749
1.693,3.756,7.749
1.774,3.733,7.652
1.867,3.733,7.652
1.959,3.756,7.652
2.054,3.756,7.652
2.133,3.733,7.558
2.226,3.733,7.558
2.307,3.733,7.558
2.398,3.733,7.558
2.491,3.733,7.652
2.583,3.733,7.652
2.677,3.756,7.951
2.757,3.756,7.951
2.835,3.756,7.652
2.912,3.756,7.652
3.008,3.733,7.288
3.104,3.733,7.288
3.195,3.756,7.951
3.289,3.756,7.951
3.384,3.733,7.558
3.476,3.733,7.558
3.57,3.733,7.849
3.667,3.733,7.849
3.754,3.756,8.055
3.832,3.756,8.055
3.922,3.733,7.558
4.005,3.733,7.558
4.094,3.733,7.652
4.188,3.733,7.652
4.264,3.71,7.652
4.348,3.71,7.652
4.436,3.733,7.376
4.516,3.733,7.376
4.608,3.756,8.055
4.687,3.756,8.055
4.78,3.733,7.376
4.86,3.733,7.376
4.96,3.733,7.466
5.047,3.733,7.466
5.141,3.733,7.288
5.233,3.733,7.288
5.309,3.756,7.849
5.389,3.756,7.849
5.483,3.733,7.376
5.562,3.733,7.376
5.65,3.756,7.466
5.737,3.756,7.466
5.826,3.779,7.652
5.92,3.779,7.652
5.997,3.733,7.749
6.078,3.733,7.749
6.171,3.71,7.652
6.262,3.71,7.652
6.346,3.756,7.749
6.438,3.756,7.749
6.531,3.71,8.055
6.624,3.71,8.055
6.7,3.71,7.558
6.781,3.71,7.558
6.873,3.733,7.652
6.951,3.733,7.652
7.034,3.733,7.376
7.137,3.733,7.376
7.227,3.756,8.055
7.321,3.733,8.055
7.425,3.733,7.037
7.52,3.733,7.037
7.613,3.71,7.749
7.703,3.71,7.749
7.798,3.756,7.652
7.891,3.756,7.652
7.981,3.733,7.849
8.063,3.733,7.849
8.153,3.71,7.558
8.233,3.71,7.558
8.323,3.756,7.652
8.41,3.756,7.652
8.496,3.756,8.055
8.578,3.756,8.055
8.673,3.71,7.749
8.764,3.71,7.749
8.858,3.71,7.466
