time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.025,Weightlifting,Snatch,Side View,Setup,Detected,,42.22,,52.67,,113.03,,40.59,,150.26,59.04,3.756,7.652,True,218.0,422.0,,,,,,-0.5634,0.9344,3.205,,,,,
0.12,Weightlifting,Snatch,Side View,Setup,Detected,,41.03,,54.27,,114.29,,40.31,,148.1,58.7,3.756,7.652,True,218.0,422.0,,,,,,-0.5634,0.9344,3.205,,,,,
0.208,Weightlifting,Snatch,Side View,Setup,Detected,,40.06,,55.31,,114.16,,42.33,,145.45,58.7,3.802,7.376,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
0.289,Weightlifting,Snatch,Side View,Setup,Detected,,41.06,,57.0,,113.43,,40.48,,146.61,57.83,3.802,7.376,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
0.385,Weightlifting,Snatch,Side View,Setup,Detected,,40.29,,57.55,,114.75,,39.29,,147.28,58.04,3.733,7.376,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
0.48,Weightlifting,Snatch,Side View,Setup,Detected,,40.29,,57.18,,111.13,,40.48,,151.85,58.37,3.733,7.376,True,218.0,422.0,,,,,,-0.5723,0.9493,3.256,,,,,
0.577,Weightlifting,Snatch,Side View,Setup,Detected,,39.77,,57.19,,107.79,,41.24,,151.79,58.57,3.756,7.558,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
0.667,Weightlifting,Snatch,Side View,Setup,Detected,,39.77,,57.57,,113.88,,41.24,,132.92,58.04,3.756,7.558,True,218.0,422.0,,,,,,-0.5664,0.9394,3.222,,,,,
0.757,Weightlifting,Snatch,Side View,Setup,Detected,,39.42,,55.85,,111.1,,41.47,,127.34,57.71,3.756,7.466,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
0.856,Weightlifting,Snatch,Side View,Setup,Detected,,40.82,,57.06,,113.37,,40.72,,133.44,57.5,3.756,7.466,True,217.0,422.0,,,,,,-0.5716,0.9394,3.222,,,,,
0.943,Weightlifting,Snatch,Side View,Setup,Detected,,40.82,,57.19,,115.84,,40.72,,133.44,57.29,3.756,7.558,True,217.0,422.0,,,,,,-0.5776,0.9493,3.256,,,,,
