time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.004,Setup,True,213.0,429.0,6.0,-1.0,0.0,8.41,0.0,-0.5862,0.9656,3.188,0.0279,-0.01,-0.0,0.0434,0.0
0.106,Setup,True,213.0,429.0,6.0,-1.0,0.0,0.0,0.0,-0.5833,0.9607,3.172,0.0308,-0.0051,0.0477,0.029,0.0
0.217,Setup,True,213.0,429.0,6.0,-1.0,0.0,0.0,0.0,-0.5833,0.9607,3.172,0.0308,-0.0051,-0.0,0.0,0.0
0.325,Setup,True,213.0,428.0,6.0,0.0,9.3,0.0,0.0,-0.5893,0.9656,3.205,0.0247,-0.0099,-0.0447,-0.0564,0.0
0.431,Setup,True,212.0,429.0,5.0,-1.0,-9.52,-9.52,0.0,-0.5914,0.9656,3.188,0.0227,-0.01,-0.0004,-0.0194,0.0
0.553,Setup,True,213.0,429.0,6.0,-1.0,0.0,8.09,0.0,-0.5862,0.9656,3.188,0.0279,-0.01,-0.0,0.0418,0.0
0.658,Setup,True,214.0,429.0,7.0,-1.0,0.0,9.69,0.0,-0.581,0.9656,3.188,0.033,-0.01,-0.0,0.05,0.0
0.782,Setup,True,214.0,428.0,7.0,0.0,8.38,0.0,0.0,-0.5841,0.9656,3.205,0.0299,-0.0099,0.0003,-0.026,0.0
0.903,Setup,True,214.0,429.0,7.0,-1.0,-8.06,0.0,0.0,-0.581,0.9656,3.188,0.033,-0.01,-0.0003,0.025,0.0
1.005,Setup,True,213.0,429.0,6.0,-1.0,0.0,-9.82,0.0,-0.5833,0.9607,3.172,0.0308,-0.0051,0.0476,-0.0218,0.0
1.115,Setup,True,214.0,429.0,7.0,-1.0,0.0,9.11,0.0,-0.581,0.9656,3.188,0.033,-0.01,-0.0442,0.0202,0.0
1.231,Setup,True,215.0,429.0,8.0,-1.0,0.0,8.6,0.0,-0.5789,0.9707,3.205,0.0351,-0.0151,-0.0443,0.018,0.0
1.336,Setup,True,215.0,429.0,8.0,-1.0,0.0,0.0,0.0,-0.5789,0.9707,3.205,0.0351,-0.0151,-0.0,0.0,0.0
1.456,Setup,True,214.0,428.0,7.0,0.0,8.37,-8.37,0.0,-0.581,0.9604,3.188,0.033,-0.0048,0.0863,-0.0175,0.0
1.561,Setup,True,214.0,428.0,7.0,0.0,0.0,0.0,0.0,-0.581,0.9604,3.188,0.033,-0.0048,-0.0,0.0,0.0
1.675,Setup,True,214.0,428.0,7.0,0.0,0.0,0.0,0.0,-0.5781,0.9556,3.172,0.036,-0.0,0.0413,0.025,0.0
1.784,Setup,True,215.0,428.0,8.0,0.0,0.0,9.87,0.0,-0.573,0.9556,3.172,0.0411,-0.0,-0.0,0.0507,0.0
1.889,Setup,True,215.0,428.0,8.0,0.0,0.0,0.0,0.0,-0.5789,0.9656,3.205,0.0351,-0.0099,-0.0884,-0.053,0.0
1.999,Setup,True,216.0,429.0,9.0,-1.0,-9.21,9.21,0.0,-0.5707,0.9656,3.188,0.0434,-0.01,-0.0003,0.0759,0.0
2.117,Setup,True,215.0,428.0,8.0,0.0,8.63,-8.63,0.0,-0.573,0.9556,3.172,0.0411,-0.0,0.0861,-0.0196,0.0
2.221,Setup,True,216.0,428.0,9.0,0.0,0.0,9.38,0.0,-0.5678,0.9556,3.172,0.0462,-0.0,-0.0,0.0482,0.0
2.337,Setup,True,216.0,429.0,9.0,-1.0,-8.55,0.0,0.0,-0.5768,0.9759,3.222,0.0373,-0.0203,-0.1734,-0.0766,0.0
2.454,Setup,True,217.0,428.0,10.0,0.0,8.89,8.89,0.0,-0.5716,0.9707,3.222,0.0425,-0.0151,0.0464,0.0464,0.0
2.576,Setup,True,217.0,428.0,10.0,0.0,0.0,0.0,0.0,-0.5655,0.9604,3.188,0.0485,-0.0048,0.0955,0.0562,0.0
2.692,Setup,True,217.0,428.0,10.0,0.0,0.0,0.0,0.0,-0.5655,0.9604,3.188,0.0485,-0.0048,-0.0,0.0,0.0
2.801,Setup,True,217.0,428.0,10.0,0.0,0.0,0.0,0.0,-0.5627,0.9556,3.172,0.0514,-0.0,0.0392,0.0231,0.0
2.901,Setup,True,217.0,428.0,10.0,0.0,0.0,0.0,0.0,-0.5627,0.9556,3.172,0.0514,-0.0,-0.0,0.0,0.0
3.015,Setup,True,217.0,428.0,10.0,0.0,0.0,0.0,0.0,-0.5655,0.9604,3.188,0.0485,-0.0048,-0.0466,-0.0274,0.0
3.149,Setup,True,218.0,428.0,11.0,0.0,0.0,7.69,0.0,-0.5604,0.9604,3.188,0.0537,-0.0048,-0.0,0.0397,0.0
3.253,Setup,True,218.0,428.0,11.0,0.0,0.0,0.0,0.0,-0.5604,0.9604,3.188,0.0537,-0.0048,-0.0,0.0,0.0
3.361,Setup,True,218.0,427.0,11.0,1.0,8.71,0.0,1.0,-0.5634,0.9604,3.205,0.0507,-0.0048,0.0006,-0.026,0.0
3.487,Setup,True,218.0,427.0,11.0,1.0,0.0,0.0,1.0,-0.5576,0.9505,3.172,0.0565,0.0051,0.0801,0.047,0.0051
3.602,Setup,True,219.0,427.0,12.0,1.0,0.0,8.5,1.0,-0.5524,0.9505,3.172,0.0616,0.0051,-0.0,0.0437,0.0051
3.722,Setup,True,219.0,427.0,12.0,1.0,0.0,0.0,1.0,-0.5582,0.9604,3.205,0.0559,-0.0048,-0.0851,-0.0495,0.0051
