time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.004,Weightlifting,Snatch,Side View,Setup,Detected,,33.54,,114.23,,109.3,,61.38,,121.5,100.77,3.85,7.558,True,213.0,429.0,6.0,-1.0,0.0,8.41,0.0,-0.5862,0.9656,3.188,0.0279,-0.01,-0.0,0.0434,0.0
0.106,Weightlifting,Snatch,Side View,Setup,Detected,,33.54,,114.23,,109.3,,62.4,,124.3,100.77,3.802,7.466,True,213.0,429.0,6.0,-1.0,0.0,0.0,0.0,-0.5833,0.9607,3.172,0.0308,-0.0051,0.0477,0.029,0.0
0.217,Weightlifting,Snatch,Side View,Setup,Detected,,33.53,,115.61,,109.1,,63.45,,128.56,100.38,3.802,7.466,True,213.0,429.0,6.0,-1.0,0.0,0.0,0.0,-0.5833,0.9607,3.172,0.0308,-0.0051,-0.0,0.0,0.0
0.325,Weightlifting,Snatch,Side View,Setup,Detected,,32.14,,114.98,,109.1,,64.46,,130.76,100.77,3.802,7.749,True,213.0,428.0,6.0,0.0,9.3,0.0,0.0,-0.5893,0.9656,3.205,0.0247,-0.0099,-0.0447,-0.0564,0.0
0.431,Weightlifting,Snatch,Side View,Setup,Detected,,30.62,,115.8,,114.07,,61.22,,120.87,101.15,3.802,7.749,True,212.0,429.0,5.0,-1.0,-9.52,-9.52,0.0,-0.5914,0.9656,3.188,0.0227,-0.01,-0.0004,-0.0194,0.0
0.553,Weightlifting,Snatch,Side View,Setup,Detected,,29.1,,115.21,,114.07,,60.31,,117.19,101.62,3.826,7.749,True,213.0,429.0,6.0,-1.0,0.0,8.09,0.0,-0.5862,0.9656,3.188,0.0279,-0.01,-0.0,0.0418,0.0
0.658,Weightlifting,Snatch,Side View,Setup,Detected,,32.01,,114.69,,112.33,,62.3,,126.96,101.15,3.826,7.749,True,214.0,429.0,7.0,-1.0,0.0,9.69,0.0,-0.581,0.9656,3.188,0.033,-0.01,-0.0,0.05,0.0
0.782,Weightlifting,Snatch,Side View,Setup,Detected,,32.19,,112.87,,112.83,,64.4,,131.7,101.15,3.802,8.163,True,214.0,428.0,7.0,0.0,8.38,0.0,0.0,-0.5841,0.9656,3.205,0.0299,-0.0099,0.0003,-0.026,0.0
0.903,Weightlifting,Snatch,Side View,Setup,Detected,,33.66,,113.43,,111.1,,63.23,,130.6,100.3,3.802,8.163,True,214.0,429.0,7.0,-1.0,-8.06,0.0,0.0,-0.581,0.9656,3.188,0.033,-0.01,-0.0003,0.025,0.0
1.005,Weightlifting,Snatch,Side View,Setup,Detected,,33.63,,114.67,,114.09,,63.23,,130.6,100.3,3.756,7.652,True,213.0,429.0,6.0,-1.0,0.0,-9.82,0.0,-0.5833,0.9607,3.172,0.0308,-0.0051,0.0476,-0.0218,0.0
