time_s,athlete_depth_m,center_depth_m
0.004,3.85,7.558
0.106,3.802,7.466
0.217,3.802,7.466
0.325,3.802,7.749
0.431,3.802,7.749
0.553,3.826,7.749
0.658,3.826,7.749
0.782,3.802,8.163
0.903,3.802,8.163
1.005,3.756,7.652
1.115,3.756,7.652
1.231,3.802,8.273
1.336,3.802,8.273
1.456,3.779,7.749
1.561,3.779,7.749
1.675,3.756,7.652
1.784,3.756,7.652
1.889,3.802,7.652
1.999,3.802,7.652
2.117,3.756,7.118
2.221,3.756,7.118
2.337,3.779,7.558
2.454,3.779,7.558
2.576,3.756,7.652
2.692,3.756,7.652
2.801,3.779,7.466
2.901,3.779,7.466
3.015,3.802,7.202
3.149,3.802,7.202
3.253,3.779,7.037
3.361,3.779,7.037
3.487,3.802,7.466
3.602,3.802,7.466
3.722,3.826,7.376
3.822,3.826,7.376
3.936,3.756,7.466
4.047,3.756,7.466
4.163,3.779,7.558
4.285,3.779,7.558
4.394,3.826,7.118
4.504,3.85,7.118
4.61,3.85,7.037
4.728,3.85,7.037
4.83,3.826,7.849
4.95,3.826,7.849
5.055,3.802,7.466
5.165,3.802,7.466
5.283,3.826,7.652
5.378,3.826,7.652
5.482,3.779,7.849
5.599,3.756,7.849
5.715,3.85,7.466
5.834,3.85,7.466
5.933,3.826,7.951
6.054,3.826,7.951
6.163,3.826,7.466
6.267,3.826,7.466
6.382,3.826,7.652
6.487,3.826,7.652
6.595,3.826,8.163
6.717,3.826,8.163
6.825,3.875,7.466
6.927,3.875,7.466
7.039,3.802,7.118
7.157,3.802,7.118
7.258,3.756,7.652
7.372,3.756,7.652
7.489,3.826,7.558
7.593,3.826,7.558
7.71,3.85,7.558
7.814,3.85,7.558
7.926,3.875,7.951
8.034,3.875,7.951
8.147,3.826,7.951
8.257,3.826,7.951
8.363,3.85,7.466
8.483,3.85,7.466
8.582,3.826,7.652
8.677,3.826,7.652
8.77,3.826,7.749
8.868,3.826,7.749
8.994,3.826,7.558
9.109,3.826,7.558
9.224,3.802,7.849
9.337,3.826,7.849
9.443,3.85,8.163
9.569,3.85,8.163
9.681,3.826,7.202
9.784,3.826,7.202
9.891,3.85,7.749
9.995,3.85,7.749
10.113,3.85,7.951
10.218,3.85,7.951
10.339,3.826,7.652
10.454,3.826,7.652
10.564,3.826,7.202
10.672,3.826,7.202
