time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.003,Weightlifting,Snatch,Side View,Setup,Detected,,37.96,,114.72,,119.96,,60.7,,139.79,99.87,3.71,7.466,True,202.0,423.0,,,,,,-0.6498,0.9446,3.222,,,,,
0.093,Weightlifting,Snatch,Side View,Setup,Detected,,38.56,,111.81,,119.94,,60.7,,139.79,99.87,3.802,7.652,True,203.0,424.0,,,,,,-0.6446,0.9498,3.222,,,,,
0.188,Weightlifting,Snatch,Side View,Setup,Detected,,37.01,,106.76,,119.67,,68.14,,128.15,100.67,3.802,7.652,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.272,Weightlifting,Snatch,Side View,Setup,Detected,,36.32,,108.69,,122.29,,68.82,,131.16,100.67,3.733,7.288,True,201.0,423.0,,,,,,-0.662,0.9546,3.256,,,,,
0.369,Weightlifting,Snatch,Side View,Setup,Detected,,36.47,,112.15,,122.13,,65.43,,131.03,100.67,3.733,7.288,True,202.0,423.0,,,,,,-0.6567,0.9546,3.256,,,,,
0.458,Weightlifting,Snatch,Side View,Setup,Detected,,36.38,,108.24,,119.72,,61.63,,125.07,100.34,3.71,7.288,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
0.547,Weightlifting,Snatch,Side View,Setup,Detected,,35.75,,106.67,,118.77,,60.58,,126.67,100.34,3.71,7.288,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
0.627,Weightlifting,Snatch,Side View,Setup,Detected,,34.33,,106.56,,117.87,,59.48,,125.19,100.75,3.71,7.202,True,202.0,424.0,,,,,,-0.643,0.9398,3.188,,,,,
0.715,Weightlifting,Snatch,Side View,Setup,Detected,,35.86,,106.34,,119.79,,61.27,,134.19,100.59,3.71,7.202,True,202.0,424.0,,,,,,-0.643,0.9398,3.188,,,,,
0.807,Weightlifting,Snatch,Side View,Setup,Detected,,35.41,,107.15,,119.88,,61.14,,137.85,100.52,3.733,7.202,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
0.897,Weightlifting,Snatch,Side View,Setup,Detected,,34.82,,106.11,,117.32,,58.28,,131.1,100.05,3.733,7.202,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
0.974,Weightlifting,Snatch,Side View,Setup,Detected,,34.68,,106.97,,116.18,,59.41,,132.09,100.12,3.756,7.749,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
1.06,Weightlifting,Snatch,Side View,Setup,Detected,,34.88,,105.44,,117.25,,62.9,,136.38,99.33,3.733,7.749,True,203.0,424.0,,,,,,-0.648,0.9548,3.239,,,,,
1.156,Weightlifting,Snatch,Side View,Setup,Detected,,34.42,,105.75,,116.69,,64.73,,138.07,98.81,3.756,7.288,True,203.0,424.0,,,,,,-0.648,0.9548,3.239,,,,,
1.251,Weightlifting,Snatch,Side View,Setup,Detected,,34.08,,107.69,,118.05,,59.57,,131.42,99.26,3.756,7.288,True,203.0,423.0,,,,,,-0.6514,0.9546,3.256,,,,,
1.349,Weightlifting,Snatch,Side View,Setup,Detected,,33.46,,107.94,,115.27,,57.54,,126.93,99.33,3.756,7.466,True,203.0,423.0,,,,,,-0.6446,0.9446,3.222,,,,,
1.441,Weightlifting,Snatch,Side View,Setup,Detected,,33.86,,110.52,,116.67,,59.33,,127.93,100.52,3.756,7.466,True,203.0,424.0,,,,,,-0.6446,0.9498,3.222,,,,,
1.537,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,111.67,,117.19,,60.21,,126.69,100.52,3.733,7.558,True,202.0,423.0,,,,,,-0.6567,0.9546,3.256,,,,,
1.634,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,107.97,,115.56,,61.86,,123.52,100.67,3.733,7.558,True,203.0,424.0,,,,,,-0.6514,0.9598,3.256,,,,,
1.728,Weightlifting,Snatch,Side View,Setup,Detected,,33.89,,106.46,,116.83,,62.65,,123.1,100.82,3.756,7.749,True,202.0,423.0,,,,,,-0.6498,0.9446,3.222,,,,,
1.823,Weightlifting,Snatch,Side View,Setup,Detected,,33.89,,107.84,,116.03,,64.68,,132.07,101.23,3.756,7.749,True,204.0,423.0,,,,,,-0.6394,0.9446,3.222,,,,,
1.921,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,108.43,,113.96,,67.55,,138.6,100.82,3.779,7.652,True,203.0,423.0,,,,,,-0.6378,0.9346,3.188,,,,,
2.008,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,108.43,,112.25,,68.25,,141.14,101.23,3.779,7.652,True,203.0,423.0,,,,,,-0.6378,0.9346,3.188,,,,,
2.091,Weightlifting,Snatch,Side View,Setup,Detected,,33.69,,109.36,,115.27,,68.34,,140.45,101.15,3.733,7.849,True,203.0,423.0,,,,,,-0.648,0.9496,3.239,,,,,
2.189,Weightlifting,Snatch,Side View,Setup,Detected,,35.36,,108.56,,117.75,,64.12,,134.79,100.59,3.733,7.849,True,204.0,423.0,,,,,,-0.6462,0.9546,3.256,,,,,
2.278,Weightlifting,Snatch,Side View,Setup,Detected,,35.17,,107.22,,118.77,,65.17,,137.32,100.92,3.756,8.055,True,203.0,422.0,,,,,,-0.6446,0.9394,3.222,,,,,
2.359,Weightlifting,Snatch,Side View,Setup,Detected,,35.36,,108.56,,118.59,,64.4,,126.42,100.84,3.756,8.055,True,204.0,423.0,,,,,,-0.6394,0.9446,3.222,,,,,
2.438,Weightlifting,Snatch,Side View,Setup,Detected,,35.36,,109.48,,116.01,,64.4,,123.61,100.84,3.756,7.749,True,203.0,423.0,,,,,,-0.6412,0.9396,3.205,,,,,
2.517,Weightlifting,Snatch,Side View,Setup,Detected,,35.82,,106.72,,121.71,,64.26,,141.68,100.99,3.756,7.749,True,204.0,424.0,,,,,,-0.6327,0.9398,3.188,,,,,
2.61,Weightlifting,Snatch,Side View,Setup,Detected,,35.67,,105.23,,122.47,,65.42,,147.03,100.75,3.779,7.466,True,204.0,423.0,,,,,,-0.636,0.9396,3.205,,,,,
2.704,Weightlifting,Snatch,Side View,Setup,Detected,,35.82,,110.99,,113.38,,65.28,,136.16,101.07,3.802,7.466,True,203.0,423.0,,,,,,-0.6412,0.9396,3.205,,,,,
2.797,Weightlifting,Snatch,Side View,Setup,Detected,,35.01,,112.71,,113.39,,66.06,,131.91,101.07,3.779,7.951,True,205.0,424.0,,,,,,-0.6275,0.9398,3.188,,,,,
2.872,Weightlifting,Snatch,Side View,Setup,Detected,,34.45,,112.91,,110.46,,67.11,,137.82,101.07,3.779,7.951,True,204.0,423.0,,,,,,-0.636,0.9396,3.205,,,,,
2.951,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,111.93,,111.93,,67.55,,138.9,101.15,3.756,7.558,True,204.0,422.0,,,,,,-0.6327,0.9295,3.188,,,,,
3.032,Weightlifting,Snatch,Side View,Setup,Detected,,32.5,,108.13,,113.14,,66.53,,130.69,101.39,3.756,7.558,True,204.0,422.0,,,,,,-0.6327,0.9295,3.188,,,,,
3.125,Weightlifting,Snatch,Side View,Setup,Detected,,32.31,,108.3,,116.48,,67.32,,126.13,101.78,3.802,7.558,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
3.218,Weightlifting,Snatch,Side View,Setup,Detected,,33.41,,109.63,,115.75,,70.27,,140.52,100.77,3.802,7.558,True,204.0,423.0,,,,,,-0.6394,0.9446,3.222,,,,,
3.296,Weightlifting,Snatch,Side View,Setup,Detected,,33.41,,110.95,,115.12,,69.57,,142.23,101.23,3.756,7.558,True,204.0,423.0,,,,,,-0.6428,0.9496,3.239,,,,,
3.379,Weightlifting,Snatch,Side View,Setup,Detected,,33.57,,112.01,,117.01,,70.66,,144.08,100.84,3.756,7.558,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
3.472,Weightlifting,Snatch,Side View,Setup,Detected,,34.2,,109.23,,115.33,,70.66,,143.84,100.92,3.71,8.055,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
3.563,Weightlifting,Snatch,Side View,Setup,Detected,,35.34,,112.65,,115.88,,68.37,,142.02,100.59,3.71,8.055,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
3.641,Weightlifting,Snatch,Side View,Setup,Detected,,36.54,,114.78,,114.86,,67.27,,138.9,100.2,3.802,7.951,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
3.724,Weightlifting,Snatch,Side View,Setup,Detected,,35.84,,114.81,,115.43,,66.33,,139.84,100.67,3.802,7.951,True,204.0,422.0,,,,,,-0.6428,0.9444,3.239,,,,,
3.814,Weightlifting,Snatch,Side View,Setup,Detected,,35.06,,114.42,,115.05,,64.55,,137.28,101.07,3.756,7.376,True,205.0,422.0,,,,,,-0.6375,0.9444,3.239,,,,,
3.907,Weightlifting,Snatch,Side View,Setup,Detected,,33.07,,112.62,,114.47,,64.28,,134.5,101.55,3.756,7.376,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
3.987,Weightlifting,Snatch,Side View,Setup,Detected,,33.07,,112.62,,116.2,,65.06,,135.28,101.47,3.802,7.749,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
4.081,Weightlifting,Snatch,Side View,Setup,Detected,,33.69,,114.02,,109.59,,66.09,,125.14,100.99,3.802,7.749,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
4.174,Weightlifting,Snatch,Side View,Setup,Detected,,34.32,,114.44,,111.35,,67.15,,124.45,101.39,3.802,7.749,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
4.254,Weightlifting,Snatch,Side View,Setup,Detected,,31.88,,112.61,,110.23,,67.15,,125.09,100.92,3.802,7.749,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
4.346,Weightlifting,Snatch,Side View,Setup,Detected,,31.46,,112.91,,111.1,,66.99,,129.03,100.84,3.826,7.849,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
4.425,Weightlifting,Snatch,Side View,Setup,Detected,,32.22,,114.17,,110.75,,66.96,,140.24,100.45,3.826,7.849,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
4.518,Weightlifting,Snatch,Side View,Setup,Detected,,32.48,,116.59,,111.65,,67.88,,145.95,100.92,3.802,7.749,True,206.0,423.0,,,,,,-0.629,0.9446,3.222,,,,,
4.598,Weightlifting,Snatch,Side View,Setup,Detected,,32.48,,112.81,,106.28,,67.15,,124.9,100.92,3.802,7.749,True,206.0,424.0,,,,,,-0.629,0.9498,3.222,,,,,
4.682,Weightlifting,Snatch,Side View,Setup,Detected,,33.07,,114.04,,108.52,,65.32,,119.43,100.59,3.802,7.288,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
4.774,Weightlifting,Snatch,Side View,Setup,Detected,,33.39,,113.84,,110.87,,63.36,,120.9,100.45,3.802,7.288,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
4.858,Weightlifting,Snatch,Side View,Setup,Detected,,33.39,,114.23,,109.3,,63.36,,120.9,100.45,3.826,7.558,True,207.0,424.0,,,,,,-0.6238,0.9498,3.222,,,,,
4.948,Weightlifting,Snatch,Side View,Setup,Detected,,33.54,,114.23,,109.3,,61.38,,121.5,100.77,3.85,7.558,True,206.0,424.0,,,,,,-0.6257,0.9448,3.205,,,,,
5.028,Weightlifting,Snatch,Side View,Setup,Detected,,33.54,,114.23,,109.3,,62.4,,124.3,100.77,3.802,7.466,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
5.105,Weightlifting,Snatch,Side View,Setup,Detected,,33.53,,115.61,,109.1,,63.45,,128.56,100.38,3.802,7.466,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
5.186,Weightlifting,Snatch,Side View,Setup,Detected,,32.14,,114.98,,109.1,,64.46,,130.76,100.77,3.802,7.749,True,207.0,424.0,,,,,,-0.6238,0.9498,3.222,,,,,
5.263,Weightlifting,Snatch,Side View,Setup,Detected,,30.62,,115.8,,114.07,,61.22,,120.87,101.15,3.802,7.749,True,207.0,424.0,,,,,,-0.6238,0.9498,3.222,,,,,
5.342,Weightlifting,Snatch,Side View,Setup,Detected,,29.1,,115.21,,114.07,,60.31,,117.19,101.62,3.826,7.749,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
5.423,Weightlifting,Snatch,Side View,Setup,Detected,,32.01,,114.69,,112.33,,62.3,,126.96,101.15,3.826,7.749,True,208.0,423.0,,,,,,-0.6185,0.9446,3.222,,,,,
5.499,Weightlifting,Snatch,Side View,Setup,Detected,,32.19,,112.87,,112.83,,64.4,,131.7,101.15,3.802,8.163,True,209.0,424.0,,,,,,-0.6166,0.9548,3.239,,,,,
5.578,Weightlifting,Snatch,Side View,Setup,Detected,,33.66,,113.43,,111.1,,63.23,,130.6,100.3,3.802,8.163,True,208.0,424.0,,,,,,-0.6218,0.9548,3.239,,,,,
5.659,Weightlifting,Snatch,Side View,Setup,Detected,,33.63,,114.67,,114.09,,63.23,,130.6,100.3,3.756,7.652,True,208.0,424.0,,,,,,-0.6153,0.9448,3.205,,,,,
5.756,Weightlifting,Snatch,Side View,Setup,Detected,,34.39,,114.67,,114.09,,63.5,,126.34,99.92,3.756,7.652,True,208.0,424.0,,,,,,-0.6153,0.9448,3.205,,,,,
5.849,Weightlifting,Snatch,Side View,Setup,Detected,,34.39,,114.67,,114.09,,63.5,,125.73,99.92,3.802,8.273,True,208.0,423.0,,,,,,-0.6251,0.9546,3.256,,,,,
5.943,Weightlifting,Snatch,Side View,Setup,Detected,,34.64,,115.94,,110.09,,65.4,,127.28,99.4,3.802,8.273,True,209.0,424.0,,,,,,-0.6166,0.9548,3.239,,,,,
6.038,Weightlifting,Snatch,Side View,Setup,Detected,,36.57,,120.8,,109.52,,66.52,,128.99,99.4,3.779,7.749,True,209.0,423.0,,,,,,-0.6133,0.9446,3.222,,,,,
