time_s,athlete_depth_m,center_depth_m
0.02,3.802,7.849
0.114,3.802,7.849
0.208,3.756,7.652
0.304,3.756,7.652
0.397,3.756,7.376
0.491,3.756,7.376
0.588,3.756,7.951
0.679,3.756,7.951
0.779,3.71,7.951
0.869,3.71,7.951
0.962,3.756,7.849
1.057,3.733,7.849
1.15,3.71,7.466
1.246,3.71,7.466
1.341,3.802,7.652
1.437,3.802,7.652
1.529,3.733,7.288
1.625,3.733,7.288
1.719,3.71,7.288
1.812,3.71,7.288
1.909,3.71,7.202
2.005,3.71,7.202
2.103,3.733,7.202
2.192,3.733,7.202
2.285,3.756,7.749
2.381,3.733,7.749
2.473,3.756,7.288
2.569,3.756,7.288
2.662,3.756,7.466
2.757,3.756,7.466
2.853,3.733,7.558
2.946,3.733,7.558
3.046,3.756,7.749
3.142,3.756,7.749
3.231,3.779,7.652
3.327,3.779,7.652
3.419,3.733,7.849
3.514,3.733,7.849
3.607,3.756,8.055
3.703,3.756,8.055
3.794,3.756,7.749
3.888,3.756,7.749
3.981,3.779,7.466
4.076,3.802,7.466
4.171,3.779,7.951
4.265,3.779,7.951
4.365,3.756,7.558
4.456,3.756,7.558
4.55,3.802,7.558
4.642,3.802,7.558
4.735,3.756,7.558
4.83,3.756,7.558
4.923,3.71,8.055
5.002,3.71,8.055
5.098,3.802,7.951
5.196,3.802,7.951
5.286,3.756,7.376
5.378,3.756,7.376
5.474,3.802,7.749
5.568,3.802,7.749
5.663,3.802,7.749
5.754,3.802,7.749
5.833,3.826,7.849
5.914,3.826,7.849
6.007,3.802,7.749
6.102,3.802,7.749
6.192,3.802,7.288
6.286,3.802,7.288
6.38,3.826,7.558
6.477,3.85,7.558
6.568,3.802,7.466
6.663,3.802,7.466
6.759,3.802,7.749
6.855,3.802,7.749
6.949,3.826,7.749
7.044,3.826,7.749
7.137,3.802,8.163
7.232,3.802,8.163
7.325,3.756,7.652
7.426,3.756,7.652
7.513,3.802,8.273
7.607,3.802,8.273
7.701,3.779,7.749
7.794,3.779,7.749
7.891,3.756,7.652
7.981,3.756,7.652
8.076,3.802,7.652
8.17,3.802,7.652
8.264,3.756,7.118
8.355,3.756,7.118
8.452,3.779,7.558
8.544,3.779,7.558
8.638,3.756,7.652
8.734,3.756,7.652
8.823,3.779,7.466
8.919,3.779,7.466
9.012,3.802,7.202
9.091,3.802,7.202
9.187,3.779,7.037
9.282,3.779,7.037
9.375,3.802,7.466
9.467,3.802,7.466
9.563,3.826,7.376
9.659,3.826,7.376
9.751,3.756,7.466
9.847,3.756,7.466
9.943,3.779,7.558
10.036,3.779,7.558
10.116,3.826,7.118
10.21,3.85,7.118
10.311,3.85,7.037
10.399,3.85,7.037
10.493,3.826,7.849
10.588,3.826,7.849
10.683,3.802,7.466
10.777,3.802,7.466
10.87,3.826,7.652
10.963,3.826,7.652
11.043,3.779,7.849
11.137,3.756,7.849
11.23,3.85,7.466
11.309,3.85,7.466
11.389,3.826,7.951
11.485,3.826,7.951
11.578,3.826,7.466
11.674,3.826,7.466
11.767,3.826,7.652
11.848,3.826,7.652
11.943,3.826,8.163
12.035,3.826,8.163
12.127,3.875,7.466
12.222,3.875,7.466
12.318,3.802,7.118
12.414,3.802,7.118
12.507,3.756,7.652
12.599,3.756,7.652
12.689,3.826,7.558
12.774,3.826,7.558
12.876,3.85,7.558
12.967,3.85,7.558
13.06,3.875,7.951
13.155,3.875,7.951
13.245,3.826,7.951
13.343,3.826,7.951
13.434,3.85,7.466
13.529,3.85,7.466
13.626,3.826,7.652
13.725,3.826,7.652
13.818,3.826,7.749
13.913,3.826,7.749
14.009,3.826,7.558
14.103,3.826,7.558
14.195,3.802,7.849
14.289,3.826,7.849
14.382,3.85,8.163
14.475,3.85,8.163
14.571,3.826,7.202
14.666,3.826,7.202
14.762,3.85,7.749
14.853,3.85,7.749
14.933,3.85,7.951
15.013,3.85,7.951
15.11,3.826,7.652
15.206,3.826,7.652
15.298,3.826,7.202
15.393,3.826,7.202
15.491,3.85,8.055
15.588,3.85,8.055
15.675,3.826,7.951
15.769,3.826,7.951
15.865,3.802,8.055
15.957,3.802,8.055
16.053,3.826,7.749
16.146,3.826,7.749
16.264,3.802,7.288
16.353,3.802,7.288
16.447,3.779,7.288
16.527,3.779,7.288
16.608,3.779,7.376
16.702,3.779,7.376
16.8,3.756,7.652
16.892,3.756,7.652
16.986,3.779,7.951
17.082,3.779,7.951
17.181,3.826,7.849
17.272,3.826,7.849
17.366,3.802,8.055
17.459,3.802,8.055
17.558,3.756,7.466
17.649,3.756,7.466
17.744,3.779,7.466
17.839,3.779,7.466
17.938,3.85,7.749
18.026,3.85,7.749
18.123,3.802,7.558
18.215,3.802,7.558
18.308,3.779,7.849
18.403,3.779,7.849
18.497,3.826,7.951
18.591,3.826,7.951
18.683,3.899,7.558
18.763,3.899,7.558
18.861,3.875,7.288
18.955,3.875,7.288
19.048,3.779,7.652
19.143,3.779,7.652
19.24,3.85,7.466
19.333,3.85,7.466
19.426,3.85,7.951
19.523,3.85,7.951
19.616,3.85,7.849
19.71,3.85,7.849
19.806,3.826,7.849
19.901,3.826,7.849
19.992,3.756,7.466
20.084,3.756,7.466
20.179,3.802,6.957
20.274,3.802,6.957
20.368,3.826,7.652
20.461,3.826,7.652
20.556,3.802,7.558
20.649,3.802,7.558
20.743,3.826,7.652
20.837,3.826,7.652
20.933,3.826,7.466
21.026,3.826,7.466
21.121,3.779,7.466
21.218,3.779,7.466
21.314,3.802,8.055
21.407,3.802,8.055
21.506,3.826,7.466
21.594,3.826,7.466
21.689,3.802,7.951
21.784,3.802,7.951
21.865,3.826,7.466
21.96,3.826,7.466
22.053,3.779,7.652
22.149,3.779,7.652
22.248,3.802,7.652
22.337,3.802,7.652
22.431,3.826,7.652
22.526,3.826,7.652
22.618,3.779,7.558
22.713,3.779,7.558
22.808,3.779,7.558
22.899,3.779,7.558
22.98,3.826,7.951
23.077,3.826,7.951
23.168,3.802,7.749
23.265,3.802,7.749
23.356,3.779,7.288
23.449,3.779,7.288
23.545,3.802,7.652
23.637,3.802,7.652
23.727,3.875,7.652
23.823,3.875,7.652
23.914,3.826,7.037
24.009,3.826,7.037
24.102,3.826,7.652
24.196,3.826,7.652
24.29,3.779,8.055
24.386,3.779,8.055
24.477,3.875,7.558
24.573,3.875,7.558
24.669,3.802,7.849
24.762,3.802,7.849
24.858,3.826,7.652
24.95,3.826,7.652
25.044,3.779,7.037
25.14,3.779,7.037
25.232,3.802,7.376
25.314,3.802,7.376
25.41,3.756,7.849
25.503,3.756,7.849
25.596,3.875,8.386
25.692,3.875,8.386
25.785,3.826,8.055
25.88,3.826,8.055
25.974,3.826,7.749
26.069,3.826,7.749
26.164,3.779,7.466
26.258,3.779,7.466
26.353,3.756,7.558
26.449,3.779,7.558
26.542,3.779,8.055
26.635,3.779,8.055
26.729,3.756,8.055
26.822,3.779,8.055
26.916,3.802,7.288
27.007,3.802,7.288
27.105,3.85,7.749
27.196,3.85,7.749
27.293,3.826,7.849
27.387,3.826,7.849
27.481,3.85,7.951
27.579,3.85,7.951
27.668,3.802,7.466
27.763,3.802,7.466
27.856,3.802,7.849
27.951,3.802,7.849
28.046,3.826,7.652
28.139,3.826,7.652
28.235,3.733,7.288
28.328,3.733,7.288
28.423,3.779,7.558
28.517,3.779,7.558
28.61,3.779,7.288
28.704,3.779,7.288
28.8,3.779,7.749
28.892,3.779,7.749
28.988,3.802,7.652
29.084,3.802,7.652
29.179,3.802,8.163
29.272,3.802,8.163
29.366,3.779,7.288
29.463,3.802,7.288
29.555,3.802,7.376
29.648,3.802,7.376
29.741,3.756,8.273
29.838,3.756,8.273
29.929,3.756,7.652
30.024,3.756,7.652
30.121,3.826,7.466
30.213,3.826,7.466
30.312,3.779,7.466
30.405,3.779,7.466
30.497,3.756,8.055
30.592,3.756,8.055
30.688,3.779,7.376
30.789,3.779,7.376
30.881,3.802,7.118
30.97,3.802,7.118
31.05,3.733,7.849
31.146,3.733,7.849
