Frame,Timestamp,Record Type,sport,exercise,camera_view,input_mode,source_file,Pose,Left Hip Angle,Right Hip Angle,Left Knee Angle,Right Knee Angle,Left Ankle Angle,Right Ankle Angle,Left Shoulder Angle,Right Shoulder Angle,Left Elbow Angle,Right Elbow Angle,Trunk Lean Angle,Athlete Depth (m),Center Depth (m),Barbell Detected,Barbell X (px),Barbell Y (px),Barbell Raw Horizontal Displacement (px),Barbell Raw Vertical Displacement (px),Barbell Raw Vertical Velocity (px/s),Barbell Raw Horizontal Velocity (px/s),Barbell Raw Max Height (px),Barbell X (m),Barbell Y (m),Barbell Z Depth (m),Barbell Raw Horizontal Displacement (m),Barbell Raw Vertical Displacement (m),Barbell Raw Vertical Velocity (m/s),Barbell Raw Horizontal Velocity (m/s),Barbell Raw Max Height (m),Barbell Horizontal Displacement (px),Barbell Vertical Displacement (px),Barbell Vertical Velocity (px/s),Barbell Horizontal Velocity (px/s),Barbell Max Height (px),Barbell Horizontal Displacement (m),Barbell Vertical Displacement (m),Barbell Vertical Velocity (m/s),Barbell Horizontal Velocity (m/s),Barbell Max Height (m),Barbell Above Head,Athlete Head Y (px),Barbell Head Clearance (px),Phase,Exercise,Camera View,Time (s)
76,2026-07-03T13:43:44.182,,,,,,,Detected,,32.01,,114.69,,112.33,,62.3,,126.96,101.15,3.826,7.749,True,208.0,423.0,6.0,0.0,10.62,10.62,1.0,-0.6185,0.9446,3.222,0.0279,-0.005,0.0021,0.0205,0.0101,,,,,,,,,,,False,332.99,-90.01,Setup,Snatch,Side View,6.5054
77,2026-07-03T13:43:44.279,,,,,,,Detected,,32.19,,112.87,,112.83,,64.4,,131.7,101.15,3.802,8.163,True,209.0,424.0,7.0,-1.0,-10.47,10.47,1.0,-0.6166,0.9548,3.239,0.0299,-0.0152,-0.1071,0.0207,0.0101,,,,,,,,,,,False,332.81,-91.19,Setup,Snatch,Side View,6.602
78,2026-07-03T13:43:44.370,,,,,,,Detected,,33.66,,113.43,,111.1,,63.23,,130.6,100.3,3.802,8.163,True,208.0,424.0,6.0,-1.0,0.0,-10.83,1.0,-0.6218,0.9548,3.239,0.0246,-0.0152,-0.0,-0.0568,0.0101,,,,,,,,,,,False,332.01,-91.99,Setup,Snatch,Side View,6.6929
79,2026-07-03T13:43:44.465,,,,,,,Detected,,33.63,,114.67,,114.09,,63.23,,130.6,100.3,3.756,7.652,True,208.0,424.0,6.0,-1.0,0.0,0.0,1.0,-0.6153,0.9448,3.205,0.0311,-0.0052,0.1067,0.0695,0.0101,,,,,,,,,,,False,331.63,-92.37,Setup,Snatch,Side View,6.7881
80,2026-07-03T13:43:44.560,,,,,,,Detected,,34.39,,114.67,,114.09,,63.5,,126.34,99.92,3.756,7.652,True,208.0,424.0,6.0,-1.0,0.0,0.0,1.0,-0.6153,0.9448,3.205,0.0311,-0.0052,-0.0,0.0,0.0101,,,,,,,,,,,False,331.53,-92.47,Setup,Snatch,Side View,6.8833
81,2026-07-03T13:43:44.648,,,,,,,Detected,,34.39,,114.67,,114.09,,63.5,,125.73,99.92,3.802,8.273,True,208.0,423.0,6.0,0.0,11.29,0.0,1.0,-0.6251,0.9546,3.256,0.0213,-0.015,-0.1103,-0.1105,0.0101,,,,,,,,,,,False,331.46,-91.54,Setup,Snatch,Side View,6.971
82,2026-07-03T13:43:44.726,,,,,,,Detected,,34.64,,115.94,,110.09,,65.4,,127.28,99.4,3.802,8.273,True,209.0,424.0,7.0,-1.0,-12.74,12.74,1.0,-0.6166,0.9548,3.239,0.0299,-0.0152,-0.0033,0.1084,0.0101,,,,,,,,,,,False,330.45,-93.55,Setup,Snatch,Side View,7.0485
83,2026-07-03T13:43:44.805,,,,,,,Detected,,36.57,,120.8,,109.52,,66.52,,128.99,99.4,3.779,7.749,True,209.0,423.0,7.0,0.0,12.85,0.0,1.0,-0.6133,0.9446,3.222,0.0331,-0.005,0.1314,0.0416,0.0101,,,,,,,,,,,False,330.24,-92.76,Setup,Snatch,Side View,7.1282
84,2026-07-03T13:43:44.896,,,,,,,Detected,,34.51,,120.89,,113.96,,62.19,,134.76,99.78,3.779,7.749,True,209.0,423.0,7.0,0.0,0.0,0.0,1.0,-0.6133,0.9446,3.222,0.0331,-0.005,-0.0,0.0,0.0101,,,,,,,,,,,False,330.3,-92.7,Setup,Snatch,Side View,7.2194
85,2026-07-03T13:43:44.976,,,,,,,Detected,,34.38,,123.27,,116.34,,59.5,,134.01,99.85,3.756,7.652,True,209.0,424.0,7.0,-1.0,-12.62,0.0,1.0,-0.6038,0.9351,3.172,0.0426,0.0045,0.1202,0.1201,0.0101,,,,,,,,,,,False,330.36,-93.64,Setup,Snatch,Side View,7.2985
86,2026-07-03T13:43:45.054,,,,,,,Detected,,35.17,,122.74,,115.14,,59.37,,121.1,99.78,3.756,7.652,True,209.0,424.0,7.0,-1.0,0.0,0.0,1.0,-0.6038,0.9351,3.172,0.0426,0.0045,-0.0,0.0,0.0101,,,,,,,,,,,False,330.41,-93.59,Setup,Snatch,Side View,7.3773
87,2026-07-03T13:43:45.137,,,,,,,Detected,,35.17,,122.74,,117.21,,58.52,,117.53,99.78,3.802,7.652,True,209.0,423.0,7.0,0.0,12.42,0.0,1.0,-0.6133,0.9446,3.222,0.0331,-0.005,-0.1183,-0.1182,0.0101,,,,,,,,,,,False,330.44,-92.56,Setup,Snatch,Side View,7.4602
88,2026-07-03T13:43:45.227,,,,,,,Detected,,35.17,,122.99,,117.46,,58.52,,124.22,99.4,3.802,7.652,True,210.0,424.0,8.0,-1.0,-10.76,10.76,1.0,-0.6081,0.9498,3.222,0.0383,-0.0102,-0.0561,0.0561,0.0101,,,,,,,,,,,False,330.6,-93.4,Setup,Snatch,Side View,7.5497
89,2026-07-03T13:43:45.303,,,,,,,Detected,,34.52,,121.18,,119.98,,58.52,,125.56,99.4,3.756,7.118,True,211.0,424.0,9.0,-1.0,0.0,13.19,1.0,-0.5997,0.9448,3.205,0.0467,-0.0052,0.0661,0.1108,0.0101,,,,,,,,,,,False,330.74,-93.26,Setup,Snatch,Side View,7.6261
90,2026-07-03T13:43:45.383,,,,,,,Detected,,35.94,,125.64,,115.53,,55.62,,121.44,98.95,3.756,7.118,True,211.0,424.0,9.0,-1.0,0.0,0.0,1.0,-0.5997,0.9448,3.205,0.0467,-0.0052,-0.0,0.0,0.0101,,,,,,,,,,,False,330.88,-93.12,Setup,Snatch,Side View,7.7057
91,2026-07-03T13:43:45.476,,,,,,,Detected,,36.47,,125.42,,113.4,,54.83,,120.96,99.4,3.779,7.558,True,210.0,423.0,8.0,0.0,10.71,-10.71,1.0,-0.6145,0.9546,3.256,0.0319,-0.015,-0.1046,-0.1587,0.0101,,,,,,,,,,,False,331.13,-91.87,Setup,Snatch,Side View,7.7991
92,2026-07-03T13:43:45.578,,,,,,,Detected,,33.92,,117.66,,112.2,,53.92,,123.47,99.33,3.779,7.558,True,211.0,424.0,9.0,-1.0,-9.95,9.95,1.0,-0.6092,0.9598,3.256,0.0372,-0.0202,-0.0524,0.0525,0.0101,,,,,,,,,,,False,331.29,-92.71,Setup,Snatch,Side View,7.9013
93,2026-07-03T13:43:45.667,,,,,,,Detected,,33.32,,115.05,,113.53,,53.92,,123.47,99.4,3.756,7.652,True,211.0,423.0,9.0,0.0,12.01,0.0,1.0,-0.6029,0.9446,3.222,0.0435,-0.005,0.183,0.0764,0.0101,,,,,,,,,,,False,331.43,-91.57,Setup,Snatch,Side View,7.9897
94,2026-07-03T13:43:45.760,,,,,,,Detected,,32.58,,116.05,,110.77,,54.72,,124.36,99.33,3.756,7.652,True,212.0,424.0,10.0,-1.0,-10.06,10.06,1.0,-0.5945,0.9448,3.205,0.0519,-0.0052,-0.002,0.0842,0.0101,,,,,,,,,,,False,331.66,-92.34,Setup,Snatch,Side View,8.0829
95,2026-07-03T13:43:45.852,,,,,,,Detected,,32.58,,116.05,,110.77,,55.57,,126.87,99.27,3.779,7.466,True,212.0,424.0,10.0,-1.0,0.0,0.0,1.0,-0.5945,0.9448,3.205,0.0519,-0.0052,-0.0,0.0,0.0101,,,,,,,,,,,False,331.63,-92.37,Setup,Snatch,Side View,8.1747
96,2026-07-03T13:43:45.931,,,,,,,Detected,,33.18,,121.81,,111.08,,54.72,,124.36,99.33,3.779,7.466,True,213.0,425.0,11.0,-2.0,-13.05,13.05,1.0,-0.5893,0.95,3.205,0.0571,-0.0104,-0.0677,0.0677,0.0101,,,,,,,,,,,False,331.68,-93.32,Setup,Snatch,Side View,8.2536
97,2026-07-03T13:43:46.024,,,,,,,Detected,,33.92,,124.12,,110.11,,54.83,,125.22,98.95,3.802,7.202,True,213.0,424.0,11.0,-1.0,10.49,0.0,1.0,-0.5924,0.9498,3.222,0.054,-0.0102,0.0018,-0.0328,0.0101,,,,,,,,,,,False,331.73,-92.27,Setup,Snatch,Side View,8.3467
98,2026-07-03T13:43:46.104,,,,,,,Detected,,31.27,,112.21,,118.4,,55.69,,116.83,98.95,3.802,7.202,True,214.0,424.0,12.0,-1.0,0.0,12.88,1.0,-0.5872,0.9498,3.222,0.0592,-0.0102,-0.0,0.0672,0.0101,,,,,,,,,,,False,331.74,-92.26,Setup,Snatch,Side View,8.4274
99,2026-07-03T13:43:46.182,,,,,,,Detected,,30.57,,111.11,,120.47,,55.69,,112.66,98.95,3.779,7.037,True,214.0,424.0,12.0,-1.0,0.0,0.0,1.0,-0.5872,0.9498,3.222,0.0592,-0.0102,-0.0,0.0,0.0101,,,,,,,,,,,False,331.74,-92.26,Setup,Snatch,Side View,8.5046
100,2026-07-03T13:43:46.264,,,,,,,Detected,,31.93,,114.19,,114.83,,56.39,,113.49,98.83,3.779,7.037,True,214.0,423.0,12.0,0.0,12.16,0.0,1.0,-0.5872,0.9446,3.222,0.0592,-0.005,0.0634,0.0,0.0101,,,,,,,,,,,False,330.7,-92.3,Setup,Snatch,Side View,8.5869
101,2026-07-03T13:43:46.358,,,,,,,Detected,,32.57,,118.6,,116.57,,58.17,,118.81,98.89,3.802,7.466,True,215.0,424.0,13.0,-1.0,-10.76,10.76,1.0,-0.5759,0.9398,3.188,0.0705,-0.0002,0.0517,0.1222,0.0101,,,,,,,,,,,False,330.32,-93.68,Setup,Snatch,Side View,8.6808
102,2026-07-03T13:43:46.453,,,,,,,Detected,,31.3,,122.36,,109.24,,57.27,,123.53,98.89,3.802,7.466,True,215.0,424.0,13.0,-1.0,0.0,0.0,1.0,-0.5759,0.9398,3.188,0.0705,-0.0002,-0.0,0.0,0.0101,,,,,,,,,,,False,330.52,-93.48,Setup,Snatch,Side View,8.7763
103,2026-07-03T13:43:46.545,,,,,,,Detected,,30.69,,121.13,,109.78,,57.27,,125.03,98.89,3.826,7.376,True,215.0,423.0,13.0,0.0,11.12,0.0,1.0,-0.5851,0.9496,3.239,0.0613,-0.01,-0.1089,-0.1024,0.0101,,,,,,,,,,,False,330.65,-92.35,Setup,Snatch,Side View,8.8679
104,2026-07-03T13:43:46.622,,,,,,,Detected,,30.57,,121.31,,116.13,,59.23,,135.31,98.89,3.826,7.376,True,215.0,423.0,13.0,0.0,0.0,0.0,1.0,-0.5851,0.9496,3.239,0.0613,-0.01,-0.0,0.0,0.0101,,,,,,,,,,,False,330.69,-92.31,Setup,Snatch,Side View,8.9447
105,2026-07-03T13:43:46.718,,,,,,,Detected,,30.57,,120.2,,113.49,,60.98,,141.15,98.89,3.756,7.466,True,215.0,423.0,13.0,0.0,0.0,0.0,1.0,-0.5759,0.9346,3.188,0.0705,0.005,0.1607,0.099,0.0101,,,,,,,,,,,False,330.69,-92.31,Setup,Snatch,Side View,9.0405
106,2026-07-03T13:43:46.812,,,,,,,Detected,,32.5,,115.52,,116.2,,58.3,,132.35,98.51,3.756,7.466,True,216.0,423.0,14.0,0.0,0.0,10.45,1.0,-0.5707,0.9346,3.188,0.0757,0.005,-0.0,0.0539,0.0101,,,,,,,,,,,False,330.69,-92.31,Setup,Snatch,Side View,9.1349
107,2026-07-03T13:43:46.905,,,,,,,Detected,,33.15,,113.69,,113.74,,58.3,,132.13,98.51,3.779,7.558,True,216.0,423.0,14.0,0.0,0.0,0.0,1.0,-0.5798,0.9496,3.239,0.0666,-0.01,-0.1596,-0.0975,0.0101,,,,,,,,,,,False,330.7,-92.3,Setup,Snatch,Side View,9.228
108,2026-07-03T13:43:46.998,,,,,,,Detected,,31.92,,,,,,59.45,,138.07,97.75,3.779,7.558,True,217.0,423.0,15.0,0.0,0.0,10.64,1.0,-0.5746,0.9496,3.239,0.0718,-0.01,-0.0,0.0558,0.0101,,,,,,,,,,,False,330.74,-92.26,Setup,Snatch,Side View,9.3211
109,2026-07-03T13:43:47.091,,,,,,,Detected,,30.6,,,,,,59.45,,138.07,97.75,3.826,7.118,True,217.0,423.0,15.0,0.0,0.0,0.0,1.0,-0.5716,0.9446,3.222,0.0748,-0.005,0.0536,0.0324,0.0101,,,,,,,,,,,False,330.75,-92.25,Setup,Snatch,Side View,9.4142
110,2026-07-03T13:43:47.183,,,,,,,Detected,,30.69,,,,,,61.25,,143.75,98.08,3.85,7.118,True,218.0,423.0,16.0,0.0,0.0,11.32,1.0,-0.5664,0.9446,3.222,0.08,-0.005,-0.0,0.0591,0.0101,,,,,,,,,,,False,330.97,-92.03,Setup,Snatch,Side View,9.506
111,2026-07-03T13:43:47.263,,,,,,,Detected,,31.18,,,,,,63.51,,147.91,98.51,3.85,7.037,True,218.0,423.0,16.0,0.0,0.0,0.0,1.0,-0.5694,0.9496,3.239,0.0771,-0.01,-0.0601,-0.0361,0.0101,,,,,,,,,,,False,331.09,-91.91,Setup,Snatch,Side View,9.586
112,2026-07-03T13:43:47.341,,,,,,,Detected,,33.37,,113.93,,115.37,,64.3,,150.72,96.98,3.85,7.037,True,218.0,423.0,16.0,0.0,0.0,0.0,1.0,-0.5694,0.9496,3.239,0.0771,-0.01,-0.0,0.0,0.0101,,,,,,,,,,,False,330.91,-92.09,Setup,Snatch,Side View,9.664
113,2026-07-03T13:43:47.419,,,,,,,Detected,,34.05,,115.51,,112.59,,64.3,,145.95,96.98,3.826,7.849,True,219.0,423.0,17.0,0.0,0.0,12.87,1.0,-0.5611,0.9446,3.222,0.0853,-0.005,0.0642,0.1056,0.0101,,,,,,,,,,,False,330.83,-92.17,Setup,Snatch,Side View,9.7422
114,2026-07-03T13:43:47.496,,,,,,,Detected,,34.73,,115.59,,109.93,,63.57,,152.35,96.98,3.826,7.849,True,218.0,422.0,16.0,1.0,13.01,-13.01,1.0,-0.5694,0.9444,3.239,0.0771,-0.0047,0.0033,-0.1068,0.0101,,,,,,,,,,,False,330.89,-91.11,Setup,Snatch,Side View,9.819
115,2026-07-03T13:43:47.577,,,,,,,Detected,,34.83,,115.29,,109.62,,63.46,,159.26,96.93,3.802,7.466,True,219.0,423.0,17.0,0.0,-12.45,12.45,1.0,-0.5641,0.9496,3.239,0.0823,-0.01,-0.0653,0.0653,0.0101,,,,,,,,,,,False,330.95,-92.05,Setup,Snatch,Side View,9.9002
116,2026-07-03T13:43:47.670,,,,,,,Detected,,34.74,,115.78,,111.9,,55.8,,132.59,96.55,3.802,7.466,True,220.0,423.0,18.0,0.0,0.0,10.81,1.0,-0.5589,0.9496,3.239,0.0875,-0.01,-0.0,0.0567,0.0101,,,,,,,,,,,False,330.58,-92.42,Setup,Snatch,Side View,9.9928
117,2026-07-03T13:43:47.746,,,,,,,Detected,,35.4,,116.94,,110.17,,53.24,,122.74,96.13,3.826,7.652,True,220.0,423.0,18.0,0.0,0.0,0.0,1.0,-0.5559,0.9446,3.222,0.0905,-0.005,0.0641,0.0377,0.0101,,,,,,,,,,,False,330.33,-92.67,Setup,Snatch,Side View,10.0693
118,2026-07-03T13:43:47.826,,,,,,,Detected,,35.35,,,,,,50.61,,121.77,96.51,3.826,7.652,True,221.0,423.0,19.0,0.0,0.0,12.66,1.0,-0.5507,0.9446,3.222,0.0957,-0.005,-0.0,0.066,0.0101,,,,,,,,,,,False,330.16,-92.84,Setup,Snatch,Side View,10.1487
119,2026-07-03T13:43:47.906,,,,,,,Detected,,35.35,,,,,,50.61,,121.77,96.51,3.779,7.849,True,222.0,423.0,20.0,0.0,0.0,12.49,1.0,-0.5426,0.9396,3.205,0.1038,-0.0,0.0623,0.1011,0.0101,,,,,,,,,,,False,330.09,-92.91,Setup,Snatch,Side View,10.2292
120,2026-07-03T13:43:47.997,,,,,,,Detected,,34.79,,,,,,56.81,,146.34,96.17,3.756,7.849,True,222.0,423.0,20.0,0.0,0.0,0.0,1.0,-0.5426,0.9396,3.205,0.1038,-0.0,-0.0,0.0,0.0101,,,,,,,,,,,False,330.34,-92.66,Setup,Snatch,Side View,10.3201
121,2026-07-03T13:43:48.076,,,,,,,Detected,,34.83,,116.37,,112.77,,59.58,,154.73,96.17,3.85,7.466,True,222.0,423.0,20.0,0.0,0.0,0.0,1.0,-0.5512,0.9546,3.256,0.0952,-0.015,-0.1884,-0.1088,0.0101,,,,,,,,,,,False,330.54,-92.46,Setup,Snatch,Side View,10.3993
122,2026-07-03T13:43:48.170,,,,,,,Detected,,34.38,,115.9,,111.27,,62.59,,164.45,96.13,3.85,7.466,True,223.0,423.0,21.0,0.0,0.0,10.63,1.0,-0.546,0.9546,3.256,0.1004,-0.015,-0.0,0.0561,0.0101,,,,,,,,,,,False,330.72,-92.28,Setup,Snatch,Side View,10.4931
123,2026-07-03T13:43:48.264,,,,,,,Detected,,35.52,,117.15,,111.68,,63.8,,163.21,96.17,3.826,7.951,True,223.0,423.0,21.0,0.0,0.0,0.0,1.0,-0.5403,0.9446,3.222,0.1061,-0.005,0.1065,0.0609,0.0101,,,,,,,,,,,False,330.9,-92.1,Setup,Snatch,Side View,10.5867
124,2026-07-03T13:43:48.353,,,,,,,Detected,,38.13,,123.19,,116.63,,54.92,,128.15,96.17,3.826,7.951,True,223.0,423.0,21.0,0.0,0.0,0.0,1.0,-0.5403,0.9446,3.222,0.1061,-0.005,-0.0,0.0,0.0101,,,,,,,,,,,False,330.75,-92.25,Setup,Snatch,Side View,10.6758
125,2026-07-03T13:43:48.429,,,,,,,Detected,,38.82,,126.23,,116.31,,52.34,,116.66,96.13,3.826,7.466,True,223.0,423.0,21.0,0.0,0.0,0.0,1.0,-0.5346,0.9346,3.188,0.1118,0.005,0.1317,0.0753,0.0101,,,,,,,,,,,False,330.62,-92.38,Setup,Snatch,Side View,10.7519
126,2026-07-03T13:43:48.511,,,,,,,Detected,,38.1,,125.3,,114.07,,58.66,,144.88,96.51,3.826,7.466,True,224.0,423.0,22.0,0.0,0.0,12.18,1.0,-0.5294,0.9346,3.188,0.117,0.005,-0.0,0.0629,0.0101,,,,,,,,,,,False,330.63,-92.37,Setup,Snatch,Side View,10.8344
127,2026-07-03T13:43:48.588,,,,,,,Detected,,36.82,,121.91,,112.08,,59.57,,151.02,96.47,3.826,7.652,True,224.0,422.0,22.0,1.0,13.2,0.0,1.0,-0.5379,0.9444,3.239,0.1085,-0.0047,-0.1282,-0.1118,0.0101,,,,,,,,,,,False,330.65,-91.35,Setup,Snatch,Side View,10.9112
128,2026-07-03T13:43:48.668,,,,,,,Detected,,37.39,,123.71,,113.19,,55.71,,128.61,96.51,3.826,7.652,True,224.0,422.0,22.0,1.0,0.0,0.0,1.0,-0.5379,0.9444,3.239,0.1085,-0.0047,-0.0,0.0,0.0101,,,,,,,,,,,False,330.26,-91.74,Setup,Snatch,Side View,10.9905
129,2026-07-03T13:43:48.744,,,,,,,Detected,,36.66,,123.46,,112.93,,53.85,,120.75,96.51,3.826,8.163,True,224.0,422.0,22.0,1.0,0.0,0.0,1.0,-0.5351,0.9394,3.222,0.1114,0.0002,0.0644,0.0367,0.0101,,,,,,,,,,,False,329.95,-92.05,Setup,Snatch,Side View,11.0672
130,2026-07-03T13:43:48.825,,,,,,,Detected,,35.48,,119.41,,111.94,,53.0,,126.71,96.47,3.826,8.163,True,225.0,422.0,23.0,1.0,0.0,12.49,1.0,-0.5298,0.9394,3.222,0.1166,0.0002,-0.0,0.0652,0.0101,,,,,,,,,,,False,330.27,-91.73,Setup,Snatch,Side View,11.1476
131,2026-07-03T13:43:48.918,,,,,,,Detected,,34.94,,115.42,,109.22,,53.13,,127.87,96.09,3.875,7.466,True,226.0,422.0,24.0,1.0,0.0,10.71,1.0,-0.5274,0.9444,3.239,0.119,-0.0047,-0.0531,0.0262,0.0101,,,,,,,,,,,False,330.67,-91.33,Setup,Snatch,Side View,11.2407
132,2026-07-03T13:43:49.014,,,,,,,Detected,,34.94,,,,,,52.3,,124.3,95.71,3.875,7.466,True,226.0,423.0,24.0,0.0,-10.77,0.0,1.0,-0.5246,0.9446,3.222,0.1218,-0.005,-0.0028,0.0298,0.0101,,,,,,,,,,,False,329.7,-93.3,Setup,Snatch,Side View,11.3367
133,2026-07-03T13:43:49.103,,,,,,,Detected,,35.0,,,,,,51.57,,123.86,95.33,3.802,7.118,True,227.0,423.0,25.0,0.0,0.0,10.82,1.0,-0.5221,0.9496,3.239,0.1243,-0.01,-0.0539,0.0268,0.0101,,,,,,,,,,,False,329.43,-93.57,Setup,Snatch,Side View,11.4264
134,2026-07-03T13:43:49.181,,,,,,,Detected,,34.94,,,,,,59.68,,148.67,96.09,3.802,7.118,True,226.0,422.0,24.0,1.0,12.82,-12.82,1.0,-0.5302,0.9493,3.256,0.1162,-0.0097,0.0036,-0.1027,0.0101,,,,,,,,,,,False,329.72,-92.28,Setup,Snatch,Side View,11.5035
135,2026-07-03T13:43:49.260,,,,,,,Detected,,35.6,,,,,,63.69,,159.06,96.47,3.756,7.652,True,226.0,422.0,24.0,1.0,0.0,0.0,1.0,-0.5274,0.9444,3.239,0.119,-0.0047,0.0633,0.0354,0.0101,,,,,,,,,,,False,329.96,-92.04,Setup,Snatch,Side View,11.5825
136,2026-07-03T13:43:49.354,,,,,,,Detected,,36.87,,114.44,,112.71,,61.52,,114.78,96.47,3.756,7.652,True,227.0,423.0,25.0,0.0,-10.69,10.69,1.0,-0.5194,0.9446,3.222,0.127,-0.005,-0.0027,0.0854,0.0101,,,,,,,,,,,False,329.47,-93.53,Setup,Snatch,Side View,11.6769
137,2026-07-03T13:43:49.447,,,,,,,Detected,,37.62,,114.69,,110.47,,60.38,,110.59,96.05,3.826,7.558,True,227.0,422.0,25.0,1.0,10.61,0.0,1.0,-0.5221,0.9444,3.239,0.1243,-0.0047,0.0027,-0.0291,0.0101,,,,,,,,,,,False,329.2,-92.8,Setup,Snatch,Side View,11.7697
138,2026-07-03T13:43:49.523,,,,,,,Detected,,33.79,,108.32,,110.48,,54.95,,125.38,95.67,3.826,7.558,True,228.0,423.0,26.0,0.0,-13.0,13.0,1.0,-0.5169,0.9496,3.239,0.1295,-0.01,-0.0682,0.0682,0.0101,,,,,,,,,,,False,329.23,-93.77,Setup,Snatch,Side View,11.8463
139,2026-07-03T13:43:49.600,,,,,,,Detected,,31.92,,104.52,,110.3,,54.04,,131.77,95.67,3.85,7.558,True,229.0,423.0,27.0,0.0,0.0,12.83,1.0,-0.509,0.9446,3.222,0.1374,-0.005,0.0639,0.1017,0.0101,,,,,,,,,,,False,329.23,-93.77,Setup,Snatch,Side View,11.9233
140,2026-07-03T13:43:49.681,,,,,,,Detected,,33.2,,107.3,,113.54,,60.98,,138.91,95.33,3.85,7.558,True,229.0,422.0,27.0,1.0,12.5,0.0,1.0,-0.509,0.9394,3.222,0.1374,0.0002,0.0651,0.0,0.0101,,,,,,,,,,,False,329.58,-92.42,Setup,Snatch,Side View,12.0042
141,2026-07-03T13:43:49.776,,,,,,,Detected,,33.7,,107.47,,109.52,,63.32,,143.54,95.75,3.875,7.951,True,229.0,423.0,27.0,0.0,-10.69,0.0,1.0,-0.509,0.9446,3.222,0.1374,-0.005,-0.0558,0.0,0.0101,,,,,,,,,,,False,330.06,-92.94,Setup,Snatch,Side View,12.0985
142,2026-07-03T13:43:49.868,,,,,,,Detected,,32.63,,106.57,,111.54,,63.71,,148.91,95.75,3.875,7.951,True,230.0,423.0,28.0,0.0,0.0,10.79,1.0,-0.5038,0.9446,3.222,0.1427,-0.005,-0.0,0.0563,0.0101,,,,,,,,,,,False,330.38,-92.62,Setup,Snatch,Side View,12.1905
143,2026-07-03T13:43:49.947,,,,,,,Detected,,32.74,,106.68,,115.12,,64.43,,155.16,95.75,3.826,7.951,True,229.0,422.0,27.0,1.0,12.62,-12.62,1.0,-0.509,0.9394,3.222,0.1374,0.0002,0.0658,-0.0659,0.0101,,,,,,,,,,,False,330.74,-91.26,Setup,Snatch,Side View,12.2702
144,2026-07-03T13:43:50.028,,,,,,,Detected,,33.88,,102.97,,112.31,,64.34,,152.47,95.67,3.826,7.951,True,230.0,422.0,28.0,1.0,0.0,12.54,1.0,-0.5038,0.9394,3.222,0.1427,0.0002,-0.0,0.0654,0.0101,,,,,,,,,,,False,330.74,-91.26,Setup,Snatch,Side View,12.3505
145,2026-07-03T13:43:50.105,,,,,,,Detected,,34.4,,102.78,,113.67,,63.26,,145.95,95.67,3.85,7.466,True,231.0,423.0,29.0,0.0,-12.69,12.69,1.0,-0.5012,0.9496,3.239,0.1452,-0.01,-0.1294,0.0328,0.0101,,,,,,,,,,,False,330.48,-92.52,Setup,Snatch,Side View,12.4283
146,2026-07-03T13:43:50.185,,,,,,,Detected,,32.5,,101.1,,110.11,,55.88,,133.61,95.67,3.85,7.466,True,231.0,422.0,29.0,1.0,12.81,0.0,1.0,-0.5038,0.9493,3.256,0.1426,-0.0097,0.0036,-0.0337,0.0101,,,,,,,,,,,False,330.19,-91.81,Setup,Snatch,Side View,12.5082
147,2026-07-03T13:43:50.280,,,,,,,Detected,,31.3,,100.92,,113.31,,57.57,,145.55,95.26,3.826,7.652,True,231.0,422.0,29.0,1.0,0.0,0.0,1.0,-0.5012,0.9444,3.239,0.1452,-0.0047,0.0517,0.0274,0.0101,,,,,,,,,,,False,329.79,-92.21,Setup,Snatch,Side View,12.6031
148,2026-07-03T13:43:50.357,,,,,,,Detected,,31.21,,99.46,,111.85,,60.7,,151.16,95.3,3.826,7.652,True,231.0,422.0,29.0,1.0,0.0,0.0,1.0,-0.5012,0.9444,3.239,0.1452,-0.0047,-0.0,0.0,0.0101,,,,,,,,,,,False,329.8,-92.2,Setup,Snatch,Side View,12.6803
149,2026-07-03T13:43:50.436,,,,,,,Detected,,29.92,,96.09,,108.4,,61.04,,154.33,94.92,3.826,7.749,True,231.0,422.0,29.0,1.0,0.0,0.0,1.0,-0.4985,0.9394,3.222,0.1479,0.0002,0.0639,0.0339,0.0101,,,,,,,,,,,False,329.81,-92.19,Setup,Snatch,Side View,12.7586
150,2026-07-03T13:43:50.515,,,,,,,Detected,,31.21,,101.23,,108.43,,61.04,,139.27,94.54,3.826,7.749,True,232.0,423.0,30.0,0.0,-12.77,12.77,1.0,-0.4933,0.9446,3.222,0.1531,-0.005,-0.0666,0.0666,0.0101,,,,,,,,,,,False,329.3,-93.7,Setup,Snatch,Side View,12.8375
151,2026-07-03T13:43:50.596,,,,,,,Detected,,30.49,,103.61,,110.82,,60.98,,130.28,94.54,3.826,7.558,True,232.0,423.0,30.0,0.0,0.0,0.0,1.0,-0.4933,0.9446,3.222,0.1531,-0.005,-0.0,0.0,0.0101,,,,,,,,,,,False,329.24,-93.76,Setup,Snatch,Side View,12.9187
152,2026-07-03T13:43:50.677,,,,,,,Detected,,31.78,,105.73,,110.92,,63.25,,115.86,94.92,3.826,7.558,True,232.0,423.0,30.0,0.0,0.0,0.0,1.0,-0.4933,0.9446,3.222,0.1531,-0.005,-0.0,0.0,0.0101,,,,,,,,,,,False,328.88,-94.12,Setup,Snatch,Side View,13.0
