time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.002,Setup,True,243.0,423.0,,,,,,-0.4313,0.9346,3.188,,,,,
0.058,Setup,True,243.0,423.0,,,,,,-0.4359,0.9446,3.222,,,,,
0.116,Setup,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.174,Setup,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.232,Setup,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.29,Setup,True,244.0,422.0,,,,,,-0.4284,0.9344,3.205,,,,,
0.347,Setup,True,244.0,422.0,,,,,,-0.4284,0.9344,3.205,,,,,
0.405,Setup,True,243.0,421.0,,,,,,-0.4359,0.9342,3.222,,,,,
0.464,Setup,True,243.0,421.0,,,,,,-0.4359,0.9342,3.222,,,,,
0.522,Setup,True,244.0,422.0,,,,,,-0.433,0.9444,3.239,,,,,
0.58,Setup,True,244.0,422.0,,,,,,-0.433,0.9444,3.239,,,,,
0.638,Setup,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.697,Setup,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.755,Setup,True,245.0,423.0,,,,,,-0.4277,0.9496,3.239,,,,,
0.813,Setup,True,245.0,422.0,,,,,,-0.4277,0.9444,3.239,,,,,
0.871,Setup,True,245.0,422.0,,,,,,-0.4277,0.9444,3.239,,,,,
0.929,Setup,True,245.0,421.0,,,,,,-0.4277,0.9391,3.239,,,,,
0.987,Setup,True,245.0,421.0,,,,,,-0.4255,0.9342,3.222,,,,,
1.045,Setup,True,246.0,422.0,,,,,,-0.4203,0.9394,3.222,,,,,
1.103,Setup,True,245.0,422.0,,,,,,-0.4255,0.9394,3.222,,,,,
1.161,Setup,True,245.0,422.0,,,,,,-0.4255,0.9394,3.222,,,,,
1.219,Setup,True,245.0,422.0,,,,,,-0.4255,0.9394,3.222,,,,,
1.277,Setup,True,245.0,423.0,,,,,,-0.4255,0.9446,3.222,,,,,
1.335,Setup,True,245.0,422.0,,,,,,-0.4277,0.9444,3.239,,,,,
1.393,Setup,True,246.0,422.0,,,,,,-0.4225,0.9444,3.239,,,,,
1.452,Setup,True,245.0,421.0,,,,,,-0.4277,0.9391,3.239,,,,,
1.509,Setup,True,245.0,422.0,,,,,,-0.4277,0.9444,3.239,,,,,
1.568,Setup,True,245.0,422.0,,,,,,-0.4255,0.9394,3.222,,,,,
1.626,Setup,True,246.0,422.0,,,,,,-0.4203,0.9394,3.222,,,,,
1.684,Setup,True,246.0,422.0,,,,,,-0.4203,0.9394,3.222,,,,,
1.742,Setup,True,246.0,422.0,,,,,,-0.4203,0.9394,3.222,,,,,
1.801,Setup,True,246.0,422.0,,,,,,-0.4247,0.9493,3.256,,,,,
1.858,Setup,True,246.0,422.0,,,,,,-0.4247,0.9493,3.256,,,,,
1.911,Setup,True,246.0,422.0,,,,,,-0.4225,0.9444,3.239,,,,,
1.969,Setup,True,247.0,422.0,,,,,,-0.4173,0.9444,3.239,,,,,
