time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.002,Weightlifting,Snatch,Side View,Setup,Detected,,33.54,,106.33,,112.89,,60.63,,137.17,94.25,3.899,7.558,True,243.0,423.0,,,,,,-0.4313,0.9346,3.188,,,,,
0.058,Weightlifting,Snatch,Side View,Setup,Detected,,33.54,,105.28,,111.83,,57.9,,129.26,94.28,3.875,7.288,True,243.0,423.0,,,,,,-0.4359,0.9446,3.222,,,,,
0.116,Weightlifting,Snatch,Side View,Setup,Detected,,34.16,,105.9,,111.83,,57.9,,123.62,93.5,3.875,7.288,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.174,Weightlifting,Snatch,Side View,Setup,Detected,,34.8,,107.59,,112.89,,57.11,,120.13,93.5,3.779,7.652,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.232,Weightlifting,Snatch,Side View,Setup,Detected,,33.63,,105.28,,113.8,,56.07,,114.05,93.87,3.779,7.652,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.29,Weightlifting,Snatch,Side View,Setup,Detected,,34.44,,105.28,,111.83,,55.25,,107.64,93.84,3.85,7.466,True,244.0,422.0,,,,,,-0.4284,0.9344,3.205,,,,,
0.347,Weightlifting,Snatch,Side View,Setup,Detected,,33.75,,102.13,,114.57,,63.36,,128.99,93.87,3.85,7.466,True,244.0,422.0,,,,,,-0.4284,0.9344,3.205,,,,,
0.405,Weightlifting,Snatch,Side View,Setup,Detected,,33.08,,99.62,,112.65,,65.75,,139.44,93.89,3.85,7.951,True,243.0,421.0,,,,,,-0.4359,0.9342,3.222,,,,,
0.464,Weightlifting,Snatch,Side View,Setup,Detected,,33.83,,100.57,,115.64,,55.79,,140.53,93.89,3.85,7.951,True,243.0,421.0,,,,,,-0.4359,0.9342,3.222,,,,,
0.522,Weightlifting,Snatch,Side View,Setup,Detected,,33.83,,100.57,,115.64,,52.99,,135.34,93.89,3.85,7.849,True,244.0,422.0,,,,,,-0.433,0.9444,3.239,,,,,
0.58,Weightlifting,Snatch,Side View,Setup,Detected,,34.49,,99.54,,109.23,,61.93,,158.73,94.31,3.85,7.849,True,244.0,422.0,,,,,,-0.433,0.9444,3.239,,,,,
0.638,Weightlifting,Snatch,Side View,Setup,Detected,,34.49,,99.54,,111.16,,65.05,,167.47,93.92,3.826,7.849,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.697,Weightlifting,Snatch,Side View,Setup,Detected,,35.84,,101.08,,112.11,,55.62,,134.65,93.92,3.826,7.849,True,244.0,422.0,,,,,,-0.4307,0.9394,3.222,,,,,
0.755,Weightlifting,Snatch,Side View,Setup,Detected,,35.14,,100.38,,112.11,,53.73,,126.58,93.92,3.756,7.466,True,245.0,423.0,,,,,,-0.4277,0.9496,3.239,,,,,
0.813,Weightlifting,Snatch,Side View,Setup,Detected,,35.91,,98.63,,107.72,,51.98,,129.02,93.89,3.756,7.466,True,245.0,422.0,,,,,,-0.4277,0.9444,3.239,,,,,
0.871,Weightlifting,Snatch,Side View,Setup,Detected,,36.52,,100.18,,108.66,,51.1,,128.48,93.89,3.802,6.957,True,245.0,422.0,,,,,,-0.4277,0.9444,3.239,,,,,
0.929,Weightlifting,Snatch,Side View,Setup,Detected,,34.61,,99.23,,109.62,,58.87,,157.07,93.89,3.802,6.957,True,245.0,421.0,,,,,,-0.4277,0.9391,3.239,,,,,
0.987,Weightlifting,Snatch,Side View,Setup,Detected,,33.47,,98.49,,110.35,,61.88,,165.98,93.92,3.826,7.652,True,245.0,421.0,,,,,,-0.4255,0.9342,3.222,,,,,
1.045,Weightlifting,Snatch,Side View,Setup,Detected,,32.69,,97.94,,110.51,,55.79,,135.56,93.95,3.826,7.652,True,246.0,422.0,,,,,,-0.4203,0.9394,3.222,,,,,
1.103,Weightlifting,Snatch,Side View,Setup,Detected,,32.76,,98.48,,111.05,,53.77,,129.49,93.92,3.802,7.558,True,245.0,422.0,,,,,,-0.4255,0.9394,3.222,,,,,
1.161,Weightlifting,Snatch,Side View,Setup,Detected,,33.5,,100.44,,111.06,,63.72,,159.13,93.5,3.802,7.558,True,245.0,422.0,,,,,,-0.4255,0.9394,3.222,,,,,
1.219,Weightlifting,Snatch,Side View,Setup,Detected,,33.5,,100.92,,109.7,,65.53,,166.33,93.53,3.826,7.652,True,245.0,422.0,,,,,,-0.4255,0.9394,3.222,,,,,
1.277,Weightlifting,Snatch,Side View,Setup,Detected,,33.5,,99.95,,108.73,,65.53,,151.07,93.53,3.826,7.652,True,245.0,423.0,,,,,,-0.4255,0.9446,3.222,,,,,
1.335,Weightlifting,Snatch,Side View,Setup,Detected,,34.06,,100.96,,111.02,,58.34,,126.95,93.14,3.826,7.466,True,245.0,422.0,,,,,,-0.4277,0.9444,3.239,,,,,
1.393,Weightlifting,Snatch,Side View,Setup,Detected,,36.55,,105.45,,113.02,,58.34,,126.95,93.14,3.826,7.466,True,246.0,422.0,,,,,,-0.4225,0.9444,3.239,,,,,
1.452,Weightlifting,Snatch,Side View,Setup,Detected,,37.82,,107.26,,113.56,,57.59,,129.09,93.14,3.779,7.466,True,245.0,421.0,,,,,,-0.4277,0.9391,3.239,,,,,
