time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.024,Weightlifting,Snatch,Side View,Setup,Detected,,36.32,,108.69,,122.29,,68.82,,131.16,100.67,3.733,7.288,True,201.0,423.0,,,,,,-0.662,0.9546,3.256,,,,,
0.111,Weightlifting,Snatch,Side View,Setup,Detected,,36.47,,112.15,,122.13,,65.43,,131.03,100.67,3.733,7.288,True,202.0,423.0,,,,,,-0.6567,0.9546,3.256,,,,,
0.2,Weightlifting,Snatch,Side View,Setup,Detected,,36.38,,108.24,,119.72,,61.63,,125.07,100.34,3.71,7.288,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
0.281,Weightlifting,Snatch,Side View,Setup,Detected,,35.75,,106.67,,118.77,,60.58,,126.67,100.34,3.71,7.288,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
0.377,Weightlifting,Snatch,Side View,Setup,Detected,,34.33,,106.56,,117.87,,59.48,,125.19,100.75,3.71,7.202,True,202.0,424.0,,,,,,-0.643,0.9398,3.188,,,,,
0.466,Weightlifting,Snatch,Side View,Setup,Detected,,35.86,,106.34,,119.79,,61.27,,134.19,100.59,3.71,7.202,True,202.0,424.0,,,,,,-0.643,0.9398,3.188,,,,,
0.562,Weightlifting,Snatch,Side View,Setup,Detected,,35.41,,107.15,,119.88,,61.14,,137.85,100.52,3.733,7.202,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
0.654,Weightlifting,Snatch,Side View,Setup,Detected,,34.82,,106.11,,117.32,,58.28,,131.1,100.05,3.733,7.202,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
0.732,Weightlifting,Snatch,Side View,Setup,Detected,,34.68,,106.97,,116.18,,59.41,,132.09,100.12,3.756,7.749,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
0.813,Weightlifting,Snatch,Side View,Setup,Detected,,34.88,,105.44,,117.25,,62.9,,136.38,99.33,3.733,7.749,True,203.0,424.0,,,,,,-0.648,0.9548,3.239,,,,,
