time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.074,Setup,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.17,Setup,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.262,Setup,True,202.0,423.0,,,,,,-0.6498,0.9446,3.222,,,,,
0.35,Setup,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.443,Setup,True,201.0,423.0,,,,,,-0.6585,0.9496,3.239,,,,,
0.523,Setup,True,201.0,423.0,,,,,,-0.6585,0.9496,3.239,,,,,
0.601,Setup,True,202.0,424.0,,,,,,-0.6464,0.9448,3.205,,,,,
0.698,Setup,True,201.0,423.0,,,,,,-0.6551,0.9446,3.222,,,,,
0.787,Setup,True,201.0,423.0,,,,,,-0.6551,0.9446,3.222,,,,,
0.878,Setup,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
0.959,Setup,True,201.0,423.0,,,,,,-0.6516,0.9396,3.205,,,,,
1.036,Setup,True,202.0,423.0,,,,,,-0.6464,0.9396,3.205,,,,,
1.129,Setup,True,201.0,422.0,,,,,,-0.662,0.9493,3.256,,,,,
1.204,Setup,True,201.0,423.0,,,,,,-0.662,0.9546,3.256,,,,,
1.283,Setup,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
1.361,Setup,True,201.0,423.0,,,,,,-0.6585,0.9496,3.239,,,,,
1.451,Setup,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
1.538,Setup,True,202.0,423.0,,,,,,-0.6498,0.9446,3.222,,,,,
1.616,Setup,True,203.0,424.0,,,,,,-0.6446,0.9498,3.222,,,,,
1.696,Setup,True,202.0,424.0,,,,,,-0.6498,0.9498,3.222,,,,,
1.791,Setup,True,201.0,423.0,,,,,,-0.662,0.9546,3.256,,,,,
1.888,Setup,True,202.0,423.0,,,,,,-0.6567,0.9546,3.256,,,,,
1.98,Setup,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
2.075,Setup,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
2.17,Setup,True,202.0,424.0,,,,,,-0.643,0.9398,3.188,,,,,
2.263,Setup,True,202.0,424.0,,,,,,-0.643,0.9398,3.188,,,,,
2.359,Setup,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
2.451,Setup,True,202.0,424.0,,,,,,-0.6533,0.9548,3.239,,,,,
2.543,Setup,True,202.0,423.0,,,,,,-0.6533,0.9496,3.239,,,,,
2.63,Setup,True,203.0,424.0,,,,,,-0.648,0.9548,3.239,,,,,
2.72,Setup,True,203.0,424.0,,,,,,-0.648,0.9548,3.239,,,,,
2.813,Setup,True,203.0,423.0,,,,,,-0.6514,0.9546,3.256,,,,,
2.893,Setup,True,203.0,423.0,,,,,,-0.6446,0.9446,3.222,,,,,
2.985,Setup,True,203.0,424.0,,,,,,-0.6446,0.9498,3.222,,,,,
3.071,Setup,True,202.0,423.0,,,,,,-0.6567,0.9546,3.256,,,,,
3.166,Setup,True,203.0,424.0,,,,,,-0.6514,0.9598,3.256,,,,,
3.258,Setup,True,202.0,423.0,,,,,,-0.6498,0.9446,3.222,,,,,
3.357,Setup,True,204.0,423.0,,,,,,-0.6394,0.9446,3.222,,,,,
3.457,Setup,True,203.0,423.0,,,,,,-0.6378,0.9346,3.188,,,,,
3.557,Setup,True,203.0,423.0,,,,,,-0.6378,0.9346,3.188,,,,,
3.667,Setup,True,203.0,423.0,,,,,,-0.648,0.9496,3.239,,,,,
3.781,Setup,True,204.0,423.0,,,,,,-0.6462,0.9546,3.256,,,,,
3.902,Setup,True,203.0,422.0,,,,,,-0.6446,0.9394,3.222,,,,,
4.008,Setup,True,204.0,423.0,,,,,,-0.6394,0.9446,3.222,,,,,
4.122,Setup,True,203.0,423.0,,,,,,-0.6412,0.9396,3.205,,,,,
4.229,Setup,True,204.0,424.0,,,,,,-0.6327,0.9398,3.188,,,,,
4.334,Setup,True,204.0,423.0,,,,,,-0.636,0.9396,3.205,,,,,
4.43,Setup,True,203.0,423.0,,,,,,-0.6412,0.9396,3.205,,,,,
4.534,Setup,True,205.0,424.0,,,,,,-0.6275,0.9398,3.188,,,,,
4.636,Setup,True,204.0,423.0,,,,,,-0.636,0.9396,3.205,,,,,
4.757,Setup,True,204.0,422.0,,,,,,-0.6327,0.9295,3.188,,,,,
4.858,Setup,True,204.0,422.0,,,,,,-0.6327,0.9295,3.188,,,,,
4.964,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
5.061,Setup,True,204.0,423.0,,,,,,-0.6394,0.9446,3.222,,,,,
5.157,Setup,True,204.0,423.0,,,,,,-0.6428,0.9496,3.239,,,,,
5.266,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
5.373,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
5.469,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
5.563,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
5.672,Setup,True,204.0,422.0,,,,,,-0.6428,0.9444,3.239,,,,,
5.78,Setup,True,205.0,422.0,,,,,,-0.6375,0.9444,3.239,,,,,
5.887,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
5.997,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
6.103,Setup,True,205.0,423.0,,,,,,-0.6375,0.9496,3.239,,,,,
6.215,Setup,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
6.314,Setup,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
6.434,Setup,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
6.544,Setup,True,205.0,423.0,,,,,,-0.6342,0.9446,3.222,,,,,
6.657,Setup,True,206.0,423.0,,,,,,-0.629,0.9446,3.222,,,,,
6.763,Setup,True,206.0,424.0,,,,,,-0.629,0.9498,3.222,,,,,
6.874,Setup,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
6.986,Setup,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
7.085,Setup,True,207.0,424.0,,,,,,-0.6238,0.9498,3.222,,,,,
7.182,Setup,True,206.0,424.0,,,,,,-0.6257,0.9448,3.205,,,,,
7.278,Setup,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
7.373,Setup,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
7.47,Setup,True,207.0,424.0,,,,,,-0.6238,0.9498,3.222,,,,,
7.558,Setup,True,207.0,424.0,,,,,,-0.6238,0.9498,3.222,,,,,
7.65,Setup,True,207.0,424.0,,,,,,-0.6205,0.9448,3.205,,,,,
7.748,Setup,True,208.0,423.0,,,,,,-0.6185,0.9446,3.222,,,,,
7.846,Setup,True,209.0,424.0,,,,,,-0.6166,0.9548,3.239,,,,,
7.939,Setup,True,208.0,424.0,,,,,,-0.6218,0.9548,3.239,,,,,
8.03,Setup,True,208.0,424.0,,,,,,-0.6153,0.9448,3.205,,,,,
8.127,Setup,True,208.0,424.0,,,,,,-0.6153,0.9448,3.205,,,,,
8.217,Setup,True,208.0,423.0,,,,,,-0.6251,0.9546,3.256,,,,,
8.3,Setup,True,209.0,424.0,,,,,,-0.6166,0.9548,3.239,,,,,
8.389,Setup,True,209.0,423.0,,,,,,-0.6133,0.9446,3.222,,,,,
8.483,Setup,True,209.0,423.0,,,,,,-0.6133,0.9446,3.222,,,,,
8.567,Setup,True,209.0,424.0,,,,,,-0.6038,0.9351,3.172,,,,,
8.66,Setup,True,209.0,424.0,,,,,,-0.6038,0.9351,3.172,,,,,
8.761,Setup,True,209.0,423.0,,,,,,-0.6133,0.9446,3.222,,,,,
8.853,Setup,True,210.0,424.0,,,,,,-0.6081,0.9498,3.222,,,,,
8.951,Setup,True,211.0,424.0,,,,,,-0.5997,0.9448,3.205,,,,,
9.047,Setup,True,211.0,424.0,,,,,,-0.5997,0.9448,3.205,,,,,
9.15,Setup,True,210.0,423.0,,,,,,-0.6145,0.9546,3.256,,,,,
9.249,Setup,True,211.0,424.0,,,,,,-0.6092,0.9598,3.256,,,,,
9.347,Setup,True,211.0,423.0,,,,,,-0.6029,0.9446,3.222,,,,,
9.437,Setup,True,212.0,424.0,,,,,,-0.5945,0.9448,3.205,,,,,
9.533,Setup,True,212.0,424.0,,,,,,-0.5945,0.9448,3.205,,,,,
9.631,Setup,True,213.0,425.0,,,,,,-0.5893,0.95,3.205,,,,,
9.723,Setup,True,213.0,424.0,,,,,,-0.5924,0.9498,3.222,,,,,
9.831,Setup,True,214.0,424.0,,,,,,-0.5872,0.9498,3.222,,,,,
9.93,Setup,True,214.0,424.0,,,,,,-0.5872,0.9498,3.222,,,,,
10.023,Setup,True,214.0,423.0,,,,,,-0.5872,0.9446,3.222,,,,,
10.126,Setup,True,215.0,424.0,,,,,,-0.5759,0.9398,3.188,,,,,
10.232,Setup,True,215.0,424.0,,,,,,-0.5759,0.9398,3.188,,,,,
10.319,Setup,True,215.0,423.0,,,,,,-0.5851,0.9496,3.239,,,,,
10.414,Setup,True,215.0,423.0,,,,,,-0.5851,0.9496,3.239,,,,,
10.511,Setup,True,215.0,423.0,,,,,,-0.5759,0.9346,3.188,,,,,
10.6,Setup,True,216.0,423.0,,,,,,-0.5707,0.9346,3.188,,,,,
10.707,Setup,True,216.0,423.0,,,,,,-0.5798,0.9496,3.239,,,,,
10.815,Setup,True,217.0,423.0,,,,,,-0.5746,0.9496,3.239,,,,,
10.912,Setup,True,217.0,423.0,,,,,,-0.5716,0.9446,3.222,,,,,
11.02,Setup,True,218.0,423.0,,,,,,-0.5664,0.9446,3.222,,,,,
11.134,Setup,True,218.0,423.0,,,,,,-0.5694,0.9496,3.239,,,,,
11.243,Setup,True,218.0,423.0,,,,,,-0.5694,0.9496,3.239,,,,,
11.338,Setup,True,219.0,423.0,,,,,,-0.5611,0.9446,3.222,,,,,
11.43,Setup,True,218.0,422.0,,,,,,-0.5694,0.9444,3.239,,,,,
11.525,Setup,True,219.0,423.0,,,,,,-0.5641,0.9496,3.239,,,,,
11.616,Setup,True,220.0,423.0,,,,,,-0.5589,0.9496,3.239,,,,,
11.715,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
11.81,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
11.902,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
11.997,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
12.097,Setup,True,222.0,423.0,,,,,,-0.5512,0.9546,3.256,,,,,
12.202,Setup,True,223.0,423.0,,,,,,-0.546,0.9546,3.256,,,,,
12.307,Setup,True,223.0,423.0,,,,,,-0.5403,0.9446,3.222,,,,,
12.415,Setup,True,223.0,423.0,,,,,,-0.5403,0.9446,3.222,,,,,
12.509,Setup,True,223.0,423.0,,,,,,-0.5346,0.9346,3.188,,,,,
12.61,Setup,True,224.0,423.0,,,,,,-0.5294,0.9346,3.188,,,,,
12.711,Setup,True,224.0,422.0,,,,,,-0.5379,0.9444,3.239,,,,,
12.808,Setup,True,224.0,422.0,,,,,,-0.5379,0.9444,3.239,,,,,
12.9,Setup,True,224.0,422.0,,,,,,-0.5351,0.9394,3.222,,,,,
12.994,Setup,True,225.0,422.0,,,,,,-0.5298,0.9394,3.222,,,,,
13.084,Setup,True,226.0,422.0,,,,,,-0.5274,0.9444,3.239,,,,,
13.188,Setup,True,226.0,423.0,,,,,,-0.5246,0.9446,3.222,,,,,
13.297,Setup,True,227.0,423.0,,,,,,-0.5221,0.9496,3.239,,,,,
13.419,Setup,True,226.0,422.0,,,,,,-0.5302,0.9493,3.256,,,,,
13.517,Setup,True,226.0,422.0,,,,,,-0.5274,0.9444,3.239,,,,,
13.637,Setup,True,227.0,423.0,,,,,,-0.5194,0.9446,3.222,,,,,
13.736,Setup,True,227.0,422.0,,,,,,-0.5221,0.9444,3.239,,,,,
13.839,Setup,True,228.0,423.0,,,,,,-0.5169,0.9496,3.239,,,,,
13.94,Setup,True,229.0,423.0,,,,,,-0.509,0.9446,3.222,,,,,
14.042,Setup,True,229.0,422.0,,,,,,-0.509,0.9394,3.222,,,,,
14.145,Setup,True,229.0,423.0,,,,,,-0.509,0.9446,3.222,,,,,
14.243,Setup,True,230.0,423.0,,,,,,-0.5038,0.9446,3.222,,,,,
14.347,Setup,True,229.0,422.0,,,,,,-0.509,0.9394,3.222,,,,,
14.448,Setup,True,230.0,422.0,,,,,,-0.5038,0.9394,3.222,,,,,
14.538,Setup,True,231.0,423.0,,,,,,-0.5012,0.9496,3.239,,,,,
14.644,Setup,True,231.0,422.0,,,,,,-0.5038,0.9493,3.256,,,,,
14.755,Setup,True,231.0,422.0,,,,,,-0.5012,0.9444,3.239,,,,,
14.872,Setup,True,231.0,422.0,,,,,,-0.5012,0.9444,3.239,,,,,
14.985,Setup,True,231.0,422.0,,,,,,-0.4985,0.9394,3.222,,,,,
15.092,Setup,True,232.0,423.0,,,,,,-0.4933,0.9446,3.222,,,,,
15.212,Setup,True,232.0,423.0,,,,,,-0.4933,0.9446,3.222,,,,,
15.329,Setup,True,232.0,423.0,,,,,,-0.4933,0.9446,3.222,,,,,
15.43,Setup,True,232.0,423.0,,,,,,-0.4933,0.9446,3.222,,,,,
15.529,Setup,True,232.0,423.0,,,,,,-0.4933,0.9446,3.222,,,,,
15.642,Setup,True,232.0,422.0,,,,,,-0.4933,0.9394,3.222,,,,,
15.757,Setup,True,232.0,421.0,,,,,,-0.4933,0.9342,3.222,,,,,
15.867,Setup,True,232.0,421.0,,,,,,-0.4907,0.9293,3.205,,,,,
15.97,Setup,True,233.0,421.0,,,,,,-0.483,0.9243,3.188,,,,,
16.08,Setup,True,233.0,422.0,,,,,,-0.4855,0.9344,3.205,,,,,
16.179,Setup,True,234.0,423.0,,,,,,-0.4803,0.9396,3.205,,,,,
16.283,Setup,True,234.0,423.0,,,,,,-0.4854,0.9496,3.239,,,,,
16.387,Setup,True,235.0,423.0,,,,,,-0.4802,0.9496,3.239,,,,,
16.491,Setup,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
16.587,Setup,True,235.0,423.0,,,,,,-0.4751,0.9396,3.205,,,,,
16.689,Setup,True,235.0,423.0,,,,,,-0.4777,0.9446,3.222,,,,,
16.798,Setup,True,236.0,423.0,,,,,,-0.4725,0.9446,3.222,,,,,
16.91,Setup,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
17.018,Setup,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
17.125,Setup,True,236.0,423.0,,,,,,-0.47,0.9396,3.205,,,,,
17.22,Setup,True,237.0,423.0,,,,,,-0.4648,0.9396,3.205,,,,,
17.316,Setup,True,237.0,423.0,,,,,,-0.4648,0.9396,3.205,,,,,
17.407,Setup,True,237.0,422.0,,,,,,-0.4648,0.9344,3.205,,,,,
17.501,Setup,True,237.0,422.0,,,,,,-0.4722,0.9493,3.256,,,,,
17.597,Setup,True,237.0,423.0,,,,,,-0.4697,0.9496,3.239,,,,,
17.701,Setup,True,238.0,423.0,,,,,,-0.4571,0.9346,3.188,,,,,
17.81,Setup,True,238.0,423.0,,,,,,-0.4571,0.9346,3.188,,,,,
17.922,Setup,True,238.0,423.0,,,,,,-0.4669,0.9546,3.256,,,,,
18.03,Setup,True,238.0,423.0,,,,,,-0.4669,0.9546,3.256,,,,,
18.128,Setup,True,238.0,423.0,,,,,,-0.462,0.9446,3.222,,,,,
18.235,Setup,True,239.0,423.0,,,,,,-0.4568,0.9446,3.222,,,,,
18.327,Setup,True,239.0,423.0,,,,,,-0.452,0.9346,3.188,,,,,
18.423,Setup,True,239.0,423.0,,,,,,-0.452,0.9346,3.188,,,,,
18.514,Setup,True,239.0,423.0,,,,,,-0.4592,0.9496,3.239,,,,,
18.603,Setup,True,240.0,423.0,,,,,,-0.454,0.9496,3.239,,,,,
18.701,Setup,True,240.0,423.0,,,,,,-0.454,0.9496,3.239,,,,,
18.798,Setup,True,241.0,423.0,,,,,,-0.4487,0.9496,3.239,,,,,
18.897,Setup,True,241.0,423.0,,,,,,-0.4464,0.9446,3.222,,,,,
18.988,Setup,True,241.0,423.0,,,,,,-0.4464,0.9446,3.222,,,,,
19.082,Setup,True,241.0,423.0,,,,,,-0.444,0.9396,3.205,,,,,
19.177,Setup,True,241.0,422.0,,,,,,-0.444,0.9344,3.205,,,,,
