time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m
14.927,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.53,,54.77,,117.75,,34.77,,158.96,47.49,3.756,7.849
14.993,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.34,,58.58,,114.94,,35.33,,158.96,47.51,3.733,7.376
15.058,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.05,,60.36,,119.76,,32.96,,158.05,47.78,3.733,7.376
15.131,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.82,,59.04,,121.39,,31.72,,157.68,47.2,3.756,7.466
15.194,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.82,,54.34,,101.47,,35.27,,157.93,47.47,3.756,7.466
15.259,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.94,,52.46,,93.95,,35.27,,147.29,47.73,3.779,7.652
15.325,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.2,,53.63,,101.31,,34.21,,153.85,47.18,3.779,7.652
15.385,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.3,,54.75,,105.45,,34.21,,156.38,47.18,3.733,7.749
15.449,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.71,,56.51,,118.23,,34.84,,157.23,46.94,3.733,7.749
15.511,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.71,,56.67,,119.6,,34.84,,156.92,46.67,3.71,7.652
15.575,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.15,,53.75,,115.47,,34.29,,155.89,46.65,3.71,7.652
15.637,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.04,,53.35,,114.18,,34.05,,153.95,46.92,3.756,7.749
15.702,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.9,,52.73,,118.66,,33.76,,160.1,46.64,3.756,7.749
15.78,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.01,,52.8,,119.62,,33.76,,160.1,46.36,3.71,8.055
15.848,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.94,,53.46,,120.35,,33.51,,160.29,46.37,3.71,8.055
15.937,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.42,,53.46,,119.18,,32.59,,160.54,46.36,3.71,7.558
16.014,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.7,,52.28,,110.5,,32.84,,158.36,46.64,3.71,7.558
16.097,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.61,,51.51,,108.82,,33.13,,156.54,46.64,3.733,7.652
16.198,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.27,,64.7,,105.67,,33.51,,157.74,46.36,3.733,7.652
16.274,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.33,,66.57,,110.01,,33.24,,155.22,46.36,3.733,7.376
16.347,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.95,,63.47,,113.01,,32.99,,157.74,45.81,3.733,7.376
16.427,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.46,,62.0,,116.44,,32.74,,158.27,45.27,3.756,8.055
16.513,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.15,,65.82,,120.8,,32.99,,158.78,45.27,3.733,8.055
16.592,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.56,,65.03,,119.07,,33.51,,159.02,45.28,3.733,7.037
16.662,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.66,,59.41,,117.54,,33.76,,140.76,45.55,3.733,7.037
16.737,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.32,,55.52,,116.77,,34.38,,138.05,45.27,3.71,7.749
16.796,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.02,,62.2,,106.47,,34.45,,148.16,45.81,3.71,7.749
16.86,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.95,,64.05,,106.46,,33.25,,147.6,45.81,3.756,7.652
16.921,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.33,,61.59,,110.22,,34.73,,146.52,46.08,3.756,7.652
16.984,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.23,,60.71,,112.01,,34.73,,145.76,45.81,3.733,7.849
17.057,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.3,,55.14,,112.36,,32.99,,149.59,45.81,3.733,7.849
17.124,Weightlifting,Snatch,Side View,Not Detected,Detected,,48.63,,54.82,,110.22,,33.69,,151.34,45.27,3.71,7.558
17.201,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.08,,54.62,,114.58,,33.69,,154.65,45.27,3.71,7.558
17.263,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.23,,54.55,,115.04,,33.69,,154.65,45.0,3.756,7.652
17.325,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.31,,54.88,,112.19,,33.44,,138.46,45.27,3.756,7.652
17.387,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.85,,56.18,,111.52,,33.96,,135.82,45.27,3.756,8.055
17.45,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.56,,61.73,,117.36,,33.69,,154.65,45.0,3.756,8.055
17.517,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.46,,63.49,,118.22,,34.92,,159.91,45.0,3.71,7.749
17.595,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.86,,60.8,,120.42,,34.22,,157.06,45.27,3.71,7.749
17.67,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.39,,59.59,,120.51,,33.93,,157.3,45.27,3.71,7.466
17.729,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.94,,66.74,,114.64,,33.51,,158.26,45.55,3.71,7.466
17.793,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.94,,70.29,,112.7,,33.51,,160.08,45.55,3.756,7.749
17.859,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.46,,69.89,,119.43,,32.2,,155.22,45.27,3.756,7.749
17.919,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.91,,68.35,,119.51,,31.08,,151.35,45.0,3.756,7.749
17.984,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.31,,66.56,,108.65,,31.61,,152.98,45.54,3.756,7.749
18.043,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.77,,65.2,,108.31,,30.84,,151.7,46.08,3.756,8.055
18.108,Weightlifting,Snatch,Side View,Not Detected,Detected,,37.81,,63.48,,104.94,,34.17,,156.28,46.37,3.756,8.055
18.167,Weightlifting,Snatch,Side View,Not Detected,Detected,,37.81,,62.58,,104.04,,34.63,,158.59,46.36,3.733,7.652
18.231,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.89,,60.94,,119.64,,33.92,,153.72,46.36,3.733,7.652
18.291,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.96,,59.76,,123.27,,34.57,,154.75,46.36,3.71,7.376
18.351,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.61,,58.77,,118.83,,35.04,,157.16,46.36,3.71,7.376
18.417,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.02,,58.43,,115.66,,35.65,,158.28,45.82,3.756,7.951
18.479,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.11,,61.59,,115.14,,33.78,,156.73,46.08,3.756,7.951
18.545,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.73,,62.75,,117.19,,33.74,,156.19,46.34,3.71,7.849
18.606,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.71,,62.21,,121.29,,32.99,,153.43,45.81,3.71,7.849
18.669,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.71,,61.43,,123.62,,32.99,,150.77,45.81,3.756,7.376
18.746,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.63,,60.74,,103.75,,36.47,,142.37,46.07,3.756,7.376
18.809,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.63,,61.17,,104.17,,37.9,,142.74,46.34,3.733,7.849
18.87,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.33,,61.73,,117.16,,36.89,,157.47,46.08,3.756,7.849
18.934,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.24,,62.25,,119.91,,36.06,,159.53,45.27,3.733,7.749
18.997,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.08,,62.55,,119.74,,35.2,,158.16,45.81,3.733,7.749
19.061,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.2,,62.08,,116.97,,35.2,,157.85,45.81,3.756,7.466
19.133,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.42,,60.95,,109.13,,36.71,,120.24,46.09,3.756,7.466
19.221,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.81,,60.54,,108.04,,37.41,,113.11,46.1,3.733,7.749
19.301,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.56,,60.08,,109.31,,37.11,,117.41,46.36,3.733,7.749
19.372,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.2,,60.03,,105.03,,37.93,,124.75,46.09,3.756,7.466
19.462,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.96,,62.57,,113.77,,38.28,,154.46,46.36,3.756,7.466
19.54,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.89,,63.33,,116.23,,36.92,,156.71,46.08,3.756,7.652
19.622,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.89,,59.69,,117.85,,37.3,,157.1,45.81,3.756,7.652
19.716,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.41,,57.12,,116.27,,36.79,,157.49,45.82,3.756,7.466
19.802,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.41,,58.3,,118.83,,36.79,,157.1,46.09,3.756,7.466
19.887,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.41,,58.3,,118.29,,36.79,,157.1,46.09,3.756,7.466
19.984,Weightlifting,Snatch,Side View,Not Detected,Detected,,37.62,,63.76,,111.73,,36.18,,141.52,46.34,3.756,7.466
20.067,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.04,,65.42,,111.67,,36.86,,140.38,46.07,3.733,7.558
20.136,Weightlifting,Snatch,Side View,Not Detected,Detected,,35.72,,63.31,,113.2,,34.95,,147.89,46.33,3.733,7.558
20.207,Weightlifting,Snatch,Side View,Not Detected,Detected,,35.72,,63.59,,113.48,,34.95,,153.51,46.33,3.733,7.376
20.283,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.63,,64.22,,104.7,,36.68,,107.78,46.61,3.733,7.376
20.342,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.45,,63.43,,102.09,,39.27,,103.58,46.33,3.756,7.849
20.407,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.09,,62.53,,106.43,,38.42,,153.99,46.34,3.756,7.849
20.482,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.09,,62.18,,107.71,,38.42,,162.14,46.34,3.756,8.503
20.545,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.81,,59.18,,114.95,,36.89,,158.71,46.34,3.733,8.503
20.606,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.58,,58.25,,117.11,,36.36,,159.03,46.07,3.733,7.849
20.67,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.05,,59.04,,113.33,,35.71,,157.18,46.34,3.733,7.849
20.741,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.98,,60.57,,114.94,,34.78,,153.76,46.34,3.756,6.957
20.809,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.34,,60.65,,115.94,,35.07,,151.29,46.9,3.756,6.957
20.871,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.34,,60.65,,115.94,,34.82,,148.71,46.9,3.71,7.376
20.935,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.88,,58.58,,117.16,,34.02,,149.59,46.88,3.71,7.376
21.002,Weightlifting,Snatch,Side View,Not Detected,Detected,,37.9,,58.33,,119.47,,34.05,,149.59,46.9,3.733,8.163
21.075,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.34,,61.9,,116.01,,36.46,,153.96,47.16,3.733,8.163
21.139,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.34,,62.64,,116.75,,36.67,,154.17,47.42,3.756,7.466
21.205,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.19,,63.13,,116.38,,36.67,,154.17,47.16,3.756,7.466
21.284,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.73,,62.75,,116.01,,36.14,,156.02,46.88,3.756,7.558
21.356,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.19,,60.71,,120.41,,36.24,,154.23,47.44,3.756,7.558
21.418,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.28,,59.41,,123.3,,36.24,,152.46,47.44,3.756,7.849
21.481,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.92,,60.59,,118.83,,35.07,,154.36,47.18,3.756,7.849
21.543,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.84,,61.07,,119.56,,35.07,,154.75,46.9,3.756,7.652
21.609,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.01,,62.04,,100.35,,36.24,,157.18,46.9,3.756,7.652
21.68,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.69,,61.71,,99.66,,35.57,,155.65,47.42,3.733,8.273
21.747,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.79,,59.8,,122.86,,35.57,,156.01,47.42,3.733,8.273
21.822,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.79,,60.21,,126.29,,35.81,,156.26,47.16,3.71,7.951
21.906,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.88,,61.46,,118.99,,36.11,,155.65,47.7,3.71,7.951
21.978,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.77,,60.38,,115.2,,36.11,,155.65,47.7,3.756,7.558
22.052,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.69,,58.86,,116.24,,36.17,,137.02,47.47,3.733,7.558
22.126,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.19,,58.13,,115.51,,35.91,,136.23,46.92,3.71,8.055
22.207,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.11,,60.01,,116.52,,35.61,,153.95,46.9,3.71,8.055
22.283,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.52,,60.41,,116.04,,35.07,,157.81,46.62,3.733,6.957
22.347,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.13,,59.74,,118.5,,35.07,,156.98,46.62,3.733,6.957
22.427,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.13,,59.74,,118.5,,35.07,,156.35,46.62,3.733,8.055
22.504,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.13,,59.32,,118.09,,35.31,,156.26,47.42,3.733,8.055
22.579,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.13,,58.9,,117.67,,35.31,,158.22,47.42,3.733,7.466
22.653,Weightlifting,Snatch,Side View,Not Detected,Detected,,36.93,,57.24,,119.65,,35.86,,154.2,47.42,3.733,7.466
22.716,Weightlifting,Snatch,Side View,Not Detected,Detected,,36.03,,56.72,,118.07,,37.01,,154.91,47.7,3.71,7.376
22.779,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.88,,60.26,,118.5,,36.35,,153.76,47.96,3.71,7.376
22.842,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.79,,61.16,,118.5,,36.35,,153.76,48.24,3.756,7.466
22.906,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.88,,60.69,,120.11,,36.59,,154.84,47.96,3.756,7.466
22.967,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.88,,60.69,,118.22,,36.59,,155.22,47.96,3.71,7.652
23.031,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.24,,62.51,,117.0,,36.27,,151.45,47.68,3.71,7.652
23.088,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.15,,63.42,,117.0,,36.04,,148.81,47.68,3.733,7.202
23.157,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.1,,59.51,,111.83,,36.27,,157.0,47.4,3.733,7.202
23.241,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.1,,58.47,,110.79,,36.27,,161.1,47.4,3.756,7.376
23.311,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.33,,59.0,,109.8,,36.04,,161.11,47.4,3.756,7.376
23.371,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.84,,59.48,,108.47,,35.16,,159.97,47.68,3.688,7.951
23.437,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.67,,62.15,,114.82,,35.21,,161.9,48.21,3.688,7.951
23.496,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.15,,62.22,,113.59,,34.85,,162.77,48.74,3.71,7.951
23.562,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.39,,57.8,,114.78,,33.99,,155.07,48.18,3.71,7.951
23.637,Weightlifting,Snatch,Side View,Not Detected,Detected,,40.51,,55.94,,115.86,,33.99,,151.34,48.46,3.71,7.202
23.702,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.03,,56.54,,117.34,,33.99,,153.04,48.21,3.71,7.202
23.769,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.91,,57.42,,118.34,,33.99,,153.04,48.21,3.71,7.037
23.849,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.86,,58.77,,120.68,,33.99,,155.65,48.21,3.71,7.037
23.923,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.86,,59.78,,121.69,,33.99,,155.92,48.21,3.71,7.376
23.985,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.86,,58.55,,116.47,,33.68,,151.03,48.46,3.71,7.376
24.062,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.45,,58.09,,113.99,,33.14,,151.03,48.18,3.733,7.951
24.142,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.64,,59.29,,113.84,,34.95,,151.41,47.96,3.733,7.951
24.22,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.21,,59.62,,113.2,,35.77,,151.15,48.24,3.733,7.652
24.297,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.03,,59.69,,114.58,,34.57,,158.06,48.46,3.733,7.652
24.376,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.56,,59.69,,119.5,,33.93,,158.84,48.71,3.71,7.849
24.449,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.03,,59.91,,119.71,,33.15,,158.53,47.96,3.71,7.849
24.513,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.39,,60.46,,123.9,,33.15,,158.37,47.7,3.756,7.849
24.577,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.82,,60.09,,120.57,,32.16,,155.77,48.71,3.756,7.849
24.662,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.26,,60.09,,119.67,,32.97,,157.4,48.95,3.756,7.118
24.737,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.97,,60.57,,122.43,,32.97,,162.05,48.71,3.756,7.118
24.817,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.44,,59.83,,119.74,,32.5,,163.41,48.46,3.71,7.202
24.89,Weightlifting,Snatch,Side View,Not Detected,Detected,,39.12,,57.56,,117.07,,32.5,,160.69,48.99,3.71,7.202
24.966,Weightlifting,Snatch,Side View,Not Detected,Detected,,38.55,,58.67,,114.65,,33.05,,160.69,49.28,3.733,7.466
25.039,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.57,,58.77,,110.2,,33.38,,157.7,49.07,3.71,7.466
25.104,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.42,,58.04,,107.06,,33.05,,155.27,49.07,3.71,7.849
25.167,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.07,,62.45,,114.07,,34.83,,164.54,49.65,3.71,7.849
25.227,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.64,,62.96,,117.02,,34.57,,164.85,49.36,3.756,7.951
25.289,Weightlifting,Snatch,Side View,Not Detected,Detected,,47.4,,64.44,,113.63,,34.57,,156.94,49.61,3.756,7.951
25.351,Weightlifting,Snatch,Side View,Not Detected,Detected,,48.28,,65.32,,113.63,,34.57,,155.38,49.61,3.733,7.466
25.413,Weightlifting,Snatch,Side View,Not Detected,Detected,,50.1,,63.6,,116.14,,35.49,,156.47,49.4,3.733,7.466
25.48,Weightlifting,Snatch,Side View,Not Detected,Detected,,49.94,,62.7,,117.38,,36.64,,157.62,49.11,3.71,7.376
25.544,Weightlifting,Snatch,Side View,Not Detected,Detected,,49.07,,58.82,,100.47,,36.9,,153.96,49.4,3.71,7.376
25.607,Weightlifting,Snatch,Side View,Not Detected,Detected,,49.07,,58.82,,102.06,,36.9,,153.96,49.4,3.733,7.652
25.665,Weightlifting,Snatch,Side View,Not Detected,Detected,,48.77,,58.86,,105.02,,37.7,,158.16,49.11,3.733,7.652
25.728,Weightlifting,Snatch,Side View,Not Detected,Detected,,47.89,,58.3,,105.95,,37.7,,160.34,49.11,3.733,8.055
25.798,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.83,,57.98,,109.89,,37.38,,159.19,49.9,3.733,8.055
25.873,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.83,,58.62,,112.69,,37.12,,158.7,49.61,3.756,7.652
25.952,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.43,,58.37,,115.56,,36.9,,164.3,49.4,3.756,7.652
26.01,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.55,,59.7,,117.78,,35.77,,164.6,49.65,3.71,7.652
26.073,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.66,,53.28,,93.81,,36.64,,156.52,49.95,3.71,7.652
26.137,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.88,,52.08,,79.14,,36.64,,156.21,49.65,3.733,7.466
26.214,Weightlifting,Snatch,Side View,Not Detected,Detected,,45.76,,60.75,,109.07,,36.94,,158.19,49.99,3.733,7.466
26.275,Weightlifting,Snatch,Side View,Not Detected,Detected,,47.49,,63.26,,119.82,,36.07,,156.21,49.74,3.733,7.558
26.339,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.04,,59.45,,107.92,,36.66,,156.21,50.6,3.733,7.558
26.405,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.87,,58.79,,109.95,,38.29,,156.82,51.4,3.756,8.055
26.467,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.14,,59.92,,99.73,,38.61,,156.25,52.19,3.756,8.055
26.527,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.94,,59.77,,102.67,,37.72,,156.26,51.58,3.756,7.558
26.589,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.52,,64.86,,107.5,,40.29,,161.13,53.45,3.779,7.558
26.667,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.77,,64.92,,112.48,,41.02,,161.4,54.0,3.779,7.652
26.729,Weightlifting,Snatch,Side View,Not Detected,Detected,,44.35,,65.01,,108.19,,40.66,,154.42,53.83,3.802,7.652
26.789,Weightlifting,Snatch,Side View,Not Detected,Detected,,42.81,,63.69,,110.04,,40.9,,146.02,54.11,3.756,7.749
26.855,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.32,,67.1,,112.34,,41.5,,150.61,54.42,3.756,7.749
26.934,Weightlifting,Snatch,Side View,Not Detected,Detected,,41.98,,75.63,,105.58,,40.11,,148.66,54.95,3.756,7.288
27.007,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.8,,78.1,,109.38,,41.09,,149.86,56.94,3.779,7.288
27.09,Weightlifting,Snatch,Side View,Not Detected,Detected,,43.34,,80.62,,111.75,,41.71,,149.46,57.26,3.733,7.288
27.175,Weightlifting,Snatch,Side View,Not Detected,Detected,,47.93,,76.28,,121.66,,39.79,,160.82,56.42,3.733,7.288
27.244,Weightlifting,Snatch,Side View,Not Detected,Detected,,50.19,,77.5,,116.28,,37.49,,159.27,56.31,3.779,7.202
27.32,Weightlifting,Snatch,Side View,Not Detected,Detected,,48.81,,79.38,,122.47,,41.19,,159.97,57.79,3.779,7.202
27.399,Weightlifting,Snatch,Side View,Not Detected,Detected,,48.59,,75.14,,122.63,,43.01,,161.47,57.91,3.756,7.376
27.458,Weightlifting,Snatch,Side View,Not Detected,Detected,,48.88,,76.56,,119.56,,42.7,,158.2,58.9,3.756,7.376
27.521,Weightlifting,Snatch,Side View,Not Detected,Detected,,49.18,,78.85,,114.16,,42.7,,158.05,59.57,3.802,7.849
27.585,Weightlifting,Snatch,Side View,Not Detected,Detected,,52.68,,80.42,,104.74,,40.89,,146.2,58.9,3.802,7.849
27.648,Weightlifting,Snatch,Side View,Not Detected,Detected,,51.59,,71.15,,102.08,,43.37,,146.55,59.1,3.756,7.558
27.712,Weightlifting,Snatch,Side View,Not Detected,Detected,,49.48,,83.58,,93.91,,39.46,,150.33,59.24,3.756,7.558
27.791,Weightlifting,Snatch,Side View,Not Detected,Detected,,46.92,,86.42,,100.78,,43.19,,151.36,59.37,3.779,7.466
27.871,Weightlifting,Snatch,Side View,Not Detected,Detected,,47.6,,86.62,,104.44,,40.77,,146.67,59.66,3.779,7.466
27.934,Weightlifting,Snatch,Side View,Not Detected,Detected,,48.1,,87.93,,105.58,,43.29,,150.12,60.91,3.779,7.288
28.01,Weightlifting,Snatch,Side View,Not Detected,Detected,,47.56,,90.25,,107.97,,42.19,,155.82,60.0,3.802,7.288
28.091,Weightlifting,Snatch,Side View,Not Detected,Detected,,47.49,,89.71,,106.81,,42.51,,151.44,60.36,3.779,7.376
28.171,Weightlifting,Snatch,Side View,Not Detected,Detected,,54.83,,99.79,,113.59,,40.5,,158.44,57.87,3.779,7.376
28.242,Weightlifting,Snatch,Side View,Not Detected,Detected,,53.12,,96.3,,110.08,,39.69,,154.4,58.9,3.779,7.466
28.317,Weightlifting,Snatch,Side View,Not Detected,Detected,,52.46,,91.12,,109.01,,36.2,,159.4,58.97,3.802,7.466
28.389,Weightlifting,Snatch,Side View,Not Detected,Detected,,52.78,,86.9,,115.52,,34.03,,161.08,59.04,3.802,7.376
28.466,Weightlifting,Snatch,Side View,Not Detected,Detected,,58.32,,95.06,,112.1,,32.73,,,59.17,3.802,7.376
28.544,Weightlifting,Snatch,Side View,Not Detected,Detected,,61.07,,96.19,,115.9,,31.15,,,55.99,3.826,7.749
28.604,Weightlifting,Snatch,Side View,Not Detected,Detected,,63.77,,99.85,,114.45,,33.86,,,55.23,3.826,7.749
28.666,Weightlifting,Snatch,Side View,Not Detected,Detected,,65.85,,100.5,,107.56,,31.03,,,54.06,3.802,7.558
28.732,Weightlifting,Snatch,Side View,Not Detected,Detected,,70.41,,106.92,,103.21,,32.72,,,53.44,3.802,7.558
28.793,Weightlifting,Snatch,Side View,Not Detected,Detected,,70.71,,107.72,,109.83,,32.11,,,53.66,3.826,7.288
28.859,Weightlifting,Snatch,Side View,Not Detected,Detected,,72.21,,107.87,,107.44,,32.55,,,50.76,3.85,7.288
28.935,Weightlifting,Snatch,Side View,Not Detected,Detected,,70.94,,104.56,,109.52,,32.52,,,49.68,3.85,7.376
29.016,Weightlifting,Snatch,Side View,Not Detected,Detected,,77.85,,110.52,,102.66,,25.29,,,47.77,3.826,7.376
29.087,Weightlifting,Snatch,Side View,Not Detected,Detected,,78.93,,112.41,,97.09,,28.47,,,48.58,3.826,7.652
29.154,Weightlifting,Snatch,Side View,Not Detected,Detected,,79.59,,110.85,,91.88,,29.38,,,46.99,3.826,7.652
29.216,Weightlifting,Snatch,Side View,Not Detected,Detected,,88.09,,120.96,,90.0,,28.87,,,46.01,3.802,7.951
