time_s,athlete_depth_m,center_depth_m
0.001,3.826,7.652
0.058,3.779,8.055
0.121,3.779,8.055
0.178,3.875,7.558
0.244,3.875,7.558
0.313,3.802,7.849
0.393,3.802,7.849
0.467,3.826,7.652
0.561,3.826,7.652
0.647,3.779,7.037
0.727,3.779,7.037
0.809,3.802,7.376
0.912,3.802,7.376
0.978,3.756,7.849
1.038,3.756,7.849
1.103,3.875,8.386
1.173,3.875,8.386
1.247,3.826,8.055
1.333,3.826,8.055
1.415,3.826,7.749
1.493,3.826,7.749
1.561,3.779,7.466
1.654,3.779,7.466
1.75,3.756,7.558
1.836,3.779,7.558
1.9,3.779,8.055
1.992,3.779,8.055
2.071,3.756,8.055
2.146,3.779,8.055
2.22,3.802,7.288
2.306,3.802,7.288
2.377,3.85,7.749
2.462,3.85,7.749
2.533,3.826,7.849
2.622,3.826,7.849
2.693,3.85,7.951
2.762,3.85,7.951
2.855,3.802,7.466
2.953,3.802,7.466
3.043,3.802,7.849
3.117,3.802,7.849
3.188,3.826,7.652
3.274,3.826,7.652
3.356,3.733,7.288
3.455,3.733,7.288
3.537,3.779,7.558
3.617,3.779,7.558
3.679,3.779,7.288
3.765,3.779,7.288
3.843,3.779,7.749
3.925,3.779,7.749
4.004,3.802,7.652
4.066,3.802,7.652
4.127,3.802,8.163
4.197,3.802,8.163
4.257,3.779,7.288
4.334,3.802,7.288
4.413,3.802,7.376
4.495,3.802,7.376
4.562,3.756,8.273
4.63,3.756,8.273
4.706,3.756,7.652
4.769,3.756,7.652
4.846,3.826,7.466
4.905,3.826,7.466
4.985,3.779,7.466
5.055,3.779,7.466
5.125,3.756,8.055
5.186,3.756,8.055
5.252,3.779,7.376
5.323,3.779,7.376
5.393,3.802,7.118
5.457,3.802,7.118
5.517,3.733,7.849
5.587,3.733,7.849
5.674,3.802,7.749
5.743,3.802,7.749
5.819,3.779,7.849
5.894,3.779,7.849
5.98,3.779,7.749
6.065,3.779,7.749
6.135,3.779,7.652
6.213,3.779,7.652
6.287,3.779,7.558
6.363,3.779,7.558
6.44,3.779,7.849
6.514,3.779,7.849
6.582,3.779,7.376
6.677,3.779,7.376
6.769,3.756,7.466
6.867,3.779,7.466
6.936,3.756,7.202
7.025,3.756,7.202
7.107,3.756,7.652
7.181,3.756,7.652
7.248,3.779,7.849
7.307,3.779,7.849
7.381,3.779,7.558
7.459,3.779,7.558
7.527,3.756,7.376
7.587,3.756,7.376
7.655,3.756,7.288
7.718,3.756,7.288
7.801,3.756,7.288
7.872,3.756,7.288
7.945,3.71,7.466
8.013,3.733,7.466
8.078,3.802,7.118
8.152,3.802,7.118
8.212,3.756,7.749
8.281,3.756,7.749
8.358,3.756,8.055
8.433,3.756,8.055
8.495,3.756,7.652
8.57,3.756,7.652
8.636,3.802,7.288
8.719,3.802,7.288
8.801,3.756,7.849
8.868,3.756,7.849
8.942,3.756,7.466
9.018,3.756,7.466
9.096,3.756,7.118
9.177,3.756,7.118
9.246,3.71,7.376
9.324,3.71,7.376
9.396,3.779,8.055
9.479,3.779,8.055
9.547,3.756,7.466
9.641,3.756,7.466
9.719,3.756,7.558
9.791,3.756,7.558
9.888,3.756,7.749
9.959,3.756,7.749
10.039,3.756,7.466
10.112,3.756,7.466
10.179,3.756,7.466
10.25,3.756,7.466
10.319,3.756,7.652
10.394,3.756,7.652
10.454,3.802,7.376
10.519,3.802,7.376
10.595,3.733,7.376
10.66,3.733,7.376
10.734,3.756,7.558
10.793,3.756,7.558
10.859,3.756,7.466
10.922,3.756,7.466
10.989,3.756,7.558
11.072,3.779,7.558
11.145,3.756,7.037
11.22,3.756,7.037
11.297,3.733,7.749
11.359,3.733,7.749
11.423,3.733,7.037
11.485,3.733,7.037
11.548,3.756,7.749
11.609,3.756,7.749
11.687,3.733,7.652
11.759,3.733,7.652
11.851,3.756,7.652
11.925,3.756,7.652
11.997,3.733,7.558
12.076,3.733,7.558
12.163,3.733,7.558
12.258,3.733,7.558
12.339,3.733,7.652
12.41,3.733,7.652
12.49,3.756,7.951
12.564,3.756,7.951
12.632,3.756,7.652
12.721,3.756,7.652
12.816,3.733,7.288
12.879,3.733,7.288
12.967,3.756,7.951
13.039,3.756,7.951
13.123,3.733,7.558
13.189,3.733,7.558
13.259,3.733,7.849
13.339,3.733,7.849
13.428,3.756,8.055
13.505,3.756,8.055
13.587,3.733,7.558
13.684,3.733,7.558
13.781,3.733,7.652
13.844,3.733,7.652
13.916,3.71,7.652
14.016,3.71,7.652
14.097,3.733,7.376
14.161,3.733,7.376
14.238,3.756,8.055
14.305,3.756,8.055
14.367,3.733,7.376
14.428,3.733,7.376
14.506,3.733,7.466
14.585,3.733,7.466
14.654,3.733,7.288
14.746,3.733,7.288
14.84,3.756,7.849
14.927,3.756,7.849
14.993,3.733,7.376
15.058,3.733,7.376
15.131,3.756,7.466
15.194,3.756,7.466
15.259,3.779,7.652
15.325,3.779,7.652
15.385,3.733,7.749
15.449,3.733,7.749
15.511,3.71,7.652
15.575,3.71,7.652
15.637,3.756,7.749
15.702,3.756,7.749
15.78,3.71,8.055
15.848,3.71,8.055
15.937,3.71,7.558
16.014,3.71,7.558
16.097,3.733,7.652
16.198,3.733,7.652
16.274,3.733,7.376
16.347,3.733,7.376
16.427,3.756,8.055
16.513,3.733,8.055
16.592,3.733,7.037
16.662,3.733,7.037
16.737,3.71,7.749
16.796,3.71,7.749
16.86,3.756,7.652
16.921,3.756,7.652
16.984,3.733,7.849
17.057,3.733,7.849
17.124,3.71,7.558
17.201,3.71,7.558
17.263,3.756,7.652
17.325,3.756,7.652
17.387,3.756,8.055
17.45,3.756,8.055
17.517,3.71,7.749
17.595,3.71,7.749
17.67,3.71,7.466
17.729,3.71,7.466
17.793,3.756,7.749
17.859,3.756,7.749
17.919,3.756,7.749
17.984,3.756,7.749
18.043,3.756,8.055
18.108,3.756,8.055
18.167,3.733,7.652
18.231,3.733,7.652
18.291,3.71,7.376
18.351,3.71,7.376
18.417,3.756,7.951
18.479,3.756,7.951
18.545,3.71,7.849
18.606,3.71,7.849
18.669,3.756,7.376
18.746,3.756,7.376
18.809,3.733,7.849
18.87,3.756,7.849
18.934,3.733,7.749
18.997,3.733,7.749
19.061,3.756,7.466
19.133,3.756,7.466
19.221,3.733,7.749
19.301,3.733,7.749
19.372,3.756,7.466
19.462,3.756,7.466
19.54,3.756,7.652
19.622,3.756,7.652
19.716,3.756,7.466
19.802,3.756,7.466
19.887,3.756,7.466
19.984,3.756,7.466
20.067,3.733,7.558
20.136,3.733,7.558
20.207,3.733,7.376
20.283,3.733,7.376
20.342,3.756,7.849
20.407,3.756,7.849
20.482,3.756,8.503
20.545,3.733,8.503
20.606,3.733,7.849
20.67,3.733,7.849
20.741,3.756,6.957
20.809,3.756,6.957
20.871,3.71,7.376
20.935,3.71,7.376
21.002,3.733,8.163
21.075,3.733,8.163
21.139,3.756,7.466
21.205,3.756,7.466
21.284,3.756,7.558
21.356,3.756,7.558
21.418,3.756,7.849
21.481,3.756,7.849
21.543,3.756,7.652
21.609,3.756,7.652
21.68,3.733,8.273
21.747,3.733,8.273
21.822,3.71,7.951
21.906,3.71,7.951
21.978,3.756,7.558
22.052,3.733,7.558
22.126,3.71,8.055
22.207,3.71,8.055
22.283,3.733,6.957
22.347,3.733,6.957
22.427,3.733,8.055
22.504,3.733,8.055
22.579,3.733,7.466
22.653,3.733,7.466
22.716,3.71,7.376
22.779,3.71,7.376
22.842,3.756,7.466
22.906,3.756,7.466
22.967,3.71,7.652
23.031,3.71,7.652
23.088,3.733,7.202
23.157,3.733,7.202
23.241,3.756,7.376
23.311,3.756,7.376
23.371,3.688,7.951
23.437,3.688,7.951
23.496,3.71,7.951
23.562,3.71,7.951
23.637,3.71,7.202
23.702,3.71,7.202
23.769,3.71,7.037
23.849,3.71,7.037
23.923,3.71,7.376
23.985,3.71,7.376
24.062,3.733,7.951
24.142,3.733,7.951
24.22,3.733,7.652
24.297,3.733,7.652
24.376,3.71,7.849
24.449,3.71,7.849
24.513,3.756,7.849
24.577,3.756,7.849
24.662,3.756,7.118
24.737,3.756,7.118
24.817,3.71,7.202
24.89,3.71,7.202
24.966,3.733,7.466
25.039,3.71,7.466
25.104,3.71,7.849
25.167,3.71,7.849
25.227,3.756,7.951
25.289,3.756,7.951
25.351,3.733,7.466
25.413,3.733,7.466
25.48,3.71,7.376
25.544,3.71,7.376
25.607,3.733,7.652
25.665,3.733,7.652
25.728,3.733,8.055
25.798,3.733,8.055
25.873,3.756,7.652
25.952,3.756,7.652
26.01,3.71,7.652
26.073,3.71,7.652
26.137,3.733,7.466
26.214,3.733,7.466
26.275,3.733,7.558
26.339,3.733,7.558
26.405,3.756,8.055
26.467,3.756,8.055
26.527,3.756,7.558
26.589,3.779,7.558
26.667,3.779,7.652
26.729,3.802,7.652
26.789,3.756,7.749
26.855,3.756,7.749
26.934,3.756,7.288
27.007,3.779,7.288
27.09,3.733,7.288
27.175,3.733,7.288
27.244,3.779,7.202
27.32,3.779,7.202
27.399,3.756,7.376
27.458,3.756,7.376
27.521,3.802,7.849
27.585,3.802,7.849
27.648,3.756,7.558
27.712,3.756,7.558
27.791,3.779,7.466
27.871,3.779,7.466
27.934,3.779,7.288
28.01,3.802,7.288
28.091,3.779,7.376
28.171,3.779,7.376
28.242,3.779,7.466
28.317,3.802,7.466
28.389,3.802,7.376
28.466,3.802,7.376
28.544,3.826,7.749
28.604,3.826,7.749
28.666,3.802,7.558
28.732,3.802,7.558
28.793,3.826,7.288
28.859,3.85,7.288
28.935,3.85,7.376
29.016,3.826,7.376
29.087,3.826,7.652
29.154,3.826,7.652
29.216,3.802,7.951
29.276,3.802,7.951
29.357,3.802,7.951
29.429,3.802,7.951
29.489,3.756,7.288
29.561,3.666,7.288
29.639,3.601,7.466
29.712,3.58,7.466
29.787,3.382,7.652
29.855,3.58,7.652
29.933,3.459,7.951
30.01,3.401,7.951
30.085,3.309,7.288
30.163,3.291,7.288
30.222,3.256,7.558
30.291,3.239,7.558
30.365,3.108,7.558
30.427,3.156,7.558
30.519,3.076,7.558
30.582,3.123,7.558
30.646,3.076,7.466
30.707,3.123,7.466
30.771,3.076,7.558
30.831,3.061,7.558
30.894,3.156,7.288
30.957,3.123,7.288
31.022,3.061,7.652
31.083,3.076,7.652
31.161,3.156,7.951
31.225,3.156,7.951
31.285,3.256,7.652
31.351,3.205,7.652
31.429,3.291,7.466
31.487,3.291,7.466
31.551,3.291,7.202
31.614,3.291,7.202
31.679,3.274,7.749
31.755,3.274,7.749
31.817,3.291,7.118
31.88,3.291,7.118
31.948,3.42,7.558
32.021,3.401,7.558
32.098,3.309,7.202
32.158,4.281,7.202
32.222,3.924,8.055
32.292,4.081,8.055
32.359,,7.466
32.452,3.899,7.466
32.533,3.924,7.558
32.597,3.95,7.558
32.665,3.924,7.558
32.752,3.924,7.558
32.825,3.875,7.849
32.901,3.875,7.849
32.973,3.875,7.652
33.049,3.875,7.652
33.128,3.899,7.288
33.191,3.924,7.288
33.262,3.875,7.376
33.739,3.875,7.376
33.889,3.899,7.749
34.008,3.899,7.749
34.156,3.924,7.749
34.246,3.924,7.749
34.354,3.899,7.037
34.427,3.899,7.037
34.499,3.875,7.466
34.583,3.875,7.466
34.649,3.924,7.652
34.725,3.95,7.652
34.785,3.875,7.652
34.851,3.875,7.652
34.942,3.875,7.037
35.023,3.875,7.037
35.124,3.875,7.749
35.218,3.875,7.749
35.3,3.875,7.202
35.371,3.85,7.202
35.451,3.875,7.951
35.529,3.875,7.951
35.599,3.95,7.118
35.665,3.95,7.118
35.725,3.875,7.288
35.795,3.875,7.288
35.869,3.924,7.652
35.93,3.924,7.652
35.99,3.899,7.037
36.053,3.899,7.037
36.114,3.924,7.288
36.18,3.924,7.288
36.24,3.875,7.466
36.303,3.875,7.466
36.371,3.826,7.652
36.449,3.826,7.652
36.526,3.924,8.273
36.602,3.924,8.273
36.667,3.924,8.055
36.743,3.924,8.055
36.804,3.875,7.558
36.882,3.875,7.558
36.943,3.924,7.558
37.008,3.924,7.558
37.069,3.875,7.558
37.132,3.875,7.558
37.192,3.924,7.652
37.26,3.924,7.652
37.336,3.924,8.163
37.397,3.924,8.163
37.48,3.899,7.466
37.558,3.899,7.466
37.64,3.95,7.466
37.713,3.95,7.466
37.789,3.899,7.288
37.849,3.899,7.288
37.912,3.924,7.849
37.979,3.924,7.849
38.058,3.899,7.749
38.128,3.899,7.749
38.192,3.924,7.376
38.259,3.924,7.376
38.334,3.899,7.376
38.41,3.899,7.376
38.497,3.924,7.466
38.565,3.95,7.466
38.643,3.899,7.288
38.706,3.924,7.288
38.771,3.899,7.652
38.847,3.899,7.652
38.919,3.875,7.118
38.985,3.875,7.118
39.051,3.875,7.558
39.125,3.875,7.558
39.19,3.924,7.749
39.258,3.924,7.749
39.329,3.95,7.849
39.398,3.95,7.849
39.482,3.85,7.376
39.583,3.875,7.376
39.645,3.875,7.749
39.711,3.875,7.749
39.812,3.826,7.749
39.889,3.826,7.749
39.968,3.924,7.652
40.047,3.924,7.652
40.135,3.899,7.652
40.21,3.899,7.652
40.289,3.95,7.652
40.363,3.95,7.652
40.426,3.95,8.055
40.487,3.95,8.055
40.549,3.95,7.202
40.63,3.924,7.202
40.707,3.875,8.055
40.787,3.875,8.055
40.866,3.899,7.288
40.959,3.899,7.288
41.032,3.826,7.652
41.112,3.826,7.652
41.19,3.924,7.652
41.267,3.924,7.652
41.347,3.95,7.749
41.422,3.95,7.749
41.497,3.924,7.652
41.563,3.924,7.652
41.625,3.975,7.749
41.705,3.975,7.749
41.78,3.95,7.466
41.857,3.95,7.466
41.932,3.924,7.749
41.995,3.924,7.749
42.057,3.924,7.466
42.121,3.924,7.466
42.186,3.899,7.376
42.246,3.899,7.376
42.31,3.95,7.558
42.37,3.95,7.558
42.432,3.95,7.466
42.495,3.95,7.466
42.558,4.001,7.951
42.62,4.001,7.951
42.701,3.975,7.951
42.777,3.975,7.951
42.85,4.028,7.849
42.91,4.028,7.849
42.974,3.95,7.376
43.039,3.95,7.376
43.129,3.95,7.749
43.212,3.95,7.749
43.287,3.95,7.466
43.369,3.95,7.466
43.442,4.001,7.749
43.506,4.001,7.749
43.572,4.028,7.558
43.647,4.028,7.558
43.721,3.975,7.376
43.783,3.975,7.376
43.848,3.95,7.749
43.911,3.95,7.749
43.973,4.001,7.652
44.036,4.001,7.652
44.098,3.95,7.376
44.178,3.95,7.376
44.252,3.975,7.376
44.331,3.975,7.376
44.407,3.975,7.376
44.483,3.95,7.376
44.546,3.975,7.466
44.607,3.975,7.466
44.677,3.95,7.558
44.748,3.95,7.558
44.813,3.975,7.951
44.895,3.975,7.951
44.97,4.001,7.951
45.031,4.001,7.951
45.092,3.975,7.749
45.157,3.975,7.749
45.223,3.975,7.749
45.282,3.975,7.749
45.347,3.975,7.749
45.409,3.975,7.749
45.472,3.975,7.849
45.539,3.975,7.849
45.62,4.001,7.652
45.696,4.001,7.652
45.777,3.95,7.558
45.852,3.95,7.558
45.925,3.924,7.466
45.989,3.924,7.466
46.052,4.001,8.055
46.117,4.001,8.055
46.19,3.95,7.288
46.252,3.95,7.288
46.318,3.975,7.558
46.383,3.975,7.558
46.441,3.975,7.951
46.521,3.975,7.951
46.584,3.95,7.466
46.667,3.95,7.466
46.741,3.975,7.558
46.817,3.975,7.558
46.879,3.924,7.288
46.975,3.924,7.288
47.055,3.95,7.558
47.129,3.95,7.558
47.199,3.975,7.376
47.27,3.975,7.376
47.333,3.826,7.558
47.395,3.85,7.558
47.482,3.95,7.466
47.556,3.95,7.466
47.627,3.899,7.466
47.695,3.899,7.466
47.768,3.875,7.951
47.851,3.875,7.951
47.928,3.875,7.749
48.003,3.875,7.749
48.086,3.875,7.652
48.158,3.875,7.652
48.22,3.875,7.202
48.284,3.875,7.202
48.347,3.875,6.957
48.413,3.875,6.957
48.474,3.875,7.376
48.538,3.875,7.376
48.618,3.875,7.466
48.693,3.875,7.466
48.77,3.85,7.849
48.833,3.85,7.849
48.911,3.924,7.558
48.978,3.924,7.558
49.052,3.899,7.466
49.131,3.899,7.466
49.208,3.875,7.202
49.268,3.875,7.202
49.328,3.899,7.849
49.413,3.899,7.849
49.488,3.85,7.558
49.547,3.85,7.558
49.609,3.85,7.749
49.673,3.85,7.749
49.755,3.875,7.849
49.829,3.899,7.849
49.907,3.875,7.558
49.986,3.875,7.558
50.071,3.85,7.376
50.2,3.85,7.376
50.281,3.826,7.749
50.341,3.802,7.749
50.411,3.756,7.652
50.487,3.802,7.652
50.551,3.644,7.849
50.609,3.733,7.849
50.681,3.459,7.951
50.757,3.498,7.951
50.83,3.364,7.118
50.892,3.382,7.118
50.969,3.327,
51.032,3.309,
51.113,3.291,7.037
51.189,3.291,7.037
51.249,3.382,7.288
51.312,3.382,7.288
51.397,3.401,7.202
51.471,3.382,7.202
51.534,3.309,7.749
51.615,3.309,7.749
51.689,3.382,7.849
51.752,3.364,7.849
51.815,3.364,7.652
51.875,3.364,7.652
51.936,3.439,7.749
52.0,3.42,7.749
52.063,3.478,7.749
52.126,3.478,7.749
52.186,3.644,7.951
52.25,3.644,7.951
52.311,3.666,7.118
52.376,3.688,7.118
52.446,3.733,7.466
52.529,3.733,7.466
52.599,3.733,7.951
