time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.01,Sprinting,Sprinting,Side View,Flight / Swing,Detected,75.03,154.18,154.08,135.48,152.57,173.63,,78.26,,141.34,29.74,,,,,,,,,,,,,,,,,,
0.061,Sprinting,Sprinting,Side View,Flight / Swing,Detected,81.79,144.66,162.43,140.62,157.93,174.87,,72.26,,141.52,28.93,,,,,,,,,,,,,,,,,,
0.109,Sprinting,Sprinting,Side View,Flight / Swing,Detected,79.96,137.49,161.9,146.24,158.39,171.87,,69.84,,142.94,29.54,,,,,,,,,,,,,,,,,,
0.159,Sprinting,Sprinting,Side View,Flight / Swing,Detected,91.27,131.7,168.1,148.32,177.73,177.19,,70.8,,130.27,25.2,,,,,,,,,,,,,,,,,,
0.21,Sprinting,Sprinting,Side View,Flight / Swing,Detected,178.26,70.42,105.27,146.91,161.45,170.15,,65.67,,126.32,23.09,,,,,,,,,,,,,,,,,,
0.261,Sprinting,Sprinting,Side View,Flight / Swing,Detected,85.83,64.1,50.78,144.33,14.35,143.39,,92.13,,155.88,22.48,,,,,,,,,,,,,,,,,,
0.312,Sprinting,Sprinting,Side View,Flight / Swing,Detected,92.37,85.24,159.12,66.8,176.69,158.2,,51.47,,119.54,20.31,,,,,,,,,,,,,,,,,,
0.363,Sprinting,Sprinting,Side View,Flight / Swing,Detected,88.34,129.4,146.56,141.81,148.31,175.5,,41.39,,113.58,19.27,,,,,,,,,,,,,,,,,,
0.413,Sprinting,Sprinting,Side View,Flight / Swing,Detected,99.74,144.71,147.99,121.65,158.23,136.45,,18.01,,106.76,16.12,,,,,,,,,,,,,,,,,,
0.464,Sprinting,Sprinting,Side View,Flight / Swing,Detected,128.93,106.03,141.68,133.51,87.71,103.13,,5.88,,162.35,17.63,,,,,,,,,,,,,,,,,,
0.515,Sprinting,Sprinting,Side View,Initial Contact,Detected,114.78,98.13,176.88,111.49,176.2,113.97,,32.47,,162.71,19.35,,,,,,,,,,,,,,,,,,
0.566,Sprinting,Sprinting,Side View,Initial Contact,Detected,125.37,103.5,179.65,117.84,140.6,102.72,,26.03,,161.57,20.16,,,,,,,,,,,,,,,,,,
0.616,Sprinting,Sprinting,Side View,Toe-Off,Detected,132.85,75.14,80.05,36.73,44.24,129.13,,34.19,,148.82,18.7,,,,,,,,,,,,,,,,,,
0.666,Sprinting,Sprinting,Side View,Initial Contact,Detected,131.02,90.82,111.16,25.77,149.23,85.03,,31.73,,157.89,17.14,,,,,,,,,,,,,,,,,,
0.717,Sprinting,Sprinting,Side View,Initial Contact,Detected,128.18,102.45,97.65,37.04,125.54,104.57,,25.18,,151.76,18.29,,,,,,,,,,,,,,,,,,
0.768,Sprinting,Sprinting,Side View,Initial Contact,Detected,128.82,100.06,80.65,41.19,130.57,120.73,,42.65,,160.21,18.73,,,,,,,,,,,,,,,,,,
0.819,Sprinting,Sprinting,Side View,Initial Contact,Detected,161.0,104.65,126.66,51.94,145.09,110.0,,45.09,,169.69,20.02,,,,,,,,,,,,,,,,,,
0.87,Sprinting,Sprinting,Side View,Initial Contact,Detected,160.07,103.11,129.71,56.33,143.41,112.11,,47.64,,176.49,21.3,,,,,,,,,,,,,,,,,,
0.92,Sprinting,Sprinting,Side View,Support Phase,Detected,167.81,85.93,133.6,56.5,130.75,112.7,,55.52,,160.68,22.31,,,,,,,,,,,,,,,,,,
0.971,Sprinting,Sprinting,Side View,Support Phase,Detected,169.95,88.8,156.75,106.01,178.17,125.84,,52.08,,164.19,22.66,,,,,,,,,,,,,,,,,,
