time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m
0.0,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,161.51,165.52,179.63,179.45,160.84,171.32,22.11,28.66,168.97,152.95,2.9,3.356,3.338
0.04,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,161.68,165.72,179.58,179.82,160.84,171.49,21.89,28.66,168.88,151.77,2.88,3.338,3.302
0.115,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,159.29,164.8,178.59,179.11,160.8,171.08,24.46,28.84,167.75,152.4,3.13,3.338,3.302
0.205,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,159.02,164.42,178.51,178.85,160.72,171.58,23.6,28.69,170.0,152.83,3.21,3.32,3.266
0.29,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,156.55,164.28,176.67,178.85,160.83,171.58,25.07,28.84,169.86,151.93,3.37,3.302,3.266
0.358,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,156.14,164.99,176.56,179.39,160.81,172.32,25.39,30.76,169.79,149.28,3.45,3.32,3.249
0.438,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,154.09,164.68,174.71,178.58,159.03,175.74,25.11,30.32,173.52,150.24,3.61,3.32,3.249
0.496,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,154.86,164.76,174.83,178.4,159.04,175.83,25.62,31.54,173.52,147.84,3.12,3.338,3.198
0.58,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.95,163.07,173.23,179.87,159.15,175.09,26.49,32.72,174.94,148.33,3.33,3.338,3.198
0.665,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.65,161.9,173.35,179.87,160.02,175.09,26.9,32.65,176.09,150.79,2.83,3.338,3.198
0.73,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.39,161.9,171.35,179.95,159.09,175.27,25.83,33.64,177.56,149.99,2.78,3.32,3.198
0.806,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.52,161.9,171.47,179.86,159.08,175.36,25.83,33.64,177.56,149.62,2.78,3.32,3.148
0.873,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.97,161.46,171.22,179.86,159.09,174.84,26.02,34.6,179.1,149.09,2.29,3.32,3.148
0.936,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.83,161.46,171.1,179.86,158.24,174.84,26.16,34.6,178.85,149.28,2.29,3.249,3.165
1.008,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.59,161.71,170.56,179.08,158.29,173.88,27.74,34.24,175.57,150.17,2.41,3.249,3.165
1.08,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,150.84,161.37,170.41,178.89,155.96,173.81,29.32,34.48,175.57,150.17,3.08,3.148,3.101
1.175,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,148.38,160.51,168.5,178.32,155.12,173.59,30.39,35.21,177.36,148.45,3.25,3.148,3.101
1.255,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,146.6,160.38,167.25,178.19,157.49,173.59,31.05,35.21,177.08,148.23,3.29,3.148,3.009
1.331,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,146.69,158.58,166.62,176.0,158.4,172.66,31.55,35.75,175.7,149.75,2.73,3.148,3.009
1.414,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,146.45,158.58,166.4,176.0,160.76,172.66,31.55,37.0,175.7,147.41,2.73,3.181,3.009
1.502,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,142.26,158.13,165.24,175.84,157.55,172.66,34.58,37.29,177.12,147.41,3.58,3.181,3.009
1.579,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,141.63,159.07,165.24,175.84,157.55,173.19,35.21,38.78,177.12,144.78,4.4,3.232,2.965
1.675,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,139.53,157.15,165.21,172.92,152.92,171.08,37.31,37.62,178.64,146.31,4.7,3.249,2.965
1.76,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,137.6,159.61,164.06,174.09,152.92,168.35,39.38,37.5,177.34,143.81,5.55,3.198,3.009
1.834,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,136.49,157.96,164.57,171.93,155.99,168.2,40.2,38.95,178.35,142.9,5.71,3.215,3.009
1.915,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,135.63,158.07,164.57,170.19,155.99,167.41,42.15,38.49,177.25,143.78,6.71,3.181,3.069
1.997,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,133.77,155.34,164.56,170.19,158.33,167.41,44.01,41.22,177.25,143.78,6.44,3.198,3.069
2.062,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,134.07,155.34,164.85,170.19,158.32,169.5,44.85,41.79,175.23,141.7,6.44,3.165,3.148
2.126,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,133.44,154.13,165.73,170.19,158.33,169.5,46.61,45.0,175.16,139.72,6.12,3.181,3.148
2.202,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,131.39,154.13,164.85,170.99,158.32,170.3,48.86,45.72,174.08,139.23,6.23,3.148,3.636
2.281,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,131.96,150.63,163.43,169.6,159.93,170.3,47.41,48.57,175.36,138.0,5.19,3.165,3.636
2.377,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,132.74,151.3,163.08,167.36,163.08,169.5,46.04,46.96,175.83,137.26,6.01,3.198,4.886
2.46,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,130.12,151.01,162.77,167.07,159.93,169.5,49.36,48.95,174.8,135.27,6.23,3.215,4.886
2.546,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,130.25,151.44,161.9,167.08,155.56,169.51,49.36,47.73,174.8,136.05,6.12,3.165,7.186
2.62,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,121.84,148.39,158.47,167.08,154.73,169.51,57.12,53.24,171.63,133.6,6.84,3.165,7.186
2.686,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,121.84,151.28,158.52,168.29,153.75,169.51,56.8,51.55,172.14,133.6,7.97,3.101,7.732
2.766,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,120.01,152.54,155.0,167.47,149.54,168.69,56.49,47.4,172.45,137.6,9.27,3.085,7.732
2.841,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,116.38,153.0,153.16,167.47,147.2,168.11,58.52,45.43,172.14,137.44,10.2,3.101,8.037
2.928,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,114.39,152.73,152.71,167.2,152.12,168.11,59.75,46.17,172.86,138.37,10.41,3.101,8.037
3.005,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,113.92,152.73,152.24,167.2,153.71,167.47,59.45,46.17,173.37,138.37,10.41,3.116,8.852
3.084,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,115.78,152.73,155.83,167.2,155.43,170.54,59.75,46.94,172.45,137.6,10.41,3.116,8.852
3.174,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,115.78,152.87,155.83,166.07,158.25,166.63,59.75,46.51,172.26,137.84,10.2,3.116,8.367
3.231,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,112.41,152.26,155.78,166.37,158.2,165.13,63.43,48.21,172.34,136.8,11.07,3.116,8.367
3.299,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,108.22,152.26,156.93,166.37,156.36,168.55,68.07,48.21,173.3,136.55,12.8,3.165,8.254
3.384,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,113.2,152.44,159.0,166.08,153.47,168.55,63.43,47.75,175.01,136.8,12.01,3.165,8.254
3.454,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,111.37,151.98,159.0,166.08,153.47,168.55,65.26,49.05,175.47,136.2,12.53,3.116,7.541
3.537,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,111.98,151.49,156.08,166.08,149.17,167.86,63.43,51.68,175.24,132.44,12.53,3.116,7.541
3.618,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,111.98,151.49,156.08,166.07,146.68,165.12,63.43,52.9,175.47,131.21,12.53,3.148,7.541
3.68,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,110.15,151.49,156.14,166.07,145.33,165.12,65.84,52.9,174.66,131.21,12.8,3.148,7.541
3.768,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,111.54,150.96,156.59,166.07,148.78,162.77,63.72,53.42,174.95,131.21,12.8,3.085,8.144
3.853,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,110.18,146.56,157.44,165.65,148.83,166.76,67.88,57.25,171.49,130.53,11.31,3.085,8.144
3.925,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,100.91,145.85,154.18,165.65,149.83,166.76,71.15,58.97,175.93,129.79,17.53,3.085,8.852
4.013,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,99.65,146.87,155.7,165.96,151.83,166.76,73.7,57.25,175.39,130.8,17.53,3.085,8.852
4.089,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,100.87,147.17,155.7,166.26,154.54,166.76,73.66,57.25,174.22,130.8,16.14,3.085,8.726
4.155,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,98.52,143.71,155.7,164.74,154.54,166.76,74.84,59.19,174.15,130.53,17.53,3.101,8.726
4.232,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,98.52,143.71,155.7,164.74,154.54,166.76,74.84,59.19,174.15,130.53,17.53,3.054,8.603
4.319,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,103.18,143.71,156.5,164.74,154.54,166.76,70.7,59.19,173.17,130.53,16.7,3.054,8.603
4.423,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,103.18,143.71,156.57,164.74,153.48,166.76,70.44,61.46,173.58,127.19,16.7,3.069,8.483
4.501,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,104.32,142.94,149.93,164.74,145.58,166.76,69.48,63.3,169.13,126.12,11.59,3.069,8.483
4.566,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,105.37,142.94,149.38,164.74,144.43,166.76,68.96,62.23,168.05,126.89,10.18,3.101,8.254
4.64,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,101.38,145.31,151.9,164.41,147.64,166.76,71.46,61.8,170.04,124.91,16.7,3.101,8.254
4.729,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,99.02,145.97,151.9,164.41,150.24,166.76,71.32,60.07,172.66,125.99,18.85,3.116,8.483
4.816,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,98.44,144.61,153.99,164.41,151.07,166.76,73.7,62.51,170.73,124.91,20.22,3.116,8.483
4.895,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,98.26,143.85,156.57,164.41,151.89,166.76,75.62,63.27,170.73,124.91,21.25,3.101,8.852
4.982,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,99.51,143.89,153.73,163.69,149.09,166.76,76.86,62.51,166.97,124.91,15.52,3.101,8.852
5.067,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,100.11,143.89,152.07,163.69,145.49,166.76,76.27,62.51,166.29,124.91,14.04,3.101,8.144
5.169,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,103.19,144.26,152.16,164.05,141.47,163.61,75.38,61.43,164.11,125.99,11.0,3.085,8.144
5.242,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,103.19,142.25,152.97,164.05,142.28,160.56,74.99,61.2,163.22,127.92,9.46,3.132,8.037
5.315,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,106.16,141.43,154.94,163.2,149.83,160.71,74.7,63.05,161.77,126.89,8.13,3.132,8.037
5.386,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,106.16,141.43,154.86,163.2,156.52,160.71,74.7,62.02,161.77,127.6,8.13,3.085,8.852
5.454,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,106.6,142.25,155.3,163.2,152.58,161.62,74.7,60.22,161.77,128.9,7.91,3.085,8.852
5.538,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,106.6,144.26,155.3,163.2,152.58,161.62,74.7,59.41,161.77,127.71,9.46,3.085,8.254
5.612,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,98.42,143.5,155.73,163.21,152.58,158.93,75.26,61.16,171.18,127.02,18.92,3.085,8.254
5.682,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,96.91,143.04,154.55,163.56,149.01,158.93,75.2,60.98,170.96,127.71,20.92,3.085,8.367
5.747,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,98.53,139.96,154.98,163.56,146.31,161.63,77.1,63.84,167.8,127.92,15.71,3.085,8.367
5.809,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,97.33,139.96,154.98,163.56,146.31,161.63,79.7,63.84,166.34,128.22,14.47,3.101,8.254
5.868,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,97.33,137.84,154.89,163.56,148.92,164.41,81.14,62.82,166.2,131.37,9.46,3.085,8.254
5.935,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,96.16,138.0,153.71,164.81,150.16,164.41,81.14,62.64,167.49,132.33,9.78,3.101,8.726
6.012,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,97.74,141.73,156.13,167.2,148.39,165.26,81.14,61.72,167.74,131.37,11.69,3.101,8.726
6.105,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,97.55,141.73,158.21,167.2,147.96,165.26,81.39,61.72,168.98,131.37,13.57,3.085,8.254
6.185,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,91.24,140.91,159.74,167.47,145.39,161.57,89.57,62.82,168.64,132.71,13.5,3.101,8.254
6.257,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,84.84,138.93,160.01,167.99,149.23,161.57,96.31,66.24,168.78,131.77,15.95,3.132,7.932
6.32,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,84.84,139.44,160.01,166.37,146.74,157.92,96.31,64.01,168.78,132.96,15.26,3.132,7.932
6.395,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,87.92,139.15,159.68,166.08,146.74,156.34,92.89,64.01,168.78,133.21,14.62,3.085,8.144
6.457,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,86.75,139.15,157.68,166.08,145.9,156.34,92.89,64.33,168.78,134.39,14.62,3.085,8.144
6.527,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,86.75,140.34,157.68,166.08,144.49,156.34,92.89,65.22,168.78,132.5,17.65,3.132,8.254
6.607,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,87.92,140.63,159.68,166.35,145.33,161.63,92.89,63.43,166.01,136.65,17.65,3.132,8.254
6.679,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,87.92,139.3,159.68,166.35,145.33,165.12,93.25,66.78,164.15,134.78,18.43,3.116,8.254
6.742,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,87.21,136.6,159.03,164.83,149.29,164.44,93.25,65.92,165.58,139.4,15.26,3.116,8.254
6.822,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,87.73,136.6,158.72,164.83,149.35,167.29,93.5,65.92,164.36,139.48,12.8,3.069,8.483
6.895,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,90.16,137.57,158.6,164.51,152.96,164.44,89.93,62.63,165.51,143.91,14.04,3.069,8.483
6.96,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,90.16,137.57,158.6,164.51,151.83,164.44,89.93,62.63,165.51,145.12,14.04,3.116,8.603
7.02,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,88.92,133.59,157.36,162.42,155.57,163.62,89.93,64.54,168.16,147.14,15.26,3.116,8.603
7.087,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,90.4,129.9,157.76,162.77,155.57,160.84,89.63,66.66,167.38,149.09,10.78,3.132,8.483
7.15,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,88.78,126.92,155.38,160.72,154.81,160.02,89.63,68.41,167.38,150.34,11.31,3.132,8.483
7.214,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,88.78,126.92,155.38,160.72,154.81,158.26,89.63,67.22,168.73,154.01,11.31,3.116,8.603
7.291,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,92.15,128.29,155.3,160.35,154.73,158.26,85.9,64.76,165.03,154.71,10.3,3.116,8.603
7.367,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,92.15,128.29,155.3,161.16,154.73,161.66,84.79,64.09,166.14,156.76,10.3,3.116,8.483
7.427,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,94.61,127.9,153.63,160.79,151.2,161.69,81.24,64.09,166.47,157.7,9.87,3.101,8.483
7.508,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,95.03,126.55,154.05,161.19,151.2,161.69,80.93,65.83,166.78,157.7,10.3,3.054,8.254
7.585,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,96.16,119.64,157.58,160.76,152.23,160.88,84.4,71.01,165.77,160.0,0.0,3.024,8.254
7.666,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,83.68,117.72,158.25,161.13,152.23,160.88,97.56,72.7,165.84,160.6,0.0,3.101,8.254
7.741,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,77.47,114.08,157.88,159.21,154.58,162.12,102.96,74.05,165.44,164.05,4.76,3.085,8.254
7.807,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,77.81,113.69,158.14,158.85,154.5,162.15,102.96,73.52,165.44,164.81,4.76,3.039,8.603
7.883,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,83.28,110.98,160.14,158.85,156.31,162.15,98.27,76.76,165.77,165.2,4.76,3.039,8.603
7.962,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,83.28,110.98,160.14,158.85,156.31,162.15,98.27,76.22,165.77,165.98,4.76,3.069,8.037
8.04,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,82.35,111.37,160.7,159.21,157.19,162.12,99.22,75.71,165.44,166.5,9.46,3.069,8.037
8.116,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,83.51,111.37,162.74,159.21,158.07,159.21,99.22,75.71,165.44,166.5,9.46,3.132,7.732
8.181,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,82.35,111.37,160.7,158.43,157.19,160.47,99.22,75.71,168.09,166.25,9.46,3.132,7.732
8.265,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,82.35,111.75,159.68,158.76,155.48,166.81,98.13,75.71,171.68,167.39,9.46,3.054,8.603
8.335,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,79.76,106.34,162.16,159.42,155.62,166.77,102.93,81.82,169.61,167.66,12.53,3.054,8.603
8.395,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,79.76,106.34,162.16,159.42,155.62,163.53,102.93,80.75,169.77,169.88,12.53,3.069,8.367
8.458,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,79.76,103.24,162.16,159.71,155.62,163.49,102.93,84.19,169.61,169.59,14.04,3.069,8.367
8.52,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,75.68,101.28,162.16,159.71,155.62,163.49,107.02,85.05,169.77,170.41,8.13,3.116,7.932
8.583,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,77.09,100.3,163.52,160.52,155.57,164.25,107.35,86.79,169.6,170.41,9.46,3.116,7.932
8.647,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,76.83,96.03,163.31,160.23,155.62,164.29,107.35,90.74,169.77,170.41,11.31,3.116,8.367
8.711,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,71.84,92.17,161.84,160.52,154.75,167.31,110.66,94.92,172.27,170.68,18.43,3.116,8.367
8.772,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,69.65,93.72,158.55,159.71,153.95,166.51,110.67,93.37,171.74,170.68,45.0,3.085,8.367
8.837,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,69.34,92.17,158.55,159.71,151.61,163.44,112.1,93.81,170.63,171.79,18.43,3.085,8.367
8.904,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,74.85,88.09,159.73,160.03,148.32,160.45,107.35,97.77,170.97,172.52,0.0,3.024,8.254
8.966,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,73.74,89.46,158.62,162.16,150.65,164.2,107.35,98.21,170.59,171.79,18.43,3.024,8.254
9.029,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,73.74,87.35,158.62,161.09,150.65,164.2,107.02,99.25,171.11,171.79,0.0,3.085,8.852
9.088,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,77.81,94.83,159.21,162.43,153.99,167.57,102.3,93.37,170.09,170.68,21.8,3.085,8.852
9.168,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,64.81,98.66,157.73,161.83,153.99,167.61,112.91,88.91,171.01,170.41,59.04,3.101,8.367
9.226,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,64.94,102.02,158.8,160.19,154.88,166.77,115.06,84.28,169.86,170.87,36.87,3.101,8.367
9.292,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,65.47,102.02,159.95,160.19,154.88,167.31,115.67,84.28,170.03,170.87,26.57,3.148,8.144
9.353,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,75.38,102.02,161.91,160.19,155.68,167.31,106.59,84.28,170.37,170.87,18.43,3.148,8.144
9.419,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,74.22,102.02,159.89,160.19,154.81,164.25,106.59,84.28,170.37,170.87,26.57,3.085,8.483
9.494,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,82.97,96.67,160.8,160.03,157.29,163.44,98.27,88.34,169.93,173.37,8.13,3.085,8.483
9.556,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,87.92,96.67,159.68,160.03,156.5,163.44,92.66,89.39,170.09,171.16,0.0,3.132,8.367
9.618,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,76.75,96.67,157.23,160.83,153.08,161.25,103.3,88.75,169.09,172.95,9.46,3.132,8.367
9.684,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.63,100.3,157.52,160.52,153.0,158.34,111.37,85.24,169.51,172.23,21.8,3.101,8.144
9.761,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,65.12,100.3,159.25,160.52,158.1,170.44,114.52,85.24,170.03,172.23,36.87,3.101,8.144
9.824,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,64.59,100.3,159.2,159.71,158.83,172.79,116.19,86.79,168.89,170.68,53.13,3.085,8.367
9.887,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.63,95.12,159.2,161.11,158.83,169.63,111.79,91.82,170.63,172.52,45.0,3.069,8.367
9.951,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,67.75,95.12,157.17,161.11,155.62,169.63,111.51,91.82,170.63,172.52,53.13,3.054,8.603
10.027,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,63.97,98.98,157.23,160.57,154.81,163.5,115.66,87.36,170.27,172.52,53.13,3.069,8.603
10.089,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,63.97,98.98,157.23,160.57,154.81,160.5,115.66,87.36,168.89,172.52,53.13,3.069,7.831
10.153,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,71.57,98.18,157.17,158.91,154.75,159.65,107.7,87.36,169.25,172.52,38.66,3.069,7.831
10.233,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,71.57,98.5,157.17,159.16,154.75,159.58,107.7,87.36,170.63,172.52,38.66,3.116,8.852
10.311,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,65.82,94.34,159.84,159.46,156.44,162.57,115.3,91.82,170.63,172.52,63.43,3.101,8.852
10.387,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,62.1,84.66,159.84,159.53,156.44,162.64,119.37,103.05,170.27,169.55,104.04,3.132,8.144
10.467,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.21,92.63,157.83,157.88,155.55,165.77,111.44,93.37,170.78,169.55,45.0,3.132,8.144
10.545,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,69.01,97.09,158.95,157.88,155.55,165.77,110.66,88.45,171.87,168.88,26.57,3.085,8.254
10.627,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,71.2,104.04,155.76,156.09,152.31,161.28,107.35,80.42,170.78,170.02,23.2,3.085,8.254
10.7,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,71.2,104.04,155.76,156.01,150.12,161.92,107.35,80.42,171.89,170.02,23.2,3.101,8.037
10.762,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,77.81,104.41,158.87,156.31,151.02,161.84,102.62,80.88,172.44,169.3,14.04,3.101,8.037
10.841,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,80.87,100.91,162.04,156.67,154.12,164.91,102.89,84.75,171.61,169.3,0.0,3.069,8.726
10.919,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,72.65,103.15,158.11,159.71,150.0,165.71,108.43,84.28,169.7,168.64,18.43,3.054,8.726
10.978,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,72.3,103.99,157.83,161.35,150.07,169.63,108.43,84.75,169.7,168.18,18.43,3.069,8.367
11.04,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,72.3,95.66,157.83,161.7,147.89,169.69,108.43,93.37,169.7,168.18,26.57,3.069,8.367
11.101,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,67.9,91.22,157.83,161.99,147.89,170.02,112.1,98.1,173.08,168.18,45.0,3.069,8.144
11.166,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,72.3,92.97,157.76,160.57,150.0,167.05,106.59,94.92,174.2,168.18,26.57,3.085,8.144
11.245,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.21,92.97,157.76,160.57,152.26,167.05,111.01,94.92,173.86,168.41,33.69,3.085,8.254
11.318,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.21,95.66,157.76,161.7,152.26,166.57,111.01,93.37,173.86,168.18,45.0,3.085,8.254
11.386,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.21,95.66,157.76,161.7,152.26,166.57,111.01,93.37,173.86,168.18,45.0,3.085,8.367
11.458,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.25,88.88,158.11,160.87,152.26,163.5,112.1,100.91,173.08,165.46,26.57,3.069,8.367
11.525,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,68.25,92.17,158.11,159.77,150.0,166.57,112.1,96.01,172.84,165.96,18.43,3.085,8.483
11.583,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,73.41,99.64,159.78,159.1,156.38,169.69,107.35,87.88,172.11,165.96,9.46,3.085,8.483
11.644,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,74.22,99.64,161.49,159.15,160.35,169.37,107.7,87.88,171.55,165.96,9.46,3.181,8.254
