time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m
62.704,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,165.66,178.55,176.32,176.9,151.0,51.24,48.77,43.78,46.49,0.67,3.375,3.356
62.769,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,178.65,176.32,173.78,149.47,51.15,48.77,43.78,46.49,0.67,3.356,3.356
62.831,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,178.65,176.32,173.78,149.47,51.15,48.77,43.78,46.49,0.67,3.356,3.356
62.89,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,178.65,176.32,173.78,149.47,51.15,48.77,45.9,46.49,0.67,3.338,3.338
62.954,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.29,165.66,178.77,176.32,170.63,149.47,51.24,49.89,45.9,47.61,0.67,3.338,3.338
63.015,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,165.66,178.55,176.32,170.52,149.47,51.24,49.89,45.83,47.61,0.67,3.375,3.375
63.085,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.29,165.66,178.77,176.32,166.46,149.47,51.24,49.89,43.78,47.61,0.67,3.375,3.375
63.159,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.48,165.66,177.09,176.32,165.59,149.47,51.24,49.89,43.78,47.61,0.67,3.284,3.302
63.241,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.48,165.66,177.09,176.32,169.76,149.47,51.24,49.89,43.78,47.61,0.67,3.284,3.302
63.316,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.48,165.66,177.09,176.32,172.91,149.47,51.24,50.97,43.78,46.85,0.67,3.393,3.375
63.378,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,165.66,178.55,176.32,173.67,151.78,51.24,50.97,43.78,46.85,0.67,3.393,3.375
63.438,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,165.66,178.55,176.32,176.9,151.78,50.07,50.97,42.61,46.85,0.67,3.338,3.338
63.502,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,165.66,178.65,176.32,179.32,151.78,50.07,50.97,42.61,46.85,0.67,3.338,3.338
63.565,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,165.66,178.65,176.32,179.32,151.78,50.07,50.97,42.61,46.85,0.67,3.32,3.338
63.643,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,165.66,178.65,176.32,177.55,151.78,51.24,52.02,43.78,44.19,0.67,3.32,3.338
63.725,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,178.65,176.32,174.49,151.78,48.72,52.02,43.39,42.35,0.67,3.375,3.375
63.798,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,178.65,176.32,174.49,149.47,49.99,52.02,42.61,42.35,0.67,3.375,3.375
63.86,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,177.78,176.32,170.62,149.47,49.99,52.02,42.61,42.47,0.67,3.356,3.356
63.929,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,177.78,176.32,170.62,149.47,49.99,52.02,42.61,42.35,0.67,3.356,3.356
64.004,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,165.66,177.78,176.32,173.62,149.47,49.99,52.02,42.61,42.35,0.67,3.431,3.451
64.081,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.92,165.66,178.65,176.32,174.49,149.47,50.54,50.97,43.83,43.15,0.34,3.431,3.451
64.142,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,165.04,165.66,178.88,176.32,174.6,149.47,49.32,50.97,44.59,43.15,0.34,3.356,3.356
64.201,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,165.04,165.66,178.88,176.32,174.6,149.47,49.32,52.06,44.59,44.23,0.34,3.356,3.356
64.267,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,165.04,164.84,178.88,174.56,173.88,148.53,49.32,52.06,44.66,44.23,0.34,3.393,3.393
64.328,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.92,164.84,178.65,174.56,179.69,148.53,49.32,53.1,44.59,43.43,0.34,3.393,3.393
64.389,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.92,164.18,178.65,174.56,179.32,148.53,49.32,52.71,44.59,44.23,0.0,3.338,3.338
64.453,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.18,178.42,174.56,179.8,148.53,49.25,51.63,44.59,43.15,0.0,3.338,3.338
64.515,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.18,178.42,174.56,179.8,148.53,49.25,50.51,44.59,43.88,0.0,3.451,3.431
64.579,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.18,178.42,174.56,179.8,148.53,49.25,50.51,44.59,43.88,0.0,3.451,3.431
64.646,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.18,178.42,174.56,179.8,148.53,49.25,50.51,44.59,43.88,0.0,3.412,3.412
64.719,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.77,178.42,174.43,179.8,148.53,49.25,50.91,44.59,45.0,0.33,3.412,3.412
64.784,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.77,178.42,174.43,179.8,148.53,49.25,50.91,44.66,45.0,0.33,3.375,3.375
64.846,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.25,178.42,174.63,173.67,148.6,47.98,50.43,45.58,45.79,0.0,3.375,3.375
64.926,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.25,178.42,174.63,172.87,148.6,47.98,50.43,45.58,45.79,0.0,3.451,3.431
65.002,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.31,178.42,174.76,172.87,148.6,47.98,49.43,45.58,44.71,0.0,3.451,3.431
65.06,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.88,164.31,178.42,174.76,173.67,148.6,47.98,49.43,45.58,44.71,0.0,3.431,3.412
65.128,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,165.0,164.18,178.65,174.56,172.98,148.53,46.87,49.43,44.47,44.71,0.0,3.431,3.412
65.188,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,165.0,164.84,178.65,174.56,172.98,148.53,46.87,49.89,44.47,45.83,0.33,3.431,3.412
65.251,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.8,164.84,178.42,174.56,172.87,148.53,49.32,48.85,44.74,44.73,0.34,3.431,3.412
65.317,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,165.52,164.84,179.89,174.56,173.61,148.53,49.32,48.85,44.74,44.73,0.34,3.412,3.412
65.397,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.8,164.84,178.42,174.56,172.87,148.53,49.32,48.85,44.74,44.73,0.34,3.412,3.412
65.469,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.8,164.84,178.42,174.56,173.67,148.53,49.32,49.93,44.74,43.96,0.34,3.412,3.393
65.532,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.8,164.84,178.53,174.56,177.55,148.53,49.32,49.93,44.74,43.96,0.34,3.412,3.393
65.596,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,164.84,178.53,174.56,177.55,148.53,48.72,49.93,43.47,43.96,0.67,3.356,3.375
65.658,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.8,164.84,178.53,174.56,177.55,148.53,49.32,48.85,44.59,44.73,0.34,3.356,3.375
65.72,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.8,164.84,178.53,174.56,177.55,148.53,49.32,49.89,44.52,45.83,0.34,3.302,3.32
65.785,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.85,164.84,178.65,174.56,177.55,148.53,49.4,49.89,44.52,45.83,0.34,3.302,3.32
65.845,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.72,164.84,178.42,174.56,177.45,148.53,49.4,49.89,44.52,45.83,0.34,3.412,3.412
65.91,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.22,166.32,177.59,175.39,177.45,150.06,50.07,50.31,44.52,45.0,1.01,3.412,3.412
65.97,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.35,166.32,177.83,175.39,179.32,150.06,50.07,50.31,44.52,45.0,1.01,3.393,3.393
66.035,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.35,166.32,177.72,175.39,167.47,150.06,50.07,50.31,44.52,45.0,1.01,3.393,3.393
66.104,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.35,166.32,177.72,175.39,164.53,150.06,50.07,50.31,44.52,45.0,1.01,3.412,3.412
66.177,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.35,166.32,177.72,175.39,170.52,150.06,50.07,50.31,44.59,43.21,1.01,3.412,3.412
66.24,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,166.32,179.4,175.39,174.52,152.32,50.07,50.31,44.59,43.21,1.01,3.412,3.412
66.307,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,166.32,179.4,175.39,174.52,152.32,50.07,50.31,44.59,43.15,1.01,3.412,3.412
66.389,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.32,179.28,175.39,177.76,152.32,49.99,51.4,44.59,44.17,1.01,3.49,3.47
66.462,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.26,179.28,175.26,177.76,152.32,49.99,50.25,44.59,45.0,1.0,3.49,3.47
66.526,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.26,179.28,175.26,177.15,150.85,49.99,50.25,44.59,43.09,1.0,3.431,3.412
66.605,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.26,179.28,175.26,173.73,150.85,49.99,50.25,44.59,43.09,1.0,3.431,3.412
66.668,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.3,166.26,177.59,175.26,169.56,150.85,49.99,50.25,44.59,43.09,1.0,3.451,3.451
66.752,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.3,166.26,177.59,175.26,173.67,150.85,49.99,50.25,44.59,43.09,1.0,3.451,3.451
66.824,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.3,166.26,177.59,175.26,173.67,150.85,49.99,49.13,44.59,43.88,1.0,3.49,3.51
66.887,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.3,166.32,177.59,175.39,172.87,148.53,49.99,48.11,44.59,42.8,1.01,3.49,3.51
66.97,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,166.32,179.4,175.39,170.41,148.53,50.07,48.11,44.66,42.8,1.01,3.412,3.412
67.043,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,166.32,179.4,175.39,173.73,148.53,50.07,49.19,44.66,45.79,1.01,3.412,3.412
67.103,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.32,179.28,175.39,173.73,148.53,49.99,50.31,44.66,46.97,1.01,3.49,3.49
67.168,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.32,179.28,175.39,177.15,148.53,49.99,50.31,44.66,46.97,1.01,3.49,3.49
67.233,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.48,166.26,179.28,175.26,177.15,148.53,49.38,49.13,43.47,45.79,1.33,3.51,3.49
67.315,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.32,179.28,175.39,179.36,148.53,49.99,48.02,44.74,46.52,1.01,3.51,3.49
67.393,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.17,166.32,179.4,175.39,179.36,148.53,50.07,48.02,44.66,46.52,1.01,3.431,3.431
67.47,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.32,179.28,175.39,177.76,148.53,49.99,48.02,44.74,46.52,1.01,3.431,3.431
67.545,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.2,179.28,175.2,177.76,148.47,49.99,46.95,44.74,43.48,1.01,3.431,3.412
67.611,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.2,179.28,174.28,177.76,147.55,49.99,46.95,44.66,43.48,1.01,3.431,3.412
67.695,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.2,179.28,174.28,177.76,147.55,49.99,46.95,44.66,43.48,1.01,3.51,3.49
67.769,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.2,179.28,175.26,177.76,152.32,49.99,48.11,44.66,42.8,1.01,3.51,3.49
67.843,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,166.2,179.28,175.26,177.76,152.32,49.99,48.11,44.66,42.8,1.01,3.412,3.412
67.905,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,175.26,176.9,152.32,49.38,48.11,43.39,44.65,1.34,3.412,3.412
67.971,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,175.26,173.67,152.32,49.38,47.07,43.39,43.55,1.34,3.51,3.531
68.031,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,175.26,176.9,152.32,49.38,48.11,43.39,44.65,1.34,3.51,3.531
68.091,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,175.26,176.9,152.32,49.38,48.11,43.39,46.61,1.34,3.49,3.47
68.156,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,175.26,169.56,152.32,49.38,48.11,43.39,44.65,1.34,3.49,3.47
68.215,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,175.26,166.36,152.32,49.38,49.19,43.39,43.88,1.34,3.51,3.51
68.28,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,174.33,169.56,146.98,49.38,49.19,43.39,43.88,1.34,3.51,3.51
68.344,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.69,174.33,173.78,146.98,49.38,49.19,43.39,43.88,1.34,3.49,3.451
68.402,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.69,174.33,173.78,146.98,49.38,49.19,43.39,43.88,1.34,3.49,3.451
68.469,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.69,174.33,173.78,146.98,49.38,49.19,43.39,43.88,1.34,3.551,3.531
68.531,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.2,177.59,174.33,172.87,146.98,49.38,55.08,43.26,47.72,1.34,3.551,3.531
68.591,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.13,177.59,174.2,172.87,146.98,50.65,56.33,42.61,48.95,1.33,3.431,3.412
68.672,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.13,177.59,174.2,172.87,146.98,49.38,56.33,43.32,48.95,1.33,3.431,3.412
68.752,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.26,177.59,174.37,172.87,149.17,49.38,55.02,43.39,47.72,1.33,3.49,3.49
68.826,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.26,177.59,175.33,169.56,150.12,49.38,56.08,43.32,46.74,1.33,3.49,3.49
68.887,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.26,177.59,175.33,169.56,150.12,49.38,56.08,43.32,46.74,1.33,3.47,3.451
68.972,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,166.26,177.59,175.33,166.36,150.12,49.38,54.83,43.32,45.49,1.33,3.47,3.451
69.049,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.64,164.77,177.59,174.49,166.36,150.12,49.38,53.2,43.32,45.32,1.0,3.51,3.51
69.119,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,164.77,178.42,174.49,172.87,152.38,48.72,53.2,43.32,45.32,0.67,3.531,3.51
69.183,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,164.77,178.42,174.49,176.29,152.38,48.72,54.41,43.26,46.46,0.67,3.431,3.451
69.262,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,165.6,178.42,176.27,176.29,153.33,48.72,52.08,43.26,46.17,0.67,3.431,3.451
69.322,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.14,165.6,178.42,176.27,172.87,153.33,48.72,52.08,43.26,44.19,0.67,3.51,3.51
69.387,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.89,165.54,179.89,176.2,178.94,155.63,48.81,48.59,43.26,44.59,0.67,3.51,3.51
69.452,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.77,165.41,179.89,176.0,179.06,155.56,48.81,48.59,43.2,44.66,0.67,3.412,3.412
69.53,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.77,165.41,179.89,176.0,179.06,155.56,49.97,49.76,44.42,45.83,0.67,3.412,3.412
69.612,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.77,165.41,179.89,176.0,179.06,155.56,49.97,49.76,44.42,45.76,0.67,3.531,3.51
69.689,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.77,165.54,179.89,176.12,179.06,155.56,51.24,49.81,43.78,43.83,0.67,3.531,3.51
69.763,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.86,165.54,179.89,176.12,179.06,155.56,49.99,49.81,42.61,45.74,0.67,3.412,3.412
69.847,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.86,165.54,179.89,176.12,174.41,155.56,49.99,49.81,42.61,43.83,0.67,3.412,3.412
69.921,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.86,166.07,179.89,175.92,171.26,155.48,49.99,50.31,42.61,45.0,1.01,3.431,3.431
69.986,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.86,166.07,180.0,175.92,169.33,155.48,49.99,50.31,42.61,45.0,1.01,3.431,3.431
70.067,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.86,166.07,180.0,175.92,169.33,155.48,49.99,51.48,42.61,46.17,1.01,3.412,3.412
70.137,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.86,166.92,180.0,177.68,168.33,156.39,49.99,52.61,42.61,45.38,1.01,3.412,3.412
70.202,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.89,166.92,179.89,177.68,168.33,156.39,50.07,53.68,42.61,44.55,1.01,3.51,3.51
70.283,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.89,166.26,179.89,177.68,165.39,156.39,50.07,52.14,42.61,44.26,0.67,3.51,3.51
70.358,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.89,166.26,179.04,177.68,169.18,156.39,50.07,52.14,42.61,46.17,0.67,3.393,3.393
70.42,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.89,166.26,179.89,177.68,157.3,154.01,50.07,53.26,42.61,45.32,0.67,3.393,3.393
70.504,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.89,166.97,179.89,177.79,154.86,154.01,50.07,53.74,42.61,46.46,1.02,3.51,3.51
70.576,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.89,166.97,179.89,177.79,153.26,156.39,51.24,54.95,43.78,47.6,1.02,3.51,3.51
70.64,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.05,166.97,178.42,177.79,152.4,156.39,51.24,55.14,43.78,49.76,1.02,3.451,3.451
70.702,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.05,165.47,178.42,176.95,159.01,156.39,51.24,55.81,43.78,49.76,0.68,3.451,3.451
70.762,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.05,165.47,178.53,176.05,163.05,153.11,51.24,54.55,43.78,48.5,0.68,3.431,3.431
70.825,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,164.7,179.64,175.29,155.1,153.18,51.15,54.48,43.78,48.5,0.67,3.451,3.431
70.889,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.26,164.84,179.64,175.5,152.79,153.26,51.15,53.26,43.78,47.29,0.67,3.49,3.47
70.952,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.44,163.94,177.94,173.6,151.91,152.32,51.15,52.08,43.78,46.17,0.67,3.49,3.47
71.01,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.44,163.94,177.94,173.6,151.91,152.32,51.15,52.08,43.78,46.17,0.67,3.49,3.47
71.079,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.7,163.11,176.33,171.83,152.65,149.13,51.07,52.08,43.78,46.17,0.66,3.49,3.47
71.153,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.18,163.11,177.15,171.83,152.65,149.13,50.41,52.08,43.78,48.21,0.33,3.531,3.51
71.219,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,164.31,162.36,177.38,170.11,152.75,148.22,49.25,49.72,42.61,45.85,0.33,3.531,3.51
71.276,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.36,162.36,175.52,170.08,154.1,148.19,50.41,49.76,43.78,43.92,0.33,3.593,3.572
71.341,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,163.42,161.36,175.66,168.13,152.62,147.25,50.49,49.76,43.78,43.92,0.33,3.593,3.572
71.427,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,162.54,160.47,173.79,166.37,154.15,146.31,50.41,50.91,43.78,45.0,0.33,3.51,3.551
71.495,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,161.66,159.51,172.06,164.62,153.23,145.37,50.49,48.75,43.78,46.29,0.34,3.51,3.551
71.575,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,161.57,158.7,171.89,162.87,155.79,142.28,49.25,48.75,42.61,48.24,0.34,3.551,3.551
71.636,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,160.56,157.49,169.97,160.6,145.36,141.3,50.41,48.48,43.78,49.86,0.33,3.551,3.551
71.698,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,160.67,156.6,170.2,158.83,143.34,141.81,49.22,49.77,44.49,51.08,0.34,3.551,3.572
71.76,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,160.22,155.52,169.78,156.8,143.3,139.4,51.79,49.77,47.12,47.54,0.34,3.551,3.572
71.822,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,160.1,155.24,169.54,156.52,141.54,137.36,49.11,51.04,46.63,48.81,0.34,3.636,3.636
71.889,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,159.17,154.27,167.81,154.75,151.38,136.41,50.46,52.46,47.9,49.96,0.34,3.636,3.636
71.969,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,158.25,154.27,166.05,154.66,153.03,138.36,50.54,52.46,47.75,49.85,0.35,3.551,3.614
72.042,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,159.49,153.83,166.67,154.46,155.72,138.45,49.93,50.07,47.75,47.09,0.0,3.531,3.614
72.122,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,158.16,153.13,164.43,152.16,156.04,135.58,51.26,49.35,51.12,45.47,0.35,3.636,3.572
72.182,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,157.92,152.73,164.18,151.82,153.43,135.58,51.26,53.24,51.12,47.6,0.35,3.614,3.572
72.248,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,156.92,151.16,162.11,149.45,151.18,136.26,47.12,50.64,47.12,45.0,0.35,3.451,3.47
72.32,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,155.6,149.22,160.01,148.2,145.25,134.77,51.26,46.37,48.95,43.3,0.0,3.451,3.47
72.385,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,154.91,149.06,160.01,148.2,145.25,134.77,47.96,46.53,44.82,43.3,0.36,3.49,3.412
72.447,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,154.32,146.65,157.85,144.86,144.28,135.49,52.67,43.91,50.15,42.47,0.0,3.49,3.412
72.511,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,153.18,145.68,155.69,143.08,144.82,134.6,52.6,45.08,50.28,45.18,0.0,3.431,3.412
72.571,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,153.43,144.19,155.96,141.01,147.13,134.79,48.74,45.7,49.52,43.7,0.35,3.431,3.412
72.638,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,152.29,144.19,153.71,141.17,147.4,133.55,47.27,47.07,50.1,43.5,0.35,3.451,3.431
72.719,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,151.04,142.85,151.5,138.76,146.43,133.88,48.54,47.07,48.61,43.5,0.35,3.451,3.431
72.794,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,151.33,143.25,151.77,139.07,146.34,133.7,49.94,48.31,49.72,44.76,0.36,3.451,3.431
72.873,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,151.61,141.91,151.02,137.01,142.93,131.59,48.56,47.16,51.23,45.22,0.36,3.451,3.431
72.949,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,151.69,142.41,150.9,137.31,142.81,131.39,49.94,47.16,50.18,45.39,0.36,3.412,3.47
73.03,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,150.83,142.21,149.04,135.57,141.8,130.48,47.35,49.01,47.12,49.42,0.0,3.412,3.47
73.112,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,149.6,142.29,146.97,135.36,140.96,130.27,46.15,48.93,45.71,49.42,0.0,3.412,3.431
73.185,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,149.22,141.47,146.58,133.63,148.19,129.35,46.15,49.03,45.33,49.53,0.0,3.412,3.431
73.268,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,150.09,141.04,148.3,133.12,152.58,129.35,46.15,47.84,47.16,49.86,0.0,3.49,3.451
73.345,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,148.82,140.59,146.03,132.59,151.58,129.35,46.15,48.97,47.16,49.42,0.0,3.49,3.451
73.425,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,148.82,140.05,145.86,132.96,148.91,132.27,46.15,51.26,45.16,48.47,0.0,3.49,3.431
73.515,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,148.82,139.78,145.86,131.3,148.91,134.29,45.0,51.26,45.57,48.47,0.0,3.49,3.431
73.591,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,148.89,139.17,145.7,131.3,148.74,134.29,44.92,49.58,45.57,46.18,0.35,3.49,3.47
73.668,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,149.22,139.17,146.09,131.05,148.74,135.26,43.58,48.5,45.09,43.37,0.35,3.49,3.47
73.744,Weightlifting,Clean & Jerk,Side View,Not Detected,Detected,149.22,138.62,146.09,130.75,148.74,135.51,43.58,48.5,45.09,43.37,0.35,3.47,3.49
