time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.002,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
0.06,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
0.117,Setup,True,221.0,423.0,,,,,,-0.5449,0.9346,3.188,,,,,
0.175,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
0.233,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
0.292,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
0.35,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
0.408,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
0.465,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
0.524,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
0.581,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
0.64,Setup,True,221.0,423.0,,,,,,-0.5536,0.9496,3.239,,,,,
0.698,Setup,True,221.0,423.0,,,,,,-0.5536,0.9496,3.239,,,,,
0.757,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
0.815,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
0.873,Setup,True,221.0,422.0,,,,,,-0.5449,0.9295,3.188,,,,,
0.93,Setup,True,221.0,423.0,,,,,,-0.5422,0.93,3.172,,,,,
0.988,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
1.046,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
1.104,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
1.162,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
1.22,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
1.278,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
1.336,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
1.394,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
1.452,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
1.51,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
1.568,Setup,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
1.625,Setup,True,220.0,422.0,,,,,,-0.553,0.9344,3.205,,,,,
1.684,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
1.742,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
1.8,Setup,True,220.0,422.0,,,,,,-0.553,0.9344,3.205,,,,,
1.858,Setup,True,220.0,422.0,,,,,,-0.553,0.9344,3.205,,,,,
1.915,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
1.973,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
2.031,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
2.089,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
2.147,Setup,True,221.0,423.0,,,,,,-0.5536,0.9496,3.239,,,,,
2.205,Setup,True,221.0,423.0,,,,,,-0.5536,0.9496,3.239,,,,,
2.263,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
2.321,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
2.378,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
2.436,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
2.494,Setup,True,220.0,423.0,,,,,,-0.5501,0.9346,3.188,,,,,
2.552,Setup,True,220.0,423.0,,,,,,-0.5501,0.9346,3.188,,,,,
2.609,Setup,True,220.0,423.0,,,,,,-0.5618,0.9546,3.256,,,,,
2.668,Setup,True,220.0,423.0,,,,,,-0.5618,0.9546,3.256,,,,,
2.725,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
2.783,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
2.841,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
2.899,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
2.957,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.015,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.073,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
3.131,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
3.189,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.246,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.303,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
3.361,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
3.418,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.476,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.535,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.593,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.651,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
3.709,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
3.767,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.825,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
3.883,Setup,True,220.0,423.0,,,,,,-0.5501,0.9346,3.188,,,,,
3.941,Setup,True,220.0,423.0,,,,,,-0.5501,0.9346,3.188,,,,,
4.0,Setup,True,220.0,423.0,,,,,,-0.5589,0.9496,3.239,,,,,
4.058,Setup,True,220.0,423.0,,,,,,-0.5589,0.9496,3.239,,,,,
4.115,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
4.173,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
4.231,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
4.289,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
4.348,Setup,True,220.0,424.0,,,,,,-0.553,0.9448,3.205,,,,,
4.405,Setup,True,221.0,424.0,,,,,,-0.5478,0.9448,3.205,,,,,
4.463,Setup,True,221.0,424.0,,,,,,-0.5507,0.9498,3.222,,,,,
4.521,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
4.579,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
4.637,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
4.695,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
4.753,Setup,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
4.81,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
4.868,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
4.926,Setup,True,220.0,423.0,,,,,,-0.5589,0.9496,3.239,,,,,
4.984,Setup,True,220.0,423.0,,,,,,-0.5589,0.9496,3.239,,,,,
5.042,Setup,True,220.0,423.0,,,,,,-0.5559,0.9446,3.222,,,,,
5.101,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.159,Setup,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
5.217,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.275,Setup,True,220.0,422.0,,,,,,-0.5559,0.9394,3.222,,,,,
5.333,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.388,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
5.446,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
5.504,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.562,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.62,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.678,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.736,Setup,True,220.0,423.0,,,,,,-0.553,0.9396,3.205,,,,,
5.794,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
5.852,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.91,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
5.968,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
6.026,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
6.084,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
6.142,Setup,True,222.0,424.0,,,,,,-0.5455,0.9498,3.222,,,,,
6.2,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
6.258,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
6.315,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
6.373,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
6.431,Setup,True,221.0,423.0,,,,,,-0.5507,0.9446,3.222,,,,,
6.489,Setup,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
6.547,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
6.605,Setup,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
6.663,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
6.721,Setup,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
6.778,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
6.836,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
6.894,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
6.952,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
7.01,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
7.068,Setup,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
7.126,Setup,True,222.0,423.0,,,,,,-0.5484,0.9496,3.239,,,,,
7.185,Setup,True,222.0,423.0,,,,,,-0.5484,0.9496,3.239,,,,,
7.243,Setup,True,222.0,423.0,,,,,,-0.5484,0.9496,3.239,,,,,
7.301,Setup,True,222.0,422.0,,,,,,-0.5512,0.9493,3.256,,,,,
7.359,Setup,True,222.0,423.0,,,,,,-0.5484,0.9496,3.239,,,,,
7.417,Setup,True,222.0,423.0,,,,,,-0.5484,0.9496,3.239,,,,,
7.474,Setup,True,223.0,423.0,,,,,,-0.5403,0.9446,3.222,,,,,
7.532,Setup,True,223.0,423.0,,,,,,-0.5403,0.9446,3.222,,,,,
7.59,Setup,True,223.0,423.0,,,,,,-0.5374,0.9396,3.205,,,,,
