time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.002,Weightlifting,Snatch,Side View,Setup,Detected,,42.66,,59.03,,117.16,,33.76,,143.46,45.55,3.733,7.037,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
0.06,Weightlifting,Snatch,Side View,Setup,Detected,,42.27,,55.98,,118.64,,34.38,,142.82,45.27,3.71,7.749,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
0.117,Weightlifting,Snatch,Side View,Setup,Detected,,40.85,,61.17,,106.43,,33.25,,146.96,45.81,3.71,7.749,True,221.0,423.0,,,,,,-0.5449,0.9346,3.188,,,,,
0.175,Weightlifting,Snatch,Side View,Setup,Detected,,39.95,,63.47,,103.0,,32.99,,147.93,45.81,3.756,7.652,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
0.233,Weightlifting,Snatch,Side View,Setup,Detected,,41.23,,63.41,,109.29,,34.73,,148.37,46.08,3.756,7.652,True,222.0,423.0,,,,,,-0.5426,0.9396,3.205,,,,,
0.292,Weightlifting,Snatch,Side View,Setup,Detected,,41.23,,62.02,,109.75,,34.73,,148.37,45.81,3.733,7.849,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
0.35,Weightlifting,Snatch,Side View,Setup,Detected,,47.73,,56.05,,113.26,,33.69,,150.81,45.27,3.733,7.849,True,222.0,423.0,,,,,,-0.5397,0.9346,3.188,,,,,
0.408,Weightlifting,Snatch,Side View,Setup,Detected,,48.63,,54.82,,111.12,,33.69,,153.43,45.54,3.71,7.558,True,221.0,422.0,,,,,,-0.5507,0.9394,3.222,,,,,
0.465,Weightlifting,Snatch,Side View,Setup,Detected,,43.57,,55.4,,114.03,,32.99,,153.84,45.54,3.71,7.558,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
0.524,Weightlifting,Snatch,Side View,Setup,Detected,,42.27,,55.37,,115.82,,33.69,,154.65,45.0,3.756,7.652,True,221.0,422.0,,,,,,-0.5536,0.9444,3.239,,,,,
0.581,Weightlifting,Snatch,Side View,Setup,Detected,,41.31,,55.66,,109.25,,33.69,,139.44,45.27,3.756,7.652,True,222.0,423.0,,,,,,-0.5455,0.9446,3.222,,,,,
0.64,Weightlifting,Snatch,Side View,Setup,Detected,,41.31,,56.9,,105.59,,33.69,,136.68,45.0,3.756,8.055,True,221.0,423.0,,,,,,-0.5536,0.9496,3.239,,,,,
0.698,Weightlifting,Snatch,Side View,Setup,Detected,,39.94,,61.78,,118.03,,34.22,,155.06,45.27,3.756,8.055,True,221.0,423.0,,,,,,-0.5536,0.9496,3.239,,,,,
0.757,Weightlifting,Snatch,Side View,Setup,Detected,,40.46,,63.49,,121.64,,33.93,,158.92,45.0,3.71,7.749,True,221.0,422.0,,,,,,-0.5478,0.9344,3.205,,,,,
0.815,Weightlifting,Snatch,Side View,Setup,Detected,,40.39,,60.8,,120.42,,32.99,,154.36,45.0,3.71,7.749,True,221.0,423.0,,,,,,-0.5478,0.9396,3.205,,,,,
