sport,exercise,camera_view,input_mode,source_file,record_count,total_duration_s,detected_phase_count,detected_phases,initial_contact_events,toe_off_events,support_total_duration_s,flight_swing_total_duration_s,initial_contact_total_duration_s,toe_off_total_duration_s,mean_left_hip_angle_deg,mean_right_hip_angle_deg,mean_left_knee_angle_deg,mean_right_knee_angle_deg,mean_left_ankle_angle_deg,mean_right_ankle_angle_deg,min_left_knee_angle_deg,min_right_knee_angle_deg,max_left_knee_angle_deg,max_right_knee_angle_deg,mean_trunk_lean_angle_deg,min_trunk_lean_angle_deg,max_trunk_lean_angle_deg,mean_athlete_depth_m,mean_center_depth_m,created_at
Sprinting,Sprinting,Side View,Side-view Video File,/Users/kknugawela/Projects/Bag_files/Usain Bolt/bolt_sideview.mp4,160,8.187,4,Initial Contact | Toe-Off | Flight / Swing | Support Phase,6,6,1.34,3.332,1.079,1.404,105.0474,117.12,130.5219,126.5071,141.141,147.134,10.01,12.53,179.73,178.18,23.9063,1.93,40.77,,,2026-07-03 22:43:33
