time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.014,Sprinting,Sprinting,N/A,N/A,Detected,166.11,103.82,148.04,156.39,174.45,178.67,,91.59,,168.69,12.62,,,,,,,,,,,,,,,,,,
0.079,Sprinting,Sprinting,N/A,N/A,Detected,133.76,117.74,153.68,172.86,174.59,156.4,,98.58,,179.28,10.1,,,,,,,,,,,,,,,,,,
0.142,Sprinting,Sprinting,N/A,N/A,Detected,90.73,124.35,164.19,133.63,153.18,165.32,,57.02,,154.08,13.39,,,,,,,,,,,,,,,,,,
0.205,Sprinting,Sprinting,N/A,N/A,Detected,90.67,119.93,165.85,178.6,161.67,40.24,,60.07,,163.39,12.06,,,,,,,,,,,,,,,,,,
0.266,Sprinting,Sprinting,N/A,Not Detected,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
0.339,Sprinting,Sprinting,N/A,N/A,Detected,90.59,77.29,152.92,151.72,165.27,150.59,,40.34,,161.02,28.18,,,,,,,,,,,,,,,,,,
0.406,Sprinting,Sprinting,N/A,N/A,Detected,113.59,91.78,175.87,154.9,171.71,149.53,,47.92,,178.66,25.3,,,,,,,,,,,,,,,,,,
0.47,Sprinting,Sprinting,N/A,N/A,Detected,84.31,84.36,10.86,153.12,172.69,150.71,,37.92,,171.19,28.39,,,,,,,,,,,,,,,,,,
0.531,Sprinting,Sprinting,N/A,N/A,Detected,113.17,78.67,176.92,128.4,148.31,139.77,,17.28,,171.87,27.7,,,,,,,,,,,,,,,,,,
0.593,Sprinting,Sprinting,N/A,N/A,Detected,59.99,75.11,63.35,128.7,40.6,140.19,,30.3,,164.74,28.05,,,,,,,,,,,,,,,,,,
0.656,Sprinting,Sprinting,N/A,N/A,Detected,74.01,78.04,119.69,115.32,118.62,124.53,,18.55,,87.14,28.47,,,,,,,,,,,,,,,,,,
0.716,Sprinting,Sprinting,N/A,N/A,Detected,84.74,80.99,93.92,99.25,117.02,99.84,,52.63,,116.57,27.99,,,,,,,,,,,,,,,,,,
0.777,Sprinting,Sprinting,N/A,N/A,Detected,85.05,86.2,83.92,89.31,121.34,130.27,,48.8,,114.83,29.95,,,,,,,,,,,,,,,,,,
0.843,Sprinting,Sprinting,N/A,N/A,Detected,76.06,84.62,75.83,101.99,113.5,122.61,,59.18,,130.43,29.43,,,,,,,,,,,,,,,,,,
0.905,Sprinting,Sprinting,N/A,N/A,Detected,109.12,88.78,109.32,69.66,177.27,151.06,,97.0,,151.7,31.76,,,,,,,,,,,,,,,,,,
0.968,Sprinting,Sprinting,N/A,N/A,Detected,105.46,88.53,77.26,59.03,116.57,129.59,,104.48,,150.95,32.64,,,,,,,,,,,,,,,,,,
1.029,Sprinting,Sprinting,N/A,N/A,Detected,103.74,94.6,62.14,54.31,136.3,125.87,,94.86,,157.7,29.81,,,,,,,,,,,,,,,,,,
1.093,Sprinting,Sprinting,N/A,N/A,Detected,120.47,100.62,70.48,51.37,135.21,137.66,,96.61,,152.92,32.23,,,,,,,,,,,,,,,,,,
1.157,Sprinting,Sprinting,N/A,N/A,Detected,178.04,66.81,143.66,17.66,136.55,157.57,,96.68,,152.62,30.78,,,,,,,,,,,,,,,,,,
1.22,Sprinting,Sprinting,N/A,N/A,Detected,73.94,172.85,175.45,127.92,141.03,161.24,,116.12,,170.6,27.65,,,,,,,,,,,,,,,,,,
1.28,Sprinting,Sprinting,N/A,N/A,Detected,71.33,154.67,179.69,165.11,134.01,158.96,,111.53,,164.02,24.9,,,,,,,,,,,,,,,,,,
1.342,Sprinting,Sprinting,N/A,N/A,Detected,69.83,153.07,177.92,168.81,130.43,129.71,,111.44,,169.88,23.63,,,,,,,,,,,,,,,,,,
1.405,Sprinting,Sprinting,N/A,N/A,Detected,68.96,149.68,158.81,172.6,39.63,175.66,,99.12,,155.84,24.23,,,,,,,,,,,,,,,,,,
1.465,Sprinting,Sprinting,N/A,N/A,Detected,67.2,144.07,64.49,174.85,120.84,178.03,,77.86,,143.53,24.55,,,,,,,,,,,,,,,,,,
1.528,Sprinting,Sprinting,N/A,Not Detected,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
1.604,Sprinting,Sprinting,N/A,N/A,Detected,175.06,171.11,177.36,179.89,171.73,162.92,,11.18,,64.72,59.16,,,,,,,,,,,,,,,,,,
1.667,Sprinting,Sprinting,N/A,Not Detected,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
1.743,Sprinting,Sprinting,N/A,N/A,Detected,70.0,160.29,84.65,168.88,121.46,175.83,,9.96,,79.2,48.59,,,,,,,,,,,,,,,,,,
1.809,Sprinting,Sprinting,N/A,N/A,Detected,60.33,156.08,139.98,179.88,155.48,165.74,,26.57,,46.58,45.92,,,,,,,,,,,,,,,,,,
1.872,Sprinting,Sprinting,N/A,N/A,Detected,55.84,142.41,137.54,165.1,153.76,164.29,,38.88,,37.45,45.63,,,,,,,,,,,,,,,,,,
1.935,Sprinting,Sprinting,N/A,N/A,Detected,57.61,149.58,144.77,170.9,152.42,164.74,,5.83,,61.19,43.73,,,,,,,,,,,,,,,,,,
1.996,Sprinting,Sprinting,N/A,N/A,Detected,55.95,57.48,148.06,174.71,162.96,177.34,,110.34,,153.72,43.34,,,,,,,,,,,,,,,,,,
2.059,Sprinting,Sprinting,N/A,N/A,Detected,64.61,168.32,166.08,82.78,141.92,60.26,,102.5,,158.11,41.84,,,,,,,,,,,,,,,,,,
2.124,Sprinting,Sprinting,N/A,N/A,Detected,66.38,168.68,165.08,63.54,136.71,125.75,,108.43,,164.03,41.28,,,,,,,,,,,,,,,,,,
2.187,Sprinting,Sprinting,N/A,N/A,Detected,75.56,115.28,162.5,154.72,152.13,157.79,,123.26,,164.48,35.68,,,,,,,,,,,,,,,,,,
2.248,Sprinting,Sprinting,N/A,N/A,Detected,70.84,77.91,159.9,75.65,160.55,109.34,,98.08,,130.99,35.67,,,,,,,,,,,,,,,,,,
2.312,Sprinting,Sprinting,N/A,N/A,Detected,64.3,130.57,162.14,168.94,153.2,179.68,,48.39,,142.63,32.33,,,,,,,,,,,,,,,,,,
2.371,Sprinting,Sprinting,N/A,Not Detected,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
2.444,Sprinting,Sprinting,N/A,N/A,Detected,72.31,126.55,146.81,141.58,173.55,174.96,,8.41,,161.85,26.1,,,,,,,,,,,,,,,,,,
2.511,Sprinting,Sprinting,N/A,N/A,Detected,68.3,115.58,150.96,148.25,172.46,177.8,,46.34,,160.24,25.84,,,,,,,,,,,,,,,,,,
2.574,Sprinting,Sprinting,N/A,N/A,Detected,77.97,135.88,151.66,44.38,162.58,74.36,,80.15,,137.43,28.23,,,,,,,,,,,,,,,,,,
2.635,Sprinting,Sprinting,N/A,N/A,Detected,81.38,154.82,139.62,113.0,156.37,118.3,,87.82,,148.44,26.14,,,,,,,,,,,,,,,,,,
2.696,Sprinting,Sprinting,N/A,N/A,Detected,73.55,141.0,130.07,107.93,156.39,101.89,,67.4,,138.23,23.37,,,,,,,,,,,,,,,,,,
2.759,Sprinting,Sprinting,N/A,N/A,Detected,59.43,156.99,7.56,128.71,160.75,108.34,,71.73,,178.54,26.12,,,,,,,,,,,,,,,,,,
2.823,Sprinting,Sprinting,N/A,Not Detected,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
2.896,Sprinting,Sprinting,N/A,Not Detected,Not Detected,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,
2.975,Sprinting,Sprinting,N/A,N/A,Detected,91.9,89.09,97.39,123.25,106.61,112.45,,50.09,,117.74,16.52,,,,,,,,,,,,,,,,,,
3.041,Sprinting,Sprinting,N/A,N/A,Detected,96.69,84.76,66.94,95.52,98.34,113.47,,0.55,,152.88,18.0,,,,,,,,,,,,,,,,,,
3.104,Sprinting,Sprinting,N/A,N/A,Detected,128.81,101.14,112.45,50.83,94.25,121.26,,16.07,,145.88,14.04,,,,,,,,,,,,,,,,,,
3.165,Sprinting,Sprinting,N/A,N/A,Detected,122.63,98.12,100.16,23.24,96.58,110.83,,42.06,,166.18,17.5,,,,,,,,,,,,,,,,,,
3.23,Sprinting,Sprinting,N/A,N/A,Detected,128.84,107.32,86.05,40.96,93.18,111.77,,46.36,,170.68,17.65,,,,,,,,,,,,,,,,,,
