time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px
35.382,Weightlifting,Snatch,Side View,Transition,Detected,,171.22,,179.97,,120.94,,12.32,,,16.22,3.688,7.652,True,242.0,285.0,17.0,99.0,0.0,35.79,255.0
35.446,Weightlifting,Snatch,Side View,Transition,Detected,,171.22,,179.3,,103.66,,11.24,,,16.08,3.688,7.652,True,244.0,281.0,19.0,103.0,62.5,31.25,255.0
35.508,Weightlifting,Snatch,Side View,Transition,Detected,,170.89,,178.59,,97.05,,10.3,,,16.27,3.688,7.558,True,248.0,279.0,23.0,105.0,31.59,63.17,255.0
35.571,Weightlifting,Snatch,Side View,Transition,Detected,,171.56,,177.45,,117.21,,5.6,,,15.38,3.688,7.558,True,250.0,280.0,25.0,104.0,-15.93,31.87,255.0
35.634,Weightlifting,Snatch,Side View,Transition,Detected,,170.44,,174.66,,118.47,,2.95,,,15.22,3.688,7.288,True,252.0,280.0,27.0,104.0,0.0,32.21,255.0
35.696,Weightlifting,Snatch,Side View,Transition,Detected,,170.37,,177.56,,61.57,,1.68,,,15.22,3.688,7.288,True,253.0,281.0,28.0,103.0,-15.72,15.72,255.0
35.758,Weightlifting,Snatch,Side View,Transition,Detected,,171.16,,178.23,,83.91,,1.52,,,15.41,3.71,7.749,True,254.0,282.0,29.0,102.0,-16.23,16.23,255.0
35.823,Weightlifting,Snatch,Side View,Transition,Detected,,165.63,,174.41,,106.27,,7.5,,,15.85,3.688,7.749,True,261.0,282.0,36.0,102.0,0.0,108.25,255.0
35.884,Weightlifting,Snatch,Side View,Transition,Detected,,161.67,,172.97,,113.24,,8.27,,,17.1,3.666,7.288,True,260.0,281.0,35.0,103.0,16.2,-16.2,255.0
35.954,Weightlifting,Snatch,Side View,Transition,Detected,,162.44,,174.6,,113.85,,7.02,,,17.23,3.666,7.288,True,255.0,282.0,30.0,102.0,-14.55,-72.74,255.0
36.012,Weightlifting,Snatch,Side View,Transition,Detected,,164.31,,176.37,,111.93,,7.45,,,17.03,3.644,7.749,True,253.0,283.0,28.0,101.0,-17.0,-33.99,255.0
36.076,Weightlifting,Snatch,Side View,Transition,Detected,,168.32,,179.96,,114.52,,5.02,,,16.37,3.666,7.749,True,251.0,283.0,26.0,101.0,0.0,-31.14,255.0
36.137,Weightlifting,Snatch,Side View,Transition,Detected,,171.7,,178.01,,114.52,,0.47,,,15.71,3.71,7.466,True,248.0,284.0,23.0,100.0,-16.46,-49.37,255.0
36.2,Weightlifting,Snatch,Side View,Transition,Detected,,172.08,,177.8,,115.56,,3.5,,,14.95,3.71,7.466,True,255.0,285.0,30.0,99.0,-16.03,112.18,255.0
36.259,Weightlifting,Snatch,Side View,Transition,Detected,,172.08,,178.52,,105.92,,5.0,,,14.95,3.71,7.652,True,256.0,286.0,31.0,98.0,-16.7,16.7,255.0
36.325,Weightlifting,Snatch,Side View,Transition,Detected,,169.42,,176.95,,81.54,,4.46,,,14.69,3.71,7.652,True,255.0,284.0,30.0,100.0,30.48,-15.24,255.0
36.386,Weightlifting,Snatch,Side View,Transition,Detected,,167.32,,173.12,,79.8,,2.92,,,14.69,3.666,7.558,True,255.0,284.0,30.0,100.0,0.0,0.0,255.0
36.451,Weightlifting,Snatch,Side View,Transition,Detected,,166.29,,171.19,,78.9,,3.17,,,13.95,3.666,7.558,True,256.0,284.0,31.0,100.0,0.0,15.47,255.0
36.514,Weightlifting,Snatch,Side View,Transition,Detected,,166.29,,170.81,,98.56,,4.67,,,13.87,3.666,7.288,True,256.0,284.0,31.0,100.0,0.0,0.0,255.0
36.579,Weightlifting,Snatch,Side View,Transition,Detected,,169.15,,174.92,,108.52,,5.13,,,13.14,3.666,7.288,True,256.0,284.0,31.0,100.0,0.0,0.0,255.0
36.644,Weightlifting,Snatch,Side View,Transition,Detected,,167.11,,171.07,,104.82,,6.55,,,13.22,3.644,7.749,True,257.0,285.0,32.0,99.0,-15.46,15.46,255.0
36.706,Weightlifting,Snatch,Side View,Transition,Detected,,166.32,,169.74,,101.71,,0.06,,,13.07,3.644,7.749,True,252.0,285.0,27.0,99.0,0.0,-80.68,255.0
36.769,Weightlifting,Snatch,Side View,Transition,Detected,,170.32,,177.51,,105.48,,2.85,,,12.99,3.644,7.288,True,251.0,285.0,26.0,99.0,0.0,-15.75,255.0
36.833,Weightlifting,Snatch,Side View,Transition,Detected,,172.48,,179.88,,91.64,,0.53,,,12.28,3.644,7.288,True,252.0,283.0,27.0,101.0,31.74,15.87,255.0
36.895,Weightlifting,Snatch,Side View,Transition,Detected,,173.59,,176.02,,105.26,,0.68,,163.87,12.42,3.666,7.376,True,254.0,283.0,29.0,101.0,0.0,31.81,255.0
36.959,Weightlifting,Snatch,Side View,Transition,Detected,,169.85,,176.89,,86.93,,2.16,,164.95,12.49,3.666,7.376,True,254.0,281.0,29.0,103.0,31.63,0.0,255.0
37.02,Weightlifting,Snatch,Side View,Transition,Detected,,168.59,,174.92,,96.47,,3.34,,166.2,12.64,3.71,7.558,True,254.0,281.0,29.0,103.0,0.0,0.0,255.0
37.084,Weightlifting,Snatch,Side View,Transition,Detected,,172.69,,177.49,,108.62,,1.16,,157.52,12.89,3.71,7.558,True,253.0,279.0,28.0,105.0,31.75,-15.87,255.0
37.147,Weightlifting,Snatch,Side View,Transition,Detected,,173.67,,175.68,,112.16,,3.14,,155.88,12.89,3.644,7.376,True,252.0,278.0,27.0,106.0,16.03,-16.03,255.0
37.207,Weightlifting,Snatch,Side View,Transition,Detected,,171.07,,177.82,,112.11,,7.81,,146.92,13.47,3.644,7.376,True,249.0,278.0,24.0,106.0,0.0,-49.7,255.0
37.27,Weightlifting,Snatch,Side View,Transition,Detected,,170.02,,178.91,,110.12,,6.54,,148.18,13.47,3.644,7.749,True,249.0,278.0,24.0,106.0,0.0,0.0,255.0
37.333,Weightlifting,Snatch,Side View,Transition,Detected,,170.12,,177.96,,115.75,,3.95,,147.36,13.47,3.644,7.749,True,252.0,279.0,27.0,105.0,-15.84,47.53,255.0
37.394,Weightlifting,Snatch,Side View,Transition,Detected,,170.22,,177.04,,116.57,,0.96,,147.86,13.14,3.688,7.652,True,254.0,279.0,29.0,105.0,0.0,33.18,255.0
37.457,Weightlifting,Snatch,Side View,Transition,Detected,,168.35,,179.05,,116.57,,10.43,,133.55,13.07,3.688,7.652,True,249.0,280.0,24.0,104.0,-15.7,-78.5,255.0
37.519,Weightlifting,Snatch,Side View,Transition,Detected,,167.4,,179.19,,113.82,,10.43,,138.0,13.07,3.71,8.055,True,247.0,281.0,22.0,103.0,-16.27,-32.55,255.0
37.584,Weightlifting,Snatch,Side View,Transition,Detected,,163.94,,176.38,,117.64,,13.88,,124.14,13.79,3.71,8.055,True,247.0,281.0,22.0,103.0,0.0,0.0,255.0
37.646,Weightlifting,Snatch,Side View,Transition,Detected,,162.27,,175.5,,118.44,,8.48,,133.85,13.87,3.71,7.288,True,248.0,282.0,23.0,102.0,-16.17,16.17,255.0
37.712,Weightlifting,Snatch,Side View,Transition,Detected,,162.79,,173.87,,118.32,,9.78,,133.85,12.97,3.71,7.288,True,245.0,282.0,20.0,102.0,0.0,-45.49,255.0
37.771,Weightlifting,Snatch,Side View,Transition,Detected,,162.55,,172.19,,115.85,,9.71,,135.82,12.64,3.622,7.749,True,245.0,283.0,20.0,101.0,-16.78,0.0,255.0
37.831,Weightlifting,Snatch,Side View,Transition,Detected,,161.46,,168.8,,114.09,,12.37,,131.07,11.45,3.622,7.749,True,242.0,283.0,17.0,101.0,0.0,-50.09,255.0
37.893,Weightlifting,Snatch,Side View,Transition,Detected,,159.81,,167.11,,114.91,,13.97,,130.03,12.26,3.71,7.376,True,240.0,283.0,15.0,101.0,0.0,-32.3,255.0
37.961,Weightlifting,Snatch,Side View,Transition,Detected,,158.78,,164.65,,114.7,,12.11,,129.76,12.68,3.71,7.376,True,241.0,283.0,16.0,101.0,0.0,14.72,255.0
38.021,Weightlifting,Snatch,Side View,Transition,Detected,,156.62,,163.74,,117.08,,10.79,,131.7,13.02,3.733,7.558,True,241.0,284.0,16.0,100.0,-16.69,0.0,255.0
38.083,Weightlifting,Snatch,Side View,Transition,Detected,,156.27,,162.65,,120.96,,8.98,,131.62,13.18,3.733,7.558,True,242.0,284.0,17.0,100.0,0.0,16.2,255.0
38.149,Weightlifting,Snatch,Side View,Transition,Detected,,154.71,,162.48,,122.9,,6.76,,134.58,13.7,3.666,7.951,True,242.0,284.0,17.0,100.0,0.0,0.0,255.0
38.209,Weightlifting,Snatch,Side View,Transition,Detected,,153.87,,161.22,,119.88,,8.41,,129.44,13.54,3.666,7.951,True,241.0,280.0,16.0,104.0,66.68,-16.67,255.0
38.272,Weightlifting,Snatch,Side View,Transition,Detected,,152.64,,160.56,,120.3,,7.78,,129.44,13.79,3.733,7.558,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.338,Weightlifting,Snatch,Side View,Transition,Detected,,152.16,,161.44,,124.53,,6.49,,131.66,14.78,3.733,7.558,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.398,Weightlifting,Snatch,Side View,Transition,Detected,,150.89,,160.65,,125.77,,5.58,,132.09,15.11,3.733,7.558,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.465,Weightlifting,Snatch,Side View,Transition,Detected,,151.36,,159.7,,126.54,,6.94,,132.49,15.2,3.733,7.558,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.524,Weightlifting,Snatch,Side View,Transition,Detected,,152.12,,159.7,,126.54,,5.95,,134.24,15.11,3.802,8.055,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.589,Weightlifting,Snatch,Side View,Transition,Detected,,149.98,,161.83,,126.05,,1.37,,137.66,15.52,3.756,8.055,True,242.0,281.0,17.0,103.0,-15.47,15.47,255.0
38.649,Weightlifting,Snatch,Side View,Transition,Detected,,149.6,,156.94,,123.15,,2.6,,136.06,14.78,3.85,7.118,True,244.0,282.0,19.0,102.0,-16.35,32.71,255.0
38.712,Weightlifting,Snatch,Side View,Transition,Detected,,148.84,,155.99,,121.73,,1.01,,138.86,14.8,3.85,7.118,True,245.0,282.0,20.0,102.0,0.0,15.93,255.0
38.776,Weightlifting,Snatch,Side View,Transition,Detected,,149.24,,156.21,,121.67,,1.37,,138.7,14.46,3.779,7.288,True,245.0,282.0,20.0,102.0,0.0,0.0,255.0
38.837,Weightlifting,Snatch,Side View,Transition,Detected,,146.94,,152.79,,118.51,,0.52,,136.3,14.71,3.779,7.288,True,246.0,282.0,21.0,102.0,0.0,16.3,255.0
38.9,Weightlifting,Snatch,Side View,Transition,Detected,,146.01,,150.92,,117.7,,0.39,,136.3,14.53,3.779,7.652,True,246.0,282.0,21.0,102.0,0.0,0.0,255.0
38.964,Weightlifting,Snatch,Side View,Transition,Detected,,145.56,,148.24,,116.09,,0.23,,135.62,14.45,3.779,7.652,True,246.0,281.0,21.0,103.0,15.63,0.0,255.0
39.023,Weightlifting,Snatch,Side View,Transition,Detected,,147.78,,157.02,,122.99,,0.26,,133.08,14.87,3.756,7.376,True,246.0,281.0,21.0,103.0,0.0,0.0,255.0
39.088,Weightlifting,Snatch,Side View,Transition,Detected,,147.46,,157.53,,123.21,,1.4,,129.79,14.62,3.756,7.376,True,246.0,281.0,21.0,103.0,0.0,0.0,255.0
39.15,Weightlifting,Snatch,Side View,Transition,Detected,,147.48,,156.17,,120.62,,2.85,,127.11,14.8,3.826,7.558,True,245.0,281.0,20.0,103.0,0.0,-16.15,255.0
39.212,Weightlifting,Snatch,Side View,Transition,Detected,,150.69,,139.89,,110.92,,0.85,,128.34,14.89,3.802,7.558,True,245.0,281.0,20.0,103.0,0.0,0.0,255.0
39.275,Weightlifting,Snatch,Side View,Transition,Detected,,149.93,,140.74,,113.36,,1.89,,128.3,14.8,3.826,7.558,True,244.0,281.0,19.0,103.0,0.0,-16.0,255.0
39.337,Weightlifting,Snatch,Side View,Transition,Detected,,152.85,,139.28,,117.74,,2.53,,126.62,14.46,3.826,7.558,True,243.0,280.0,18.0,104.0,16.04,-16.04,255.0
39.398,Weightlifting,Snatch,Side View,Transition,Detected,,152.71,,142.87,,117.83,,2.08,,126.16,14.64,3.826,7.288,True,242.0,280.0,17.0,104.0,0.0,-16.46,255.0
39.461,Weightlifting,Snatch,Side View,Transition,Detected,,154.87,,141.85,,120.56,,3.38,,125.23,13.52,3.826,7.288,True,241.0,280.0,16.0,104.0,0.0,-15.95,255.0
39.523,Weightlifting,Snatch,Side View,Transition,Detected,,156.29,,142.5,,120.56,,4.14,,126.16,12.76,3.875,7.466,True,240.0,280.0,15.0,104.0,0.0,-15.92,255.0
39.587,Weightlifting,Snatch,Side View,Transition,Detected,,157.83,,144.94,,118.06,,6.01,,124.94,12.41,3.85,7.466,True,238.0,280.0,13.0,104.0,0.0,-31.46,255.0
39.653,Weightlifting,Snatch,Side View,Transition,Detected,,157.72,,146.1,,119.47,,6.24,,124.76,12.49,3.899,7.466,True,237.0,279.0,12.0,105.0,15.48,-15.48,255.0
39.711,Weightlifting,Snatch,Side View,Transition,Detected,,157.17,,145.08,,120.22,,4.67,,125.89,12.22,3.875,7.466,True,235.0,279.0,10.0,105.0,0.0,-33.79,255.0
39.773,Weightlifting,Snatch,Side View,Transition,Detected,,157.08,,146.56,,120.25,,3.33,,127.25,12.3,3.875,7.749,True,234.0,279.0,9.0,105.0,0.0,-16.16,255.0
39.837,Weightlifting,Snatch,Side View,Transition,Detected,,158.17,,148.58,,122.62,,5.51,,124.17,11.94,3.875,7.749,True,233.0,279.0,8.0,105.0,0.0,-15.52,255.0
39.899,Weightlifting,Snatch,Side View,Transition,Detected,,158.94,,149.51,,120.84,,6.28,,123.17,11.45,3.85,7.749,True,233.0,279.0,8.0,105.0,0.0,0.0,255.0
39.964,Weightlifting,Snatch,Side View,Transition,Detected,,160.6,,144.19,,113.94,,7.56,,122.88,10.97,3.826,7.749,True,232.0,280.0,7.0,104.0,-15.38,-15.38,255.0
40.023,Weightlifting,Snatch,Side View,Transition,Detected,,161.26,,147.2,,120.86,,7.91,,123.29,10.27,3.85,7.466,True,230.0,280.0,5.0,104.0,0.0,-33.92,255.0
40.087,Weightlifting,Snatch,Side View,Transition,Detected,,161.93,,144.65,,125.35,,8.58,,123.29,9.93,3.85,7.466,True,228.0,280.0,3.0,104.0,0.0,-31.77,255.0
40.152,Weightlifting,Snatch,Side View,Transition,Detected,,160.16,,141.48,,124.03,,9.4,,120.8,9.99,3.95,7.749,True,228.0,280.0,3.0,104.0,0.0,0.0,255.0
40.214,Weightlifting,Snatch,Side View,Transition,Detected,,160.36,,138.19,,115.58,,10.57,,120.63,9.93,3.924,7.749,True,225.0,280.0,0.0,104.0,0.0,-48.76,255.0
40.275,Weightlifting,Snatch,Side View,Transition,Detected,,161.85,,139.85,,116.34,,11.53,,120.26,9.64,3.924,7.558,True,224.0,280.0,-1.0,104.0,0.0,-16.24,255.0
40.337,Weightlifting,Snatch,Side View,Transition,Detected,,160.0,,137.3,,117.42,,9.07,,123.56,9.76,3.899,7.558,True,224.0,282.0,-1.0,102.0,-32.2,0.0,255.0
40.404,Weightlifting,Snatch,Side View,Transition,Detected,,160.0,,138.06,,114.57,,8.74,,122.98,9.76,3.899,7.466,True,223.0,282.0,-2.0,102.0,0.0,-15.26,255.0
40.465,Weightlifting,Snatch,Side View,Transition,Detected,,160.0,,141.1,,113.87,,8.39,,127.34,9.76,3.899,7.466,True,221.0,285.0,-4.0,99.0,-47.93,-31.95,255.0
40.535,Weightlifting,Snatch,Side View,Transition,Detected,,159.09,,139.01,,108.05,,8.39,,126.51,10.18,3.875,7.652,True,220.0,284.0,-5.0,100.0,14.61,-14.61,255.0
40.591,Weightlifting,Snatch,Side View,Transition,Detected,,160.89,,141.69,,112.1,,13.04,,124.44,9.76,3.875,7.652,True,215.0,284.0,-10.0,100.0,0.0,-87.53,255.0
40.653,Weightlifting,Snatch,Side View,Transition,Detected,,159.31,,141.59,,113.78,,13.54,,123.26,10.11,3.975,7.749,True,214.0,284.0,-11.0,100.0,0.0,-16.12,255.0
40.716,Weightlifting,Snatch,Side View,Transition,Detected,,158.43,,164.47,,122.86,,13.98,,124.71,10.11,3.95,7.749,True,211.0,284.0,-14.0,100.0,0.0,-47.23,255.0
40.779,Weightlifting,Snatch,Side View,Transition,Detected,,159.11,,168.53,,125.96,,14.67,,124.71,9.82,3.975,7.466,True,210.0,284.0,-15.0,100.0,0.0,-16.34,255.0
40.842,Weightlifting,Snatch,Side View,Transition,Detected,,158.66,,173.55,,128.98,,13.98,,128.18,10.53,3.95,7.466,True,221.0,284.0,-4.0,100.0,0.0,171.68,255.0
40.902,Weightlifting,Snatch,Side View,Transition,Detected,,158.71,,178.18,,133.94,,13.47,,130.09,9.82,3.975,7.652,True,220.0,284.0,-5.0,100.0,0.0,-16.51,255.0
40.97,Weightlifting,Snatch,Side View,Transition,Detected,,158.78,,179.68,,130.55,,14.74,,131.96,9.7,3.975,7.652,True,218.0,285.0,-7.0,99.0,-15.06,-30.12,255.0
41.028,Weightlifting,Snatch,Side View,Transition,Detected,,157.94,,178.84,,132.13,,13.12,,132.95,9.7,3.95,8.055,True,218.0,285.0,-7.0,99.0,0.0,0.0,255.0
41.091,Weightlifting,Snatch,Side View,Transition,Detected,,160.15,,176.75,,132.62,,15.03,,133.65,8.88,3.95,8.055,True,216.0,286.0,-9.0,98.0,-15.88,-31.76,255.0
41.155,Weightlifting,Snatch,Side View,Transition,Detected,,161.04,,177.26,,127.13,,14.52,,136.09,8.18,3.975,7.849,True,215.0,286.0,-10.0,98.0,0.0,-15.6,255.0
41.219,Weightlifting,Snatch,Side View,Transition,Detected,,160.91,,177.89,,132.99,,15.24,,138.25,7.39,3.975,7.849,True,214.0,288.0,-11.0,96.0,-31.5,-15.75,255.0
41.283,Weightlifting,Snatch,Side View,Transition,Detected,,160.91,,178.84,,124.7,,15.24,,140.67,7.39,3.95,7.288,True,213.0,288.0,-12.0,96.0,0.0,-15.92,255.0
41.346,Weightlifting,Snatch,Side View,Transition,Detected,,162.42,,177.99,,119.83,,19.39,,139.28,6.69,3.95,7.288,True,210.0,288.0,-15.0,96.0,0.0,-46.7,255.0
41.406,Weightlifting,Snatch,Side View,Transition,Detected,,162.9,,178.74,,119.3,,20.08,,139.28,6.3,3.95,7.376,True,209.0,288.0,-16.0,96.0,0.0,-16.54,255.0
41.472,Weightlifting,Snatch,Side View,Transition,Detected,178.86,163.77,168.39,177.34,101.06,116.38,,21.21,,142.13,6.26,3.95,7.376,True,207.0,288.0,-18.0,96.0,0.0,-30.38,255.0
41.536,Weightlifting,Snatch,Side View,Transition,Detected,178.86,163.77,169.26,177.34,101.06,116.75,,21.21,,142.13,6.26,3.975,7.749,True,207.0,288.0,-18.0,96.0,0.0,0.0,255.0
41.6,Weightlifting,Snatch,Side View,Transition,Detected,179.44,165.3,169.72,175.73,99.95,113.11,,21.86,,146.24,5.19,3.975,7.749,True,205.0,288.0,-20.0,96.0,0.0,-31.0,255.0
41.662,Weightlifting,Snatch,Side View,Transition,Detected,179.44,165.96,169.72,175.73,101.06,111.23,,21.4,,147.6,4.85,3.975,7.376,True,205.0,288.0,-20.0,96.0,0.0,0.0,255.0
41.723,Weightlifting,Snatch,Side View,Transition,Detected,178.52,166.62,171.5,175.51,102.24,113.56,,22.06,,151.71,4.5,3.95,7.376,True,202.0,288.0,-23.0,96.0,0.0,-47.99,255.0
41.785,Weightlifting,Snatch,Side View,Transition,Detected,178.52,166.81,171.5,175.83,103.28,112.81,,22.06,,151.85,4.5,4.001,8.273,True,202.0,289.0,-23.0,95.0,-16.25,0.0,255.0
41.848,Weightlifting,Snatch,Side View,Transition,Detected,177.79,166.81,173.38,175.83,102.69,110.78,,22.06,,157.29,4.5,4.028,8.273,True,199.0,288.0,-26.0,96.0,15.86,-47.58,255.0
41.911,Weightlifting,Snatch,Side View,Transition,Detected,179.4,166.81,171.63,175.83,100.81,110.78,,22.54,,158.13,4.85,3.975,7.376,True,198.0,288.0,-27.0,96.0,0.0,-15.87,255.0
41.973,Weightlifting,Snatch,Side View,Transition,Detected,179.24,167.47,172.07,177.34,102.81,109.27,,23.55,,163.24,4.5,3.975,7.376,True,195.0,285.0,-30.0,99.0,48.52,-48.52,255.0
42.036,Weightlifting,Snatch,Side View,Transition,Detected,179.07,167.47,172.51,177.34,103.09,109.27,,24.68,,163.45,4.5,3.975,7.202,True,194.0,284.0,-31.0,100.0,15.7,-15.7,255.0
42.1,Weightlifting,Snatch,Side View,Transition,Detected,180.0,167.47,171.58,178.11,104.13,110.54,,24.68,,164.57,4.53,3.975,7.202,True,193.0,284.0,-32.0,100.0,0.0,-15.78,255.0
42.163,Weightlifting,Snatch,Side View,Transition,Detected,179.73,167.47,172.27,178.11,106.07,110.54,,24.1,,166.44,4.56,4.001,7.652,True,192.0,285.0,-33.0,99.0,-15.8,-15.8,255.0
42.226,Weightlifting,Snatch,Side View,Transition,Detected,179.13,165.08,173.12,178.81,106.92,113.55,,23.44,,166.44,5.23,3.975,7.652,True,191.0,284.0,-34.0,100.0,16.23,-16.23,255.0
42.288,Weightlifting,Snatch,Side View,Transition,Detected,178.42,165.08,173.98,178.01,107.78,112.76,,23.44,,167.72,5.57,4.001,8.273,True,190.0,284.0,-35.0,100.0,0.0,-16.08,255.0
42.351,Weightlifting,Snatch,Side View,Transition,Detected,176.33,163.62,171.16,174.3,106.92,114.54,,23.43,,170.25,5.64,4.001,8.273,True,187.0,285.0,-38.0,99.0,-15.6,-46.8,255.0
42.412,Weightlifting,Snatch,Side View,Transition,Detected,176.19,163.38,171.41,173.92,106.06,117.61,,22.35,,172.92,5.68,4.001,7.849,True,187.0,285.0,-38.0,99.0,0.0,0.0,255.0
42.478,Weightlifting,Snatch,Side View,Transition,Detected,176.91,162.45,172.02,171.94,111.14,121.63,,22.86,,170.45,5.71,4.001,7.849,True,187.0,285.0,-38.0,99.0,0.0,0.0,255.0
42.538,Weightlifting,Snatch,Side View,Transition,Detected,175.13,164.9,171.34,172.23,111.37,120.82,,24.23,,170.79,5.42,4.054,7.466,True,186.0,285.0,-39.0,99.0,0.0,-16.71,255.0
42.602,Weightlifting,Snatch,Side View,Transition,Detected,175.31,162.91,174.16,170.81,111.63,119.14,,23.48,,171.45,6.5,4.054,7.466,True,185.0,285.0,-40.0,99.0,0.0,-15.51,255.0
42.665,Weightlifting,Snatch,Side View,Transition,Detected,176.95,162.67,175.92,170.57,113.69,122.08,,23.48,,173.14,6.14,4.054,7.849,True,184.0,284.0,-41.0,100.0,15.98,-15.98,255.0
42.73,Weightlifting,Snatch,Side View,Transition,Detected,177.71,163.36,177.36,168.89,117.0,120.47,,24.17,,174.43,5.78,4.054,7.849,True,183.0,284.0,-42.0,100.0,0.0,-15.2,255.0
42.791,Weightlifting,Snatch,Side View,Transition,Detected,179.47,162.07,178.97,167.44,118.54,119.61,,24.61,,173.29,6.18,4.054,8.055,True,183.0,284.0,-42.0,100.0,0.0,0.0,255.0
42.852,Weightlifting,Snatch,Side View,Transition,Detected,178.45,163.5,179.85,168.82,120.35,121.39,,24.61,,175.03,6.22,4.054,8.055,True,182.0,284.0,-43.0,100.0,0.0,-16.49,255.0
42.914,Weightlifting,Snatch,Side View,Transition,Detected,175.74,165.19,177.75,170.47,122.03,124.12,,24.59,,175.03,6.3,4.028,7.652,True,181.0,284.0,-44.0,100.0,0.0,-15.95,255.0
42.98,Weightlifting,Snatch,Side View,Transition,Detected,176.8,165.04,179.75,167.3,127.0,126.37,,25.3,,176.83,5.89,4.028,7.652,True,180.0,283.0,-45.0,101.0,15.21,-15.21,255.0
43.04,Weightlifting,Snatch,Side View,Transition,Detected,177.55,165.04,179.75,167.3,127.0,126.37,,25.3,,176.83,5.53,4.054,7.558,True,181.0,283.0,-44.0,101.0,0.0,16.54,255.0
43.102,Weightlifting,Snatch,Side View,Transition,Detected,174.98,168.82,177.89,165.35,129.03,133.28,,24.57,,178.67,6.3,4.054,7.558,True,179.0,283.0,-46.0,101.0,0.0,-32.29,255.0
43.165,Weightlifting,Snatch,Side View,Transition,Detected,174.07,167.95,177.94,162.67,128.35,129.69,,24.57,,178.67,6.3,4.054,8.055,True,179.0,283.0,-46.0,101.0,0.0,0.0,255.0
43.227,Weightlifting,Snatch,Side View,Transition,Detected,174.07,170.39,177.94,163.79,128.35,124.95,,25.84,,176.27,5.97,4.054,8.055,True,178.0,283.0,-47.0,101.0,0.0,-16.24,255.0
43.289,Weightlifting,Snatch,Side View,Transition,Detected,174.81,170.39,178.8,163.79,126.03,123.68,,25.84,,176.82,5.6,4.165,7.749,True,178.0,282.0,-47.0,102.0,15.94,0.0,255.0
43.353,Weightlifting,Snatch,Side View,Transition,Detected,174.81,172.26,178.8,163.93,126.03,124.54,,26.97,,175.69,5.6,4.165,7.749,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
43.413,Weightlifting,Snatch,Side View,Transition,Detected,174.81,172.26,178.8,164.74,127.49,128.15,,26.97,,175.69,5.6,4.109,7.466,True,177.0,282.0,-48.0,102.0,0.0,-16.35,255.0
43.476,Weightlifting,Snatch,Side View,Transition,Detected,175.94,172.26,177.81,163.93,127.52,127.34,,26.97,,174.37,5.6,4.109,7.466,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.541,Weightlifting,Snatch,Side View,Transition,Detected,175.94,173.13,178.87,165.61,125.07,128.15,,28.09,,173.26,5.6,4.165,7.951,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.604,Weightlifting,Snatch,Side View,Transition,Detected,177.01,174.73,177.72,165.92,123.55,124.72,,27.7,,174.37,5.23,4.165,7.951,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.666,Weightlifting,Snatch,Side View,Transition,Detected,177.01,175.45,179.52,165.26,119.23,121.14,,27.29,,175.5,4.86,4.109,7.951,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.729,Weightlifting,Snatch,Side View,Transition,Detected,177.15,176.33,178.7,164.6,116.29,118.29,,28.42,,173.03,4.83,4.109,7.951,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.791,Weightlifting,Snatch,Side View,Transition,Detected,177.96,175.67,178.47,164.51,114.16,118.13,,27.7,,174.37,5.19,4.081,7.466,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.857,Weightlifting,Snatch,Side View,Transition,Detected,176.9,178.99,176.85,166.33,121.78,121.52,,28.42,,173.03,4.83,4.054,7.466,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.917,Weightlifting,Snatch,Side View,Transition,Detected,176.64,179.42,176.73,167.2,124.38,130.77,,29.15,,171.66,4.48,4.193,7.749,True,176.0,282.0,-49.0,102.0,0.0,-16.51,255.0
43.982,Weightlifting,Snatch,Side View,Transition,Detected,177.56,180.0,176.65,167.91,121.97,130.21,,27.7,,172.16,5.19,4.193,7.749,True,177.0,281.0,-48.0,103.0,15.43,15.43,255.0
44.045,Weightlifting,Snatch,Side View,Transition,Detected,175.82,180.0,174.6,167.74,119.46,131.27,,26.57,,173.29,5.56,4.081,7.376,True,177.0,281.0,-48.0,103.0,0.0,0.0,255.0
