time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px
29.63,Turnover,True,246.0,174.0,21.0,210.0,0.0,32.27,255.0
29.691,Turnover,True,247.0,172.0,22.0,212.0,32.55,16.27,255.0
29.755,Turnover,True,247.0,170.0,22.0,214.0,31.23,0.0,255.0
29.817,Turnover,True,249.0,172.0,24.0,212.0,-32.33,32.33,255.0
29.88,Turnover,True,249.0,172.0,24.0,212.0,0.0,0.0,255.0
29.942,Turnover,True,247.0,172.0,22.0,212.0,0.0,-32.06,255.0
30.004,Turnover,True,246.0,174.0,21.0,210.0,-32.64,-16.32,255.0
30.069,Turnover,True,246.0,174.0,21.0,210.0,0.0,0.0,255.0
30.128,Turnover,True,246.0,174.0,21.0,210.0,0.0,0.0,255.0
30.189,Turnover,True,246.0,175.0,21.0,209.0,-16.39,0.0,255.0
30.253,Turnover,True,246.0,176.0,21.0,208.0,-15.66,0.0,255.0
30.316,Turnover,True,246.0,176.0,21.0,208.0,0.0,0.0,255.0
30.378,Turnover,True,246.0,176.0,21.0,208.0,0.0,0.0,255.0
30.441,Turnover,True,246.0,178.0,21.0,206.0,-31.84,0.0,255.0
30.501,Turnover,True,246.0,178.0,21.0,206.0,0.0,0.0,255.0
30.566,Turnover,True,242.0,178.0,17.0,206.0,0.0,-61.68,255.0
30.635,Turnover,True,241.0,178.0,16.0,206.0,0.0,-14.61,255.0
30.692,Turnover,True,241.0,179.0,16.0,205.0,-17.12,0.0,255.0
30.754,Turnover,True,242.0,180.0,17.0,204.0,-16.38,16.38,255.0
30.817,Turnover,True,242.0,180.0,17.0,204.0,0.0,0.0,255.0
30.889,Turnover,True,242.0,180.0,17.0,204.0,0.0,0.0,255.0
30.946,Turnover,True,244.0,180.0,19.0,204.0,0.0,35.52,255.0
31.011,Turnover,True,245.0,181.0,20.0,203.0,-15.38,15.38,255.0
31.071,Turnover,True,245.0,180.0,20.0,204.0,16.62,0.0,255.0
31.133,Turnover,True,245.0,180.0,20.0,204.0,0.0,0.0,255.0
31.197,Turnover,True,246.0,179.0,21.0,205.0,15.71,15.71,255.0
31.259,Turnover,True,247.0,179.0,22.0,205.0,0.0,16.29,255.0
31.318,Turnover,True,247.0,177.0,22.0,207.0,33.69,0.0,255.0
31.384,Turnover,True,249.0,176.0,24.0,208.0,15.09,30.18,255.0
31.449,Turnover,True,252.0,178.0,27.0,206.0,-31.54,47.31,255.0
31.507,Turnover,True,252.0,178.0,27.0,206.0,0.0,0.0,255.0
31.569,Turnover,True,253.0,180.0,28.0,204.0,-31.98,15.99,255.0
31.635,Turnover,True,252.0,183.0,27.0,201.0,-45.44,-15.15,255.0
31.696,Turnover,True,256.0,183.0,31.0,201.0,0.0,65.4,255.0
31.757,Turnover,True,258.0,182.0,33.0,202.0,16.61,33.22,255.0
31.821,Turnover,True,257.0,180.0,32.0,204.0,31.64,-15.82,255.0
31.886,Turnover,True,256.0,179.0,31.0,205.0,15.19,-15.19,255.0
31.947,Turnover,True,257.0,180.0,32.0,204.0,-16.42,16.42,255.0
32.007,Turnover,True,257.0,181.0,32.0,203.0,-16.57,0.0,255.0
32.069,Turnover,True,268.0,178.0,43.0,206.0,48.02,176.06,255.0
32.135,Turnover,True,270.0,178.0,45.0,206.0,0.0,30.94,255.0
32.194,Turnover,True,267.0,178.0,42.0,206.0,0.0,-49.65,255.0
32.257,Turnover,True,265.0,176.0,40.0,208.0,32.02,-32.02,255.0
32.324,Turnover,True,267.0,176.0,42.0,208.0,0.0,29.93,255.0
32.381,Turnover,True,269.0,175.0,44.0,209.0,17.65,35.29,255.0
32.446,Catch,True,267.0,193.0,42.0,191.0,-274.81,-30.53,255.0
32.506,Not Detected,False,,,,,,,
32.569,Not Detected,False,,,,,,,
32.631,Not Detected,False,,,,,,,
32.695,Not Detected,False,,,,,,,
32.756,Not Detected,False,,,,,,,
32.817,Not Detected,False,,,,,,,
32.879,Not Detected,False,,,,,,,
32.944,Not Detected,False,,,,,,,
33.007,Not Detected,False,,,,,,,
33.069,Not Detected,False,,,,,,,
33.134,Not Detected,False,,,,,,,
33.197,Not Detected,False,,,,,,,
33.258,Not Detected,False,,,,,,,
33.322,Not Detected,False,,,,,,,
33.384,Not Detected,False,,,,,,,
33.446,Not Detected,False,,,,,,,
33.509,Not Detected,False,,,,,,,
33.57,Not Detected,False,,,,,,,
33.631,Not Detected,False,,,,,,,
33.696,Not Detected,False,,,,,,,
33.757,Not Detected,False,,,,,,,
33.821,Not Detected,False,,,,,,,
33.881,Not Detected,False,,,,,,,
33.947,Not Detected,False,,,,,,,
34.007,Not Detected,False,,,,,,,
34.069,Not Detected,False,,,,,,,
34.134,Not Detected,False,,,,,,,
34.195,Not Detected,False,,,,,,,
34.256,Turnover,True,254.0,207.0,29.0,177.0,-7.73,-7.18,255.0
34.318,Catch,True,254.0,254.0,29.0,130.0,-750.87,0.0,255.0
34.381,Second Pull,True,260.0,247.0,35.0,137.0,111.73,95.76,255.0
34.444,Not Detected,False,,,,,,,
34.506,Not Detected,False,,,,,,,
34.568,Transition,True,254.0,287.0,29.0,97.0,-213.5,-32.03,255.0
34.631,Transition,True,253.0,279.0,28.0,105.0,128.22,-16.03,255.0
34.696,Transition,True,254.0,283.0,29.0,101.0,-61.76,15.44,255.0
34.757,Transition,True,254.0,279.0,29.0,105.0,65.35,0.0,255.0
34.825,Transition,True,253.0,285.0,28.0,99.0,-88.99,-14.83,255.0
34.883,Transition,True,253.0,281.0,28.0,103.0,68.93,0.0,255.0
34.945,Transition,True,250.0,288.0,25.0,96.0,-110.9,-47.53,255.0
35.006,Transition,True,251.0,287.0,26.0,97.0,16.52,16.52,255.0
35.07,Transition,True,251.0,289.0,26.0,95.0,-31.24,0.0,255.0
35.131,Transition,True,252.0,287.0,27.0,97.0,32.72,16.36,255.0
35.194,Transition,True,249.0,285.0,24.0,99.0,31.65,-47.48,255.0
35.26,Transition,True,248.0,286.0,23.0,98.0,-15.22,-15.22,255.0
35.325,Transition,True,240.0,285.0,15.0,99.0,15.44,-123.48,255.0
35.382,Transition,True,242.0,285.0,17.0,99.0,0.0,35.79,255.0
35.446,Transition,True,244.0,281.0,19.0,103.0,62.5,31.25,255.0
35.508,Transition,True,248.0,279.0,23.0,105.0,31.59,63.17,255.0
35.571,Transition,True,250.0,280.0,25.0,104.0,-15.93,31.87,255.0
35.634,Transition,True,252.0,280.0,27.0,104.0,0.0,32.21,255.0
35.696,Transition,True,253.0,281.0,28.0,103.0,-15.72,15.72,255.0
35.758,Transition,True,254.0,282.0,29.0,102.0,-16.23,16.23,255.0
35.823,Transition,True,261.0,282.0,36.0,102.0,0.0,108.25,255.0
35.884,Transition,True,260.0,281.0,35.0,103.0,16.2,-16.2,255.0
35.954,Transition,True,255.0,282.0,30.0,102.0,-14.55,-72.74,255.0
36.012,Transition,True,253.0,283.0,28.0,101.0,-17.0,-33.99,255.0
36.076,Transition,True,251.0,283.0,26.0,101.0,0.0,-31.14,255.0
36.137,Transition,True,248.0,284.0,23.0,100.0,-16.46,-49.37,255.0
36.2,Transition,True,255.0,285.0,30.0,99.0,-16.03,112.18,255.0
36.259,Transition,True,256.0,286.0,31.0,98.0,-16.7,16.7,255.0
36.325,Transition,True,255.0,284.0,30.0,100.0,30.48,-15.24,255.0
36.386,Transition,True,255.0,284.0,30.0,100.0,0.0,0.0,255.0
36.451,Transition,True,256.0,284.0,31.0,100.0,0.0,15.47,255.0
36.514,Transition,True,256.0,284.0,31.0,100.0,0.0,0.0,255.0
36.579,Transition,True,256.0,284.0,31.0,100.0,0.0,0.0,255.0
36.644,Transition,True,257.0,285.0,32.0,99.0,-15.46,15.46,255.0
36.706,Transition,True,252.0,285.0,27.0,99.0,0.0,-80.68,255.0
36.769,Transition,True,251.0,285.0,26.0,99.0,0.0,-15.75,255.0
36.833,Transition,True,252.0,283.0,27.0,101.0,31.74,15.87,255.0
36.895,Transition,True,254.0,283.0,29.0,101.0,0.0,31.81,255.0
36.959,Transition,True,254.0,281.0,29.0,103.0,31.63,0.0,255.0
37.02,Transition,True,254.0,281.0,29.0,103.0,0.0,0.0,255.0
37.084,Transition,True,253.0,279.0,28.0,105.0,31.75,-15.87,255.0
37.147,Transition,True,252.0,278.0,27.0,106.0,16.03,-16.03,255.0
37.207,Transition,True,249.0,278.0,24.0,106.0,0.0,-49.7,255.0
37.27,Transition,True,249.0,278.0,24.0,106.0,0.0,0.0,255.0
37.333,Transition,True,252.0,279.0,27.0,105.0,-15.84,47.53,255.0
37.394,Transition,True,254.0,279.0,29.0,105.0,0.0,33.18,255.0
37.457,Transition,True,249.0,280.0,24.0,104.0,-15.7,-78.5,255.0
37.519,Transition,True,247.0,281.0,22.0,103.0,-16.27,-32.55,255.0
37.584,Transition,True,247.0,281.0,22.0,103.0,0.0,0.0,255.0
37.646,Transition,True,248.0,282.0,23.0,102.0,-16.17,16.17,255.0
37.712,Transition,True,245.0,282.0,20.0,102.0,0.0,-45.49,255.0
37.771,Transition,True,245.0,283.0,20.0,101.0,-16.78,0.0,255.0
37.831,Transition,True,242.0,283.0,17.0,101.0,0.0,-50.09,255.0
37.893,Transition,True,240.0,283.0,15.0,101.0,0.0,-32.3,255.0
37.961,Transition,True,241.0,283.0,16.0,101.0,0.0,14.72,255.0
38.021,Transition,True,241.0,284.0,16.0,100.0,-16.69,0.0,255.0
38.083,Transition,True,242.0,284.0,17.0,100.0,0.0,16.2,255.0
38.149,Transition,True,242.0,284.0,17.0,100.0,0.0,0.0,255.0
38.209,Transition,True,241.0,280.0,16.0,104.0,66.68,-16.67,255.0
38.272,Transition,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.338,Transition,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.398,Transition,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.465,Transition,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.524,Transition,True,241.0,280.0,16.0,104.0,0.0,0.0,255.0
38.589,Transition,True,242.0,281.0,17.0,103.0,-15.47,15.47,255.0
38.649,Transition,True,244.0,282.0,19.0,102.0,-16.35,32.71,255.0
38.712,Transition,True,245.0,282.0,20.0,102.0,0.0,15.93,255.0
38.776,Transition,True,245.0,282.0,20.0,102.0,0.0,0.0,255.0
38.837,Transition,True,246.0,282.0,21.0,102.0,0.0,16.3,255.0
38.9,Transition,True,246.0,282.0,21.0,102.0,0.0,0.0,255.0
38.964,Transition,True,246.0,281.0,21.0,103.0,15.63,0.0,255.0
39.023,Transition,True,246.0,281.0,21.0,103.0,0.0,0.0,255.0
39.088,Transition,True,246.0,281.0,21.0,103.0,0.0,0.0,255.0
39.15,Transition,True,245.0,281.0,20.0,103.0,0.0,-16.15,255.0
39.212,Transition,True,245.0,281.0,20.0,103.0,0.0,0.0,255.0
39.275,Transition,True,244.0,281.0,19.0,103.0,0.0,-16.0,255.0
39.337,Transition,True,243.0,280.0,18.0,104.0,16.04,-16.04,255.0
39.398,Transition,True,242.0,280.0,17.0,104.0,0.0,-16.46,255.0
39.461,Transition,True,241.0,280.0,16.0,104.0,0.0,-15.95,255.0
39.523,Transition,True,240.0,280.0,15.0,104.0,0.0,-15.92,255.0
39.587,Transition,True,238.0,280.0,13.0,104.0,0.0,-31.46,255.0
39.653,Transition,True,237.0,279.0,12.0,105.0,15.48,-15.48,255.0
39.711,Transition,True,235.0,279.0,10.0,105.0,0.0,-33.79,255.0
39.773,Transition,True,234.0,279.0,9.0,105.0,0.0,-16.16,255.0
39.837,Transition,True,233.0,279.0,8.0,105.0,0.0,-15.52,255.0
39.899,Transition,True,233.0,279.0,8.0,105.0,0.0,0.0,255.0
39.964,Transition,True,232.0,280.0,7.0,104.0,-15.38,-15.38,255.0
40.023,Transition,True,230.0,280.0,5.0,104.0,0.0,-33.92,255.0
40.087,Transition,True,228.0,280.0,3.0,104.0,0.0,-31.77,255.0
40.152,Transition,True,228.0,280.0,3.0,104.0,0.0,0.0,255.0
40.214,Transition,True,225.0,280.0,0.0,104.0,0.0,-48.76,255.0
40.275,Transition,True,224.0,280.0,-1.0,104.0,0.0,-16.24,255.0
40.337,Transition,True,224.0,282.0,-1.0,102.0,-32.2,0.0,255.0
40.404,Transition,True,223.0,282.0,-2.0,102.0,0.0,-15.26,255.0
40.465,Transition,True,221.0,285.0,-4.0,99.0,-47.93,-31.95,255.0
40.535,Transition,True,220.0,284.0,-5.0,100.0,14.61,-14.61,255.0
40.591,Transition,True,215.0,284.0,-10.0,100.0,0.0,-87.53,255.0
40.653,Transition,True,214.0,284.0,-11.0,100.0,0.0,-16.12,255.0
40.716,Transition,True,211.0,284.0,-14.0,100.0,0.0,-47.23,255.0
40.779,Transition,True,210.0,284.0,-15.0,100.0,0.0,-16.34,255.0
40.842,Transition,True,221.0,284.0,-4.0,100.0,0.0,171.68,255.0
40.902,Transition,True,220.0,284.0,-5.0,100.0,0.0,-16.51,255.0
40.97,Transition,True,218.0,285.0,-7.0,99.0,-15.06,-30.12,255.0
41.028,Transition,True,218.0,285.0,-7.0,99.0,0.0,0.0,255.0
41.091,Transition,True,216.0,286.0,-9.0,98.0,-15.88,-31.76,255.0
41.155,Transition,True,215.0,286.0,-10.0,98.0,0.0,-15.6,255.0
41.219,Transition,True,214.0,288.0,-11.0,96.0,-31.5,-15.75,255.0
41.283,Transition,True,213.0,288.0,-12.0,96.0,0.0,-15.92,255.0
41.346,Transition,True,210.0,288.0,-15.0,96.0,0.0,-46.7,255.0
41.406,Transition,True,209.0,288.0,-16.0,96.0,0.0,-16.54,255.0
41.472,Transition,True,207.0,288.0,-18.0,96.0,0.0,-30.38,255.0
41.536,Transition,True,207.0,288.0,-18.0,96.0,0.0,0.0,255.0
41.6,Transition,True,205.0,288.0,-20.0,96.0,0.0,-31.0,255.0
41.662,Transition,True,205.0,288.0,-20.0,96.0,0.0,0.0,255.0
41.723,Transition,True,202.0,288.0,-23.0,96.0,0.0,-47.99,255.0
41.785,Transition,True,202.0,289.0,-23.0,95.0,-16.25,0.0,255.0
41.848,Transition,True,199.0,288.0,-26.0,96.0,15.86,-47.58,255.0
41.911,Transition,True,198.0,288.0,-27.0,96.0,0.0,-15.87,255.0
41.973,Transition,True,195.0,285.0,-30.0,99.0,48.52,-48.52,255.0
42.036,Transition,True,194.0,284.0,-31.0,100.0,15.7,-15.7,255.0
42.1,Transition,True,193.0,284.0,-32.0,100.0,0.0,-15.78,255.0
42.163,Transition,True,192.0,285.0,-33.0,99.0,-15.8,-15.8,255.0
42.226,Transition,True,191.0,284.0,-34.0,100.0,16.23,-16.23,255.0
42.288,Transition,True,190.0,284.0,-35.0,100.0,0.0,-16.08,255.0
42.351,Transition,True,187.0,285.0,-38.0,99.0,-15.6,-46.8,255.0
42.412,Transition,True,187.0,285.0,-38.0,99.0,0.0,0.0,255.0
42.478,Transition,True,187.0,285.0,-38.0,99.0,0.0,0.0,255.0
42.538,Transition,True,186.0,285.0,-39.0,99.0,0.0,-16.71,255.0
42.602,Transition,True,185.0,285.0,-40.0,99.0,0.0,-15.51,255.0
42.665,Transition,True,184.0,284.0,-41.0,100.0,15.98,-15.98,255.0
42.73,Transition,True,183.0,284.0,-42.0,100.0,0.0,-15.2,255.0
42.791,Transition,True,183.0,284.0,-42.0,100.0,0.0,0.0,255.0
42.852,Transition,True,182.0,284.0,-43.0,100.0,0.0,-16.49,255.0
42.914,Transition,True,181.0,284.0,-44.0,100.0,0.0,-15.95,255.0
42.98,Transition,True,180.0,283.0,-45.0,101.0,15.21,-15.21,255.0
43.04,Transition,True,181.0,283.0,-44.0,101.0,0.0,16.54,255.0
43.102,Transition,True,179.0,283.0,-46.0,101.0,0.0,-32.29,255.0
43.165,Transition,True,179.0,283.0,-46.0,101.0,0.0,0.0,255.0
43.227,Transition,True,178.0,283.0,-47.0,101.0,0.0,-16.24,255.0
43.289,Transition,True,178.0,282.0,-47.0,102.0,15.94,0.0,255.0
43.353,Transition,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
43.413,Transition,True,177.0,282.0,-48.0,102.0,0.0,-16.35,255.0
43.476,Transition,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.541,Transition,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.604,Transition,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.666,Transition,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.729,Transition,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.791,Transition,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.857,Transition,True,177.0,282.0,-48.0,102.0,0.0,0.0,255.0
43.917,Transition,True,176.0,282.0,-49.0,102.0,0.0,-16.51,255.0
43.982,Transition,True,177.0,281.0,-48.0,103.0,15.43,15.43,255.0
44.045,Transition,True,177.0,281.0,-48.0,103.0,0.0,0.0,255.0
44.106,Transition,True,177.0,282.0,-48.0,102.0,-16.39,0.0,255.0
44.171,Transition,True,178.0,282.0,-47.0,102.0,0.0,15.48,255.0
44.232,Transition,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.296,Transition,True,178.0,283.0,-47.0,101.0,-15.95,0.0,255.0
44.357,Transition,True,178.0,283.0,-47.0,101.0,0.0,0.0,255.0
44.42,Transition,True,178.0,282.0,-47.0,102.0,15.88,0.0,255.0
44.482,Transition,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.545,Transition,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.609,Transition,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.669,Transition,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.734,Transition,True,178.0,282.0,-47.0,102.0,0.0,0.0,255.0
44.793,Transition,True,179.0,282.0,-46.0,102.0,0.0,16.79,255.0
44.86,Transition,True,179.0,282.0,-46.0,102.0,0.0,0.0,255.0
44.923,Transition,True,179.0,282.0,-46.0,102.0,0.0,0.0,255.0
44.984,Transition,True,180.0,281.0,-45.0,103.0,16.59,16.59,255.0
45.049,Transition,True,180.0,280.0,-45.0,104.0,15.25,0.0,255.0
45.11,Transition,True,180.0,281.0,-45.0,103.0,-16.33,0.0,255.0
45.172,Transition,True,181.0,281.0,-44.0,103.0,0.0,16.35,255.0
45.234,Transition,True,182.0,281.0,-43.0,103.0,0.0,15.98,255.0
45.297,Transition,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.361,Transition,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.422,Transition,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.486,Transition,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.547,Transition,True,182.0,281.0,-43.0,103.0,0.0,0.0,255.0
45.611,Transition,True,182.0,280.0,-43.0,104.0,16.01,0.0,255.0
45.673,Transition,True,183.0,280.0,-42.0,104.0,0.0,15.94,255.0
45.74,Transition,True,183.0,280.0,-42.0,104.0,0.0,0.0,255.0
45.799,Transition,True,183.0,280.0,-42.0,104.0,0.0,0.0,255.0
45.862,Transition,True,183.0,279.0,-42.0,105.0,16.1,0.0,255.0
45.923,Transition,True,183.0,278.0,-42.0,106.0,16.34,0.0,255.0
45.987,Transition,True,183.0,278.0,-42.0,106.0,0.0,0.0,255.0
46.051,Transition,True,183.0,277.0,-42.0,107.0,15.74,0.0,255.0
46.113,Transition,True,183.0,277.0,-42.0,107.0,0.0,0.0,255.0
46.174,Transition,True,182.0,276.0,-43.0,108.0,16.03,-16.03,255.0
46.236,Transition,True,182.0,275.0,-43.0,109.0,16.28,0.0,255.0
46.298,Transition,True,181.0,274.0,-44.0,110.0,16.33,-16.33,255.0
46.363,Transition,True,181.0,273.0,-44.0,111.0,15.16,0.0,255.0
46.425,Transition,True,181.0,274.0,-44.0,110.0,-16.56,0.0,255.0
46.492,Transition,True,180.0,274.0,-45.0,110.0,0.0,-14.83,255.0
46.55,Transition,True,180.0,274.0,-45.0,110.0,0.0,0.0,255.0
46.614,Transition,True,180.0,272.0,-45.0,112.0,31.08,0.0,255.0
46.676,Transition,True,180.0,272.0,-45.0,112.0,0.0,0.0,255.0
46.739,Transition,True,179.0,272.0,-46.0,112.0,0.0,-15.81,255.0
46.801,Transition,True,178.0,272.0,-47.0,112.0,0.0,-16.05,255.0
46.863,Transition,True,178.0,272.0,-47.0,112.0,0.0,0.0,255.0
46.923,Transition,True,178.0,272.0,-47.0,112.0,0.0,0.0,255.0
46.988,Transition,True,178.0,271.0,-47.0,113.0,15.22,0.0,255.0
47.05,Transition,True,177.0,270.0,-48.0,114.0,16.44,-16.44,255.0
47.114,Transition,True,176.0,269.0,-49.0,115.0,15.59,-15.59,255.0
47.178,Transition,True,175.0,269.0,-50.0,115.0,0.0,-15.52,255.0
47.239,Transition,True,174.0,269.0,-51.0,115.0,0.0,-16.37,255.0
47.301,Transition,True,173.0,269.0,-52.0,115.0,0.0,-16.02,255.0
47.363,Transition,True,172.0,268.0,-53.0,116.0,16.36,-16.36,255.0
47.426,Transition,True,171.0,268.0,-54.0,116.0,0.0,-15.89,255.0
47.489,Transition,True,169.0,268.0,-56.0,116.0,0.0,-31.68,255.0
47.551,Transition,True,169.0,268.0,-56.0,116.0,0.0,0.0,255.0
47.616,Transition,True,166.0,267.0,-59.0,117.0,15.2,-45.59,255.0
47.678,Transition,True,166.0,267.0,-59.0,117.0,0.0,0.0,255.0
47.74,Transition,True,165.0,267.0,-60.0,117.0,0.0,-16.28,255.0
47.804,Transition,True,165.0,268.0,-60.0,116.0,-15.72,0.0,255.0
47.866,Transition,True,163.0,267.0,-62.0,117.0,16.07,-32.15,255.0
47.928,Transition,True,162.0,267.0,-63.0,117.0,0.0,-15.75,255.0
47.991,Transition,True,160.0,267.0,-65.0,117.0,0.0,-32.0,255.0
48.053,Transition,True,160.0,266.0,-65.0,118.0,16.03,0.0,255.0
48.115,Transition,True,158.0,265.0,-67.0,119.0,16.2,-32.39,255.0
48.177,Transition,True,158.0,265.0,-67.0,119.0,0.0,0.0,255.0
48.241,Transition,True,157.0,265.0,-68.0,119.0,0.0,-15.74,255.0
48.303,Transition,True,156.0,265.0,-69.0,119.0,0.0,-16.26,255.0
48.368,Transition,True,155.0,265.0,-70.0,119.0,0.0,-15.15,255.0
48.428,Transition,True,155.0,264.0,-70.0,120.0,16.73,0.0,255.0
48.492,Transition,True,154.0,263.0,-71.0,121.0,15.59,-15.59,255.0
48.554,Transition,True,153.0,263.0,-72.0,121.0,0.0,-16.04,255.0
48.62,Transition,True,150.0,263.0,-75.0,121.0,0.0,-45.99,255.0
48.68,Transition,True,149.0,263.0,-76.0,121.0,0.0,-16.63,255.0
48.744,Transition,True,148.0,262.0,-77.0,122.0,15.63,-15.63,255.0
48.807,Transition,True,147.0,262.0,-78.0,122.0,0.0,-15.84,255.0
48.867,Transition,True,146.0,261.0,-79.0,123.0,16.49,-16.49,255.0
48.929,Transition,True,146.0,261.0,-79.0,123.0,0.0,0.0,255.0
48.991,Transition,True,144.0,259.0,-81.0,125.0,32.34,-32.34,255.0
49.054,Transition,True,143.0,259.0,-82.0,125.0,0.0,-15.86,255.0
49.116,Transition,True,141.0,259.0,-84.0,125.0,0.0,-32.75,255.0
49.178,Transition,True,141.0,259.0,-84.0,125.0,0.0,0.0,255.0
49.244,Transition,True,140.0,258.0,-85.0,126.0,15.07,-15.07,255.0
49.306,Transition,True,139.0,258.0,-86.0,126.0,0.0,-16.09,255.0
49.369,Transition,True,137.0,257.0,-88.0,127.0,15.91,-31.82,255.0
49.429,Transition,True,136.0,256.0,-89.0,128.0,16.67,-16.67,255.0
49.494,Transition,True,135.0,255.0,-90.0,129.0,15.26,-15.26,255.0
49.556,Turnover,True,134.0,254.0,-91.0,130.0,16.45,-16.45,255.0
49.619,Turnover,True,132.0,254.0,-93.0,130.0,0.0,-31.45,255.0
49.683,Transition,True,133.0,255.0,-92.0,129.0,-15.57,15.57,255.0
49.744,Transition,True,129.0,262.0,-96.0,122.0,-114.1,-65.2,255.0
49.808,Transition,True,128.0,264.0,-97.0,120.0,-31.34,-15.67,255.0
49.869,Transition,True,126.0,266.0,-99.0,118.0,-32.97,-32.97,255.0
49.934,Transition,True,124.0,269.0,-101.0,115.0,-46.28,-30.85,255.0
49.997,Transition,True,124.0,265.0,-101.0,119.0,63.73,0.0,255.0
50.059,Transition,True,124.0,264.0,-101.0,120.0,16.04,0.0,255.0
50.12,Transition,True,122.0,263.0,-103.0,121.0,16.21,-32.43,255.0
50.181,Transition,True,122.0,263.0,-103.0,121.0,0.0,0.0,255.0
50.248,Transition,True,121.0,256.0,-104.0,128.0,105.73,-15.1,255.0
50.305,Transition,True,119.0,257.0,-106.0,127.0,-17.08,-34.17,255.0
50.368,Transition,True,119.0,253.0,-106.0,131.0,64.14,0.0,255.0
50.43,Turnover,True,119.0,251.0,-106.0,133.0,32.26,0.0,255.0
50.497,Turnover,True,118.0,250.0,-107.0,134.0,14.92,-14.92,255.0
50.553,Turnover,True,118.0,249.0,-107.0,135.0,17.64,0.0,255.0
50.616,Turnover,True,117.0,248.0,-108.0,136.0,15.88,-15.88,255.0
50.68,Turnover,True,117.0,248.0,-108.0,136.0,0.0,0.0,255.0
50.742,Turnover,True,118.0,247.0,-107.0,137.0,16.04,16.04,255.0
50.806,Turnover,True,117.0,246.0,-108.0,138.0,15.96,-15.96,255.0
50.867,Turnover,True,117.0,246.0,-108.0,138.0,0.0,0.0,255.0
50.929,Turnover,True,117.0,246.0,-108.0,138.0,0.0,0.0,255.0
50.992,Turnover,True,115.0,246.0,-110.0,138.0,0.0,-31.42,255.0
51.054,Turnover,True,116.0,246.0,-109.0,138.0,0.0,15.91,255.0
51.118,Turnover,True,114.0,245.0,-111.0,139.0,15.75,-31.49,255.0
51.18,Turnover,True,114.0,244.0,-111.0,140.0,16.07,0.0,255.0
51.244,Turnover,True,113.0,244.0,-112.0,140.0,0.0,-15.72,255.0
51.305,Turnover,True,112.0,244.0,-113.0,140.0,0.0,-16.32,255.0
51.372,Turnover,True,111.0,244.0,-114.0,140.0,0.0,-15.18,255.0
51.432,Turnover,True,111.0,244.0,-114.0,140.0,0.0,0.0,255.0
51.496,Turnover,True,110.0,244.0,-115.0,140.0,0.0,-15.63,255.0
51.562,Turnover,True,111.0,244.0,-114.0,140.0,0.0,15.12,255.0
51.635,Turnover,True,110.0,244.0,-115.0,140.0,0.0,-13.8,255.0
51.698,Turnover,True,110.0,244.0,-115.0,140.0,0.0,0.0,255.0
51.759,Turnover,True,109.0,244.0,-116.0,140.0,0.0,-16.24,255.0
51.825,Turnover,True,109.0,244.0,-116.0,140.0,0.0,0.0,255.0
51.888,Turnover,True,107.0,243.0,-118.0,141.0,15.85,-31.7,255.0
51.948,Turnover,True,107.0,242.0,-118.0,142.0,16.66,0.0,255.0
52.011,Turnover,True,106.0,242.0,-119.0,142.0,0.0,-16.03,255.0
52.072,Turnover,True,107.0,242.0,-118.0,142.0,0.0,16.18,255.0
52.134,Turnover,True,107.0,242.0,-118.0,142.0,0.0,0.0,255.0
52.2,Turnover,True,107.0,242.0,-118.0,142.0,0.0,0.0,255.0
52.261,Turnover,True,106.0,241.0,-119.0,143.0,16.18,-16.18,255.0
52.322,Turnover,True,106.0,241.0,-119.0,143.0,0.0,0.0,255.0
52.385,Turnover,True,106.0,241.0,-119.0,143.0,0.0,0.0,255.0
52.448,Turnover,True,105.0,241.0,-120.0,143.0,0.0,-16.09,255.0
52.51,Turnover,True,105.0,241.0,-120.0,143.0,0.0,0.0,255.0
52.574,Turnover,True,104.0,241.0,-121.0,143.0,0.0,-15.75,255.0
