sport,exercise,camera_view,input_mode,source_file,record_count,total_duration_s,detected_phase_count,detected_phases,barbell_detected_samples,max_barbell_height_px,max_barbell_height_m,max_vertical_displacement_px,max_vertical_displacement_m,min_vertical_displacement_px,min_vertical_displacement_m,vertical_displacement_range_px,vertical_displacement_range_m,max_horizontal_displacement_px,max_horizontal_displacement_m,min_horizontal_displacement_px,min_horizontal_displacement_m,horizontal_displacement_range_px,horizontal_displacement_range_m,max_vertical_velocity_px_s,max_vertical_velocity_m_s,max_horizontal_velocity_px_s,max_horizontal_velocity_m_s,mean_athlete_depth_m,mean_center_depth_m,created_at
Weightlifting,Snatch,Side View,RealSense Bag File,E:/Pose estimation tool/Recording_bagFiles/SideView_Snatch/20240405_132144.bag,541,50.028,4,Deadlift Phase | Jump Phase | Catch Phase | Overhead Squat Phase,540,323.0,1.7104,323.0,1.7104,0.0,-0.0,323.0,1.7104,43.0,0.2285,-7.0,-0.0367,50.0,0.2652,87.35,0.444,50.47,0.34,3.8235,7.5874,2026-07-03 15:30:19
