time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.076,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
0.169,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
0.263,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
0.341,Setup,True,224.0,419.0,,,,,,-0.5351,0.9238,3.222,,,,,
0.422,Setup,True,225.0,419.0,,,,,,-0.5298,0.9238,3.222,,,,,
0.518,Setup,True,226.0,419.0,,,,,,-0.5219,0.9189,3.205,,,,,
0.61,Setup,True,226.0,417.0,,,,,,-0.5246,0.9133,3.222,,,,,
0.69,Setup,True,226.0,417.0,,,,,,-0.5274,0.9182,3.239,,,,,
0.786,Setup,True,226.0,415.0,,,,,,-0.5302,0.9124,3.256,,,,,
0.879,Setup,True,227.0,415.0,,,,,,-0.5221,0.9077,3.239,,,,,
0.975,Setup,True,227.0,412.0,,,,,,-0.5249,0.8966,3.256,,,,,
1.072,Setup,True,228.0,413.0,,,,,,-0.5142,0.8925,3.222,,,,,
1.163,Setup,True,228.0,412.0,,,,,,-0.5142,0.8873,3.222,,,,,
1.256,Setup,True,228.0,410.0,,,,,,-0.5169,0.8815,3.239,,,,,
1.35,Deadlift Phase,True,230.0,409.0,0.0,0.0,10.66,21.32,0.0,-0.5064,0.8762,3.239,0.0,-0.0,0.0559,0.1118,-0.0
1.446,Deadlift Phase,True,230.0,409.0,0.0,0.0,0.0,0.0,0.0,-0.5038,0.8716,3.222,0.0027,0.0046,0.0487,0.0281,0.0046
1.54,Deadlift Phase,True,230.0,406.0,0.0,3.0,31.84,0.0,3.0,-0.5064,0.8605,3.239,0.0,0.0157,0.1181,-0.0282,0.0157
1.619,Deadlift Phase,True,230.0,406.0,0.0,3.0,0.0,0.0,3.0,-0.5038,0.856,3.222,0.0027,0.0202,0.0571,0.0336,0.0202
1.714,Deadlift Phase,True,230.0,403.0,0.0,6.0,31.92,0.0,6.0,-0.5064,0.8448,3.239,0.0,0.0314,0.1192,-0.0283,0.0314
1.808,Deadlift Phase,True,231.0,403.0,1.0,6.0,0.0,10.52,6.0,-0.4985,0.8403,3.222,0.0079,0.0359,0.0467,0.0829,0.0359
1.903,Deadlift Phase,True,231.0,401.0,1.0,8.0,21.2,0.0,8.0,-0.5012,0.8343,3.239,0.0052,0.0419,0.0641,-0.0279,0.0419
1.992,Deadlift Phase,True,232.0,401.0,2.0,8.0,0.0,11.23,8.0,-0.4933,0.8299,3.222,0.0131,0.0463,0.0492,0.0881,0.0463
2.07,Deadlift Phase,True,233.0,398.0,3.0,11.0,37.84,12.61,11.0,-0.4907,0.8186,3.239,0.0157,0.0576,0.1431,0.0333,0.0576
2.15,Deadlift Phase,True,232.0,397.0,2.0,12.0,12.62,-12.62,12.0,-0.4907,0.8048,3.205,0.0157,0.0714,0.1739,-0.0005,0.0714
2.247,Deadlift Phase,True,232.0,395.0,2.0,14.0,21.1,0.0,14.0,-0.4933,0.7986,3.222,0.0131,0.0776,0.065,-0.0275,0.0776
2.339,Deadlift Phase,True,232.0,395.0,2.0,14.0,0.0,0.0,14.0,-0.4959,0.8029,3.239,0.0105,0.0734,-0.044,-0.0272,0.0776
2.421,Deadlift Phase,True,234.0,391.0,4.0,18.0,50.83,25.42,18.0,-0.488,0.786,3.256,0.0184,0.0902,0.2143,0.1009,0.0902
2.515,Deadlift Phase,True,234.0,391.0,4.0,18.0,0.0,0.0,18.0,-0.4829,0.7778,3.222,0.0235,0.0984,0.0862,0.0535,0.0984
2.61,Deadlift Phase,True,234.0,387.0,4.0,22.0,41.82,0.0,22.0,-0.488,0.7649,3.256,0.0184,0.1113,0.1345,-0.0533,0.1113
2.703,Deadlift Phase,True,234.0,387.0,4.0,22.0,0.0,0.0,22.0,-0.4803,0.7529,3.205,0.0261,0.1233,0.1287,0.0821,0.1233
2.797,Deadlift Phase,True,235.0,383.0,5.0,26.0,42.51,10.63,26.0,-0.4777,0.7361,3.222,0.0287,0.1401,0.1792,0.0284,0.1401
2.893,Deadlift Phase,True,235.0,384.0,5.0,25.0,-10.54,0.0,26.0,-0.4802,0.7452,3.239,0.0262,0.131,-0.0962,-0.0266,0.1401
2.987,Deadlift Phase,True,235.0,379.0,5.0,30.0,52.29,0.0,30.0,-0.4854,0.7268,3.274,0.021,0.1495,0.1928,-0.0543,0.1495
3.078,Deadlift Phase,True,235.0,379.0,5.0,30.0,0.0,0.0,30.0,-0.4777,0.7152,3.222,0.0287,0.161,0.126,0.0842,0.161
3.163,Deadlift Phase,True,235.0,375.0,5.0,34.0,49.35,0.0,34.0,-0.4827,0.7017,3.256,0.0237,0.1745,0.1669,-0.0622,0.1745
3.251,Deadlift Phase,True,235.0,375.0,5.0,34.0,0.0,0.0,34.0,-0.4802,0.698,3.239,0.0262,0.1782,0.0407,0.028,0.1782
3.343,Deadlift Phase,True,235.0,370.0,5.0,39.0,53.49,0.0,39.0,-0.4854,0.6791,3.274,0.021,0.1971,0.2027,-0.0555,0.1971
3.423,Deadlift Phase,True,235.0,371.0,5.0,38.0,-12.56,0.0,39.0,-0.4751,0.67,3.205,0.0313,0.2063,0.1146,0.1285,0.2063
3.518,Deadlift Phase,True,234.0,365.0,4.0,44.0,64.15,-10.69,44.0,-0.488,0.649,3.256,0.0184,0.2272,0.224,-0.1372,0.2272
3.615,Deadlift Phase,True,235.0,366.0,5.0,43.0,-10.35,10.35,44.0,-0.4777,0.6475,3.222,0.0287,0.2288,0.0162,0.1067,0.2288
3.709,Deadlift Phase,True,234.0,361.0,4.0,48.0,52.47,-10.49,48.0,-0.4854,0.6247,3.239,0.021,0.2516,0.2391,-0.0815,0.2516
3.809,Deadlift Phase,True,234.0,360.0,4.0,49.0,10.57,0.0,49.0,-0.4803,0.6129,3.205,0.0261,0.2633,0.1241,0.0539,0.2633
3.895,Deadlift Phase,True,234.0,355.0,4.0,54.0,55.16,0.0,54.0,-0.4854,0.5932,3.239,0.021,0.283,0.2173,-0.0562,0.283
3.975,Deadlift Phase,True,233.0,355.0,3.0,54.0,0.0,-12.37,54.0,-0.4855,0.587,3.205,0.0209,0.2892,0.077,-0.0012,0.2892
4.057,Deadlift Phase,True,233.0,350.0,3.0,59.0,63.08,0.0,59.0,-0.4933,0.57,3.256,0.0132,0.3062,0.2145,-0.0975,0.3062
4.153,Jump Phase,True,233.0,350.0,3.0,59.0,0.0,0.0,59.0,-0.4907,0.567,3.239,0.0157,0.3092,0.0312,0.027,0.3092
4.252,Jump Phase,True,232.0,344.0,2.0,65.0,64.09,-10.68,65.0,-0.4985,0.5384,3.256,0.0079,0.3378,0.3058,-0.0838,0.3378
