time_s,athlete_depth_m,center_depth_m
0.076,3.756,7.652
0.169,3.71,7.652
0.263,3.71,7.652
0.341,3.733,7.466
0.422,3.733,7.466
0.518,3.733,7.558
0.61,3.733,7.558
0.69,3.756,8.055
0.786,3.756,8.055
0.879,3.756,7.558
0.975,3.779,7.558
1.072,3.779,7.652
1.163,3.802,7.652
1.256,3.756,7.749
1.35,3.756,7.749
1.446,3.756,7.288
1.54,3.779,7.288
1.619,3.733,7.288
1.714,3.733,7.288
1.808,3.779,7.202
1.903,3.779,7.202
1.992,3.756,7.376
2.07,3.756,7.376
2.15,3.802,7.849
2.247,3.802,7.849
2.339,3.756,7.558
2.421,3.756,7.558
2.515,3.779,7.466
2.61,3.779,7.466
2.703,3.779,7.288
2.797,3.802,7.288
2.893,3.779,7.376
2.987,3.779,7.376
3.078,3.779,7.466
3.163,3.802,7.466
3.251,3.802,7.376
3.343,3.802,7.376
3.423,3.826,7.749
3.518,3.826,7.749
3.615,3.802,7.558
3.709,3.802,7.558
3.809,3.826,7.288
3.895,3.85,7.288
3.975,3.85,7.376
4.057,3.826,7.376
4.153,3.826,7.652
4.252,3.826,7.652
4.342,3.802,7.951
4.442,3.802,7.951
4.535,3.802,7.951
4.634,3.802,7.951
4.726,3.756,7.288
4.821,3.666,7.288
4.91,3.601,7.466
5.013,3.58,7.466
5.1,3.382,7.652
5.195,3.58,7.652
5.293,3.459,7.951
5.387,3.401,7.951
5.49,3.309,7.288
5.583,3.291,7.288
5.673,3.256,7.558
5.764,3.239,7.558
5.861,3.108,7.558
5.956,3.156,7.558
6.051,3.076,7.558
6.148,3.123,7.558
6.239,3.076,7.466
6.335,3.123,7.466
6.431,3.076,7.558
6.528,3.061,7.558
6.623,3.156,7.288
6.724,3.123,7.288
6.811,3.061,7.652
6.91,3.076,7.652
6.999,3.156,7.951
7.093,3.156,7.951
7.193,3.256,7.652
7.284,3.205,7.652
7.386,3.291,7.466
7.474,3.291,7.466
7.569,3.291,7.202
7.671,3.291,7.202
7.76,3.274,7.749
7.858,3.274,7.749
7.958,3.291,7.118
8.05,3.291,7.118
8.147,3.42,7.558
8.243,3.401,7.558
8.342,3.309,7.202
8.439,4.281,7.202
8.529,3.924,8.055
8.622,4.081,8.055
8.683,,7.466
8.783,3.899,7.466
8.871,3.924,7.558
8.963,3.95,7.558
9.059,3.924,7.558
9.154,3.924,7.558
9.247,3.875,7.849
9.341,3.875,7.849
9.431,3.875,7.652
9.51,3.875,7.652
9.606,3.899,7.288
9.698,3.924,7.288
9.793,3.875,7.376
9.887,3.875,7.376
9.983,3.899,7.749
10.072,3.899,7.749
10.15,3.924,7.749
10.246,3.924,7.749
10.339,3.899,7.037
10.437,3.899,7.037
10.525,3.875,7.466
10.607,3.875,7.466
10.701,3.924,7.652
10.777,3.95,7.652
10.859,3.875,7.652
10.953,3.875,7.652
11.034,3.875,7.037
11.128,3.875,7.037
11.207,3.875,7.749
11.304,3.875,7.749
11.398,3.875,7.202
11.492,3.85,7.202
11.582,3.875,7.951
11.663,3.875,7.951
11.74,3.95,7.118
11.822,3.95,7.118
11.902,3.875,7.288
11.997,3.875,7.288
12.091,3.924,7.652
12.183,3.924,7.652
12.265,3.899,7.037
12.356,3.899,7.037
12.437,3.924,7.288
12.513,3.924,7.288
12.595,3.875,7.466
12.69,3.875,7.466
12.785,3.826,7.652
12.875,3.826,7.652
12.956,3.924,8.273
13.035,3.924,8.273
13.112,3.924,8.055
13.192,3.924,8.055
13.289,3.875,7.558
13.38,3.875,7.558
13.474,3.924,7.558
13.556,3.924,7.558
13.649,3.875,7.558
13.743,3.875,7.558
13.836,3.924,7.652
13.927,3.924,7.652
14.022,3.924,8.163
14.116,3.924,8.163
14.215,3.899,7.466
14.306,3.899,7.466
14.4,3.95,7.466
14.493,3.95,7.466
14.593,3.899,7.288
14.688,3.899,7.288
14.785,3.924,7.849
14.873,3.924,7.849
14.956,3.899,7.749
15.05,3.899,7.749
15.15,3.924,7.376
15.244,3.924,7.376
15.334,3.899,7.376
15.43,3.899,7.376
15.525,3.924,7.466
15.62,3.95,7.466
15.711,3.899,7.288
15.793,3.924,7.288
15.892,3.899,7.652
