sport,exercise,camera_view,input_mode,source_file,record_count,total_duration_s,detected_phase_count,detected_phases,barbell_detected_samples,max_barbell_height_px,max_barbell_height_m,max_vertical_displacement_px,max_vertical_displacement_m,min_vertical_displacement_px,min_vertical_displacement_m,vertical_displacement_range_px,vertical_displacement_range_m,max_horizontal_displacement_px,max_horizontal_displacement_m,min_horizontal_displacement_px,min_horizontal_displacement_m,horizontal_displacement_range_px,horizontal_displacement_range_m,max_vertical_velocity_px_s,max_vertical_velocity_m_s,max_horizontal_velocity_px_s,max_horizontal_velocity_m_s,mean_athlete_depth_m,mean_center_depth_m,created_at
Weightlifting,Snatch,Side View,RealSense Bag File,E:/Pose estimation tool/Recording_bagFiles/SideView_Snatch/20240405_132144.bag,24,2.096,0,,24,,,,,,,,,,,,,,,,,,,3.756,7.6445,2026-07-03 15:51:46
