time_s,sport,exercise,camera_view,phase,pose_status,left_hip_angle_deg,right_hip_angle_deg,left_knee_angle_deg,right_knee_angle_deg,left_ankle_angle_deg,right_ankle_angle_deg,left_shoulder_angle_deg,right_shoulder_angle_deg,left_elbow_angle_deg,right_elbow_angle_deg,trunk_lean_angle_deg,athlete_depth_m,center_depth_m,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.07,Weightlifting,Snatch,Side View,Setup,Detected,,35.41,,107.15,,119.88,,61.14,,137.85,100.52,3.733,7.202,True,202,424,,,,,,-0.6533,0.9548,3.239,,,,,
0.157,Weightlifting,Snatch,Side View,Setup,Detected,,34.82,,106.11,,117.32,,58.28,,131.1,100.05,3.733,7.202,True,202,424,,,,,,-0.6533,0.9548,3.239,,,,,
0.252,Weightlifting,Snatch,Side View,Setup,Detected,,34.68,,106.97,,116.18,,59.41,,132.09,100.12,3.756,7.749,True,202,423,,,,,,-0.6533,0.9496,3.239,,,,,
0.343,Weightlifting,Snatch,Side View,Setup,Detected,,34.88,,105.44,,117.25,,62.9,,136.38,99.33,3.733,7.749,True,203,424,,,,,,-0.648,0.9548,3.239,,,,,
0.434,Weightlifting,Snatch,Side View,Setup,Detected,,34.42,,105.75,,116.69,,64.73,,138.07,98.81,3.756,7.288,True,203,424,,,,,,-0.648,0.9548,3.239,,,,,
0.53,Weightlifting,Snatch,Side View,Setup,Detected,,34.08,,107.69,,118.05,,59.57,,131.42,99.26,3.756,7.288,True,203,423,,,,,,-0.6514,0.9546,3.256,,,,,
0.626,Weightlifting,Snatch,Side View,Setup,Detected,,33.46,,107.94,,115.27,,57.54,,126.93,99.33,3.756,7.466,True,203,423,,,,,,-0.6446,0.9446,3.222,,,,,
0.721,Weightlifting,Snatch,Side View,Setup,Detected,,33.86,,110.52,,116.67,,59.33,,127.93,100.52,3.756,7.466,True,203,424,,,,,,-0.6446,0.9498,3.222,,,,,
0.803,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,111.67,,117.19,,60.21,,126.69,100.52,3.733,7.558,True,202,423,,,,,,-0.6567,0.9546,3.256,,,,,
0.898,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,107.97,,115.56,,61.86,,123.52,100.67,3.733,7.558,True,203,424,,,,,,-0.6514,0.9598,3.256,,,,,
0.999,Weightlifting,Snatch,Side View,Setup,Detected,,33.89,,106.46,,116.83,,62.65,,123.1,100.82,3.756,7.749,True,202,423,,,,,,-0.6498,0.9446,3.222,,,,,
1.1,Weightlifting,Snatch,Side View,Setup,Detected,,33.89,,107.84,,116.03,,64.68,,132.07,101.23,3.756,7.749,True,204,423,,,,,,-0.6394,0.9446,3.222,,,,,
1.187,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,108.43,,113.96,,67.55,,138.6,100.82,3.779,7.652,True,203,423,,,,,,-0.6378,0.9346,3.188,,,,,
1.287,Weightlifting,Snatch,Side View,Setup,Detected,,34.48,,108.43,,112.25,,68.25,,141.14,101.23,3.779,7.652,True,203,423,,,,,,-0.6378,0.9346,3.188,,,,,
1.377,Weightlifting,Snatch,Side View,Setup,Detected,,33.69,,109.36,,115.27,,68.34,,140.45,101.15,3.733,7.849,True,203,423,,,,,,-0.648,0.9496,3.239,,,,,
1.465,Weightlifting,Snatch,Side View,Setup,Detected,,35.36,,108.56,,117.75,,64.12,,134.79,100.59,3.733,7.849,True,204,423,,,,,,-0.6462,0.9546,3.256,,,,,
1.545,Weightlifting,Snatch,Side View,Setup,Detected,,35.17,,107.22,,118.77,,65.17,,137.32,100.92,3.756,8.055,True,203,422,,,,,,-0.6446,0.9394,3.222,,,,,
1.625,Weightlifting,Snatch,Side View,Setup,Detected,,35.36,,108.56,,118.59,,64.4,,126.42,100.84,3.756,8.055,True,204,423,,,,,,-0.6394,0.9446,3.222,,,,,
1.719,Weightlifting,Snatch,Side View,Setup,Detected,,35.36,,109.48,,116.01,,64.4,,123.61,100.84,3.756,7.749,True,203,423,,,,,,-0.6412,0.9396,3.205,,,,,
1.816,Weightlifting,Snatch,Side View,Setup,Detected,,35.82,,106.72,,121.71,,64.26,,141.68,100.99,3.756,7.749,True,204,424,,,,,,-0.6327,0.9398,3.188,,,,,
1.907,Weightlifting,Snatch,Side View,Setup,Detected,,35.67,,105.23,,122.47,,65.42,,147.03,100.75,3.779,7.466,True,204,423,,,,,,-0.636,0.9396,3.205,,,,,
1.988,Weightlifting,Snatch,Side View,Setup,Detected,,35.82,,110.99,,113.38,,65.28,,136.16,101.07,3.802,7.466,True,203,423,,,,,,-0.6412,0.9396,3.205,,,,,
2.079,Weightlifting,Snatch,Side View,Setup,Detected,,35.01,,112.71,,113.39,,66.06,,131.91,101.07,3.779,7.951,True,205,424,,,,,,-0.6275,0.9398,3.188,,,,,
2.166,Weightlifting,Snatch,Side View,Setup,Detected,,34.45,,112.91,,110.46,,67.11,,137.82,101.07,3.779,7.951,True,204,423,,,,,,-0.636,0.9396,3.205,,,,,
