time_s,athlete_depth_m,center_depth_m
0.027,3.756,7.118
0.117,3.71,7.202
0.213,3.71,7.202
0.307,3.733,7.466
0.401,3.71,7.466
0.492,3.71,7.849
0.575,3.71,7.849
0.663,3.756,7.951
0.745,3.756,7.951
0.839,3.733,7.466
0.935,3.733,7.466
1.028,3.71,7.376
1.123,3.71,7.376
1.217,3.733,7.652
1.311,3.733,7.652
1.408,3.733,8.055
1.498,3.733,8.055
1.576,3.756,7.652
1.653,3.756,7.652
1.74,3.71,7.652
1.832,3.71,7.652
1.921,3.733,7.466
2.002,3.733,7.466
2.081,3.733,7.558
2.16,3.733,7.558
2.24,3.756,8.055
2.333,3.756,8.055
2.413,3.756,7.558
2.509,3.779,7.558
2.598,3.779,7.652
2.683,3.802,7.652
2.762,3.756,7.749
2.84,3.756,7.749
2.919,3.756,7.288
3.0,3.779,7.288
3.095,3.733,7.288
3.19,3.733,7.288
3.28,3.779,7.202
3.362,3.779,7.202
3.456,3.756,7.376
3.556,3.756,7.376
3.644,3.802,7.849
3.741,3.802,7.849
3.835,3.756,7.558
3.926,3.756,7.558
4.021,3.779,7.466
4.119,3.779,7.466
4.204,3.779,7.288
4.289,3.802,7.288
4.38,3.779,7.376
4.483,3.779,7.376
4.568,3.779,7.466
4.663,3.802,7.466
4.759,3.802,7.376
4.857,3.802,7.376
4.955,3.826,7.749
5.055,3.826,7.749
5.149,3.802,7.558
5.236,3.802,7.558
5.33,3.826,7.288
5.426,3.85,7.288
5.521,3.85,7.376
5.618,3.826,7.376
5.717,3.826,7.652
5.809,3.826,7.652
5.9,3.802,7.951
5.984,3.802,7.951
6.085,3.802,7.951
6.168,3.802,7.951
6.266,3.756,7.288
6.362,3.666,7.288
6.459,3.601,7.466
6.552,3.58,7.466
6.648,3.382,7.652
6.744,3.58,7.652
6.838,3.459,7.951
6.931,3.401,7.951
7.025,3.309,7.288
7.126,3.291,7.288
7.216,3.256,7.558
7.313,3.239,7.558
7.41,3.108,7.558
7.506,3.156,7.558
7.598,3.076,7.558
7.695,3.123,7.558
7.795,3.076,7.466
7.885,3.123,7.466
7.975,3.076,7.558
8.052,3.061,7.558
8.135,3.156,7.288
8.227,3.123,7.288
8.307,3.061,7.652
8.396,3.076,7.652
8.483,3.156,7.951
8.564,3.156,7.951
8.656,3.256,7.652
8.736,3.205,7.652
8.832,3.291,7.466
8.921,3.291,7.466
8.999,3.291,7.202
9.077,3.291,7.202
9.162,3.274,7.749
9.257,3.274,7.749
9.352,3.291,7.118
9.447,3.291,7.118
9.541,3.42,7.558
9.636,3.401,7.558
9.731,3.309,7.202
9.824,4.281,7.202
9.917,3.924,8.055
10.013,4.081,8.055
10.079,,7.466
10.176,3.899,7.466
10.257,3.924,7.558
10.338,3.95,7.558
10.416,3.924,7.558
10.497,3.924,7.558
10.574,3.875,7.849
10.653,3.875,7.849
10.73,3.875,7.652
10.811,3.875,7.652
10.906,3.899,7.288
10.999,3.924,7.288
11.081,3.875,7.376
11.174,3.875,7.376
11.251,3.899,7.749
11.331,3.899,7.749
11.41,3.924,7.749
11.492,3.924,7.749
11.585,3.899,7.037
11.678,3.899,7.037
11.77,3.875,7.466
11.852,3.875,7.466
11.932,3.924,7.652
12.025,3.95,7.652
12.103,3.875,7.652
12.183,3.875,7.652
12.28,3.875,7.037
12.374,3.875,7.037
12.466,3.875,7.749
12.561,3.875,7.749
12.637,3.875,7.202
12.719,3.85,7.202
12.814,3.875,7.951
12.89,3.875,7.951
12.968,3.95,7.118
13.052,3.95,7.118
13.143,3.875,7.288
13.222,3.875,7.288
13.315,3.924,7.652
13.391,3.924,7.652
13.471,3.899,7.037
13.562,3.899,7.037
13.641,3.924,7.288
13.723,3.924,7.288
13.803,3.875,7.466
13.907,3.875,7.466
13.99,3.826,7.652
14.073,3.826,7.652
14.17,3.924,8.273
14.265,3.924,8.273
14.357,3.924,8.055
14.453,3.924,8.055
14.548,3.875,7.558
14.643,3.875,7.558
14.735,3.924,7.558
14.815,3.924,7.558
14.919,3.875,7.558
15.008,3.875,7.558
15.107,3.924,7.652
15.2,3.924,7.652
15.29,3.924,8.163
15.391,3.924,8.163
15.491,3.899,7.466
15.58,3.899,7.466
15.675,3.95,7.466
15.779,3.95,7.466
15.887,3.899,7.288
15.984,3.899,7.288
16.069,3.924,7.849
16.157,3.924,7.849
16.24,3.899,7.749
16.342,3.899,7.749
16.429,3.924,7.376
16.525,3.924,7.376
16.619,3.899,7.376
16.716,3.899,7.376
16.811,3.924,7.466
16.904,3.95,7.466
16.986,3.899,7.288
17.081,3.924,7.288
17.18,3.899,7.652
17.273,3.899,7.652
17.367,3.875,7.118
17.468,3.875,7.118
17.561,3.875,7.558
17.652,3.875,7.558
17.751,3.924,7.749
17.845,3.924,7.749
17.941,3.95,7.849
18.039,3.95,7.849
18.124,3.85,7.376
18.206,3.875,7.376
18.299,3.875,7.749
18.377,3.875,7.749
18.47,3.826,7.749
18.55,3.826,7.749
18.627,3.924,7.652
18.703,3.924,7.652
18.784,3.899,7.652
18.878,3.899,7.652
18.955,3.95,7.652
19.035,3.95,7.652
19.114,3.95,8.055
19.21,3.95,8.055
19.303,3.95,7.202
19.396,3.924,7.202
19.489,3.875,8.055
19.583,3.875,8.055
19.677,3.899,7.288
19.773,3.899,7.288
19.868,3.826,7.652
19.96,3.826,7.652
20.053,3.924,7.652
20.15,3.924,7.652
20.241,3.95,7.749
20.334,3.95,7.749
20.432,3.924,7.652
20.52,3.924,7.652
20.599,3.975,7.749
20.695,3.975,7.749
20.786,3.95,7.466
20.88,3.95,7.466
20.97,3.924,7.749
21.049,3.924,7.749
21.127,3.924,7.466
21.206,3.924,7.466
21.283,3.899,7.376
21.366,3.899,7.376
21.458,3.95,7.558
21.537,3.95,7.558
21.615,3.95,7.466
21.697,3.95,7.466
21.789,4.001,7.951
21.881,4.001,7.951
21.959,3.975,7.951
22.042,3.975,7.951
22.135,4.028,7.849
22.215,4.028,7.849
22.308,3.95,7.376
22.402,3.95,7.376
22.499,3.95,7.749
22.59,3.95,7.749
22.667,3.95,7.466
22.749,3.95,7.466
22.827,4.001,7.749
22.922,4.001,7.749
23.017,4.028,7.558
23.098,4.028,7.558
23.193,3.975,7.376
23.289,3.975,7.376
23.381,3.95,7.749
23.46,3.95,7.749
23.539,4.001,7.652
23.618,4.001,7.652
23.7,3.95,7.376
23.795,3.95,7.376
23.888,3.975,7.376
23.964,3.975,7.376
24.044,3.975,7.376
24.125,3.95,7.376
24.218,3.975,7.466
24.303,3.975,7.466
24.397,3.95,7.558
24.499,3.95,7.558
24.588,3.975,7.951
24.682,3.975,7.951
24.775,4.001,7.951
24.874,4.001,7.951
24.966,3.975,7.749
25.059,3.975,7.749
25.153,3.975,7.749
25.251,3.975,7.749
25.344,3.975,7.749
25.441,3.975,7.749
25.53,3.975,7.849
25.626,3.975,7.849
25.724,4.001,7.652
25.82,4.001,7.652
25.915,3.95,7.558
26.007,3.95,7.558
26.099,3.924,7.466
26.198,3.924,7.466
