time_s,phase,barbell_detected,barbell_x_px,barbell_y_px,barbell_horizontal_displacement_px,barbell_vertical_displacement_px,barbell_vertical_velocity_px_s,barbell_horizontal_velocity_px_s,barbell_max_height_px,barbell_x_m,barbell_y_m,barbell_z_depth_m,barbell_horizontal_displacement_m,barbell_vertical_displacement_m,barbell_vertical_velocity_m_s,barbell_horizontal_velocity_m_s,barbell_max_height_m
0.027,Setup,True,221.0,421.0,,,,,,-0.5478,0.9293,3.205,,,,,
0.117,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
0.213,Setup,True,222.0,422.0,,,,,,-0.5455,0.9394,3.222,,,,,
0.307,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
0.401,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
0.492,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
0.575,Setup,True,222.0,422.0,,,,,,-0.5426,0.9344,3.205,,,,,
0.663,Setup,True,222.0,422.0,,,,,,-0.5484,0.9444,3.239,,,,,
0.745,Setup,True,222.0,422.0,,,,,,-0.5484,0.9444,3.239,,,,,
0.839,Setup,True,222.0,422.0,,,,,,-0.5512,0.9493,3.256,,,,,
0.935,Setup,True,223.0,422.0,,,,,,-0.546,0.9493,3.256,,,,,
1.028,Setup,True,223.0,422.0,,,,,,-0.5431,0.9444,3.239,,,,,
1.123,Setup,True,223.0,422.0,,,,,,-0.5431,0.9444,3.239,,,,,
1.217,Setup,True,222.0,421.0,,,,,,-0.5512,0.944,3.256,,,,,
1.311,Setup,True,223.0,422.0,,,,,,-0.546,0.9493,3.256,,,,,
1.408,Setup,True,223.0,421.0,,,,,,-0.5403,0.9342,3.222,,,,,
1.498,Setup,True,223.0,421.0,,,,,,-0.5403,0.9342,3.222,,,,,
1.576,Setup,True,223.0,421.0,,,,,,-0.5403,0.9342,3.222,,,,,
1.653,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
1.74,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
1.832,Setup,True,224.0,420.0,,,,,,-0.5351,0.929,3.222,,,,,
1.921,Setup,True,224.0,419.0,,,,,,-0.5351,0.9238,3.222,,,,,
2.002,Setup,True,225.0,419.0,,,,,,-0.5298,0.9238,3.222,,,,,
2.081,Setup,True,226.0,419.0,,,,,,-0.5219,0.9189,3.205,,,,,
